fact_id	person_id	xml_id	source	window_id	hit_ids	play_title_surface	play_id_hint	fact_type	person_surface	person_role	character	org_surface	venue_surface	settlement_surface	country	date_start	date_end	date_precision	evidence_quote	evidence_ok	confidence	model	drafted_at	notes
GOLD#046	P-4-facs_276_tr_1754998432	facs_276_tr_1754998432	gold_claude			די פֿאַרבלאָנדזשעטע נשמה	PL-0102	production	עמאַ פינקעל	actor								none	"אַזוי האָט מען צוגעשריבן צו ביידען דעם דערפֿאָלג פֿון לאַטיינערס „די פֿאַרבלאָנדזשעטע נשמה"" אין וועלכער ר. האָט געשפּילט די ראָל פון ״באַבעלע""."	yes	high	claude-agent-gold		'tsugeshribn tsu beydn' = the success was credited to both children; Emma Finkel played the counterpart child role (boy/girl child pair written into the operettas). Her character in this play is not named.
GOLD#047	P-4-facs_41_r_2	facs_41_r_2	gold_claude			דאָן יוסף אַבאַרבאַנעל	PL-0051	music	[HOST]	composer				מאַנטשעסטער	England			none	ווען מ'מוז אין מאַנטשעסטער אויף שנעל אויפֿפֿירן די פּיעסע „דאָן יוסף אַבאַרבאַנעל“, קומט ר. צוהילף, שרייבט אָן עטלעכע מוזיק-נומערן	yes	medium	claude-agent-gold		Rosenthal wrote several music numbers for a rushed Manchester production, early 1890s (before his Aug 1894 US debut). Author not named in text; identified as Lateiner's play via registry PL-0051.
GOLD#048	P-4-facs_41_r_2	facs_41_r_2	gold_claude			דאָן יוסף אַבאַרבאַנעל	PL-0051	production	[HOST]	actor	אָפיציר			מאַנטשעסטער	England			none	שטודירט איין מיט ראָדקינזאָן די ראָל פון „אָפיציר“	yes	medium	claude-agent-gold		'shtudirt ayn mit Rodkinzon di rol' — Rosenthal rehearsed the role 'Ofitsir' together with Rodkinson; slightly ambiguous whether Rosenthal performed it himself or coached Rodkinson in it, but the role had been vacated by Anetta Grodner and Rosenthal came to the rescue.
GOLD#049	P-4-facs_41_r_2	facs_41_r_2	gold_claude			דאָן יוסף אַבאַרבאַנעל	PL-0051	production	ראָדקינזאָן	other				מאַנטשעסטער	England			none	שטודירט איין מיט ראָדקינזאָן די ראָל פון „אָפיציר“	yes	medium	claude-agent-gold		Max Rodkinson (later known as Rudolph Marks) rehearsed the role of 'Ofitsir' with Rosenthal for the Manchester production; exact stage function ambiguous (see [HOST] row).
GOLD#050	P-4-facs_41_r_2	facs_41_r_2	gold_claude			דאָן יוסף אַבאַרבאַנעל	PL-0051	production	אַנעטאַ גראָדנער	actor	אָפיציר							none	וואָס פלעגט געשפּילט ווערן פֿון אַנעטאַ גראָדנער, וועלכע האָט פֿאַרלאָזט די טרופּע	yes	medium	claude-agent-gold		Anetta Grodner used to play the role 'Ofitsir' in this play (in the London/English-provinces troupe) before leaving the troupe; earlier performances, no date.
GOLD#051	P-4-facs_41_r_2	facs_41_r_2	gold_claude			דעם צדיקס משפּחה	PL-0121	production	[HOST]	producer			פּיפלס-טעאַטער			1921-09-15		day	"דעם 15 סעפּטעמבער 1921 האָט ר. אין „פּיפלס-טעאַטער אויפגעפֿירט און געשפּילט די הויפּטראָל אין לאַטיינערס „דעם צדיקס משפּחה""."	yes	high	claude-agent-gold		Staged (oyfgefirt = produced/directed) Lateiner's play at the People's Theater, New York (settlement contextual).
GOLD#052	P-4-facs_41_r_2	facs_41_r_2	gold_claude			דעם צדיקס משפּחה	PL-0121	production	[HOST]	actor			פּיפלס-טעאַטער			1921-09-15		day	"דעם 15 סעפּטעמבער 1921 האָט ר. אין „פּיפלס-טעאַטער אויפגעפֿירט און געשפּילט די הויפּטראָל אין לאַטיינערס „דעם צדיקס משפּחה""."	yes	high	claude-agent-gold		Played the lead role (character name not given). New York, contextual.
GOLD#053	P-4-facs_41_r_2	facs_41_r_2	gold_claude			שלום בית	PL-0268	production	[HOST]	producer			פּיפלס-טעאַטער			1923-01-12		day	"דעם 12 יאַנואר 1923 פֿירט ער אויף אין זעלבן טעאַטער לאַטיינערס ""שלום בית""."	yes	high	claude-agent-gold		'in zelbn teater' = People's Theater, New York. Text attributes the play to Lateiner; registry file lists PL-0268 'Sholem-bayis' under the Hurwitz list — attribution discrepancy noted, text attribution (Lateiner) is explicit.
GOLD#054	P-4-facs_41_r_2	facs_41_r_2	gold_claude			בלימעלע	PL-0034	production	[HOST]	actor	בערעלע שייגעץ							none	"אָדער זיין ""בערעלע שייגעץ"" אין לאַטיינערס „בלימעלע""."	yes	high	claude-agent-gold		From the Morgen Zhurnal obituary: his 'Berele Sheygets' in Lateiner's 'Blimele' (PL-0034, Blimele di perl fun Varshe) counted among his unforgettable roles. No date/venue given.
GOLD#055	P-4-facs_41_r_2	facs_41_r_2	gold_claude			דער ישיבה בחור	PL-0144	excluded_homonym										none	"זאָלאָטאַרעווסקיס „דער יידישער האַמלעט"" (שפּעטער פּאָפּולער אַלס „דער ישיבה בחור“)"	yes	high	claude-agent-gold		Excluded: explicitly Zolatarevsky's 'Der yidisher Hamlet', later popular as 'Der yeshive bokher' — not Hurwitz's PL-0144. Rosenthal premiered it in Philadelphia 1897 playing 'Avigdor'.
GOLD#056	P-4-facs_41_r_2	facs_41_r_2	gold_claude			גראַף מאָנטאַ קריסטאָ	PL-0215	excluded_homonym										none	אין דער טיטל-ראָל פֿון זאָלאָטאַרעווסקיס דראַמאַטיזאַציע פֿון דיומאַס גראַף מאָנטאַ קריסטאָ“	yes	high	claude-agent-gold		Excluded: Zolatarevsky's dramatization of Dumas' Monte Cristo, not Hurwitz's 'Monte Kristo' (PL-0215). Also mentioned again in the obituary as 'גראָף מאנטאָ קריסטאָ' — same Zolatarevsky/Dumas piece.
GOLD#057	P-4-facs_41_r_2	facs_41_r_2	gold_claude			דער בלינדער מוזיקאנט	PL-0129	excluded_homonym										none	"אין ל. קאָברינס „דער בלינדער מוזיקאנט"" האָט ראָזענטאָל געשאַפן אַ טיפּ"	yes	high	claude-agent-gold		Excluded: explicitly Leon Kobrin's 'Der blinder muzikant', not Hurwitz's play of the same title (PL-0129).
GOLD#058	P-4-facs_598_tr_1755029985	facs_598_tr_1755029985	gold_claude			קידוש השם	PL-0257	excluded_homonym										none	„קידוש השם“, לויט שלום אַש	yes	high	claude-agent-gold		Excluded: the studio's 1946 Bamberg production is explicitly a dramatization after Sholem Asch's novel Kiddush Hashem, not Hurwitz's 'Kidush Hashem' (PL-0257/PL-0258). Mentioned repeatedly in the entry; all refer to the Asch dramatization.
GOLD#059	P-6-facs_90_r_2	facs_90_r_2	gold_claude			דיבוק	PL-0133	excluded_homonym	[HOST]									none	"אַנסקיס „דיבוק"" צו וועלכער זיי האָבן געמוזט צוואַנגאַזשירן און ברענגען דעם אַקטיאָר מלך הערשקאָוויטש, צו שפּילן די ראָל ""סענדער בריניצער“"	yes	high	claude-agent-gold		"Explicitly ""אַנסקיס „דיבוק"""" — Anski's Der Dibuk, staged by Frantsoz's small troupe in Šahy (Slovakia); Frantsoz played the Miropoler tsadik. Homonym of registry PL-0133 דער דיבוק. Excluded (author = S. An-ski)."
