host_file	host_xmlid	host_heading	cluster_id	canonical_yiddish	db_id	n_mentions	rel_categories	roles	dates	settlements
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00160_Q01	יידישער קונסט טעאַטער	443	1	Employment_Performance		1928 | 1929	
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00198_Q01	אַרבעטער-רינג		1	Employment_Performance	רעציטאַטאָר		
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00353	אוירווינג פלייס טעאַטער	116	1	Employment_Performance		1926	
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00596_Q01	יידיש דראַמאַטישן טעאַטער		1	Employment_Performance			
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00778	שול-כאָר		1	Employment_Performance	זינגער		ביאַליסטאָק
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00779	"ביאליסטאָקער „קונסט-ווינקל"""		1	Employment_Performance			ביאַליסטאָק
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00780	"קאָוונער „פֿאָלקסטעאַטער"""		1	Employment_Performance	רעזשיסער		קאָוונע
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00781	פֿאַראייניקטע דראַמאַטישע טרופּע פֿון ליטע	1687	1	Leadership_Ownership			קאָוונע
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00782	ניו-יאָרקער „אונזער טעאַטער“	1754	1	Employment_Performance		1924	ניו-יאָרק
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00783_Q01	יידישן אַנסאַמבל קונסט-טעאַטער		1	Employment_Performance	"„גולם"""	1931-11	
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00784	יידישער נאַציאָנאַלער אַרבעטער-פֿאַרבאַנד		1	Employment_Performance			
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C00785	יידישע קליין-קונסט-וואַנדער-טעאַטער		1	Leadership_Ownership			
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C01117	טרופּע פֿון א. ג. קאָמפּאַניעיעץ	302	1	Employment_Performance		1915	
Volume_3IIIorg.json	facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ORG-C04469	שילדקרויט-טעאַטער		1	Employment_Performance			
Volume_3IIIorg.json	facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ORG-C00596_Q01	יידיש דראַמאַטישן טעאַטער		1	Employment_Performance	פּראָפעסיאנעלע שוישפּילערין	1920	
Volume_3IIIorg.json	facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ORG-C00722_Q03	אונזער טעאַטער		1	Employment_Performance		1925	
Volume_3IIIorg.json	facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ORG-C00786	קאָוונער מאריאנסקי-גימנאַזיע		1	Education_Formation			קאָוונע
Volume_3IIIorg.json	facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ORG-C00787	קאָוונער יידישן דראַמאַטישן פֿאַראיין		1	Employment_Performance	דעביוטירט		קאָוונע
Volume_3IIIorg.json	facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ORG-C00788	קאָוונער דראַמאַטישער סטודיע		1	Education_Formation			קאָוונע
Volume_3IIIorg.json	facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ORG-C00789	ליפּאָווסקיס פֿאָלקס-טעאַטער		1	Employment_Performance			
Volume_3IIIorg.json	facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ORG-C00790	ערשטע יידישע פֿאַראייניקטע דראַמאַטישע טרופּע	1687	1	Employment_Performance			
Volume_3IIIorg.json	facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ORG-C04469	שילדקרויט-טעאַטער		1	Employment_Performance			
Volume_3IIIorg.json	facs_128_tr_1754820291	פּערלאָוו, בעטי [ראָזענבערג]	ORG-C00101	יידישע בינע		1	Employment_Performance		1940/1941	
Volume_3IIIorg.json	facs_128_tr_1754820291	פּערלאָוו, בעטי [ראָזענבערג]	ORG-C00197_Q01	שלום-עליכם פֿאָלקס-אינסטיטוט		1	Education_Formation			ניו יאָרק
Volume_3IIIorg.json	facs_128_tr_1754820291	פּערלאָוו, בעטי [ראָזענבערג]	ORG-C00291_Q01	היי-סקול		1	Education_Formation			
Volume_3IIIorg.json	facs_128_tr_1754820291	פּערלאָוו, בעטי [ראָזענבערג]	ORG-C00635_Q01	פּאָבליק-טעאַטער	365	1	Education_Formation			
Volume_3IIIorg.json	facs_128_tr_1754820291	פּערלאָוו, בעטי [ראָזענבערג]	ORG-C00793_Q02	שלום-עליכם-שול		1	Education_Formation			ניו יאָרק
Volume_3IIIorg.json	facs_128_tr_1754820291	פּערלאָוו, בעטי [ראָזענבערג]	ORG-C00794	"שלום עליכם-קעמפּ ""בויבעריק"""		1	Employment_Performance	קאונסעלאָר		
Volume_3IIIorg.json	facs_128_tr_1754820291	פּערלאָוו, בעטי [ראָזענבערג]	ORG-C00795	קלינטאָן-טעאַטער		1	Employment_Performance		1943/1944	ניו-יאָרק
Volume_3IIIorg.json	facs_128_tr_1754820296	פּעקעראָוו, יעקב	ORG-C00791	סירקולאָ איזראַעליטא		1	Employment_Performance	„פיטשעראַ“ [משגיח]		סאַנטיאגאָ
Volume_3IIIorg.json	facs_128_tr_1754820296	פּעקעראָוו, יעקב	ORG-C00792_Q02	ביקור חולים		1	Affiliation_Membership			סאַנטיאגאָ
Volume_3IIIorg.json	facs_128_tr_1754820296	פּעקעראָוו, יעקב	ORG-C01387_Q01	יידישן טעאַטער		1	Employment_Performance	אַקטיאָר	1923	
Volume_3IIIorg.json	facs_128_tr_1754820296	פּעקעראָוו, יעקב	ORG-C01387_Q13	יידיש טעאַטער אין פּאַריז		1	Employment_Performance	אַקטיאָר	1893	פאַריז
Volume_3IIIorg.json	facs_129_r	פּערלמאַן, אסתּר	ORG-C00085_Q01	אָלימפּיאַ טעאַטער		1	Employment_Performance		1929	בוענאָס איירעס
Volume_3IIIorg.json	facs_129_r	פּערלמאַן, אסתּר	ORG-C00191	וויק'ט	433	1	Employment_Performance			
Volume_3IIIorg.json	facs_129_r	פּערלמאַן, אסתּר	ORG-C00796	ברייטונגס-שול		1	Education_Formation			
Volume_3IIIorg.json	facs_129_r	פּערלמאַן, אסתּר	ORG-C00797	פֿאָראַרבעטערן		1	Education_Formation			
Volume_3IIIorg.json	facs_129_r	פּערלמאַן, אסתּר	ORG-C00798	גיגאַנט טעאַטער		1	Employment_Performance		1915	וואַרשע
Volume_3IIIorg.json	facs_129_r	פּערלמאַן, אסתּר	ORG-C00799	יאקובאָוויטשעס וואָנדער-טרופּע	909	1	Employment_Performance		1920	
Volume_3IIIorg.json	facs_129_r	פּערלמאַן, אסתּר	ORG-C00800	גראַן טעאַטער איזראַעליטא		1	Employment_Performance		1925-05 | 1927	בוענאָס איירעס
Volume_3IIIorg.json	facs_129_r	פּערלמאַן, אסתּר	ORG-C01898	פֿאַראייניקטע טרופּע	888	1	Employment_Performance		1916 | 1920	וואַרשע
Volume_3IIIorg.json	facs_129_tr_1754820306	פּערלמאַן, יעקב	ORG-C00005	פאַוויליאָן-טעאַטער	467	1	Employment_Performance		1913	לאָנדאָן
Volume_3IIIorg.json	facs_129_tr_1754820306	פּערלמאַן, יעקב	ORG-C00029	קאַמינסקי	147	1	Employment_Performance	כאָריסט		
Volume_3IIIorg.json	facs_129_tr_1754820306	פּערלמאַן, יעקב	ORG-C00106	חברים-טרופּע		1	Employment_Performance			בוענאָס איירעס
Volume_3IIIorg.json	facs_129_tr_1754820306	פּערלמאַן, יעקב	ORG-C00597	גרויסעס טעאַטער	263	1	Employment_Performance	אַקטיאָר		לאָדזש
Volume_3IIIorg.json	facs_129_tr_1754820306	פּערלמאַן, יעקב	ORG-C00801	פֿינקעלשטיינען	899	1	Employment_Performance	פֿאָטערראָלן	1909 | 1913	בוענאָס איירעס
Volume_3IIIorg.json	facs_12_tr_1752652590	פּאָדאָלסקאַ, וויעראַ	ORG-C00127	יידישער טרופּע פֿון מישוראַט	758	1	Employment_Performance			
Volume_3IIIorg.json	facs_12_tr_1752652590	פּאָדאָלסקאַ, וויעראַ	ORG-C00475	קאָליסנאטשענקאָס טרופּע		1	Employment_Performance	קינדער-ראָלן		יעליסאַ וועטגראַד
Volume_3IIIorg.json	facs_12_tr_1752652590	פּאָדאָלסקאַ, וויעראַ	ORG-C00476	זאַסלאַווסקיס טרופּע	456	1	Employment_Performance			
Volume_3IIIorg.json	facs_12_tr_1752652592	פאַדאָוויטש, בערל	ORG-C00472	קיעווער דראַמסטודיע	1190	1	Education_Formation			קיעוו
Volume_3IIIorg.json	facs_12_tr_1752652592	פאַדאָוויטש, בערל	ORG-C00473	קונסטקאָמיסיע אין דער אָפּטיילונג פֿאַר „פֿאָלקס-בילדונג“		1	Affiliation_Membership		1919	
Volume_3IIIorg.json	facs_12_tr_1752652592	פאַדאָוויטש, בערל	ORG-C00474	טעאַטראַלן קאָמיטעט		1	Leadership_Ownership	פֿאָזיצער	1920 | 1921	קרעמענטשוג
Volume_3IIIorg.json	facs_12_tr_1752652592	פאַדאָוויטש, בערל	ORG-C03694_Q06	אוניווערזיטעט	1158	1	Education_Formation			קיעוו
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C00477_Q01	רומעניען אָפּערע הויז		1	Employment_Performance		1891 | 1893	ניו-יאָרק
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C00478	גרענד מוזעאום		1	Employment_Performance		1891 | 1893	ניו-יאָרק
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C00479	זינג-שפּיל-געזעלשאַפט		1	Leadership_Ownership	קאָנצעסיאָנער		ווין
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C00480	יודישע ביהנע		1	Leadership_Ownership	שותף		ווין
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C00481_Q01	פרייע יידישע פֿאָלקס-בינע		1	Employment_Performance			ווין
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C00482	אַברהם גאָלדפֿאַדען פֿאַראיין	936	1	Affiliation_Membership	מיטגליד		לעמבערג
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C00483	עסטרייכישן (דייטשן) בינע-פֿאַרבאַנד		1	Affiliation_Membership	מיטגליד		
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C00484	ניו-יאָרקער קונסט-טעאַטער-טרופּע	1678	1	Employment_Performance		1924	
Volume_3IIIorg.json	facs_12_tr_1752652594	פּאָדזאַמטשע, שלום	ORG-C01387_Q01	יידישן טעאַטער		1	Employment_Performance	שוישפּילער	1889	לעמבערג
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00089	ווינדזאָר-טעאַטער	134	1	Employment_Performance	קאָמפּאָזיטאָר	1900	ניו יאָרק
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00338_Q02	ליריק-טעאַטער	875	1	Employment_Performance	קאָמפּאָזיטאָר	1922	ניו יאָרק
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00340_Q01	נעשאָנאַל-טעאַטער	118	1	Employment_Performance	קאָמפּאָזיטאָר	1912	ניו יאָרק
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00360_Q02	האָפּקינסאָן-טעאַטער	282	1	Employment_Performance	קאָמפּאָזיטאָר	1929 | 1930	ניו יאָרק
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00390	לענאָקס-טעאַטער	140	1	Employment_Performance	קאָמפּאָזיטאָר	1922	בראנקס
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00595	פּראָספּעקט-טעאַטער	364	1	Employment_Performance	קאָמפּאָזיטאָר	1927	ניו יאָרק
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00633_Q01	פּיפּלס-טעאַטער	120	1	Employment_Performance	קאָמפּאָזיטאָר	1909	ניו יאָרק
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00809	כאָר קיין לעמבערג		1	Employment_Performance	משורר		לעמבערג
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00810	האַרמאָניאַ		1	Affiliation_Membership			לעמבערג
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00811	טרופּע פֿון טרייטלער און יאָוועליר	867	1	Employment_Performance	דיריגענט און קאָמפּאָניסט	1893 | 1899	בוקאַרעסט
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00812_Q01	קונסט-טעאַטער	443	1	Employment_Performance	קאָמפּאָזיטאָר	1920-09	ניו יאָרק
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C00813	סאָסייעטי פֿון יידישע קאָמפּאָזיטארס		1	Affiliation_Membership		1940-06-16	ניו יאָרק
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C01387_Q01	יידישן טעאַטער		1	Employment_Performance	דיריגענט פֿון אָרקעסטער	1889	לעמבערג
Volume_3IIIorg.json	facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ORG-C03902_Q01	געביל		1	Employment_Performance	קאָמפּאָזיטאָר, דיריגענט און ערשטער וויאָליניסט	1919	ניו יאָרק
Volume_3IIIorg.json	facs_130_r_2	פּערלמוטער, אַפֿרים	ORG-C00684	גרענד-טעאַטער	115	1	Employment_Performance	שמאי		
Volume_3IIIorg.json	facs_130_r_2	פּערלמוטער, אַפֿרים	ORG-C00808	היברו דראַמאַטיק קלאָב	404	1	Employment_Performance		1887	לאָנדאָן
Volume_3IIIorg.json	facs_130_r_2	פּערלמוטער, אַפֿרים	ORG-C01387_Q11	יידישן טעאַטער		1	Employment_Performance	קליינע ראָלן	1890/1895	
Volume_3IIIorg.json	facs_130_tr_1754820307	פּערלמאַן, מאַקס	ORG-C00409_Q02	סקאַלאַ-טעאַטער		1	Employment_Performance	גאַסטראָלירן		וואַרשע
Volume_3IIIorg.json	facs_130_tr_1754820307	פּערלמאַן, מאַקס	ORG-C00802	יידישע גרונטשול		1	Education_Formation			ריגע
Volume_3IIIorg.json	facs_130_tr_1754820307	פּערלמאַן, מאַקס	ORG-C00803	דראַמאַטישער סטודיע ביים 'פרץ-קלוב'		1	Education_Formation		1926	
Volume_3IIIorg.json	facs_130_tr_1754820307	פּערלמאַן, מאַקס	ORG-C00804	ריגער 'נייער יידישער טעאַטער'	1026	1	Employment_Performance	פּראָפעסיאנעלער אַקטיאָר		ריגע
Volume_3IIIorg.json	facs_130_tr_1754820307	פּערלמאַן, מאַקס	ORG-C00805	מוזיקאלישער קאָמעדיע		1	Employment_Performance			
Volume_3IIIorg.json	facs_130_tr_1754820307	פּערלמאַן, מאַקס	ORG-C00806	טעאַטער רעקלאַם	1756	1	Employment_Performance	גאַסטראָלירט		ווין
Volume_3IIIorg.json	facs_130_tr_1754820307	פּערלמאַן, מאַקס	ORG-C00807	עקסעלסיאָר		1	Employment_Performance			
Volume_3IIIorg.json	facs_130_tr_1754820307	פּערלמאַן, מאַקס	ORG-C02007_Q02	יידישער מעוטים-טעאַטער		1	Employment_Performance		1933 | 1934	קאָוונע
Volume_3IIIorg.json	facs_132_tr_1755157157	פערלמוטער, מרדכי	ORG-C00273_Q02	פרייע אַרבייטער שטימע		1	Employment_Performance	מיטאַרבעטער	1909	
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00155_Q01	פּראָגרעסיוו דראַמאַטיק קלוב	363	1	Leadership_Ownership		1902	
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00174_Q01	צוקונפט	225	1	Leadership_Ownership	מיטגרינדער	1902	
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00257_Q01	פֿאַרווערטס	692	1	Production_Distribution		1902	
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00814	צוקונפט פרעס פעדעריישאָן		1	Leadership_Ownership	סעקרעטאָר	1913-02	
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00815	די אַרבייטער וועלט		1	Employment_Performance		1904-05-13	
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00816	דיא טהעאַטער וועלט		1	Leadership_Ownership	רעדאַקטאָר-אַרויסגעבער	1908-11 | 1909-03	ניו-יאָרק
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00817	מוזיק לאָווערס סאָסייעטי		1	Leadership_Ownership	פֿאָרזיצער	1911 | 1912	
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00818	מאנהעטן סימפאָני אָרקעסטער		1	Leadership_Ownership	מענעדזשער		
Volume_3IIIorg.json	facs_132_tr_1755157159	פּערלמוטער ראובן	ORG-C00819_Q01	אַמעריקאַנער יידישן קאָנגרעס		1	Affiliation_Membership	דעלעגאט	1917	
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00096_Q01	פֿאָלקס-טעאַטער		1	Employment_Performance	סופֿלער	1929 | 1930	
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00353	אוירווינג פלייס טעאַטער	116	1	Employment_Performance	סופֿלער	1922 | 1926	
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00384	יידישער אַקטיאָרן-יוניע	442	1	Affiliation_Membership	עקזעקוטיוו-סעקרעטאר		
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00820	עברי		1	Affiliation_Membership	אַן אַקטיװער מיטגליד	1900	לעמבערג
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00821	אַברהם אַקסעלראָד	180	1	Employment_Performance	סופֿלער	1903	טשערנאָוויץ
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00822	קליינס וואָדעוויל-הויז		1	Employment_Performance	סופֿלער	1906	ניו יאָרק
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00823	דוד קעסלער	464	1	Employment_Performance	סופֿלער	1907 | 1908	
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00824	פלאַזאַ גאָרדען טעאַטער		1	Employment_Performance	רעזשיסער און סופֿלער	1910 | 1914	
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00825	לאָקאַל 18		1	Leadership_Ownership	איינער פון די גרינדער		
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00826	יידישער דראַמאַטורגן-ליג		1	Leadership_Ownership	גרינדער	1914	
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00827	געזעלשאַפט פון יידישע קאָמפּאָזיטאָרן, ליריק-שרייבער און פּאבלישערס		1	Leadership_Ownership	גרינדער	1931	
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00828	אַמעריקאַנער		1	Employment_Performance		1921 | 1926	ניו יאָרק
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C00829_Q01	די אידישע וועלט		1	Employment_Performance		1928-11-18 | 1929	פילאדעלפיע
Volume_3IIIorg.json	facs_133_tr_1755157303	פּערלמוטער, שלום	ORG-C01387_Q01	יידישן טעאַטער		1	Employment_Performance	פּראָפעסיאנעלן סופֿלער	1901	לעמבערג
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00103	ווילנער טרופּע	551	1	Employment_Performance	רעצענזענט	1900 | 1905	
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00180_Q01	יידישן קונסט-טעאַטער	1459	1	Employment_Performance	רעצענזענט	1900 | 1905	ניו-יאָרק
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00499	יידישער פֿאָלקסטעאַטער	357	1	Leadership_Ownership	איניציאַטאָרן	1912	לאָנדאָן
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00702	לעקסיקאָן פון יידישן טעאַטער	310	1	Affiliation_Membership	מיטגליד אין לאָנדאָנער פֿאַרלאַגס-קאָמיטעט		
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00842	יידישעס פאָלקסבלאַט		1	Employment_Performance		1886	
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00843	אינטערנאַציאָנאַלער אַרבעטער-בילדונגס-קלאָב		1	Leadership_Ownership	סעקרעטאָר		לאָנדאָן
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00844_Q01	אַרבייטער פֿריינד	1763	1	Employment_Performance			
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00845	די פּאָסט		1	Employment_Performance		1926-07	לאָנדאָן
Volume_3IIIorg.json	facs_135_tr_1754820286	פּערקאָף, יצחק	ORG-C00846	רוסישער שול		1	Education_Formation			
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00174_Q01	צוקונפט	225	1	Affiliation_Membership		1918	
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00562	ערשטער יידישער דראַמאַטישער שול	1085	1	Education_Formation	תּלמיד	1922	
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00830	וואַרשעווער יידישער מינע		1	Education_Formation	תּלמיד		
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00831_Q01	השומר הצעיר	697	1	Affiliation_Membership	מיטגליד		
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00832	פּוילישן מיליטער		1	Employment_Performance	אַקטיאָר		
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00833	"דראַמסעקציע ביי ""צוקונפט"""		1	Leadership_Ownership	רעזשיסער און אָנפֿירער	1925 | 1939	
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00834	"געזעלשאַפֿט ""יידישע בינע"""		1	Leadership_Ownership	מיטגרינדער		
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00835	נייע פֿאָלקסצייטונג		1	Employment_Performance	מיטאַרבעטער / רעצענזענט		
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00836	וואָכנשריפט		1	Employment_Performance	מיטאַרבעטער / רעצענזענט		
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00837	יוגנט-וועקער	426	1	Employment_Performance	מיטאַרבעטער / רעצענזענט		
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00838	פֿאָרויס		1	Employment_Performance	מיטאַרבעטער / רעצענזענט		
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00839_Q01	רעאַל-שול	1082	1	Employment_Performance	רעזשיסער		ווילנע
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00840_Q01	יידישן פֿאָלקס-טעאַטער	541	1	Employment_Performance	רעזשיסער		ווילנע
Volume_3IIIorg.json	facs_135_tr_1754820287	פּערענסאָן, משה	ORG-C00841	קעמפּ „ניי-וועלט“		1	Leadership_Ownership	דראַמאַטישער דירעקטאָר		
Volume_3IIIorg.json	facs_136_tr_1754820282	פּראַגער רעגינע	ORG-C00089	ווינדזאָר-טעאַטער	134	1	Employment_Performance	דינה	1895-08	ניו-יאָרק
Volume_3IIIorg.json	facs_136_tr_1754820282	פּראַגער רעגינע	ORG-C00340_Q01	נעשאָנאַל-טעאַטער	118	1	Employment_Performance	פּרימאַדאָנע	1917 | 1919	ניו-יאָרק
Volume_3IIIorg.json	facs_136_tr_1754820282	פּראַגער רעגינע	ORG-C00682	סעקאָנד עוועניו טעאַטער	128	1	Employment_Performance	פּרימאַדאָנע	1919 | 1930	ניו-יאָרק
Volume_3IIIorg.json	facs_136_tr_1754820282	פּראַגער רעגינע	ORG-C00849	כאָר פֿון פּוילישן טעאַטער		1	Employment_Performance	כאָר		לעמבערג
Volume_3IIIorg.json	facs_136_tr_1754820282	פּראַגער רעגינע	ORG-C00850	יעקב-בער גימפּעלס לעמבערגער יידישן טעאַטער	257	1	Employment_Performance	פּרימאַדאָנע	1890	לעמבערג
Volume_3IIIorg.json	facs_136_tr_1754820292	פּערקאָף, רובין	ORG-C00024	טעאַטער עלדאָראַדאָ	235	1	Employment_Performance	כאָריסט	1890/1891	וואַרשע
Volume_3IIIorg.json	facs_136_tr_1754820292	פּערקאָף, רובין	ORG-C00576	ווייספעלדן	483	1	Employment_Performance	אַקטיאָר		וואַרשע
Volume_3IIIorg.json	facs_136_tr_1754820292	פּערקאָף, רובין	ORG-C00607	גימפּעל	257	1	Employment_Performance			לעמבערג
Volume_3IIIorg.json	facs_136_tr_1754820292	פּערקאָף, רובין	ORG-C00847	קאַפּעליע פֿון אָפּטער חזן ראָמבערג		1	Education_Formation	משורר		
Volume_3IIIorg.json	facs_136_tr_1754820292	פּערקאָף, רובין	ORG-C00848	טלאָמאָצקער שול		1	Employment_Performance	כאָריסט		וואַרשע
Volume_3IIIorg.json	facs_145_tr_1754213821	פּראָוואַטיינער אַברהם	ORG-C00246_Q01	קולטור-ליגע	1233	1	Employment_Performance	מיטגעאַרבעט		קיעוו
Volume_3IIIorg.json	facs_145_tr_1754213821	פּראָוואַטיינער אַברהם	ORG-C00851	מאָסקווער דראַמאַטישע אַקאַדעמיע	1102	1	Education_Formation	אַרטיסט רעזשיסער	1914	מאָסקווער
Volume_3IIIorg.json	facs_145_tr_1754213821	פּראָוואַטיינער אַברהם	ORG-C00852	אַלאוקראַאינישן טעאַטער-קאָמיטעט	1215	1	Leadership_Ownership	רעזשיסער-אינסטרוקטאָר	1919	קיעוו
Volume_3IIIorg.json	facs_145_tr_1754213821	פּראָוואַטיינער אַברהם	ORG-C00853	נואַרקער דראַמאַטישן קרייז		1	Leadership_Ownership	אָנגעפֿירט	1923 | 1927	
