slot	surface	auto_link	auto_status	auto_method	n_facts	example_fact_id	example_evidence	decision	decided_link	reviewer_notes
org	טרופּע פֿון קלאַראַ יאָנג און בועז יאָנגוויץ		unmatched		1	P-5-facs_561_tr_1739222221:1#7	"דער רעפּערטואָר איז באַשטאַנען פֿון ''אַלמאָ, וואו וווינסטו?"" „חנהטשע אין אַמעריקע, „זיין ווייבס מאַן, „דזשעקעלע בלאַפער, „די אַמעריקאַנערין"""			
org	סטודיע ביים קאָוונער „קינדער הויז“	org_cluster:ORG-C03679	candidate	cluster_no_entity	1	P-5-facs_568_tr_1739221634:1#1	פינסקיס „אוצר“			
org	הדסה	org_cluster:ORG-C00966_Q01	candidate	cluster_no_entity	1	P-5-facs_606_r:1#1	"וואו זי איז 5 יאָר געווען אַ ""שוועסטער“ אין „הדסה"""			
org	יידיש קונסטטעאַטער	org:713	candidate	fuzzy_97	1	P-6-facs_144_tr_1747825163:1#3	"דער טעאַטער-סעזאָן האָט זיך אין דעם טעאַטער [יידיש קונסטטעאַטער] אָנגעהויבן אָנהייב סעפּטעמבער מיט ש. אַנסקיס „דער דבוק"". אַ סיורפּרייז פאַר דעם עולם איז געווען די באַוויסטע יידיש-דייטשע אַרטיסטין לאה"			
org	שוואַרצס קונסט טעאַטער	org_cluster:ORG-C05825	candidate	cluster_no_entity	1	P-6-facs_144_tr_1747825163:1#6	"איך האָב בייגעוווינט די פאַרשטעלונג פֿון אַנסקיס „דיבוק"" אין שוואַרצס קונסט טעאַטער מיט לאה ראָזען אין דער ראָלע פֿון דער אומגליקלעכער כלה"			
org	פֿיינמאַן קונסט-טעאַטער		unmatched		1	P-6-facs_203_tr_1747929008:2#1	אין אָנהייב פֿון פֿיינמאַן קונסט-טעאַטער“ (1911) אין לאָנדאָן ... זי איז ערשט שפּעטער, נאָך די גאַסטשפּילן פֿון מאָריס מאָסקאָוויטש, דאָרט אויפֿגעטראָטן אין „די קאָמעליען-דאמע“			
org	פֿיינמאַן יידישן פאָלקס-טעאַטער		unmatched		1	P-6-facs_203_tr_1747929008:2#3	"אין פֿיינמאַן יידישן פאָלקס-טעאַטער האָט זי געשפּילט אין „קאַמעליען דאָמע"" פֿון אַלעקסאַנדער דיומאָ. איך האָב איר שפּילן אין דער פּיעסע באַצייכנט: „מאַדאָם פֿיינמאַן האָט געשפּילט אויסגעצייכנט אַלס מאַרג"			
org	ריגער יידישן געזעלשאַפֿטלעכן טעאַטער	org_cluster:ORG-C02163	candidate	cluster_no_entity	1	P-6-facs_226_tr_1747928999:1#2	"אין ריגער יידישן געזעלשאַפֿטלעכן טעאַטער, שפּילט ק. אין דער זעלבע פּיעסע die ראָל פֿון „מענדל אַרענדאָר"""			
org	אונדזער טעאַטער	org:426	candidate	fuzzy_96	1	P-6-facs_231_tr_1747928940:1#3	"אין ווילנע געשפּילט אַ יידישע(ר) טעאַטער אונטער דער אָנפֿירונג פֿון דיום שוישפּילער און רעזשיסער אַלעקס (אַליהו) שטיין, וועלכער האָט געגעבן נייע נישט געשפּילטע פּיעסעס, ווי י. י. זינגערס ""באָריס סאָווינ"			
org	גאָלדפֿאַדנס טרופּע	org:42	candidate	cluster_fuzzy_97	1	P-6-facs_246_tr_1747928955:1#1	"גאָלדפֿאַדן האָט צווישן אַנדערע זיינע פּיעסן אויך אויפֿגעפֿירט אַ פּיעסע ""יהודה המכבי"""			
org	טרופּע זשאַרגאָן אַקטיאָרן		unmatched		1	P-6-facs_254_tr_1747928885:1#11	"אַז די טרופּע האָט זיך איבערגעקליבן אין לאַטיינישן קוואַרטאָל (ווו אַלע סטודענטן וווינען), און אויף אַלע גאַסן זיינען אָנגעקלעבט גרויסע אַפישן אויף וועלכע איז געדרוקט מיט גאַנץ גרויסן אותיות „רש'י"""			
org	דראַמאַטישער סטודיע ביים יידישן אַרבעטער-קלוב		unmatched		1	P-6-facs_271_r_1:2#4	אין 1924 האָט אַפֿרים לויטער אויפֿגעפֿירט די פּיעסע, באַאַרבעט און צוגעפּאַסט צום היינטיקן מאָמענט, מיט דער דראַמאַטישער סטודיע ביים יידישן אַרבעטער-קלוב אין באַקו			
org	יידישער קונסט טעאַטער איקוף	org_cluster:ORG-C01571	candidate	cluster_no_entity	1	P-6-facs_30_tr_1747746182:1#1	"ה. שפּילט פֿון 1945 אין „איקוף“, ווו זיי אַקטוירט די הויפּט-ראָל „מרים"" אין משה פינטשעווסקיס „איך לעב"", „חוה"" און „האָדל"" אין ""טוביה דער מילכיקער“, „חנה רוייזע"" אין פּרעס „ס'ברענט"" און „די אַלמנה"" אין "			
org	ליטעראַרישער טרופּע	org:322	candidate	fuzzy_97	1	P-6-facs_327_tr_1747930566:1#1	"דאָס איז די אויפֿפֿירונג פֿון גאָרדינס פּיעסע „די וואַרהייט"" אין יאָר 1910"			
org	אייגענע טרופּע	org_cluster:ORG-C01672	candidate	cluster_fuzzy_96	1	P-6-facs_327_tr_1747930566:3#6	"האָבן מיר אויף גיך אויפגעפירט דעם „דיבוק"", וואָס איז אַ דאַנק די „ווילנער"" געוואָרן שטאַרק פּאָפּולער אין לאַנד. ...אונדזער טרופּע איז באַשטאַנען פון אסתר-רחלס משפּחה-מיטגלידער"			
org	אסתר רחל קאַמינסקאָס טעאַטער	org_cluster:ORG-C03816	candidate	cluster_fuzzy_98	1	P-6-facs_327_tr_1747930566:4#2	"ענדלעך האָב איך אָבער באַוויזן צו זען די קאַמינסקאַ אין איינע פֿון אירע בעסטע ראָלן — אין דער פּיעסע „די מוטער"" פֿון דוד פינסקי"			
org	פֿאַרלאָג „אידיש“	org_cluster:ORG-C02296	candidate	cluster_no_entity	1	P-6-facs_408_tr_1747930566:1#2	ערשטע ליבע [אַברהם רייזען, געזאַמלטע ווערק. פֿאַרלאָג „אידיש“, נ. י., 1917, 1930, זעקסטער באַנד]			
org	איקוט	org_cluster:ORG-C02367	candidate	cluster_no_entity	1	P-6-facs_466_tr_1747930136:1#1	ווו ער פֿירט אויף הירשביינס „גרינע פעלדער“			
org	יוגנטלעכער טעאַטער-סטודיע		unmatched		1	P-6-facs_565_tr_1752129114:1#2	"אין סעזאָן 1967-68 — אין איר באַאַרבעטונג פרץ הירשביינס „גרינע פעלדער"""			
org	ניו פלעיהאַוז	org_cluster:ORG-C02455	candidate	cluster_no_entity	1	P-6-facs_611_tr_1747930592:1#1	"אין לאָס אַנדזשעלעס האָט זי מיט איר מאַן געגרינדעט דאָס ""ניו פלעיהאַוז“, ווו זי האָט געשפּילט (אין ענגליש) די הויפּטראָלן אין ברוך לומעטס „אַ מעשה מיט אַ שניידערל“, פרץ הירשביינס „גרינע פֿעלדער“"			
org	הסתדרות העברית		unmatched		1	P-6-facs_612_r:1#3	"אין 1921 האָט ס. זיך אויך באַטייליקט אין אייניקע העברעישע אויפרירונגען, וואָס די „הסתדרות העברית“ האָט אַראַנזשירט. די פּיעסן, וואָס זיינען געשפּילט געוואָרן, זיינען געווען „הגיטו החדש"" פון דר. הערצל"			
org	ביוראָ פֿאַר יידישער דערציונג	org_cluster:ORG-C02468	candidate	cluster_fuzzy_98	1	P-6-facs_639_tr_1747930195:1#4	"„רב עקיבא"" פֿון פֿיינערמאָן (1958)"			
org	„וו. פּ. אַ“-טעאַטער-פּראָיעקט	org_cluster:ORG-C01775	candidate	cluster_no_entity	1	P-6-facs_74_tr_1747746112:1#1	"אין 1939 באַטייליקט ער זיך אין „וו. פּ. אַ“-טעאַטער-פּראָיעקט און שפּילט, אין יידיש און אין ענגליש, די ראָל פֿון ""יודקע"" אין פינסקיס „דער אוצר“"			
org	די ליטעראַרישע טרופּע		unmatched		1	P-6-facs_81_tr_1747746168:1#1	2) דער ישיבה בחור — זאָלאָטאָרעווסקי			
org	יידישן טעאַטער אין נידער-שלעזיען		unmatched		1	P-6-facs_98_tr_1747746102:1#1	"דאָ טרעט ער אויף אַלס „אַברהם יעקב"" אין הירשביינס „גרינע פעלדער“"			
org	כאַרקאָווער טעאַטער	org_cluster:ORG-C00346	candidate	cluster_no_entity	1	P-7-facs_108_r_5:1#1	"אין דער „גאָלדענער מדינה"" — מאַרגאַרעט"			
org	יידיש אַרבעטער-טעאַטער	org_cluster:ORG-C00016	candidate	cluster_no_entity	1	P-7-facs_10_r_7:1#1	"„הדסה"" (מאַרקישעס „כל נדרי“)"			
org	אָרטיקע אַמאַטאָרן		unmatched		1	P-7-facs_11_tr_1756280381:1#1	"האָט ער אין משך פון 1913 ביז 1928 אויפֿגעפֿירט מיט אָרטיקע אַמאַטאָרן די פּ עסן: „דער תלמיד חכם"", „דער יידישער גלח“"			
org	"דייטש-יידישן הילפס-פֿאַריין ""עזרה"""		unmatched		1	P-7-facs_32_tr_1756359774:1#1	"אַריין אין לערער-סעמינאָר פֿון דייטש-יידישן הילפס-פֿאַריין ""עזרה"""			
person	הורוויץ		unmatched		18	P-1-facs_132_r_13:1#1	הורוויץ האָט אויפֿגעפֿירט זיין פּיעסע טיסאַ עסלער			
person	אַנסקיס		unmatched		15	P-1-facs_299_tr_1741260436:1#1	"אַנסקיס „דיבוק"""			
person	דוד פינסקי	person:2655	candidate	fuzzy_100	10	P-1-facs_292_r_4:1#1	דאָס צווייטע פּראָגראָם (דורכגעפֿירט געוואָרן דעם 7טן יאָנואַר 1925) איז באַשטאַנען פֿון: „בת שבע“, איינאַקטער פֿון דוד פינסקי			
person	יוסף לאַטיינער		unmatched		8	P-2-facs_90_tr_1744131428:5#7	בּת שבע אָדער דאָס ווינשפינגערל אַ פאַנטאַסטישע אָפּערעטע אין 4 אַקטען פון יוסף לאַטיינער פערלאַג פון אַמקו זייט עט פריינד, בּוכהאנדלונג, פשעמישל, 1911			
person	מ. הורוויטש		unmatched		5	P-2-facs_90_tr_1744131428:2#2	"די רומעניע אָפּערע הויז פירט אויף די אָפּערע[?] ""שלמה המלך“ פון מ. הורוויטש"			
person	בן יעקב		unmatched		5	P-1-facs_342_tr_1741260502:1#1	דידאָזיקע קאָמעדיע איז אָפֿט [דורך שטיינשניידער און בן יעקב] פֿאַרביטן געוואָרן			
person	מאָגולעסקאָ		unmatched		5	P-1-facs_160_r_4:1#4	מאָגולעסקאָ אַלס „די נעגערין“			
person	מאָריס שוואַרץ	person:2863	candidate	fuzzy_100	5	P-3-facs_92_r:1#5	"דעם 11 אַפּריל 1922 — דורך מאָריס שוואַרץ אין ""יידישן קונסט-טעאַטער“, מיט אים אין דער ראָל פון „כאָניע“"			
person	טאָמאַשעווסקין		unmatched		4	P-2-facs_90_tr_1744131428:4#5	דעם 20 סעפטעמבּער 1907 ווערט דורך טאָמאַשעווסקין אויפגעפירט אין פּיפּלס-טעאַטער ל.'ס „מיין ווייבּס פריינט, אָדער, פּוקד עון אבות על בּנים“			
person	פּראָפ. הורוויץ		unmatched		4	P-1-facs_342_tr_1741260502:1#2	"ערשט אין סוף פֿון די 6ער יאָרן פֿון 19-ן יאָרהונדערט האָט פּראָפ. הורוויץ אויסגענוצט דעם איינהאָלט פֿון דערדאָזיקער קאָמעדיע פֿאָר זיינעם אַ פֿאָרס „שבתי צבי"""			
person	אַנסקי		unmatched		4	P-2-facs_63_tr_1744131370:1#1	"אַ פּאַראָדיע אויף אַנסקיס „דער דבוק"""			
person	הירשביינס		unmatched		4	P-4-facs_409_r_1:1#5	"דעם 28 מאי 1933 פֿירט בן-עמי אויף מיט די מיטגלידער פֿון דער „געזעלשאַפט"" הירשביינס „גרינע פעלדער"""			
person	י. לאטיינער		unmatched		3	P-1-facs_312_TextRegion_1708860417410_829:3#20	"„הדסה“ [לויט ב. גאָרין אין דער הקדמה צו „דיא געשיכטע פון אידישען טעאַטער“ איז די פּיעסע דערשיינען א""נ „שלמה גאָרגעל“, פאַרפאַסט פון י. לאטיינער.]"			
person	גראַדנער		unmatched		3	P-2-facs_90_tr_1744131428:1#4	די צוויי סטאַרס, פינקעל און גראַדנער, האָבּן מיך איבּערראַשט מיט אַ האָנאָראַר פון 12 פראַנק			
person	מאַלי פּיקאָן	person:939	candidate	fuzzy_100	3	P-2-facs_90_tr_1744131428:4#23	דעם 19 פעברואר 1925 איז אין קעסלערס סעקאָנד-עוועניו-טעאַטער אויפגעפירט געוואָרן, מיט מאַלי פּיקאָן אין דער טיטל-ראָל, ל.'ס „דאָס ציגיינער-מיידל, סטיליזירט און אויפגעפירט פון יעקב קאַליך, מוּזיק פון יא			
person	טאָמאָשעווסקי		unmatched		3	P-1-facs_302_tr_1741260413:1#2	"האָט אין 1894 געשפּילט מיט טאָמאָשעווסקי און רודאָלף מאַרקס אין פֿילאָדעלפיע [ראָל „חיים"" אין „חיים אין אַמעריקע""]"			
person	שאָר		unmatched		3	P-1-facs_410_tr_1739715084:1#1	"איר ערשטער אויפטריט אין לעגיטימען יידישן טעאַטער איז אין שאָרס פּיעסע „די ערשטע ליבע"""			
person	שלום אַשס	person:1183	candidate	fuzzy_93	3	P-2-facs_117_tr_1744279199:1#2	"גענומען פֿון יערזשי זשולאָווסקיס און שלום אַשס פּיעסעס „שבתי צבי"""			
person	יאָזעף לאַטיינערס	person:683	candidate	fuzzy_97	3	P-2-facs_198_r_4:1#2	"ער פירט איצט אויף יאָזעף לאַטיינערס פּיעסע ""יענטע פּיפּערנאָטער“"			
person	זיגמונט מאָגולעסקאָ		unmatched		3	P-3-facs_136_tr_1754820282:1#4	די פּיעסע האָט געהייסן „כוזרי“ און די מוזיק איז געווען פון זיגמונט מאָגולעסקאָ			
person	הורוויטשעס		unmatched		3	P-3-facs_29_tr_1752653006:1#3	אין טאַליאַ טעאַטער האָט מען זיך געקליבן שטעלן הורוויטשעס אַ שטיק „דער מבול פֿון דזשאָנסטאָון“			
person	דוד הערמאַנס	person:1986	candidate	fuzzy_95	3	P-3-facs_340_tr_1756106824:1#3	"דעם „טויטן טאַנץ"" אין „דיבוק"" אין דוד הערמאַנס אויפֿפֿירונג אין נעשאָנאַל-טעאַטער"			
person	אַלעקסאַנדער האַרקאָווי		unmatched		3	P-3-facs_37_tr_1752653028:1#6	"אונזער פּורים-פּיעסע איז, לויט מיין געדענקען, יעדן יאָר געווען די זעלביקע זאך און זי האָט געהייסן „חכמת שלמה"""			
person	י. ל. פרץ		unmatched		3	P-3-facs_37_tr_1752653028:2#2	דערציילט י. ל. פרץ ווי צו ר' חיים וויטאַלן אין צפת איז געקומען אַ יונגערמאַן, וואָס איז אַ יאָר נאָך דער חתונה געוואָרן אַן אַלמן			
person	פינסקיס		unmatched		3	P-4-facs_364_tr_1755030303:1#1	אין 1929 האָבן זיך די מיטגלידער פֿון דער גרופּע באַטייליקט אין די מאַסן-סצענעס פֿון פינסקיס „אוצר“, וואָס די שיקאַגער דראַמאַטישע געזעלשאַפט האָט אויפֿגעפֿירט אין מילוואָקי			
person	פינסקי		unmatched		3	P-4-facs_380_tr_1755030217:1#2	פינסקיס „אוצר“			
person	אסתר-רחל		unmatched		3	P-6-facs_210_tr_1747928994:2#1	"אסתר-רחל האָט באַדאַרפט שפּילן נישט-פּאַסיקע פאַר איר ראָלן, ווי „די קאַמעליען-דאַמע"""			
person	אסתר-רחל קאַמינסקאַ		unmatched		3	P-6-facs_327_tr_1747930566:3#6	"האָבן מיר אויף גיך אויפגעפירט דעם „דיבוק"", וואָס איז אַ דאַנק די „ווילנער"" געוואָרן שטאַרק פּאָפּולער אין לאַנד. ...אונדזער טרופּע איז באַשטאַנען פון אסתר-רחלס משפּחה-מיטגלידער"			
person	הלל צייטלין	person:646	candidate	fuzzy_95	3	P-6-facs_53_r_13:1#1	"אין דאָזיקן פּרט האָט די דראַמע אַ ביסל ענלעכקייט צום „דבוק"""			
person	פינקעל		unmatched		2	P-2-facs_90_tr_1744131428:1#3	די צוויי סטאַרס, פינקעל און גראַדנער, האָבּן מיך איבּערראַשט מיט אַ האָנאָראַר פון 12 פראַנק			
person	גבריאל פינקעלשטיין		unmatched		2	P-2-facs_90_tr_1744131428:1#9	מיט מוזיק פון גבריאל פינקעלשטיין			
person	מאַקס אַווראַמאָוויטש		unmatched		2	P-2-facs_90_tr_1744131428:1#15	מוּזיק פון מאַקס אַווראַמאָוויטש			
person	יאזעף לאַטיינער	person:683	candidate	fuzzy_100	2	P-2-facs_90_tr_1744131428:5#3	שרה שיינדעל לעבּענס בּילד מיט געזאַנג און טענץ פון יאזעף לאַטיינער. ... וואַרשא תּרס“ז [1907, 60 ז. 16] [די פּיעסע הייסט בּיים מחבר „די פאַרבּלאָנדזשעטע נשמה“]			
person	באָריס טאָמאָשעווסקי		unmatched		2	P-1-facs_312_TextRegion_1708860417410_829:2#27	"באָריס טאָמאָשעווסקי, וועלכער האָט געשפּילט אין דער פּיעסע ... „ברכה, אָדער, דער יידישער קעניג פֿון פּוילן אויף איין נאַכט (דעם 18-טן אויגוסט .""(1857"			
person	בּעסי טאָמאַשעווסקי	person:3071	candidate	fuzzy_90	2	P-2-facs_90_tr_1744131428:3#11	איך האָבּ געשפּילט די אַלטיטשקע			
person	מינקאָווסקי		unmatched		2	P-2-facs_90_tr_1744131428:3#27	אין 1893 איז אויך אויפגעפירט געוואָרן ל.'ס „קעניג און בּויער“ [מוּזיק פון מינקאָווסקי]			
person	מאַקס ראָזענטאַלן	person:878	candidate	fuzzy_96	2	P-2-facs_90_tr_1744131428:4#21	דעם 15 סעפטעמבּער 1921 איז אין פּיפּלס-טעאַטער אויפגעפירט געוואָרן דורך מאַקס ראָזענטאַלן ל.'ס „דעם צדיקס משפּחה, קאָמעדיע-דראַמע אין 4 אַקטן, מוּזיק פון יאזעף בּרוידי“			
person	יעקב פ. אַדלער		unmatched		2	P-1-facs_212_tr_1741260189:1#3	אויך די פּיעסע איז אַלס „אייגנטום פֿון אָדלערן“ געשפּילט געוואָרן נאָר דורך אים			
person	ליבהאָבער		unmatched		2	P-1-facs_323_tr_1741260490:1#5	"איז געשפּילט געוואָרן דורך „ליבהאָבער"""			
person	בעטי קעניג		unmatched		2	P-1-facs_345_r_10:1#2	אויפגעפירט 17 סעפטעמבער 1928 אין לוב- לינער פּאַנטעאָן-טעאַטער דורך בעטי קעניגס טרופּע			
person	אָדלער		unmatched		2	P-1-facs_35_tr_1740520969:1#3	וועלכע ווערט אויפֿגעפֿירט אין לאָדזשער „סקאָלאַ טעאַטער“ דורך דער טרופּע אָדלער-סיעראָצקי			
person	בת-שבע קרעמער		unmatched		2	P-1-facs_368_TextRegion_1710163037685_362:1#7	בת-שבע קרעמער			
person	זאָלאָטאָרעווסקיס		unmatched		2	P-1-facs_411_r:1#1	"איר ערשטער אויפטריט אויף דער יידישער בינע איז אין שיקאָגאַ אַלס „די רביצין“ אין זאָלאָטאָרעווסקיס ""ישיבה בחור“"			
person	אַנ-סקי ש.		unmatched		2	P-1-facs_52_tr_1740521031:1#1	"האָט די „ווילנער טרופּע"" און וואַרשע אויפֿגעפֿירט אין עליזעאום-טעאַטער א""ר פֿון דוד הערמאַן א.'ס פּיעסע צווישן צוויי וועלטן“ אָדער „דער דיבוק"""			
person	י. לאַטיינערס		unmatched		2	P-2-facs_10_tr_1743943373:4#2	"שלמקע און ריקעל קאָמישע אָפּערעטע אין 4 אַקטען פֿון ב. טאָמאַשעווסקי [איז באמת י. לאַטיינערס „זיין ווייבס פֿריינד""]"			
person	שייקעוויטש		unmatched		2	P-2-facs_198_r_4:2#6	די דירעקציאָן פון שייקעוויטש אוּן מאָגוּלעסקאָ האָט לאַנג ניט געדויערט			
person	זשולאַווסקי		unmatched		2	P-2-facs_293_tr_1744280709:1#1	"זשולאַווסקיס „שבתאי צבי"""			
person	רעגינאַ פּראַגער	person:2695	candidate	fuzzy_92	2	P-2-facs_296_r:1#6	רעגינאַ פּראַגער			
person	אַנ-סקיס		unmatched		2	P-2-facs_300_tr_1744280756:1#1	"אַנ-סקיס „דער דבוק"""			
person	הערמאַן וואָהל		unmatched		2	P-2-facs_343_tr_1744365797:1#11	מוזיק — הערמאַן וואָהל			
person	דוד פינסקיס	person:2655	candidate	fuzzy_95	2	P-2-facs_42_tr_1744131426:1#2	דוד פינסקיס „אוצר“			
person	אַשס		unmatched		2	P-3-facs_127_tr_1754820296:1#1	"אין סעזאָן 1928—1929 שפּילט ער אין מאָריס שוואַרצס ""יידישער קונסט-טעאַטער“, און באַטייליקט זיך אין דער אויפֿפֿירונג פֿון אַשס „קדוש השם“"			
person	פּראָפעסאָר הורוויצעס		unmatched		2	P-3-facs_136_tr_1754820282:1#1	"פּראָפעסאָר הורוויצעס ""שלמה המלך"""			
person	פּראָפעסאָר הורוויץ		unmatched		2	P-3-facs_136_tr_1754820282:1#3	געשריבן ספּעציעל פאַר רעגינע פּראגער, פון פּראָפעסאָר הורוויץ. די פּיעסע האָט געהייסן „כוזרי“			
person	פֿרידזעל		unmatched		2	P-3-facs_148_tr_1754213822:1#5	מוזיק פֿון פֿרידזעל			
person	הורוויצעס		unmatched		2	P-3-facs_284_tr_1755674201:1#2	"אַזוי ווערט אַנאָנסירט פּראָפ. הורוויצעס ""יהודה הגלילי, אָדער, דער פּרינץ פֿון בית-לחם“"			
person	מאָריס שוואַרצס	person:2863	candidate	fuzzy_96	2	P-3-facs_340_tr_1756106824:1#1	"געטאַנצט אין מאָריס שוואַרצס אויפֿפֿירונגען פֿון „דיבוק"", „שבתי צבי"", „לאַ תחמוד"" און „שדים ווייסן וואָס"" אין יידישן קונסט-טעאַטער"			
person	אסתר רחל קאמינסקאַ		unmatched		2	P-4-facs_11_r:1#7	"די קאמינסקי איז אויפֿגעטראָטן אין „טאָליאַ""-טעאַטער אין גאָרדינס רעפּערטואָר אַלס ""עטעניו אין „קרייצער סאָנאַטאָ“, כהאין „סאָפאָ“ און אין דער „וואַרהייט"""			
person	אַנשעל שאָר		unmatched		2	P-4-facs_123_tr_1753936429:1#4	ש.'ס און אַנשעל שאָרס „די ערשטע ליבע			
person	פרץ הירשביינס	person:2006	candidate	fuzzy_96	2	P-4-facs_131_tr_1754224982:1#1	דעם 29 מאי 1959 פרץ הירשביינס „גרינע פעלדער“			
person	איזידאָר טעפּער		unmatched		2	P-4-facs_364_tr_1755030303:1#5	דער דערפֿאָלג פֿון דער פּיעסע איז קודם כל צו פֿאַרדאַנקען דאָס אויסגעצייכנטע שפּילן פֿון איזידאָר טעפּער			
person	מאַלי פיקאָן	person:939	candidate	fuzzy_100	2	P-4-facs_375_tr_1755029880:1#5	מיט מאַלי פיקאָן אין דער טיטל-ראָל, אין קעסלערס סעקאָנד עוועניו טעאַטער			
person	שלום-עליכם	person:383	candidate	fuzzy_100	2	P-4-facs_565_tr_1755029876:1#1	"אויסמיידנדיק די פּיעסע „דער אוצר"" און די פֿון מחבר דראַמאַטיזירטע ראָמאַנען"			
person	וויליאַם שפּערלינג		unmatched		2	P-4-facs_639_tr_1755030118:1#1	"דעם 4 יוני 1931 א""ר פון וויליאַם שפּערלינג ערשטער אַקט פון אַנסקיס „דבוק"""			
person	איזידאָר קעשיר		unmatched		2	P-4-facs_644_tr_1755030005:1#8	מיט מישע און לוס גערמאַן, משה סקולניק, איזידאָר קעשיר, מאַרק שווייד, סאָניאַ נאַדאָלסקאַ און צילע בודקין			
person	ווייכערט		unmatched		2	P-5-facs_326_tr_1739221462:1#7	וו. האט אויך געמאלן די דעקאראציעס צו ווייכערטס אויפפירונג פון „קידוש השם“ אין ריגער יידישן געזעלשאפטלעכן טעאטער			
person	אסתר רחל קאַמינסקאַ		unmatched		2	P-5-facs_423_tr_1739222033:1#7	"אַפילו אַזאַ נאָמען ווי אסתר רחל קאַמינסקאַ האָט פאַרלאָרן זיין מאָגנעטישע קראַפט און זיך גענייטיקט אין דער הילף פֿון אַ שטאַרקע פּיעסע. אַזאַ פּיעסע איז אין יענער צייט געווען דער „דיבוק"""			
person	הורוויצס		unmatched		2	P-5-facs_430_r:1#2	"פּראָפּ. הורוויצס פּיעסע „שבתי צבי"""			
person	רודאָלף זאַסלאָווסקי		unmatched		2	P-5-facs_588_tr_1739222289:1#2	איז אין 1933-34 געקומען רודאָלף זאַסלאָווסקי און, צוזאַמען מיט זיין ברודער נ. און זיין פרוי, געשאַפן אַ יידיש טעאַטער, וואָס האָט אין די ווינטער-חדשים געשפּילט אייניקע מאָל אַ וואָך. ... דער רעפּערטוא			
person	אַליהו הנביאַ		unmatched		2	P-6-facs_269_tr_1747928912:1#1	די העלדן פֿון דער פּיעסע זיינען מערסטנטייל אַבסטראַקטע פיגורן: דער נצי׳ב [נפתלי צבי יהודה בערלין) און תלמידים, תלמוד, תורה, כנסת ישראל, אַליהו הנביאַ			
person	לעאָן ליבגאָלד	person:2291	candidate	fuzzy_100	2	P-6-facs_435_r:1#5	סצענע פֿון „גרינע פעלדער“ פֿון פרץ הירשביין, א'ר פֿון לעאָן ליבגאָלד			
person	ליובאַ רימער		unmatched		2	P-6-facs_475_r:2#3	"ליובאַ רימער אין דער ראָלע פֿון זיין ווייב, אַ כשרע יידענע, ""בת שבע"""			
person	א. שיינגאָלד		unmatched		1	P-1-facs_312_TextRegion_1708860417410_829:1#3	באַטייליקט זיך האָבן די מענער: א. שיינגאָלד			
person	יאזעף לאטיינער	person:683	candidate	fuzzy_100	1	P-1-facs_312_TextRegion_1708860417410_829:1#12	האָט מען אין צווייטן טעאַטער אויפגעפירט אַן ענלעכע פּיעסע „משפּט שלמה“ פון דעם דאָרטיק-אָנגעשטעלטן דראַמאַטורג יאזעף לאטיינער			
person	פּערעלמוטער		unmatched		1	P-1-facs_312_TextRegion_1708860417410_829:3#2	"בן הדור, הייסטאָרישע אָפּערעטאָ אין 4 אַקטן פֿון פּראָפעסאָר י. האָראָוויטץ, מוזיק פֿון פּערעלמוטער עט וואהל, פּיעטרקוב תרס""ז [1907, 60 ז. 16], פערלאג די ""יודישע ביהנע“"			
person	וואוהל		unmatched		1	P-1-facs_312_TextRegion_1708860417410_829:3#3	"בן הדור, הייסטאָרישע אָפּערעטאָ אין 4 אַקטן פֿון פּראָפעסאָר י. האָראָוויטץ, מוזיק פֿון פּערעלמוטער עט וואהל, פּיעטרקוב תרס""ז [1907, 60 ז. 16], פערלאג די ""יודישע ביהנע“"			
person	מ. פּערעלמוטער		unmatched		1	P-1-facs_312_TextRegion_1708860417410_829:3#18	„בית דוד (דער שטאמס דאוויד'ס), היסטאָרישע אָפּערעטע אין 4 אַקטען פאָן מ. האָראָוויטץ, מוזיק פאָן מ. פּערעלמוטער, פּאָדגורזע, תרס“ה, פערלאג פאָן בנימין מונק, לעמבערג“			
person	לעאָן בּלאַנק	person:1000	candidate	fuzzy_100	1	P-1-facs_312_TextRegion_1708860417410_829:3#36	לעאָן בּלאַנק— „פּראָפעסאָר“ הורוויץ און שלמה המלך“ אויף דער באוערי „פאַרוו.“ 27 נאָוו., 1928			
person	לעאָן בלאנק	person:1000	candidate	fuzzy_100	1	P-1-facs_312_TextRegion_1708860417410_829:3#37	לעאָן בלאנק — „פּראָפעסאָר“ הורוויץ, קעניג פון טעאַטער-שונד, שפּילט אָפּ אַ חתונה אויף די גאַסען פון ני יאָרק, „פאַרוו.“ 28 נאָוו., 1928			
person	קוראַנטמאַן		unmatched		1	P-2-facs_90_tr_1744131428:2#7	מוּזיק פון קוראַנטמאַן			
person	פאולינא עדעלשטיין		unmatched		1	P-2-facs_90_tr_1744131428:2#9	„מישקע“ — פאולינא עדעלשטיין			
person	רעגינא פּראָגער	person:2695	candidate	fuzzy_92	1	P-1-facs_312_TextRegion_1708860417410_829:2#24	"געשריבן ספּעציעל פֿאַר רעגינא פּראָגער, פֿון פּראָפעסאָר הורוויץ. די פּיעסע האָט געהייסן „כוזרי"""			
