slot	surface	auto_link	auto_status	auto_method	n_facts	example_fact_id	example_evidence	decision	decided_link	reviewer_notes	reviewer	reviewed_at
person	חיים לעווין	person:UP-0576	unmatched	mentions	1	M-3-facs_124_tr_1754820292-012	ער איז געווען אַ מיטגליד אין דעם קרייז וואָס דער סוביעקט האָט אָנגעפירט.					
person	אַנטאָן טשעכאָוו	person:UP-0578	unmatched	mentions	1	M-3-facs_124_tr_1754820292-015	דער סוביעקט האָט באַאַרבעט זיין ווערק אויף יידיש.					
person	"ד""ר צ. שאַבאַד"	person:UP-0579	unmatched	mentions	1	M-3-facs_124_tr_1754820292-016	ער האָט געשריבן אַ שילדערונג וועגן דעם סוביעקט נאָך זיין טויט.					
person	הירש אַבראַמאָוויטש	person:UP-0580	unmatched	mentions	1	M-3-facs_124_tr_1754820292-017	ער האָט געשריבן וועגן דער ראָל און פּערזענלעכקייט פון דעם סוביעקט.					
person	אַ. ליליען	person:UP-0582	unmatched	mentions	1	M-3-facs_125_tr_1754820300-008	דער סוביעקט האָט געשפּילט אין זיין אָפּערעטעס.					
person	טשאַרלז נעלסאָן	person:UP-0583	unmatched	mentions	1	M-3-facs_125_tr_1754820300-010	דער סוביעקט האָט געשפּילט אין זיין טעאַטער.					
person	מ. שאַפּיראָ	person:UP-0584	unmatched	mentions	1	M-3-facs_125_tr_1754820300-011	דער סוביעקט האָט געשפּילט אין זיין קאָנצערט האָל.					
person	זאַסלאַווסקין	person:UP-0588	unmatched	mentions	1	M-3-facs_125_tr_1754820306-002	דער סוביעקט האָט אָנגעהויבן שפּילן פּראָפעסיאנעל ביי זאַסלאַווסקין.					
person	אַלעקסאַנדער (סאַשאַ) ראָזענטאל (פישנאוו)	person:UP-0589	unmatched	mentions	1	M-3-facs_125_tr_1754820306-003	ער איז דער מאַן פֿון דער סוביעקט.					
person	ר' פֿישל משה ווינער	person:UP-0590	unmatched	mentions	1	M-3-facs_126_tr_1754820315-000	ער איז דער זיידע פֿון דעם סוביעקט.					
person	* שרייבער	person:UP-0593	unmatched	mentions	1	M-3-facs_126_tr_1754820316-001	די סוביעקטין האָט זיך געלערנט יידיש ביי אים.					
person	זינע גאָלדשטיין	person:UP-0594	unmatched	mentions	1	M-3-facs_126_tr_1754820316-010	די סוביעקטין האָט געשפּילט מיט איר אין דעם סקאַלאַ טעאַטער.					
person	אַלטער אָרלעווסקי	person:UP-0596	unmatched	mentions	1	M-3-facs_126_tr_1754820323-001	דער סוביעקט האָט געזונגען אין דער פּראַגער כאָר-שול ביי אים.					
person	סיראָטאַ	person:UP-0597	unmatched	mentions	1	M-3-facs_126_tr_1754820323-003	דער סוביעקט איז געווען אַ כאָריסט ביי אים אין דער וואַרשעווער כאָרשול.					
person	לעאָן ברעסט	person:UP-0599	unmatched	mentions	1	M-3-facs_126_tr_1754820323-018	ער האָט אָנגעפֿירט מיט דעם טעאַטער „אַרגענטינא“ צוזאַמען מיט דעם סוביעקט.					
person	מאָרגענשטערן	person:UP-0600	unmatched	mentions	1	M-3-facs_127_tr_1754820296-005	דער סוביעקט האָט געשפּילט ביי אים אַ קורצע צייט.					
person	פּסח קאַפּלאַן	person:UP-0601	unmatched	mentions	1	M-3-facs_127_tr_1754820296-006	דער סוביעקט האָט געשפּילט אונטער זיין לייטונג.					
person	א. ג. קאָמפּאַניעיעץ	person:UP-0602	unmatched	mentions	1	M-3-facs_127_tr_1754820296-008	דער סוביעקט איז אַריינגעטראָטן אין זיין טרופּע.					
person	אַלעקסאַנדער גראַנאָכן	person:UP-0603	unmatched	mentions	1	M-3-facs_127_tr_1754820296-015	דער סוביעקט האָט אים פֿאָרגעשטעלט (פֿאָרטרעט) אַלס גולם.					
person	מישע ראַפּעל	person:UP-0604	unmatched	mentions	1	M-3-facs_127_tr_1754820296-017	ער איז געווען אַ מיטגליד אין דער טרופּע וואָס דער סוביעקט האָט אָרגאַניזירט.					
person	משה דוכאָווניס	person:UP-0606	unmatched	mentions	1	M-3-facs_127_tr_1754820296-025	דער סוביעקט האָט דראַמאַטיזירט און אויפֿגעפֿירט זיין ראָמאַן אויף דער ראַדיאָ.					
person	איידאַ (עפּשטיין)	person:UP-0607	unmatched	mentions	1	M-3-facs_127_tr_1754820296-026	זי איז די פרוי פונעם סוביעקט פּ.					
person	די פֿאַמיליע געליס	person:UP-0608	unmatched	mentions	1	M-3-facs_128_tr_1754820296-000	אין 1893 אָנגעהויבן שפּילן יידיש טעאַטער אין פאַריז צוזאַמען מיט דער פֿאַמיליע געליס.					
person	טשאַרלז נאַטאַנסאָן	person:UP-0609	unmatched	mentions	1	M-3-facs_128_tr_1754820296-002	געשפּילט כאַראַקטער- און דראַמאַטישע ראָלן צוזאַמען מיט טשאַרלז נאַטאַנסאָן.					
person	נייטאן אייזיקאָוויטש	person:UP-0610	unmatched	mentions	1	M-3-facs_128_tr_1754820296-004	געשפּילט כאַראַקטער- און דראַמאַטישע ראָלן צוזאַמען מיט נייטאן אייזיקאָוויטש.					
person	קראוזע	person:UP-0611	unmatched	mentions	1	M-3-facs_128_tr_1754820296-006	געשפּילט כאַראַקטער- און דראַמאַטישע ראָלן צוזאַמען מיט קראוזע.					
person	מאַריענאָף	person:UP-0612	unmatched	mentions	1	M-3-facs_128_tr_1754820296-014	געשפּילט צוזאַמען מיט מאַריענאָף.					
person	יידל מילער	person:UP-0613	unmatched	mentions	1	M-3-facs_128_tr_1754820296-021	האָט מיט זיינע אייגענע מיטלען געלאָזט דורכפירן די לויה.					
person	יאקובאָוויטש	person:UP-0615	unmatched	mentions	1	M-3-facs_129_r-000	זי איז איבערגעגאנגען אין יאקובאָוויטשעס וואָנדער-טרופּע.					
person	מאַנגעל	person:UP-0616	unmatched	mentions	1	M-3-facs_129_r-001	זי האט געשפילט אונטער מאַנגעלס דירעקציע אין פראַנקפורט.					
person	יוליוס אַדלערן	person:UP-0619	unmatched	mentions	1	M-3-facs_129_tr_1754820306-002	יעקב פּערלמאַן האָט אים צוגעצויגן אַלס רעזשיסער אין ביאַליסטאָק און שפּעטער געשפּילט מיט אים.			draft (variant): יוליוס אַדלער / Julius Adler (bialystok) — confirm → ALIGN person:1123		
person	פֿינקעלשטיינען	person:UP-0620	unmatched	mentions	1	M-3-facs_129_tr_1754820306-003	יעקב פּערלמאַן איז אָנגאַזשירט געוואָרן צו אים אין בוענאָס איירעס.					
person	חזן ראָזאָווסקי	person:UP-0621	unmatched	mentions	1	M-3-facs_130_tr_1754820307-002	דער סוביעקט האָט געזונגען ביי אים.					
person	זשיכאַרעוואָ	person:UP-0622	unmatched	mentions	1	M-3-facs_130_tr_1754820307-003	דער סוביעקט האָט געלערנט אין איר דראַמאַטישער סטודיע.					
person	טאל	person:UP-0623	unmatched	mentions	1	M-3-facs_130_tr_1754820307-004	דער סוביעקט האָט געשפּילט אונטער זיין דירעקציע און אָנפֿירונג.					
person	י. שטיין	person:UP-0624	unmatched	mentions	1	M-3-facs_130_tr_1754820307-006	דער סוביעקט האָט געשפּילט אונטער זיין דירעקציע און אָנפֿירונג.					
person	גיטא גאלינאַ	person:UP-0625	unmatched	mentions	1	M-3-facs_130_tr_1754820307-010	זי איז די פרוי פֿונעם סוביעקט.					
person	גאָלדפליס	person:UP-0626	unmatched	mentions	1	M-3-facs_130_tr_1754820307-011	דער סוביעקט האָט געשפּילט אונטער זיין דירעקציע.					
person	פעני בלומענטאַל	person:UP-0627	unmatched	mentions	1	M-3-facs_130_tr_1754820307-012	דער סוביעקט האָט געשפּילט אונטער איר דירעקציע.					
person	לוסטיק	person:UP-0628	unmatched	mentions	1	M-3-facs_130_tr_1754820307-015	דער סוביעקט האָט געשפּילט אונטער זיין דירעקציע.					
person	אַדאָלף מיידע	person:UP-0629	unmatched	mentions	1	M-3-facs_130_tr_1754820307-017	ער האָט איינגעלאדן דעם סוביעקט קיין אָרגענטינע.					
person	*פֿאַמיליע	person:UP-0630	unmatched	mentions	1	M-3-facs_130_r-000	ער איז מיט זיי אַריבערגעפֿאָרן קיין גרודעק.					
person	מיכאל פינקעלשטיין	person:UP-0631	unmatched	mentions	1	M-3-facs_130_r-007	ער האָט געאַרבעט צוזאַמען מיט פ. אויף גאָלדפאַדענס פּיעסעס.					
person	איזאַק כצ'ס	person:UP-0632	unmatched	mentions	1	M-3-facs_130_r-010	"פ. האָט דיריגירט זיין אָפּערעטע „אַליהו הנביאַ"" אין בוקאַרעסט."					
person	פּראָפּ' האָרוויץ	person:UP-0633	unmatched	mentions	1	M-3-facs_130_r-011	ער האָט פֿאַרבעטן פ.'ס טרופּע קיין אַמעריקע.					
person	רהייט לארימער	person:UP-0634	unmatched	mentions	1	M-3-facs_130_r-015	ער האָט אויפֿגעפֿירט פ.'ס און וואָהלס מוזיק אין ענגליש.					
person	באָריס טאָמאָשעווסקין	person:UP-0635	unmatched	mentions	1	M-3-facs_130_r-016	פ. און וואָהל האָבן געשריבן מוזיק פאַר פילע פון זיינע פּיעסעס.					
person	"ד""ר שניצער"	person:UP-0636	unmatched	mentions	1	M-3-facs_130_r-018	פ. האָט געשריבן מוזיק פאַר זיין פּיעסע.					
person	י. זאָלאָטארעווסקי	person:UP-0637	unmatched	mentions	1	M-3-facs_130_r-019	פ. האָט געשריבן מוזיק פאַר זיין פּיעסע.					
person	געבילם	person:UP-0638	unmatched	mentions	1	M-3-facs_130_r-020	פ. איז געווען קאָמפּאָזיטאָר, דיריגענט און וויאָליניסט אין זיין טעאַטער.					
person	נ. סטוטשקאָווס	person:UP-0641	unmatched	mentions	1	M-3-facs_130_r-027	פ. האָט געשריבן מוזיק פאַר זיין אָפּערעטע.					
person	איזידאָר לעשס	person:UP-0643	unmatched	mentions	1	M-3-facs_130_r-029	פ. האָט געשריבן מוזיק פאַר זיין פּיעסע.					
person	א. קופּרין	person:UP-0644	unmatched	mentions	1	M-3-facs_132_tr_1755157157-003	דער סוביעקט האָט געדרוקט אַן איבערזעצונג פֿון זיין פּיעסע „אַ קלאון“.					
person	רעגינע וויינטרויב	person:UP-0645	unmatched	mentions	1	M-3-facs_132_tr_1755157159-005	זי האָט געשפּילט אין דעם סוביעקטס איינאַקטערס און סקעטשעס.					
person	פעני ריינהאַרדט	person:UP-0646	unmatched	mentions	1	M-3-facs_132_tr_1755157159-007	זי האָט געשפּילט אין דעם סוביעקטס איינאַקטערס און סקעטשעס.					
person	ר. פּערלמוטטער	person:UP-0647	unmatched	mentions	1	M-3-facs_132_tr_1755157159-016	ער איז געווען איינער פֿון די אַרויסגעבער פֿון דעם זשורנאַל וואו דער סוביעקט איז געווען רעדאַקטאָר.					
person	מ. לעאָנטיעוו (ל. מאיסעיעוו)	person:UP-0648	unmatched	mentions	1	M-3-facs_132_tr_1755157159-021	ער האָט זיך באַטייליקט אין דעם זשורנאַל וואו דער סוביעקט איז געווען רעדאַקטאָר.					
person	"ד""ר זאָלאָטאראָוו"	person:UP-0649	unmatched	mentions	1	M-3-facs_132_tr_1755157159-022	ער האָט זיך באַטייליקט אין דעם זשורנאַל וואו דער סוביעקט איז געווען רעדאַקטאָר.					
person	וולאַדימיר דובינסקי	person:UP-0650	unmatched	mentions	1	M-3-facs_132_tr_1755157159-025	ער איז געווען דער דיריגענט פון דער אָרקעסטער וואו דער סוביעקט איז געווען מענעדזשער.					
person	פֿיליטניק	person:UP-0651	unmatched	mentions	1	M-3-facs_133_tr_1755157303-002	דער סוביעקט האָט ביי אים געאַרבעט אַלס אַ קעלנער.					
person	מאַקס האָקער	person:UP-0652	unmatched	mentions	1	M-3-facs_133_tr_1755157303-003	דער סוביעקט האָט דורך אים באַקומען אַ צוטריט צום יידישן טעאַטער און געשריבן פאַר אים טעאַטער-שטיק.					
person	אויערבאַכס	person:UP-0653	unmatched	mentions	1	M-3-facs_133_tr_1755157303-008	דער סוביעקט האָט אויפגעפירט זיין פּיעסע.					
person	קליין	person:UP-0655	unmatched	mentions	1	M-3-facs_133_tr_1755157303-013	דער סוביעקט איז ביי אים אַריינגעטראָטן אַלס סופֿלער.					
person	סטענד בעק	person:UP-0656	unmatched	mentions	1	M-3-facs_133_tr_1755157303-014	דער סוביעקט האָט באַאַרבעט זיין פּיעסעס.					
person	גרינבערג	person:UP-0657	unmatched	mentions	1	M-3-facs_133_tr_1755157303-018	דער סוביעקט האָט געשריבן סקעטשעס פֿאַר אים.					
person	שאול בראַנדעם	person:UP-0658	unmatched	mentions	1	M-3-facs_133_tr_1755157303-019	דער סוביעקט האָט געשריבן סקעטשעס און קורצע אָפּערעטעס פֿאַר אים.					
person	באַרני אַבראַמאָוויטש	person:UP-0659	unmatched	mentions	1	M-3-facs_133_tr_1755157303-021	דער סוביעקט האָט געאַרבעט אונטער זיין פאַרוואַלטונג.					
person	סקאָל	person:UP-0660	unmatched	mentions	1	M-3-facs_133_tr_1755157303-022	דער סוביעקט האָט געאַרבעט אונטער זיין פאַרוואַלטונג.					
person	אַגעדן	person:UP-0661	unmatched	mentions	1	M-3-facs_133_tr_1755157303-023	דער סוביעקט איז געווען א סופֿלער ביי אים.					
person	ראָוויינדזשער	person:UP-0662	unmatched	mentions	1	M-3-facs_133_tr_1755157303-027	דער סוביעקט האָט געאַרבעט אונטער זיין פאַרוואַלטונג.					
person	לייבל טויבעס	person:UP-0663	unmatched	mentions	1	M-3-facs_133_tr_1755157303-029	דער סוביעקט האָט דעביוטירט מיט סקיצן אין זיין אויסגאבע.					
person	משה הורוויטש	person:UP-0664	unmatched	mentions	1	M-3-facs_133_tr_1755157303-033	דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.					
person	"נחום מאיר שייקעוויטש (שמ""ר)"	person:UP-0665	unmatched	mentions	1	M-3-facs_133_tr_1755157303-035	דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.					
person	אַברהם מיכאל שאַרקאָנסקי	person:UP-0666	unmatched	mentions	1	M-3-facs_133_tr_1755157303-037	דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.					
person	"ד""ר יעקב שאצקי"	person:UP-0667	unmatched	mentions	1	M-3-facs_133_tr_1755157303-041	דער סוביעקט האָט פאַרעפנטלעכט אַרבעטן אין זיין זשורנאַל און ער האָט אָפּגעשאַצט דעם סוביעקט.					
person	וו. זיגענלויב	person:UP-0668	unmatched	mentions	1	M-3-facs_133_tr_1755157303-046	ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.					
person	משה גאַנז	person:UP-0669	unmatched	mentions	1	M-3-facs_133_tr_1755157303-047	ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.					
person	די אויגענבליקס	person:UP-0670	unmatched	mentions	1	M-3-facs_133_tr_1755157303-048	זיי האָבן געשפּילט אין דעם סוביעקטס א פּיעסע.					
person	דזש. קאן	person:UP-0671	unmatched	mentions	1	M-3-facs_133_tr_1755157303-049	ער האָט אויפגעפירט א פּיעסע פון דעם סוביעקט.					
person	מאַדאַם שראַגע	person:UP-0672	unmatched	mentions	1	M-3-facs_133_tr_1755157303-052	זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.					
person	סעם מען	person:UP-0673	unmatched	mentions	1	M-3-facs_133_tr_1755157303-063	ער האָט געשפּילט א הויפּט ראָל אין דעם סוביעקטס דראַמאַטיזאַציע.					
person	איידע דוואָרקין	person:UP-0674	unmatched	mentions	1	M-3-facs_133_tr_1755157303-068	זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.					
person	נ. ראַקאָווס	person:UP-0547	unmatched	mentions	1	M-3-facs_133_tr_1755157303-074	דער סוביעקטס א פּיעסע איז לכתחילה געווען אַנאָנסירט אונטער זיין נאָמען.			draft (variant): נ. ראַקאָוו / N. Rakov — confirm → ALIGN person:2730		
person	ראובן נוסקין	person:UP-0675	unmatched	mentions	1	M-3-facs_133_tr_1755157303-083	ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.					
person	"ד""ר מאיר גייער"	person:UP-0676	unmatched	mentions	1	M-3-facs_133_tr_1755157303-084	ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.					
person	טאלנער רבי	person:UP-0677	unmatched	mentions	1	M-3-facs_133_tr_1755157303-085	ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.					
person	אַ סופלער	person:UP-0679	unmatched	mentions	1	M-3-facs_133_tr_1755157303-089	ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.					
person	אַליהו שטיין	person:UP-0074	unmatched	mentions	1	M-3-facs_135_tr_1754820287-002	דער סוביעקט האָט ביי אים געלערנט דראַמאַטישע קונסט.					
person	"צ""אַ אַנסקיס"	person:UP-0680	unmatched	mentions	1	M-3-facs_135_tr_1754820287-004	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „אין אַ קאָנספּיראטיווער דירה“.					
person	שלום עליכם-אַראָנעס	person:UP-0681	unmatched	mentions	1	M-3-facs_135_tr_1754820287-006	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „לופט-פרנסות“.					
person	משה נאַדירס	person:UP-0682	unmatched	mentions	1	M-3-facs_135_tr_1754820287-007	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „משיח אין אַמעריקע“ און „אויף יענער וועלט“.			draft (variant): משה נאַדיר (יצחק רייז) / Moishe Nadir — confirm → ALIGN person:2533		
person	ה. לייוויקס	person:UP-0683	unmatched	mentions	1	M-3-facs_135_tr_1754820287-008	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „קייטן“.			draft (variant): ה. לייוויק (לייוויק האַלפּער) / H. Leivick — confirm → ALIGN person:2229		
person	שלום אשס	person:UP-0684	unmatched	mentions	1	M-3-facs_135_tr_1754820287-009	דער סוביעקט האָט אויפֿגעפֿירט דעם צווייטן אַקט פֿון זיין ווערק „קוילן“.			draft (variant): שלום אַש / Sholem Asch — confirm → ALIGN person:1183		
person	סאָפֿאָקלעס	person:UP-0685	unmatched	mentions	1	M-3-facs_135_tr_1754820287-010	דער סוביעקט האָט אויפֿגעפֿירט פֿראַמענטן פֿון זיין ווערק „אַנטיגאנע“.					
person	ע. טאלערס	person:UP-0686	unmatched	mentions	1	M-3-facs_135_tr_1754820287-011	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „מאַסן-מענטש“ און „האָפּליאַ, מיר לעבן“.					
person	זשעראַמסקיס	person:UP-0687	unmatched	mentions	1	M-3-facs_135_tr_1754820287-012	דער סוביעקט האָט אויפֿגעפֿירט דאָס דריטע בילד פֿון זיין ווערק „רוזשאַ“.					
person	דוד איינהאָרנס	person:UP-0688	unmatched	mentions	1	M-3-facs_135_tr_1754820287-013	דער סוביעקט האָט אויפֿגעפֿירט זיינע מאַסן אויפֿפֿירונגען „רעקוויעם“ און „הענט“.					
person	ב. שענלאַנגס	person:UP-0689	unmatched	mentions	1	M-3-facs_135_tr_1754820287-014	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „טאָג פֿון יוגנט“.					
person	משה בראדערזאָנס	person:UP-0690	unmatched	mentions	1	M-3-facs_135_tr_1754820287-015	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „איבערברוך“.					
person	רעמאַרקס	person:UP-0691	unmatched	mentions	1	M-3-facs_135_tr_1754820287-016	דער סוביעקט האָט געמאַכט אַן אינסצעניזאַציע פֿון זיין ווערק „אויפֿן מערב קיין נייעס“.					
person	גערשטיין	person:UP-0693	unmatched	mentions	1	M-3-facs_135_tr_1754820287-021	ער האָט געשריבן די מוזיק פֿאַר דער פֿאָרשטעלונג „מסירת-נפֿש“.					
person	ראָמבערג	person:UP-0694	unmatched	mentions	1	M-3-facs_136_tr_1754820292-002	ער האָט געהערט דעם סוביעקט זינגען און אים גענומען אין זיין קאַפּעליע.					
person	ה' פּיורניק	person:UP-0695	unmatched	mentions	1	M-3-facs_136_tr_1754820292-006	דער סוביעקט האָט צוזאַמען מיט אים געשטעלט אַ טרופּע.					
person	פ' פּיורניק	person:UP-0696	unmatched	mentions	1	M-3-facs_136_tr_1754820292-007	דער סוביעקט האָט צוזאַמען מיט איר געשטעלט אַ טרופּע.					
person	ווייספעלדן	person:UP-0697	unmatched	mentions	1	M-3-facs_136_tr_1754820292-008	דער סוביעקט איז איבערגעגאַנגען צו שפּילן ביי אים אויף מאָקאטאָווער 59.					
person	קאַלינאַ	person:UP-0698	unmatched	mentions	1	M-3-facs_136_tr_1754820292-011	דער סוביעקט האָט געשפּילט ביי ווייספעלדן צוזאַמען מיט אים.					
person	יעקב פּראַגער	person:UP-0699	unmatched	mentions	1	M-3-facs_136_tr_1754820282-004	איר פעטער, דורך וועמענס איניציאָטיווע זי איז אַריין אין יידישן טעאַטער.					
person	באַריס טאָמאשעווסקי	person:UP-0015	unmatched	mentions	1	M-3-facs_136_tr_1754820282-016	אַ טעאַטער-מענעדזשער אין וועמענס טעאַטער זי האָט אויפֿגעטראָטן.					
person	הערי ווייסבערג	person:UP-0700	unmatched	mentions	1	M-3-facs_136_tr_1754820282-018	דער מאַן פון דער סוביעקט.					
person	מארי	person:UP-0701	unmatched	mentions	1	M-3-facs_136_tr_1754820282-019	דער זון פון דער סוביעקט.					
person	האַלפּעדינס	person:UP-0703	unmatched	mentions	1	M-3-facs_145_tr_1754213821-000	ער האָט געשריבן די ווערק „תפילות“ וואָס דער סוביעקט האָט דראַמאַטיזירט.					
person	מאָרדקין	person:UP-0704	unmatched	mentions	1	M-3-facs_145_tr_1754213821-002	ער האָט געשטעלט אַ מאַסן-שפּיל וואָס דער סוביעקט האָט רעזשיסירט.					
person	דוד קאָסעלס	person:UP-0705	unmatched	mentions	1	M-3-facs_145_tr_1754213821-004	דער סוביעקט האָט אויפגעפירט זיין ווערק „שנייעלעך“.			draft (variant): דוד קאַסעל /  — confirm → ALIGN person:3614		
person	משה נאָדירס	person:UP-0682	unmatched	mentions	1	M-3-facs_145_tr_1754213821-005	דער סוביעקט האָט אויפגעפירט זיין פּיעסע „שרה'טשע“ מיט אים אלס נאראטאר.			draft (variant): משה נאַדיר (יצחק רייז) / Moishe Nadir — confirm → ALIGN person:2533		
person	יהואָש'ס	person:UP-0706	unmatched	mentions	1	M-3-facs_145_tr_1754213821-007	דער סוביעקט האָט אויפגעפירט דראמאטיזאציעס פון זיינע ווערק צו זיין יארטאג.			draft (variant): יהואש (שלמה בּלומגאַרטען) / Yehoash — confirm → ALIGN person:3307		
person	ערנסט טאָלער	person:UP-0707	unmatched	mentions	1	M-3-facs_145_tr_1754213821-008	דער סוביעקט האָט אויפגעפירט א פעדזשענט לויט אים.					
person	ליאַ שטיין	person:UP-0133	unmatched	mentions	1	M-3-facs_145_tr_1754213821-010	זי האָט קאָמפּאָנירט די מוזיק פאַרן סוביעקטס אָפּערעטע „יהודה המכבי“.					
person	מ. צעשינסקי	person:UP-0709	unmatched	mentions	1	M-3-facs_145_tr_1754213821-011	ער האָט אַרויסגעגעבן עטלעכע פון דעם סוביעקטס ביכער.					
person	ראָטשיין	person:UP-0269	unmatched	mentions	1	M-3-facs_146_tr_1754213821-002	אַ מיטגליד אין דער זעלבער קוואַרטעט מיט דעם סוביעקט.					
person	פֿיינשטיין	person:UP-0710	unmatched	mentions	1	M-3-facs_146_tr_1754213821-003	אַ מיטגליד אין דער זעלבער קוואַרטעט מיט דעם סוביעקט.					
person	ה. שענפעלד	person:UP-0711	unmatched	mentions	1	M-3-facs_147_tr_1754213828-001	ה. שענפעלד האָט מיטגעאַרבעט מיט יאָן פּריבעאַגו.					
person	משה'לע היבינער	person:UP-0712	unmatched	mentions	1	M-3-facs_147_tr_1754213832-000	ער איז דער פאָטער פונעם סוביעקט.					
person	פישל ווייטקאָווער	person:UP-0713	unmatched	mentions	1	M-3-facs_147_tr_1754213832-001	ער גיט איבער וועגן זיין טעאַטער-טעטיקייט.					
person	יואָל שפּיגעל	person:UP-0714	unmatched	mentions	1	M-3-facs_147_tr_1754213832-004	ער גיט איבער, אַז ער האָט פ.'ס אַ מאַנוסקרי.					
person	דער אַלטער בעלזער רביי	person:UP-0716	unmatched	mentions	1	M-3-facs_148_tr_1754213818-001	ער האָט זיך אויסגעדריקט וועגן דעם סוביעקט.					
person	משה רבינו	person:UP-0717	unmatched	mentions	1	M-3-facs_148_tr_1754213818-002	דער בעלזער רב האָט צוגעגליכן דעם סוביעקט צו משה רבינו.					
person	די דעסערס	person:UP-0718	unmatched	mentions	1	M-3-facs_148_tr_1754213818-003	זיי פלעגן זינגען דעם סוביעקטס לידער.					
person	יוסף מאַרגאַשעס	person:UP-0136	unmatched	mentions	1	M-3-facs_148_tr_1754213818-009	ער האָט געשריבן דעם אַרטיקל וועגן דעם סוביעקט.					
person	פֿרידזעל	person:UP-0022	unmatched	mentions	1	M-3-facs_148_tr_1754213822-010	ער האָט געשריבן מוזיק צו דער אָפּערעטע „חתן כלה“.					
person	ק. מ. עבעל	person:UP-0719	unmatched	mentions	1	M-3-facs_148_tr_1754213822-013	ער איז אַוועק קיין אַרגענטינע צוזאַמען מיט שלמה פריזאַמענט.					
person	בעלאַ קוהן	person:UP-0720	unmatched	mentions	1	M-3-facs_148_tr_1754213822-018	בעת זיין פּעריאָד איז שלמה פריזאַמענט געווען קאָמיסאָר פֿון דער יידישער אַרבעטער-בינע.					
person	שטראָמער	person:UP-0721	unmatched	mentions	1	M-3-facs_148_tr_1754213822-019	שלמה פריזאַמענט האָט זיך פֿאַראייניקט מיט זיין טרופּע.					
person	ווייץ	person:UP-0722	unmatched	mentions	1	M-3-facs_148_tr_1754213822-021	שלמה פריזאַמענט האָט זיך פֿאַראייניקט מיט זיין טרופּע.					
person	יצחק מעסטל	person:UP-0723	unmatched	mentions	1	M-3-facs_148_tr_1754213822-025	ער האָט געגרינדעט מיט שלמה פריזאַמענט די טרופּע „האור“.					
person	גיזיי היידען	person:UP-0724	unmatched	mentions	1	M-3-facs_148_tr_1754213822-026	גיזיי היידען איז די פרוי פֿון שלמה פריזאַמענט.					
person	ריכאָרד פאַס	person:UP-0725	unmatched	mentions	1	M-3-facs_148_tr_1754213822-030	שלמה פריזאַמענט האָט געשפּילט אין זיין פּיעסע „שריי, ישראל“.					
person	ישראל אַשענדאָרף	person:UP-0726	unmatched	mentions	1	M-3-facs_148_tr_1754213822-033	ישראל אַשענדאָרף האָט געשריבן וועגן שלמה פריזאַמענטס מוזיקאַלישער באַאַרבעטונג.					
person	לייב האַמר	person:UP-0727	unmatched	mentions	1	M-3-facs_148_tr_1754213822-034	לייב האַמר האָט געשריבן וועגן שלמה פריזאַמענטס באַאַרבעטונג פֿון דער מוזיק צו „בר כוכבא“.					
person	פאַול הייזע	person:UP-0728	unmatched	mentions	1	M-3-facs_148_tr_1754213822-035	שלמה פריזאַמענט האָט איבערגעזעצט זיין פּיעסע „מוטער און טאָכטער“.					
person	שטשאָגאָל	person:UP-0729	unmatched	mentions	1	M-3-facs_148_tr_1754213822-036	שלמה פריזאַמענט האָט געשריבן מוזיק און לידער צו זיינע פּיעסעס.					
person	פּרץ	person:UP-0142	unmatched	mentions	1	M-3-facs_148_tr_1754213822-040	שלמה פריזאַמענט האָט געשריבן אילוסטראַציע-מוזיק צו פּרצ'ס פּיעסע.					
person	פיסטנער	person:UP-0730	unmatched	mentions	1	M-3-facs_148_tr_1754213822-041	"שלמה פריזאַמענט האָט געשריבן אילוסטראַציע-מוזיק צו ד""ר פיסטנערס פּיעסע."					
person	אָ. נאַגער	person:UP-0731	unmatched	mentions	1	M-3-facs_148_tr_1754213822-043	שלמה פריזאַמענט האָט געשריבן אילוסטראַציע-מוזיק צו אָ. נאַגערס „לוסטיקע יוגנט“.					
