play_id	title_yiddish	title_segments_norm	alt_titles	author_db_id	author_heading	attribution_status	same_title_as	df_corpus	ambiguity_flag	source	notes
PL-0154	דער פֿאַלשער שריט	דער פאלשער שריט		683	יאָזעף לאַטיינער	single		2		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0155	דער פֿאַרקויפֿטער שלאָף	דער פארקויפטער שלאפ		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		3		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0156	דער פאַרשוונדער און דער בעטלער	דער פארשוונדער אונ דער בעטלער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0157	דער פעטער אין אַמעריקע	דער פעטער אינ אמעריקע		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0158	דער פײַער מבול	דער פייער מבול		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0159	דער קאמעדיאַנט, אָדער אַ שאַנדפֿלעק אין דער משפּחה	דער קאמעדיאנט|א שאנדפלעק אינ דער משפחה		683	יאָזעף לאַטיינער	single		5		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0160	דער שׂטן אין גן-עדן, אָדער די שוויגער צו גאַסט	דער שטנ אינ גנ עדנ|די שוויגער צו גאסט		683	יאָזעף לאַטיינער	single		4		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0161	דער שבתי צבי	דער שבתי צבי		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		1		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0162	דער שוואָגער פון אַמעריקע	דער שוואגער פונ אמעריקע		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0163	דער שטורם וינד	דער שטורמ וינד		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0164	דער שטערן פֿון פּראָג, אָדער דער טרוים אַ נבֿואה	דער שטערנ פונ פראג|דער טרוימ א נבואה		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0165	דער שטריק אויף דעם האַלדז	דער שטריק אויפ דעמ האלדז		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0166	דער שקר	דער שקר		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		1		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0167	דר' הערצל	דר הערצל		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		12		people_db.created_expressions	
PL-0168	דר. בוקענין צײַטבילד	דר בוקענינ צייטבילד		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0169	דרייפוס, אָדער, צום צווייטן מאָל פאַראורטיילט און דאָך אומשולדיק	דרייפוס|צומ צווייטנ מאל פאראורטיילט אונ דאכ אומשולדיק		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		22	generic	people_db.created_expressions	
PL-0170	הדסה	הדסה		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		20	generic	people_db.created_expressions	
PL-0171	הלל אדער די מלחמה מיטן יצר הרע	די מלחמה מיטנ יצר הרע		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0172	המן דער צווייטער	המנ דער צווייטער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		4		people_db.created_expressions	
PL-0173	וואָשינגטאָן	וואשינגטאנ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		48	generic	people_db.created_expressions	
PL-0174	ווילהעלם טעל	ווילהעלמ טעל		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		4		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0175	וויסטער אינזעל	וויסטער אינזעל		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		1		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0176	ווירדזינוס	ווירדזינוס		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0	generic	people_db.created_expressions	
PL-0177	ווירדזשיניוס	ווירדזשיניוס		683	יאָזעף לאַטיינער	single		2	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0178	זכות אבות, אָדער רב, פּרעדיקער און גלח, לעבנס-אָפּערע	זכות אבות|רב פרעדיקער אונ גלח לעבנס אפערע		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		4		people_db.created_expressions	
PL-0179	חוה אָדער די שלאַנג אַלס הויזפֿרײַנד	די שלאנג אלס הויזפריינד		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0180	חורבן ירושלים	חורבנ ירושלימ		683	יאָזעף לאַטיינער	single		15		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0181	חורבן קישינעוו	חורבנ קישינעוו		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0182	חיזקיהו המלך	חיזקיהו המלכ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0183	חיים אין אַמעריקע	חיימ אינ אמעריקע		683	יאָזעף לאַטיינער	single		10		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0184	חכמת נשים	חכמת נשימ		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		5		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0185	חכמת שלמה	חכמת שלמה		683	יאָזעף לאַטיינער	single		6		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0186	חתן-כּלה	חתנ כלה		683	יאָזעף לאַטיינער	single		11		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0187	טהאָרן און מרס	טהארנ אונ מרס		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0188	טיסא עסלער אָדער די פֿאַרשווערונג	טיסא עסלער|די פארשווערונג		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		8		people_db.created_expressions	
PL-0189	יאַקאָב דער מוזיקאַנט	יאקאב דער מוזיקאנט		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0190	יהודה  וישראל, אדער די קראפט פון שמע ישראל	יהודה וישראל|די קראפט פונ שמע ישראל		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0191	יהודה הגלילי, אדער, דער פירסט פון ירושלים	יהודה הגלילי|דער פירסט פונ ירושלימ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		2		people_db.created_expressions	
PL-0192	יהודה המכּבי	יהודה המכבי		683	יאָזעף לאַטיינער	single		8		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0193	יהודית און האָלאָפֿערנעס	יהודית אונ האלאפערנעס	יהודית און האָלאָפֿערנעס	683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0194	יהודית די פֿאַרבלאָנדזעטע שעפֿעלע	יהודית די פארבלאנדזעטע שעפעלע		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0195	יהודית די צווייטע	יהודית די צווייטע		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0196	יהושע בן נון אָדער דער פֿאַל פֿון יריחו	יהושע בנ נונ|דער פאל פונ יריחו		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		2		people_db.created_expressions	
PL-0197	יום-החופּה	יומ החופה		683	יאָזעף לאַטיינער	single		5		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0198	יונה הנביא אָדער די רייזע דורך וואַסער און פֿייער	יונה הנביא|די רייזע דורכ וואסער אונ פייער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		4		people_db.created_expressions	
PL-0199	יוסף און זײַנע ברידער	יוספ אונ זיינע ברידער		683	יאָזעף לאַטיינער	single		5		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0200	ייִדעלע, אָדער דער אמת און דער שקר	יידעלע|דער אמת אונ דער שקר		683	יאָזעף לאַטיינער	single		17	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0201	יענטע פּיפּענאָטער	יענטע פיפענאטער		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0202	יעקב ועשיו	יעקב ועשיו		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0203	יפת תואר אָדער בלעם הרשע	יפת תואר|בלעמ הרשע		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		6		people_db.created_expressions	
PL-0204	יציאת מצרים	יציאת מצרימ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		7		people_db.created_expressions	
PL-0205	ישׂראלס קינדער	ישראלס קינדער		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0206	ישעיהו הנביא	ישעיהו הנביא		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		2		people_db.created_expressions	
PL-0207	כל נדרי	כל נדרי		683	יאָזעף לאַטיינער	single		44	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0208	כתב תורה, אָדער, דער רמב״ם אין עגיפּטן	כתב תורה|דער רמב מ אינ עגיפטנ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0209	לומפּאַציוס וואַגאַבונדוס	לומפאציוס וואגאבונדוס		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		2		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0210	ליבעסהעלד	ליבעסהעלד		683	יאָזעף לאַטיינער	single		0	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0211	מאַמע מיט 7 קינדער	מאמע מיט 7 קינדער		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0212	מאַן און ווײַב	מאנ אונ ווייב		683	יאָזעף לאַטיינער	single		16		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0213	מאַריאַנע	מאריאנע		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0	generic	people_db.created_expressions	
PL-0214	מאַריאַנע, ליבע פֿון אַ מוטער	מאריאנע ליבע פונ א מוטער		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0215	מאָנטע קריסטאָ	מאנטע קריסטא		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		3		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0216	מאזעס מאנטיפיארי	מאזעס מאנטיפיארי		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0217	מוטער-ליבע	מוטער ליבע		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		5		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0218	מזל-ברכה	מזל ברכה		683	יאָזעף לאַטיינער	single		11		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0219	מלחמות היהודים	מלחמות היהודימ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0220	מלכת שבא	מלכת שבא		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0221	מענדעלע דער מאַרטיר	מענדעלע דער מארטיר		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0222	מערי בערבערי, צײַטבילד	מערי בערבערי צייטבילד		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0223	משפּט שלמה	משפט שלמה		683	יאָזעף לאַטיינער	single		2		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0224	מײַן ווײַבס פֿרײַנד, אָדער די טאָכטער פֿון ירושלים	מיינ ווייבס פריינד|די טאכטער פונ ירושלימ		683	יאָזעף לאַטיינער	single	PL-0118	3		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0225	מײַן טאָכטער	מיינ טאכטער		683	יאָזעף לאַטיינער	single		3		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0226	נבוכדנצר מלך בבל	נבוכדנצר מלכ בבל		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0227	נח'ס תיבה אָדער דער זינדיגער דור המבול	נח ס תיבה|דער זינדיגער דור המבול		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0228	נחום גענדזעלע	נחומ גענדזעלע		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0229	נחמיה קוגל	נחמיה קוגל		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0230	נקדימון בן גוריון, אָדער דער גליקליכער פּאַסטוך	נקדימונ בנ גוריונ|דער גליקליכער פאסטוכ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		2		people_db.created_expressions	
PL-0231	סולטאן מחמד אָדער קארבעם [קרבן] בייראם, אין 5 אַקטן און 9 בילדער	סולטאנ מחמד|קארבעמ קרבנ בייראמ אינ 5 אקטנ אונ 9 בילדער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0232	סיר מאָזעס מאָנטעפיאָרי	סיר מאזעס מאנטעפיארי		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0233	עוזר לייזער, געציל מיכאל	עוזר לייזער געציל מיכאל		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0234	עזרא אָדער דער עוויגער יודע	עזרא|דער עוויגער יודע		683	יאָזעף לאַטיינער	single		24	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0235	עזריה	עזריה		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		4	generic	people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0236	עם הארץ	עמ הארצ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		11		people_db.created_expressions	
PL-0237	עמי און נעמי, אָדער ראַבינער, סאָלדאַט און ניהיליסט	עמי אונ נעמי|ראבינער סאלדאט אונ ניהיליסט		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		2		people_db.created_expressions	
PL-0238	עמיגראַנטען פון רוסלאַנד אָדער דער גרינע פעדלער	עמיגראנטענ פונ רוסלאנד|דער גרינע פעדלער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0239	ערשטע ליבע	ערשטע ליבע		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		9		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0240	עתליהו	עתליהו		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		5	generic	people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0241	פֿאָטער ליבע	פאטער ליבע		683	יאָזעף לאַטיינער	single		2		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0242	צאַר איוואַן גראָזני	צאר איוואנ גראזני		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0243	צוויי שמואל-שמעלקעס	צוויי שמואל שמעלקעס		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		1		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0244	צוויי תנאים	צוויי תנאימ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		7		people_db.created_expressions	
PL-0245	צום גדליה	צומ גדליה		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0246	צוריק אין דער היים	צוריק אינ דער היימ		683	יאָזעף לאַטיינער	single		1		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0247	ציון, אָדער על נהרות בבֿל	ציונ|על נהרות בבל		683	יאָזעף לאַטיינער	single		150	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0248	קאַפּיטאַליסטן און אַרבעטער	קאפיטאליסטנ אונ ארבעטער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0249	קאַפּיטן דרײַפוס	קאפיטנ דרייפוס		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
PL-0250	קאַצאָפּס מפּלה	קאצאפס מפלה		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0251	קאַרלייל העריס צײַט בילד	קארלייל העריס צייט בילד		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0252	קאָלאָמבוס	קאלאמבוס		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		3	generic	people_db.created_expressions	
PL-0253	קאָלאָניע שומרון־סאַמאַריע אָדער אוריאל אַקאָסטא אין כאַלאַט	קאלאניע שומרונ סאמאריע|אוריאל אקאסטא אינ כאלאט		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		0		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0254	קאָרטנשפּילער	קארטנשפילער		683	יאָזעף לאַטיינער	single		4	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0255	קובא, אָדער גענעראל מאַצעבוס העלדנטאטן	קובא|גענעראל מאצעבוס העלדנטאטנ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		27	generic	people_db.created_expressions	
PL-0256	קורחס אוצרות אָדער ממון דער געלדגאָט	קורחס אוצרות|ממונ דער געלדגאט		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		3		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0257	קידוש השם	קידוש השמ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		44	generic	people_db.created_expressions	
PL-0258	קידוש השם, אָדער דער ייִדישער מיניסטער	קידוש השמ|דער יידישער מיניסטער		683	יאָזעף לאַטיינער	single		44	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0259	קיסר ניראָן	קיסר ניראנ		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0260	קיען אדער ליבע און ליידענשאפט	קיענ|ליבע אונ ליידענשאפט		683	יאָזעף לאַטיינער	single		2	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0261	קעניג און בויער	קעניג אונ בויער		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		2		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0262	קעניגען פון לופט	קעניגענ פונ לופט		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0263	רבי עקיבא	רבי עקיבא		683	יאָזעף לאַטיינער	single		9		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0264	רבנו גרשם, אָדער, דער קייזער באַזיליוס דער צווייטער	רבנו גרשמ|דער קייזער באזיליוס דער צווייטער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		1		people_db.created_expressions	
PL-0265	"רש""י"	רש י		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		8	generic	people_db.created_expressions	
PL-0266	שואליק	שואליק		683	יאָזעף לאַטיינער	single		1	generic	people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0267	שלאמקע און ריקל	שלאמקע אונ ריקל		684	פּראָפעסאָר משה איש הלוי הורוויץ	unattributed_in_works		1		people_db.created_expressions	worksReport has no author; author kept from (corrupt) created_expressions
PL-0268	שלום-בית	שלומ בית		683	יאָזעף לאַטיינער	single		21		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0269	שלמה גאָרגל	שלמה גארגל		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0270	שלמה המלך	שלמה המלכ		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		20		people_db.created_expressions	
PL-0271	שלמה ערליך	שלמה ערליכ		683	יאָזעף לאַטיינער	single		0		people_db.created_expressions	author corrected from worksReport (created_expressions split bug, 2026-07-26)
PL-0272	שמשון הגיבור	שמשונ הגיבור		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		2		people_db.created_expressions	
PL-0273	שניידערישער יחוס אָדער קאַרטענשפּילער	שניידערישער יחוס|קארטענשפילער		684	פּראָפעסאָר משה איש הלוי הורוויץ	single		0		people_db.created_expressions	
