hit_id	play_id	author_db_id	matched_segment	matched_surface	tier	source	person_id	volume	heading	mention_id	char_start	char_end	context_before	context_after	author_comention	ambiguity_flag	hit_status
HIT-00647	PL-0012	683	דער פארלוירענער גנ עדנ	דער פֿאַרלוירענער גן-עדן	A	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		56458	56481	"ידישן פּאָוויליאָן טעאַטער, וואו ער פֿירט אויף צום ערשטן מאָל ליביןס פּיעסען ""גערעכטיקייט"" און ""בלינדע ליבע“, קאָבריןס „בריטש אָף פּראָמיס"" א""נ ""בערטשיק אין אַמעריקע"", גאָלדפאַדעןס „בן-עמי"" און אייניקע פּיעסען פֿון געשפּילטן רעפּערטואָר. באַלד דערויף פֿאָרט ער גאַסטראָלירן (אָן צילי אַדלער) אין פּוילן (וואַרשע, לאָדזש), גאַליציע (לעמבערג) און רוסלאַנד (אָדעס), וואו ער פֿירט אויך אויף קאָבריןס פּיעסען „"	"“ און „דער בלינדער מוזיקאַנט"". ט.'ס גאַסטראָלן האָבן אַרויסגערופֿן אַ גרויסן אינטערעס, ווייל ערשטנס, איז דער מיין אויסלענדישע יידישע גאַסטראָלירנדיקע אַקטיאָרן נאָך געווען גאָר זעלטן, אין צווייטנס, איז ט.'ס נאָמען געווען זייער פּאָפּולער סיי אַלס דער גרינדער און איינער פֿון די וויכטיקסטע פֿאָרשטייער פֿון יידישן טעאַטער אין אַמעריקע, סיי אַלס ערפֿאָלגרייכער אָפּערעטען-שרייבער. די גאַסטראָלן האָבן אויך צוג"	entry		accept
HIT-00648	PL-0129	684	דער בלינדער מוזיקאנט	דער בלינדער מוזיקאַנט	A	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		56488	56509	"או ער פֿירט אויף צום ערשטן מאָל ליביןס פּיעסען ""גערעכטיקייט"" און ""בלינדע ליבע“, קאָבריןס „בריטש אָף פּראָמיס"" א""נ ""בערטשיק אין אַמעריקע"", גאָלדפאַדעןס „בן-עמי"" און אייניקע פּיעסען פֿון געשפּילטן רעפּערטואָר. באַלד דערויף פֿאָרט ער גאַסטראָלירן (אָן צילי אַדלער) אין פּוילן (וואַרשע, לאָדזש), גאַליציע (לעמבערג) און רוסלאַנד (אָדעס), וואו ער פֿירט אויך אויף קאָבריןס פּיעסען „דער פֿאַרלוירענער גן-עדן“ און „"	""". ט.'ס גאַסטראָלן האָבן אַרויסגערופֿן אַ גרויסן אינטערעס, ווייל ערשטנס, איז דער מיין אויסלענדישע יידישע גאַסטראָלירנדיקע אַקטיאָרן נאָך געווען גאָר זעלטן, אין צווייטנס, איז ט.'ס נאָמען געווען זייער פּאָפּולער סיי אַלס דער גרינדער און איינער פֿון די וויכטיקסטע פֿאָרשטייער פֿון יידישן טעאַטער אין אַמעריקע, סיי אַלס ערפֿאָלגרייכער אָפּערעטען-שרייבער. די גאַסטראָלן האָבן אויך צוגעצויגן גרויס אויפֿמערקזאַמקיי"	none		accept
HIT-00649	PL-0082	683	די ווארהייט	די וואַרהייט	A	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		59816	59828	"ריש, מיט גוטער מימיק און בכלל מיט אַקטיאָרישער פלינקייט"". אַ לפי ערך מאָראַלישן דערפֿאָלג האָט ט. אין לאָדזש, וואו ער גאַסטראָלירט אייניקע וואָכן אין זאַנדבערגס גרויסן טעאַטער, אָבער ווען ער קערט שפּעטער צוריק קיין אַמעריקע, פֿאַרעפנטלעכט ער אין „פֿארווערטס"" (12, 19, 26 אַקטאָבער 1913) אַ סעריע אַרטיקלען, אין וועלכע ער מאַכט חוזק פון לאָדזשער יידישן טעאַטער און רופט מיט דעם אַרויס אַ קעגן-אַטאַקע אין „"	“ (16 דעצעמבער 1913). נאָכן באָזוכן בערדיטשעוו, וואו ער האָט - לויט זיינע זכרונות — אָנגעהויבן זיין קינסטלערישע קאַריערע, האָט ט. אַ קורצע צייט געשפּילט אין יעקאַטערינאָסלאַוו און אין אָדעס און צוריקגעפֿאָרן קיין אַמעריקע וואוהין ער האָט — דורך דער פֿאַרמיטלונג פֿון דר. מוקדוני — מיטגעבראַכט דעם דראַמאַטורג אַסיפּ דימאָוו. דעם סעזאָן 1913-1914 האָט ט. ווייטער אָנגעפֿירט מיטן נעשאַנאַל-טעאַטער, וואו ער	entry		accept
HIT-00650	PL-0189	684	יאקאב דער מוזיקאנט	יאָשקע דער מוזיקאַנט	A'	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		62033	62053	", אַזוי מיאוס וועט די פּיעסע דורכפֿאָלן, נאָר די נבואה איז נישט מקוים געוואָרן און „דער אייביקער וואַנדערער"" האָט שטאַרק אויסגענומען ביים ניו-יאָרקער פּובליקום"". די פּיעסע איז אייניקע יאָר געבליבן אין ט.ס רעפּערטואָר. דעם 12 פעברואַר 1914 פֿירט ט. אויף צוזאַמען מיטן מחבר [אין דער אַנאָנימער איבערזעצונג פֿון ב. ריווקין] אַסיפּ דימאָווס פּיעסע „דער געדונגענער חתן“ [די שפּעטע באַרימט געוואָרענע פּיעסע „"	""", אָדער, „דער זינגער פֿון זיין טרויער“], אין וועלכער ער שפּילט די ראָל „יאָשקע"". די פּיעסע האָט נישט קיין אַריכת ימים און דעם 20 מערץ 1914 פֿירט ט. אויף זיין אייגענע „הימל, ער און שווינדל, מעלאָדראַמע מיט מוזיק און טענץ אין 4 אָקטן, מוזיק פֿון פּערלמוטער און וואָהל"", אין וועלכער ער שפּילט די ראָל ""בארנאַטאָ דער דעטעקטיוו"". אויך די פּיעסע האָלט זיך נישט לאַנג און ט. פֿאַרענדיקט דעם סעזאָן מיטן געשפּיל"	none		accept
HIT-00651	PL-0092	683	די מלחמה מיט די שפאנישע בארבערנ	מלחמה	P	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		62646	62651	"דראַמע מיט מוזיק און טענץ אין 4 אָקטן, מוזיק פֿון פּערלמוטער און וואָהל"", אין וועלכער ער שפּילט די ראָל ""בארנאַטאָ דער דעטעקטיוו"". אויך די פּיעסע האָלט זיך נישט לאַנג און ט. פֿאַרענדיקט דעם סעזאָן מיטן געשפּילטן רעפּערטואָר און נאָכן סעזאָן מאַכט ער אַ טורנעע איבער דער אַמעריקאַנער פּראָווינץ. אין סעזאָן 1914-15 האָט ט. געעפנט, דעם 28 אויגוסט 1914, דאָס נעשאַנאַל-טעאַטער מיט אַסיפּ דימאָווס פּיעסע „"	""", וועלכע האָט אָבער נישט לאַנג זיך געהאַלטן, און דעם 2 אַקטאָבער 1914 פֿירט ט. אויף זיין אייגענע אָפּערעטע „די פּוילישע חתונה, מוזיק פֿון פּערלמוטער און וואָהל"". די אויפֿפֿירונג איז אָן ערפֿאָלג און די פּיעסע פֿאַרבלייבט אַ געוויסע צייט אין רעפּערטואָר און ערשט אין 1928 ווערט זי אויפֿגעפֿירט אין פּוילן דורך דער קאָמפאַנעעץ-טרופּע און ווערט דערויף אַן וויסן פֿון מחבר, געדרוקט אין וואַרשע [די פּוילישע חתונה"	entry	prefix	candidate
HIT-00652	PL-0171	684	די מלחמה מיטנ יצר הרע	מלחמה	P	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		62646	62651	"דראַמע מיט מוזיק און טענץ אין 4 אָקטן, מוזיק פֿון פּערלמוטער און וואָהל"", אין וועלכער ער שפּילט די ראָל ""בארנאַטאָ דער דעטעקטיוו"". אויך די פּיעסע האָלט זיך נישט לאַנג און ט. פֿאַרענדיקט דעם סעזאָן מיטן געשפּילטן רעפּערטואָר און נאָכן סעזאָן מאַכט ער אַ טורנעע איבער דער אַמעריקאַנער פּראָווינץ. אין סעזאָן 1914-15 האָט ט. געעפנט, דעם 28 אויגוסט 1914, דאָס נעשאַנאַל-טעאַטער מיט אַסיפּ דימאָווס פּיעסע „"	""", וועלכע האָט אָבער נישט לאַנג זיך געהאַלטן, און דעם 2 אַקטאָבער 1914 פֿירט ט. אויף זיין אייגענע אָפּערעטע „די פּוילישע חתונה, מוזיק פֿון פּערלמוטער און וואָהל"". די אויפֿפֿירונג איז אָן ערפֿאָלג און די פּיעסע פֿאַרבלייבט אַ געוויסע צייט אין רעפּערטואָר און ערשט אין 1928 ווערט זי אויפֿגעפֿירט אין פּוילן דורך דער קאָמפאַנעעץ-טרופּע און ווערט דערויף אַן וויסן פֿון מחבר, געדרוקט אין וואַרשע [די פּוילישע חתונה"	none	homonym_risk|prefix	candidate
HIT-00653	PL-0091	683	דאס שפיל פונ לעבנ	דאָס שפּיל פֿון לעבן	B	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		67259	67278	עדיע אין 3 אַקטן מיט אַ פּראָלאָג „מיין ווייב איז אין דער קאָנטרי, הוריי“ (מוזיק פֿון י. רומשינסקי). דעם סעזאָן 1918-9 עפֿנט ט. זיין געשאַנאַל-טעאַטער (דעם 30 אויגוסט 1918) מיט זיין אייגענער 3-אָקטיקער אָפּערעטע „די לוסטיקע יידעלעך“ (מוזיק פֿון י. רומשינסקי). דעם 3 אָקטאָבער 1918 פֿירט ער אויף אין זיין באַאַרבעטונג סעמיאָן יושקעוויטשעס דראַמע הונגער און שוין דעם 11 אָקטאָבער 1918 — לאַטיינערס פּיעסע „	, אָדער, די מחותנים, וואָס האָלט זיך אויך נאָר אַ קורצע צייט. דעם 1 נאוועמבער 1918 פֿירט ער אויף אַנשעל שורס צייט בילד „נאָך דער מלחמה, דעם 27 נאוועמבער 1918 — אַן איבערגעבליבענע גאָרדין-פּיעסע „ווילדע קאָזאַקן, אָדער יידן און היידעמאָקן“, אין וועלכער ער שפּילט די ראָל ניקאָלאָי (אַזוי ווי די פֿריערדיקע אויפֿפֿירונגען אין דעם סעזאָן, האָט אויך די פּיעסע נישט קיין אַריכת-ימים), דעם 13 דעצעמבער 1918 — ז	near		accept
HIT-00654	PL-0091	683	די מחותנימ	די מחותנים	B	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		67287	67297	ָלאָג „מיין ווייב איז אין דער קאָנטרי, הוריי“ (מוזיק פֿון י. רומשינסקי). דעם סעזאָן 1918-9 עפֿנט ט. זיין געשאַנאַל-טעאַטער (דעם 30 אויגוסט 1918) מיט זיין אייגענער 3-אָקטיקער אָפּערעטע „די לוסטיקע יידעלעך“ (מוזיק פֿון י. רומשינסקי). דעם 3 אָקטאָבער 1918 פֿירט ער אויף אין זיין באַאַרבעטונג סעמיאָן יושקעוויטשעס דראַמע הונגער און שוין דעם 11 אָקטאָבער 1918 — לאַטיינערס פּיעסע „דאָס שפּיל פֿון לעבן, אָדער, 	, וואָס האָלט זיך אויך נאָר אַ קורצע צייט. דעם 1 נאוועמבער 1918 פֿירט ער אויף אַנשעל שורס צייט בילד „נאָך דער מלחמה, דעם 27 נאוועמבער 1918 — אַן איבערגעבליבענע גאָרדין-פּיעסע „ווילדע קאָזאַקן, אָדער יידן און היידעמאָקן“, אין וועלכער ער שפּילט די ראָל ניקאָלאָי (אַזוי ווי די פֿריערדיקע אויפֿפֿירונגען אין דעם סעזאָן, האָט אויך די פּיעסע נישט קיין אַריכת-ימים), דעם 13 דעצעמבער 1918 — זיין באַאַרבעטונג פֿו	near		accept
HIT-00655	PL-0241	684	פאטער ליבע	דער פאָטער	P	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		69109	69119	"עטע „פאַרלאָר פלאָר און בייסמענט, מוזיק פֿון מילטאָן און הערי טאָמאַשעווסקי, און ער פֿאַרענדיקט דעם סעזאָן (דעם אמערץ 1920) מיט זיין באַאַרבעטונג פֿון גרשם באָדערס „די גאָלדענע רויזע“ (ראָל ""ערצבישאָף פֿון לעמבער) און מיט אַ גרעסערן טורנעע איבער דער אַמעריקאַנער פּראָווינץ און קאָנאָדע. דעם סעזאָן 1920-1 עפֿנט ט. זיין געשאַנאַל-טעאַטער מיט אַן אויפטריט פון ל. סניעגאָוו (2 סעפּט. 1920) אין סטרינדבערגס „"	"“ און פֿון אסתר סניעגאָוו (3 סעפּט. 1920) אין אַרציבאַשעווס „אייפערזוכט"". ערשט דעם 10 סעפּטעמבער 1920 טרעט ט. אויף אַלס „אייזיק לעווקאָוויטש אין א. ליליעןס קאָמעדיע „מיין טאַטענס ווייב"" און שוין דעם 29 סעפּטעמבער 1920 טרעטן אויף ביי אים מיכאָל מיכאָלעסקאָ, זינאַ גאָלדשטיין און הערמאַן סיעראָצקי אין קאַלמאָןס אָפּערעטע „דאָס אונגאַרישע מיידל, אָדער, די טשאַרראַש פֿירשטין“, און דעם 12 אָקטאָבער 1920 —"	none	homonym_risk|prefix	candidate
HIT-00656	PL-0025	683	ארצ ישראל ליבע	אַרץ-ישראל	P	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		78340	78350	ע טרופּע פֿאַר קאַליפֿאָרניע (לאָס אַנדזשעלאָס און סאָן פראַנציסקאָ). אין אַפּריל 1929 פֿאָרט ער קיין אייראָפּע, וואו ער גאַסטראָלירט (צוזאַמען מיט רות רענעי) אין ענגלאַנד, פֿראַנקרייך, פּוילן, רומעניע און טשעכאָסלאָוואַקייע און אַ געוויסע צייט אויך מיט ווילי גאַדיק און אָלאַ לילית. אין נאוועמבער 1930 קערט ער צוריק קיין אַמעריקע און פֿירט אויף דעם 26 נאוועמבער 1930 אין פּאָבליק-טעאַטער זיין אָפּערעטע „	""" (מוזיק — אָב. עלשטיין), אין וועלכער ער שפּילט די ראָל ""ישראל"". דעם 9 יאַנואַר 1931 פֿירט ער אויף אין ליריק-טעאַטער זיין פּיעסע „פרויען-טייוול"" מיט בערטאַ ראָזענבערג אין דער טיטלראָל. די פּיעסע ווערט באַלד אַראָפּגענומען פֿון דער בינע. נאָכן שפּילן אייניקע חדשים אין פּאָבליק-טעאַטער און שפּעטער איבער דער אַמעריקאַנער פּראָווינץ, באַשליסט ט. צו גרינדן אַ יידיש טעאַטער אין דער ענגלישער שפּראַך. דעם ע"	entry	prefix	candidate
HIT-00657	PL-0099	683	די ענדע פונ רוסישענ צאר	די ענדע פֿון רוסישן צאָר	A'	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		79764	79787	"ראָלירט איבער אייניקע פּראָווינץ-שטעט און טרעט אַריין אין סעקאָנד עוועניו-טעאַטער, וואו ער פֿירט אויף דעם 25 נאָוועמבער 1931 אַ באַנייאונג פֿון זיין אָפּערעטע ""בר מצוה"" א""נ „דער מאמעס זונדעלע"" (מוזיק — י. רומשינסקי) און גייט איבער דערנאָך אין ליריק-טעאַטער, וואו ער שפּילט אייניקע חדשים. צום סעזאָן 1932-33 נעמט ט. איבער דאָס גיטי-טעאַטער אין וויליאַמסבורג (ניו-יאָרק), וועלכעס ער עפֿנט מיט זיין פּיעסע „"	"“ (מוזיק — י. ברוידי), וואָס ווערט דעם 21 אָקטאָבער 1932 געשפּילט אין פֿילאדעלפֿיער קאַסינאָ-טעאַטער א""נ „ראַספּוטין“. אין אָקטאָבער 1932 פֿירט ער אויף זיין אָפּערעטע „אונזער רביניו"" (מוזיק — י. ברוידי), און נאָכדעם ווי ער ברענגט אַלס גאַסטראָלער פֿון אייראָפּע דעם אַקטיאָר אייזיק סאַמבערג, פֿאָרט ער אַליין גאַסטראָלירן איבער דער פּראָווינץ. דער געיטי-טעאַטער פֿאַרמאַכט זיך באלד. ט. טרעט דאָמאָלט אַריין "	entry		accept
HIT-00658	PL-0082	683	די ווארהייט	דיא וואַרהייט	A'	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		81673	81686	" רוסלאַנד) באַשריבן אין „פאָרווערטס"" (21 סעפּטעמבער 1913 — 18 יאַנואר 1914), געדרוקט אַ ריי זכרונות („פאָרווערטס"" פֿון 1 פעברואר ביז 19 אַפּריל 1914), טעאַטער-פעליעטאָנען, אַרטיקלען וועגן שילדקרויט און סעם שנייער און רייזע איינדריקן פֿון בערלין („פאָרווערטס"" 24 סעפּטעמבער — 21 נאוועמבער 1915), רייזע-איינדריקן פֿון פאַריז („פאָרוו."", 5, 19 דעצעמבער 1915), וועגן דער יידישער פּרעסע און יידישן טעאַטער („"	"“, 5 דעצ. 1915), וועגן יעקב ספּיוואַקאָווסקי און טעאַטער-פעליעטאָנען („פאָרווערטס"", 2, 9 יאַנואַר און 26 מערץ 1916). דעם 2 אַפּריל 1916 הייבט אָן ט. צו פֿאַרעפנטלעכן אין „פֿאָרווערטס"" זיינע זכרונות פֿון דער אַנטשטייאונג פֿון יידישן טעאַטער אין אַמעריקע, וועלכע דרוקן זיך כמעט יעדן זונטאָג ביזן 16 יולי 1916, דערנאָך פֿון 26 נאוועמבער 1916 ביזן 24 דעצעמבער 1916, פֿון 18 מערץ 1917 ביזן 29 אַפּריל 1917, דעם 1"	entry		accept
HIT-00659	PL-0095	683	די נשמה פונ ישראל	די נשמה פֿון ישראל	B	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		92689	92706	"אַסיפּ דימאָוו) און פֿון אייראָפּעאישן יידישן טעאַטער — די ווילנער טרופּע"". ט.'ס געדרוקטע פּיעסען אין יידיש זיינען: [1] פערלאָג מעלאָדיע די אידישע נשמה אָדער בערל קאָכלעפעל אַ מוזיקאַלישע דראַמאַ אין 4 אַקטען פֿון י. טער בעאַרבייט פֿון ב. טאָמאַשעווסקי וואַרשאַ תר'ע (1909, 56 ז. 16] [2] דאָס פּינטעלע יוד אָפּערעטע אין 4 אַקטען פֿון ב. טהאָמאַשעווסקי וואַרשאַ 1911 [60 ז. 16] [3] די נשמה פֿון מיין פֿאָלק ("	") אָפּערעטע אין 4 אַקטען פֿון נ. ראַקאָוו (באמת ט.'ס] פּערלאָג מ. גאָלדפֿאַרב וואַרשאַ 1926 [40 ז. 16] [4] די פּוילישע חתונה פאָלקס-שטיק אין 3 אַקטען מיט אַ פּראָלאָג און עפּילאָג פֿון באָריס טאָמאַשעווסקי פּערלאָג ל. גאָלדפֿאַרב וואַרשאַ 1928 [48 ז. 16]. [5] שלמקע און ריקעל קאָמישע אָפּערעטע אין 4 אַקטען פֿון ב. טאָמאַשעווסקי [איז באמת י. לאַטיינערס „זיין ווייבס פֿריינד""]"	near		accept
HIT-00660	PL-0224	684	מיינ ווייבס פריינד	זיין ווייבס פֿריינד	A'	entry_text	P-2-facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]		93055	93073	. 16] [3] די נשמה פֿון מיין פֿאָלק (די נשמה פֿון ישראל) אָפּערעטע אין 4 אַקטען פֿון נ. ראַקאָוו (באמת ט.'ס] פּערלאָג מ. גאָלדפֿאַרב וואַרשאַ 1926 [40 ז. 16] [4] די פּוילישע חתונה פאָלקס-שטיק אין 3 אַקטען מיט אַ פּראָלאָג און עפּילאָג פֿון באָריס טאָמאַשעווסקי פּערלאָג ל. גאָלדפֿאַרב וואַרשאַ 1928 [48 ז. 16]. [5] שלמקע און ריקעל קאָמישע אָפּערעטע אין 4 אַקטען פֿון ב. טאָמאַשעווסקי [איז באמת י. לאַטיינערס „	"""]"	none		accept
HIT-00661	PL-0149	684	דער מאנ אונטערנ טיש	דער מאַן אונטערן טיש	A	entry_text	P-2-facs_110_tr_1744279156	2	לאַסקאָווסקי, פיליפּ		545	565	"געזונגען ביי אַ חזן. ל.'ס ברודער — אַ מוזיק-פּראָפעסאר — נעמט אים אונטער זיין השגחה און לערנט אים שפּילן, מיטן פלאַן צוצוגרייטן אַלס מילינער קאַפּעלמייסטער, און צוליב פּראקטיק גיט ער אים די מעגלעכקייט, אין עלטער פֿון 13 יאָר איינצושטודירן די אָפּערעטע „בוסתנאי"" ביי קאמינסקי. ל. בלייבט דערויף 2 יאָר כאָר-דיריגענט, דערנאָך האָט ער די געלעגנהייט צו שפּילן מיט שטראַספאָגעלן אַלס „אורח"" אין איינאַקטער „"	""" און פֿאַרבלייבט שוין אַלס אַקטיאָר ביז צום אויסבראָך פֿון דער וועלט-מלחמה, אַרומפֿאַרנדיק מיט פֿאַרשיידענע יידישע טרופּעס איבער פּוילן און רוסלאַנד. בעת די דייטשע אַרמיי פֿאַרכאַפּט וואַרשע און עס ווערט דאָרט אַרגאַניזירט דאָס ""צענטראַל""-טעאַטער, טרעט ל. דאָרט אַריין אַלס אַקטיאָר און באַטייליקט זיך אַלס כאַראַקטער-קאָמיקער אין די דאַמאָלט אויפֿגעפֿירטע אייראָפּעאישע אָפּערעטעס. אייניקע פֿון זיי, ווי „ד"	none		accept
HIT-00662	PL-0023	683	אסתר אונ המנ	אסתר	P	entry_text	P-2-facs_111_tr_1744279142	2	לאַקס, יצחק		1223	1227	"ז ביי מאָריס אַקסעלראָד, פֿאַר וועמענס טרופּע ער זעצט איבער זאָלאַס ""טערעזאַ ראַקען“ און הייערמאנסעס „געטאָ“, וועלכע ווערן אויפגעפירט. נאָך אַ קורצער הפסקה, צוליב דער מלחמה ווערט דאָס יידישע טעאַטער אין פאַריז געעפֿנט אין 1915 מיט ל.'ס אַדאָפּטירטער פּיעסע „די אומשולדיקע ליידן"" (לויט אַסטראָווסקיס בעז וויני ווינאָוואַ טי""). 1918 — פֿירט אויף ל. מיט „ליבהאָבער"" זיין דראַמע „די ליבע“, דערנאָך ראַסיןס """	""" אין אַ יידישער איבערזעצונג. אויף אַ קורצער צייט ציט זיך ל. צוריק פֿון טעאַטער און ווידמעט זיך צו זשורנאַליסטיק. 1923 — זייענדיק סופֿלער אין בלומענטאַלס טרופּע — רעדאַקטירט ער דאָרט די קליינע טעאַטער-שריפט „אונזער טעאַטער“ — „אונזער לעבן"" [פאַריז, 27 נומערן, 19 סעפּט. 1923 — 21 אַפּריל 1924], שפּעטער — סופֿלער אין בורשטייןס טרופּע — ארגאַניזירט און רעדאַקטירט ער דאָס וואָכנבלאַט „פאַריזער בלעטער“ או"	none	homonym_risk|prefix	candidate
HIT-00663	PL-0133	684	דער דיבוק	דבוק	A'	entry_text	P-2-facs_112_tr_1744279063	2	לאַרעס, יהודית [רבקה חאַנענזאָהן]		1318	1322	" איבער ליטע, פּוילן און רומעניע, און וואַנדערנדיק איבער טראַנסילוואַניע, איז זיי קראַנק געוואָרן. די טרופּע, וועלכע האָט געמוזט ווייטער פֿאָרן שפּילן, האָט איבערגעלאָזט די קראַנקע, אין באַגלייטונג פֿון לובאַ קאַדיסאָן, אין שטעטל אַראָד (טראַנסילוואַניע), וואו זי איז דעם 24 יולי 1926 געשטאָרבן. „די ווילנער טרופּע"" האָט איר דאָרט געשטעלט אַ מצבה. ל.'ס בעסטע ראָלן זיינען געווען: „פריידע“ אין אַנ-סקיס „"	""", „די רביצין"" אין אַנ-סקי-קאַציזנעס „טאָג און נאַכט“, ""כיענע"" אין הירשבייןס „די פוסטע קרעטשמע“, „פֿרומע"" אין קאָבריןס „דער דאַרפסיונג, ""קנערציע"" אין הייערמאַנסעס „פאַרלוירענע האַפנונג"", ""אסתר"" אין גוצקאָווס „אוריאל אַקאָסטא“, „די מומע"" אין פינסקיס „יאַנקל דער שמיד“, „די הינער-פאַרקויפּערין"" אין דימאָווס „דער זינגער פֿון מיין טרויער"" און „נאַסטיאַ“ אין גאָרקיס „אָפּגרונד"". וועגן דערדאָזיקער ראָל האָ"	none	homonym_risk	candidate
HIT-00664	PL-0133	684	דער דיבוק	דבוק	A'	entry_text	P-2-facs_112_tr_1744279063	2	לאַרעס, יהודית [רבקה חאַנענזאָהן]		2152	2156	"עפאַרטער פֿון ווילנער „טאָג“: „איך האָב ליב די ראָל פון „נאַסטיאַ“, ווייל די העלדין איז אַ געפּייניקטע נשמה. פֿון תמיד אָן האָב איך געהאָט די ליידנשאַפט פאַר אַזעלכע ראָלן און כ'קאָן זאָגן, אַז וואָס אַמאָל איז דידאָזיקע ליידנשאַפט ביי מיר אַלץ גרעסער"". דער קריטיקער פֿון וואַרשעווער „היינט"" שרייבט וועגן ל.: „די פיגורן, וואָס לאָרעס האָט געשאַפן זיינען געווען ווי אויסגעהעמערט. אירע יידישע מאַמעס אין „"	""" און אין הירשבייןס שטיק האָבן געהאַט אַ ספּעציעלן חן. אירע מוטערס זיינען געווען פול מיט רירנדער שיינקייט. זי האָט נישט געבליצט אויף דער בינע. זי איז אָבער תמיד געווען איינע פֿון די זיילן. דאָס טעאַטער האָט זיך אויף איר געשטיצט. עס איז כמעט נישט געווען דער פֿאָל, אַז זיי אַל אַ ראָל פאַרפּלאַכן. די בינע איז געווען איר לעבן. אַ דאַנק איר אינטעליגענץ און רוטין האָט זי אין אַלע ראָלעס געשאַפן עטוואָס, "	none	homonym_risk	candidate
HIT-00665	PL-0005	683	א יידישע נשמה	די יידישע נשמה	A'	entry_text	P-2-facs_113_tr_1744279135	2	לאַשקאָווסקאַ, רעגינאַ		704	718	"ון שפּעטערדיקע אַקטעריסע נאַדיאַ דראַנאָוו, אַוועקגעפֿאָרן קיין לאָדזש אַלס כאָריסטקע צו קאמינסקין און פֿון דאָרט געוואַנדערט אַלס כאָריסטקע איבער אַנדערע טרופּעס, פֿאַרטרעטנדיק פֿון צייט צו צייט די פּרימאַדאָנעס. 1910 אַריינגעטראָטן אין דער לאָדזשער „פאַראייניקטע טרופּע"" (מרים טרילינג, טיטעלמאַן, פעלאַ לאַנצמאַן, מאַלווינאַ סיעראצקאַ, זשעלאַזאַ א. א.) און דעביוטירט אַלס ""פֿייגעלע"" אין טאָמאַשעווסקיס „"	""" און „חנהלע"" אין שאַרס „אַ מענטש זאָל מען זיין"". 1911 — חתונה געהאַט מיטן אַקטיאָר שלמה הערשקאָוויטש און מיטגעמאַכט דעם זעלבן בינע-עטאָפּ, וואָס ער, איבערגייענדיק פֿריער פֿון פּרימאדאָנע צו סוברעטין-ראָלן און דערנאָך צו ""קאָמישע אַלטע""."	none		accept
HIT-00666	PL-0078	683	די גרינהארנס	די גרינהאָרנס	A	entry_text	P-2-facs_115_tr_1744279180	2	לוּבּין, עני [הענדזשיאַ לוּבניאָק]		388	401	"געבוירן 14 מאי 1897 אין לאָדזש, פּוילן. פֿאָטער — אַ וועבער. געלערנט אין אַ פֿאָלקסשול און יידיש ביי אַ רבי. דורך איר ברודער, וועלכער איז געווען זייער נאָנט מיט יידישע אַקטיאָרן, און איז אַרויסגעטראָטן אַלס „פּאַפּוס"" בעת שליפערשטייןס שפּילן אין לאָדזש, איז ל. געקומען אין קאָנטאַקט מיטן טעאַטער און האָט נאָך אַלס קינד געטאַנצט אין לאָדזשער „גרוי סעס טעאַטער“ ביי זאַנדבערג אין דער פּיעסע „"	""". 1914 — עמיגרירט קיין אַמעריקאַ און טרעט אַריין אַלס כאָריסטקע אין האָפּ-טעאַטער אין באָסטאָן, און נאָכדעם ווי זי באַקענט זיך מיטן אַקטיאָר מאַקס באַדין, גייט זי איבער אין אַ צווייט טעאַטער, וואו זיי דעביוטירט אַלס ""בנימין"" אין ""יוסף מיט די ברידער“. נאָך דער חתונה מיט באַדין, וועלכער שרייבט פֿאַר איר ספּעציעלע ליריקס, שפּילן זיי צוזאַמען אַ קורצע צייט אויף דער פּראָווינץ. שפּעטער טרעט אויף ל. אין"	none		accept
