fact_id	person_id	xml_id	source	window_id	hit_ids	play_title_surface	play_id_hint	fact_type	person_surface	person_role	character	org_surface	venue_surface	settlement_surface	country	date_start	date_end	date_precision	evidence_quote	evidence_ok	confidence	model	drafted_at	notes
P-1-facs_205_tr_1741260267:1#1	P-1-facs_205_tr_1741260267	facs_205_tr_1741260267	gemini_window	P-1-facs_205_tr_1741260267:1	HIT-00092	דאָס יידישע האַרץ	PL-0052	production	[HOST]	actor								none	"אין עלטער פֿון 13 יאָר ווערט ג. אָנגאַזשירט דורך מאָקס ר. וויינער פֿאַר דערוואַקסענע ראָלן, און איר ערשטער אויפטריט איז אין לאַטיינערס „דאָס יידישע האַרץ"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:13+00:00	
P-1-facs_205_tr_1741260267:1#2	P-1-facs_205_tr_1741260267	facs_205_tr_1741260267	gemini_window	P-1-facs_205_tr_1741260267:1	HIT-00092	דאָס יידישע האַרץ	PL-0052	authorship	לאַטיינער	author								none	"לאַטיינערס „דאָס יידישע האַרץ"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:13+00:00	
P-1-facs_205_tr_1741260267:1#3	P-1-facs_205_tr_1741260267	facs_205_tr_1741260267	gemini_window	P-1-facs_205_tr_1741260267:1	HIT-00092	דאָס יידישע האַרץ	PL-0052	production	מאָקס ר. וויינער	producer								none	"ווערט ג. אָנגאַזשירט דורך מאָקס ר. וויינער פֿאַר דערוואַקסענע ראָלן, און איר ערשטער אויפטריט איז אין לאַטיינערס „דאָס יידישע האַרץ"""	yes	medium	gemini-3-flash-preview	2026-07-25T17:10:13+00:00	Weiner engaged the actor for this production.
P-1-facs_205_tr_1741260275:1#1	P-1-facs_205_tr_1741260275	facs_205_tr_1741260275	gemini_window	P-1-facs_205_tr_1741260275:1	HIT-00093	יונה הנביאַ	PL-0198	production	[HOST]	actor	די שור-מאָבערין		ביי טרייטלערן					none	"ביי טרייטלערן אַלס „די שור-מאָבערין“ אין דער פּיעסע ""יונה הנביאַ"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:14+00:00	
P-1-facs_207_tr_1741260330:1#1	P-1-facs_207_tr_1741260330	facs_207_tr_1741260330	gemini_window	P-1-facs_207_tr_1741260330:1	HIT-00096	חיים אין אמעריקע	PL-0183	production	[HOST]	actor	שוואַרצען		בראַנזווילער מעטראָפּאָליטען זינגער-האָל	ניו יאָרק	USA			none	"געלינגט אים אָנצוקומען אין בראַנזווילער מעטראָפּאָליטען זינגער-האָל, וואו ער באַקומט די ראָל פֿון שוואַרצען אין „חיים אין אמעריקע"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:16+00:00	The location is Brownsville, Brooklyn (New York).
P-1-facs_208_tr_1741260252:1#1	P-1-facs_208_tr_1741260252	facs_208_tr_1741260252	gemini_window	P-1-facs_208_tr_1741260252:1	HIT-00097|HIT-00098|HIT-00099	דער אוצר		mention_only	[HOST]	actor	דער קברן							none	„דער קברן“ אין פינסקיס „דער אוצר“	yes	high	gemini-3-flash-preview	2026-07-25T17:10:18+00:00	The text explicitly attributes this play to Pinski, not Hurwitz (PL-0126).
P-1-facs_208_tr_1741260252:1#2	P-1-facs_208_tr_1741260252	facs_208_tr_1741260252	gemini_window	P-1-facs_208_tr_1741260252:1	HIT-00097|HIT-00098|HIT-00099	קידוש השם		mention_only	[HOST]	actor	מענדל							none	"„מענדל"" אין שלום אָשס „קידוש השם"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:18+00:00	The text explicitly attributes this play to Sholem Asch, not Hurwitz (PL-0257/PL-0258).
P-1-facs_211_tr_1741260276:1#1	P-1-facs_211_tr_1741260276	facs_211_tr_1741260276	gemini_window	P-1-facs_211_tr_1741260276:1	HIT-00100	וואַרהייט		mention_only	[HOST]	other						1901		year	"דערנאָך פֿאַרעפנטלעכט אין דער „וואַרהייט"" פֿיל אַרטיקלען וועגן יידישן טעאַטער"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:20+00:00	The context refers to the newspaper 'Die Warheit', not the Lateiner play PL-0082.
P-1-facs_212_tr_1741260189:1#1	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	[HOST]	author				ניו יאָרק	USA	1903		year	"אין 1903 איז — לויט ב. גאָרין — אויך אויפֿגעפֿירט געוואָרן און ג.'ס אייגענע פּיעסע „די וואָרהייט"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	Gordin is the author here, not Lateiner.
P-1-facs_212_tr_1741260189:1#2	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	זיגמונד פֿיינמאַן	actor	אַברהם גערשונ			ניו יאָרק	USA	1903		year	"ג.'ס אייגענע פּיעסע „די וואָרהייט"" מיט פֿאָלגנדיקן פּערסאָנאַל: ג.'ס איבערזעצונג פֿון גאָרקיס „מיעשטשאָנע“ [„קליינבירגער""] „אַברהם גערשונ"" זיגמונד פֿיינמאַן"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#3	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	עני מאָננע	actor	שיינע טויבע			ניו יאָרק	USA	1903		year	"""שיינע טויבע"" — עני מאָננע"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#4	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	דזש. קאָהן	actor	מייק			ניו יאָרק	USA	1903		year	"„מייק"" — דזש. קאָהן"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#5	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	בערטאָ קאָליש	actor	ראָזאָ			ניו יאָרק	USA	1903		year	„ראָזאָ“ — בערטאָ קאָליש	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#6	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	מאָריס מאָשקאָוויטש	actor	הער סטענטאָן			ניו יאָרק	USA	1903		year	„הער סטענטאָן“ — מאָריס מאָשקאָוויטש	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#7	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	נעטי טאָביאָס	actor	פרוי סטענטאָן			ניו יאָרק	USA	1903		year	"""פרוי סטענטאָן“ — נעטי טאָביאָס"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#8	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	שפרה צייטלין	actor	וואָיאָלאָ			ניו יאָרק	USA	1903		year	„וואָיאָלאָ“ — שפרה צייטלין	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#9	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	דוד קעסלער	actor	ווילי			ניו יאָרק	USA	1903		year	"„ווילי"" — דוד קעסלער"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#10	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	יעקב קאַצמאַן	actor	קלמן זיסקינד			ניו יאָרק	USA	1903		year	"„קלמן זיסקינד"" — יעקב קאַצמאַן"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#11	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	איידא גראָפּער-בריה	actor	גראָסי			ניו יאָרק	USA	1903		year	"„גראָסי"" — איידא גראָפּער-בריה"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#12	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	לילי פֿיינמאַן	actor	בעני			ניו יאָרק	USA	1903		year	"""בעני"" — לילי פֿיינמאַן"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#13	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	פּאַולינאַ האָפמאַן	actor	קריסטינא			ניו יאָרק	USA	1903		year	"„קריסטינא"" — פּאַולינאַ האָפמאַן"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#14	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	די וואָרהייט	PL-0082	production	לואי היימאָ	actor	רעפערי נעלסאָן			ניו יאָרק	USA	1903		year	"רעפערי נעלסאָן"" — לואי היימאָ"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	
P-1-facs_212_tr_1741260189:1#15	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	דער זיג פֿון גערעכטיקייט	PL-0130	production	[HOST]	adapter		יוניאָן-טעאַטער	יוניאָן-טעאַטער	ניו יאָרק	USA	1892-08-26		day	"פֿירט מען דאָרט אויף דעם 26 אויגוסט 1892 ג.'ס באַאַרבעטונג פֿון גאָלדפֿאַדעןם „מליץ יושר“ אָדער „דער זיג פֿון גערעכטיקייט"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	Gordin adapted Goldfaden's play; Hurwitz's play of the same name is a different work.
P-1-facs_212_tr_1741260189:1#16	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	ציון		mention_only					"טעאַטער „ציון"""	ירושלים	Palestine	1921-06-30		day	"אויפֿגעפֿירט געוואָרן אין ירושלים אין טעאַטער „ציון"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	Mention of a theater name, not the Hurwitz play.
P-1-facs_212_tr_1741260189:1#17	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	אַלכסנדר		production	ש. טאָבאַטשניקאָוו	actor	אַלכסנדר		ווינדזאָר טעאַטער	ניו יאָרק	USA	1893-11-04		day	"„אַלכסנדר"" — ש. טאָבאַטשניקאָוו"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	Character name in Gordin's 'Der Vilder Mentsh', not the Lateiner play.
P-1-facs_212_tr_1741260189:1#18	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	דער יידישער גלח	PL-0142	production	[HOST]	author				ניו יאָרק	USA	1894-03-16		day	"דעם 16 מערץ 1894 איז אין דעמזעלבן טעאַטער אויפֿגעפֿירט געוואָרן נ.'ס פּיעסע „דער יידישער גלח"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:33+00:00	Gordin is the author here, not Hurwitz.
P-1-facs_212_tr_1741260189:1#19	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	קאָפּיטאָן דרייפוס	PL-0249	production	[HOST]	author				ניו יאָרק	USA	1898		year	אויך אויפֿגעפֿירט געוואָרן אין ניו יאָרק דורך אָדלערן ג.'ס אַ פּיעסע „קאָפּיטאָן דרייפוס“	yes	high	gemini-3-flash-preview	2026-07-25T17:10:34+00:00	Gordin is the author here, not Hurwitz.
P-1-facs_212_tr_1741260189:1#20	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:1	HIT-00101|HIT-00102|HIT-00103|HIT-00104|HIT-00105|HIT-00106|HIT-00108|HIT-00109|HIT-00110|HIT-00111	דער פֿאַרלוירענער גן-עדן	PL-0012	production	קאָברין	author				ניו יאָרק	USA	1899		year	מיר האָבן דאַן אויפֿגעפֿירט קאָבריןס „דער פֿאַרלוירענער גן-עדן“	yes	high	gemini-3-flash-preview	2026-07-25T17:10:34+00:00	Leon Kobrin is the author here, not Lateiner.
P-1-facs_212_tr_1741260189:2#1	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:2	HIT-00113|HIT-00114|HIT-00115|HIT-00116|HIT-00117|HIT-00118|HIT-00119|HIT-00120|HIT-00121|HIT-00122|HIT-00123|HIT-00124|HIT-00125	די וואָרהייט	PL-0082	authorship	[HOST]	author								none	"זיין „גאָט, מענטש און טייוול“, „סאָפאָ“, „קרייצער סאָנאַטאָ“, „די וואָרהייט"" — דיזע אַלע פּיעסען אָנטהאָלטן מאָסען ווערטלעך"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:41+00:00	The text lists 'Die Wahrheit' as one of Gordin's plays containing radical ideas.
P-1-facs_212_tr_1741260189:2#2	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:2	HIT-00113|HIT-00114|HIT-00115|HIT-00116|HIT-00117|HIT-00118|HIT-00119|HIT-00120|HIT-00121|HIT-00122|HIT-00123|HIT-00124|HIT-00125	בת-שבע	PL-0045	production	סעראַ אָדלער	actor	בת-שבע		גרענד-טעאַטער	ניו יאָרק	USA	1907-10		month	"""בת-שבע"" — סעראַ אָדלער"	yes	low	gemini-3-flash-preview	2026-07-25T17:10:41+00:00	In this context, 'Bath-Sheba' is the name of a character in Gordin's play 'On a Heym', not the Lateiner play PL-0045.
P-1-facs_212_tr_1741260189:2#3	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:2	HIT-00113|HIT-00114|HIT-00115|HIT-00116|HIT-00117|HIT-00118|HIT-00119|HIT-00120|HIT-00121|HIT-00122|HIT-00123|HIT-00124|HIT-00125	בת-שבע	PL-0045	production	סעדאָ אַדלער	actor	בת-שבע							none	"די ראָל „בת-שבע"" אין „אָן אַ היים"" איז געוואָרן איינע פֿון סעדאָ אַדלערס קרוין-ראָלן"	yes	low	gemini-3-flash-preview	2026-07-25T17:10:41+00:00	Explicitly refers to a character role in Gordin's 'On a Heym', not the Lateiner play.
P-1-facs_212_tr_1741260189:2#4	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:2	HIT-00113|HIT-00114|HIT-00115|HIT-00116|HIT-00117|HIT-00118|HIT-00119|HIT-00120|HIT-00121|HIT-00122|HIT-00123|HIT-00124|HIT-00125	בת-שבע	PL-0045	production	ראָזאַ זייגלער	actor	בת-שבע	פרייע יידישע פֿאָלקס-בינע		ווין	Austria	1920		year	"באַנייט געוואָרן אין 1920 מיט אַן אויפֿירונג אין דער ווינער „פרייע יידישע פֿאָלקס-בינע"" (רעזשי: יעקב מעסטעל, „בת-שבע"" — ראָזאַ זייגלער)"	no	low	gemini-3-flash-preview	2026-07-25T17:10:41+00:00	Refers to the character in Gordin's 'On a Heym'.
P-1-facs_212_tr_1741260189:2#5	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:2	HIT-00113|HIT-00114|HIT-00115|HIT-00116|HIT-00117|HIT-00118|HIT-00119|HIT-00120|HIT-00121|HIT-00122|HIT-00123|HIT-00124|HIT-00125	הדסה	PL-0170	production	סעראָ אָדלער	actor	הדסה		גרענד-טעאַטער	ניו יאָרק	USA	1907-12-31		day	"„הדסה"" — סעראָ אָדלער"	yes	low	gemini-3-flash-preview	2026-07-25T17:10:41+00:00	In this context, 'Hadassah' is a character in Gordin's play 'Galut Galitsye', not the Hurwitz play PL-0170.
P-1-facs_212_tr_1741260189:2#6	P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	gemini_window	P-1-facs_212_tr_1741260189:2	HIT-00113|HIT-00114|HIT-00115|HIT-00116|HIT-00117|HIT-00118|HIT-00119|HIT-00120|HIT-00121|HIT-00122|HIT-00123|HIT-00124|HIT-00125	דיא וואַרהייט	PL-0082	mention_only								1907-09-15		day	"וועלכער איז דעם 15 סעפּטעמבער פֿאַרעפנטלעכט געוואָרן אין „דיא וואַרהייט"""	yes	low	gemini-3-flash-preview	2026-07-25T17:10:41+00:00	Refers to the newspaper 'Die Warheit', not the play.
P-1-facs_23_r:1#1	P-1-facs_23_r	facs_23_r	gemini_window	P-1-facs_23_r:1	HIT-00134|HIT-00135	דיא וואַרהייט		mention_only	[HOST]	other						1916-04-30	1919-02-22	day	אונטער פאַרשיידענע קעפּלעך אין „דיא וואַרהייט“ [30 אַפּריל 1916 — 22 פעברואר 1919]	yes	high	gemini-3-flash-preview	2026-07-25T17:10:43+00:00	This refers to the newspaper 'Die Warheit' where Adler's memoirs were serialized, not the Lateiner play PL-0082.
P-1-facs_23_r:1#2	P-1-facs_23_r	facs_23_r	gemini_window	P-1-facs_23_r:1	HIT-00134|HIT-00135	דער יידישער גלח		production	[HOST]	director				ניו־יאָרק	USA	1894		year	אין 1894 האָט אַ. אויפגעפירט גאָרדיןס 3 פּיעסן: „דער יידישער גלח“	yes	high	gemini-3-flash-preview	2026-07-25T17:10:43+00:00	The text explicitly attributes this play to Jacob Gordin, not Hurwitz (PL-0142).
P-1-facs_248_tr_1741260287:1#1	P-1-facs_248_tr_1741260287	facs_248_tr_1741260287	gemini_window	P-1-facs_248_tr_1741260287:1	HIT-00136|HIT-00137|HIT-00138	דער קאָרטן שפּילער		authorship	[HOST]	author								none	"„דער קאָרטן שפּילער“, (אַדאָפּטירט פֿון טשאָרלן דיקענסעס ""אָלד קיוריאָזיטי שאָפּ"")"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:46+00:00	The context explicitly attributes this adaptation to the host (B. Gorin) based on Dickens, distinguishing it from the Hurwitz play PL-0254.
P-1-facs_248_tr_1741260287:1#2	P-1-facs_248_tr_1741260287	facs_248_tr_1741260287	gemini_window	P-1-facs_248_tr_1741260287:1	HIT-00136|HIT-00137|HIT-00138	אָמעריקאָנער		mention_only	[HOST]	other						1913	1916	year	"זיי אָנגעהויבן פֿאַרעפנטלעכן אין דער פֿאָרם פֿון קאָפּיטלעך געשיכטע אין דער ""צוקונפט"" (1916-1913) „אָמעריקאָנער“"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:46+00:00	This refers to the periodical 'Der Amerikaner', not the Lateiner play PL-0074.
P-1-facs_248_tr_1741260287:1#3	P-1-facs_248_tr_1741260287	facs_248_tr_1741260287	gemini_window	P-1-facs_248_tr_1741260287:1	HIT-00136|HIT-00137|HIT-00138	די אלמנה		mention_only	עליזאָבעט	other						1927		year	אין 1927 האָט די אלמנה, עליזאָבעט, אַרויסגעגעבן 3 בענדער פֿון זיינע געזאַמלטע שריפטן	yes	high	gemini-3-flash-preview	2026-07-25T17:10:46+00:00	This refers to the host's widow (Elizabeth), not the Lateiner play PL-0071.
P-1-facs_255_tr_1741260322:1#1	P-1-facs_255_tr_1741260322	facs_255_tr_1741260322	gemini_window	P-1-facs_255_tr_1741260322:1	HIT-00145	גרינאָרנס	PL-0078	authorship	לאַטיינער	author								none	"לאַטיינערס „גרינאָרנס"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:49+00:00	
P-1-facs_255_tr_1741260322:1#2	P-1-facs_255_tr_1741260322	facs_255_tr_1741260322	gemini_window	P-1-facs_255_tr_1741260322:1	HIT-00145	גרינאָרנס	PL-0078	production	[HOST]	actor	משהלע	דראָמאָטישן קלוב		נואָרק	USA	1896		circa	"גרינדעט ער אין עלטער פֿון 17 יאָר אַ דראָמאָטישן קלוב, זין וועלכן ער שפּילט די ראָל „משהלע“ אין לאַטיינערס „גרינאָרנס"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:49+00:00	Date calculated from birth year 1879 + 17 years.
P-1-facs_255_tr_1741260331:1#1	P-1-facs_255_tr_1741260331	facs_255_tr_1741260331	gemini_window	P-1-facs_255_tr_1741260331:1	HIT-00146	דיא וואַרהייט		mention_only	[HOST]	other					USA	1905		year	"שפּעטער געדרוקט דערציילונגען און לידער אין „צייטנייסט“, „דיא וואַרהייט"" און „דער אידישער אַרבייטער“"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:50+00:00	The context refers to a newspaper/periodical named 'Die Warheit', not the Lateiner play PL-0082.
P-1-facs_256_tr_1741260273:1#1	P-1-facs_256_tr_1741260273	facs_256_tr_1741260273	gemini_window	P-1-facs_256_tr_1741260273:1	HIT-00147	כל נדרי		mention_only	שאָרקאָנסקיס	author								none	"שאָרקאָנסקיס „כל נדרי"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:52+00:00	The text explicitly attributes this 'Kol Nidre' to Sharkansky, not Hurwitz (PL-0207).
P-1-facs_256_tr_1741260273:1#2	P-1-facs_256_tr_1741260273	facs_256_tr_1741260273	gemini_window	P-1-facs_256_tr_1741260273:1	HIT-00147	כל נדרי		production	[HOST]	actor	עלוויראָ	ליבהאָבער						none	"געשפּילט מיט „ליבהאָבער"". אַקטיאָרן זעען זי אין דער ראָל „עלוויראָ“ פֿון שאָרקאָנסקיס „כל נדרי"""	yes	high	gemini-3-flash-preview	2026-07-25T17:10:52+00:00	Production by amateurs (libhober). Play attributed to Sharkansky.
P-1-facs_260_tr_1741260284:1#1	P-1-facs_260_tr_1741260284	facs_260_tr_1741260284	gemini_window	P-1-facs_260_tr_1741260284:1	HIT-00149	דודס פידעלע	PL-0070	production	[HOST]	actor	אַלטערוניו				Romania	1920		circa	"אין עלטער פֿון אייניקע און זעכציק יאָר האָט ער נאָך מיט גרויס דערפֿאָלג געשפּילט „שמענדריק“, „אַלטערוניו"" אין „דודס פידעלע“"	yes	high	gemini-3-flash-preview	2026-07-25T17:10:54+00:00	The context places this performance when the host was in his sixties (born c. 1860, so c. 1920).
P-1-facs_261_tr_1741260190:1#1	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gemini_window	P-1-facs_261_tr_1741260190:1	HIT-00150|HIT-00154|HIT-00155|HIT-00156|HIT-00158|HIT-00159|HIT-00160	דאָס פּוילישע יונגל	PL-0063	production	[HOST]	actor	דאָס פּוילישע יונגל	יאָנג היברוס דראָמאָטיק קלאָב		ניו יאָרק	USA	1892		circa	"טרעט דאָ אויף אין דער טיטל ראָל פֿון הורוויץס „דאָס פּוילישע יונגל"""	yes	high	gemini-3-flash-preview	2026-07-25T17:11:01+00:00	Age 15 (born ~1877).
P-1-facs_261_tr_1741260190:1#2	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gemini_window	P-1-facs_261_tr_1741260190:1	HIT-00150|HIT-00154|HIT-00155|HIT-00156|HIT-00158|HIT-00159|HIT-00160	דאָס פּוילישע יונגל	PL-0063	authorship	הורוויץ	author								none	"הורוויץס „דאָס פּוילישע יונגל"""	yes	high	gemini-3-flash-preview	2026-07-25T17:11:01+00:00	
P-1-facs_261_tr_1741260190:1#3	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gemini_window	P-1-facs_261_tr_1741260190:1	HIT-00150|HIT-00154|HIT-00155|HIT-00156|HIT-00158|HIT-00159|HIT-00160	דאָס פּוילישע יונגל	PL-0063	production	משה זילבערמאַן	director		יאָנג היברוס דראָמאָטיק קלאָב		ניו יאָרק	USA	1892		circa	"הורוויץס „דאָס פּוילישע יונגל"" א""ר פֿון משה זילבערמאַן"	yes	high	gemini-3-flash-preview	2026-07-25T17:11:01+00:00	
P-1-facs_261_tr_1741260190:1#4	P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	gemini_window	P-1-facs_261_tr_1741260190:1	HIT-00150|HIT-00154|HIT-00155|HIT-00156|HIT-00158|HIT-00159|HIT-00160	די אידישע וועלט		mention_only	[HOST]	other				קליוולאַנד	USA			none	"ג. אין דער אָרטיקער צייטונג „די אידישע וועלט"" פֿאַרעפנטלעכט אָרטיקלען"	yes	high	gemini-3-flash-preview	2026-07-25T17:11:01+00:00	This is a newspaper, not the Lateiner play PL-0085.
