edge_id	source_id	target_id	edge_type	role_detail	character	date_start	date_end	date_precision	event_id	production_key	provenance_person_id	provenance_fact_ids	evidence_sentence	extraction_model	confidence	match_status	review_status	source_layer
E-09488	person:3213	org:1855	member_of	מיטגליד							P-5-facs_177_tr_1736589074	ORG-C02558_Q01|Affiliation_Membership/member	מיטגליד פֿון דער פּועלי ציון פאַרטיי	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09489	person:3213	org_cluster:ORG-C02994	managed	אָנפירער							P-5-facs_177_tr_1736589074	ORG-C02994|Leadership_Ownership/owner_manager	משה וויידעם קרייז ביי דער געזעלשאַפט 'אַרבעטער אָוונט-קורסן'	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09490	person:3213	org_cluster:ORG-C02995	executive_of	אָנפֿירער פון אַ פאָלקס-קיך							P-5-facs_177_tr_1736589074	ORG-C02995|Leadership_Ownership/executive	איז ער געוואָרן זייער אַקטיוו אין דער 'אַליינהילף', אַלס אָנפֿירער פון אַ פאָלקס-קיך	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09491	person:1401	org_cluster:ORG-C01567_Q01	performed_with								P-5-facs_178_tr_1736588958	ORG-C01567_Q01|Employment_Performance/performer	ב. האָט געשפּילט בעת דער סאָוויעטישער אָקופּאַציע פֿון ווילנע אין ווילנער יידישן מלוכה-טעאַטער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09492	person:3150	org_cluster:ORG-C02996	performed_with	האָצמאַך		1910		year			P-5-facs_178_tr_1736588955	ORG-C02996|Employment_Performance/performer	1910 — אַרויסגעפֿאָרן מיט אַ גרופּע יונגע יידישע אַקטיאָרן און דעביוטירט אין שטעטל וולאָדאַווע אַלס 'האָצמאַך'	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09493	person:3150	org:180	performed_with			1912		year			P-5-facs_178_tr_1736588955	ORG-C02997|Employment_Performance/performer	1912 — געשפּילט אַ קורצע צייט אין דער טרופּע פֿון גאַסטראָלירנדיקן אַברהם אַקסעלראָד	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09494	person:3150	org:1016	performed_with								P-5-facs_178_tr_1736588955	ORG-C02998|Employment_Performance/performer	דערנאָך געשפּילט ביי אַשכנזי אין רומעניע	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09495	person:3150	org:545	performed_with			1917		year			P-5-facs_178_tr_1736588955	ORG-C02999|Employment_Performance/performer	1917 — אין גאַליציע ביי עבעל	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09496	person:3150	org_cluster:ORG-C03000	performed_with			1918		year			P-5-facs_178_tr_1736588955	ORG-C03000|Employment_Performance/performer	1918 — אין קראַקע ביי יאַקאָב	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09497	person:3150	org:865	performed_with			1919	1922	year			P-5-facs_178_tr_1736588955	ORG-C03001|Employment_Performance/performer	1919-22 — אין לובלין און סביבה א'ד פֿון ש. הערשקאָוויטש	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09498	person:3150	org:814	performed_with			1923		year			P-5-facs_178_tr_1736588955	ORG-C03002|Employment_Performance/performer	1923 — ביי חיים סאַנדלער	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09499	person:1050	org_cluster:ORG-C03003	studied_at								P-5-facs_178_tr_1736588957	ORG-C03003|Education_Formation/student	וו. לערנט אין דער עוואָנגעלישער שול	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09500	person:1050	org:749	member_of								P-5-facs_178_tr_1736588957	ORG-C03004|Affiliation_Membership/member	"אירע עלטערן וווינען אין בנין פֿון יידישן „זשיגניצע""-טעאַטער, ווערט וו. אויפֿגעצויגן מיט אַקטיאָרן"	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09501	person:1050	org:892	performed_with	אַ חסידל							P-5-facs_178_tr_1736588957	ORG-C03005|Employment_Performance/performer	וו.'ס ערשטע ראָל ביי סעגאַלעסקאָ-גאָלדענבערג איז געווען „אַ חסידל	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09502	person:1050	org:892	performed_with	פּרימאַדאָנע							P-5-facs_178_tr_1736588957	ORG-C03005|Employment_Performance/performer	ווערט וו., ניט-ווילנדיק, אַ פּרימאַדאָנע	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09503	person:1050	org:1755	member_of	מיטגלידער		1908		year			P-5-facs_178_tr_1736588957	ORG-C03006|Affiliation_Membership/member	"וו. איז געווען איינע פֿון די ערשטע מיטגלידער... אין דער „פֿרייע יידישע פֿאָלקסבינע"" אין ווין"	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09504	person:1050	org:1755	performed_with	הויפּט-ראָליסטן		1908		year			P-5-facs_178_tr_1736588957	ORG-C03006|Employment_Performance/performer	"הויפּט-ראָליסטן אין דער „פֿרייע יידישע פֿאָלקסבינע"" אין ווין"	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09505	person:3376	org_cluster:ORG-C03007	studied_at	תּלמידה							P-5-facs_179_tr_1736589033	ORG-C03007|Education_Formation/student	דאָ געלערנט אין דער פּריוואָט-שול פֿון קאָן	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09506	person:3376	org_cluster:ORG-C01292_Q01	performed_with	כאָר-מיטגליד							P-5-facs_179_tr_1736589033	ORG-C01292_Q01|Employment_Performance/performer	איר קינסטלערישע קאַריערע אָנגעהויבן אַלס כאָר-מיטגליד אין געזאַנג-פֿאַריין 'האַרפע'	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09507	person:3376	org_cluster:ORG-C00726	performed_with	אַקטעריסע							P-5-facs_179_tr_1736589033	ORG-C00726|Employment_Performance/performer	אַריינגעטראָטן אין דראַמאַטישן פֿאַריין „דראַמאַטישע קונסט', וואו זי שפּילט	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09508	person:3376	org:327	performed_with	פּראָפעסיאנעלע אַקטעריסע		1918		year			P-5-facs_179_tr_1736589033	ORG-C00629|Employment_Performance/performer	טרעט אַריין אין 1918, ווי אַ פּראָפעסיאנעלע אַקטעריסע, אין דער טרופּע פֿון מ. ד. וואַקסמאַן, וואו זי שפּילט אַ סעזאָן	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09509	person:3376	org:1688	performed_with	אַקטעריסע		1926	1927	year			P-5-facs_179_tr_1736589033	ORG-C03008|Employment_Performance/performer	שפּילט דעם סעזאָן 1926-27 אין רומעניע ביי מאַזאַ	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09510	person:3376	org:435	performed_with	אַקטעריסע							P-5-facs_179_tr_1736589033	ORG-C02720|Employment_Performance/performer	דערנאָך אין דער „ווילנער אָפּערעטן טרופּע' ... און פֿאַרבלייבט שפּילן אין ריגע 3 און אַ האַלב יאָר	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09511	person:3376	org_cluster:ORG-C03009	performed_with	אַקטעריסע		1933	1934	year			P-5-facs_179_tr_1736589033	ORG-C03009|Employment_Performance/performer	דעם סעזאָן 1933-34 אין וואַרשעווער 'סקאַלאַ'-טעאַטער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09512	person:3376	org_cluster:ORG-C02936	member_of								P-5-facs_179_tr_1736589033	ORG-C02936|Affiliation_Membership/member	מוזן אָנקומען צו דער יידישער סאָציאַלער אַליינהילף	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09513	person:3359	org:235	performed_with	הויפּט-ראָל							P-5-facs_179_tr_1736589024	ORG-C02258|Employment_Performance/performer	ווען דער רעזשיסער מאַקס וויסקינד האָט אויפגעפירט אין 'עלדאָראַדאָ'-טעאַטער קאָברינס 'דאָרפס-יונג', האָט ער דעם יונגן האָרי זיידערמאַן געגעבן די הויפּט-ראָל.	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09514	person:3359	org_cluster:ORG-C02842	employed_by								P-5-facs_179_tr_1736589024	ORG-C02842|Employment_Performance/employee	ז., צוזאַמען מיט זיינע עלטערן, האָבן געאַרבעט אין טעבענסעס 'שאַפּ'.	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09515	person:2413	org:1468	performed_with	אַקטיאָר		1913		year			P-5-facs_180_tr_1736588913	ORG-C03010|Employment_Performance/performer	1913 — געוואָרן אַ פּראָפעסיאנעלער אַקטיאָר און סופֿלער אין דער פּראָווינץ- טרופּע א'אַ פֿון רייף	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09516	person:2413	org:1468	staff_of	סופֿלער		1913		year			P-5-facs_180_tr_1736588913	ORG-C03010|Employment_Performance/artistic_staff	1913 — געוואָרן אַ פּראָפעסיאנעלער אַקטיאָר און סופֿלער אין דער פּראָווינץ- טרופּע א'אַ פֿון רייף	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09517	person:2413	org_cluster:ORG-C02650_Q01	performed_with	אָנגאַזשירט		1915	1916	year			P-5-facs_180_tr_1736588913	ORG-C02650_Q01|Employment_Performance/performer	1915- 16 — אָנגאַזשירט אין וואַרשעווער 'ווענוס' (דיר. — ה. זלאָטשעווסקי)	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09518	person:2413	org:442	delegate_of	פֿאַרוואַלטונגס-סעקרעטאַר		1927	1931	year			P-5-facs_180_tr_1736588913	ORG-C00108|Affiliation_Membership/delegate_official	1927-31 איז מ. געווען פֿאַרוואַלטונגס-סעקרעטאַר פֿון יידישן אַרטיסטן-פֿאַריין אין פּוילן	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09519	person:3504	org_cluster:ORG-C00238	studied_at								P-5-facs_180_tr_1736588912	ORG-C00238|Education_Formation/student	ג. אַליין האָט ניט געאַרבעט, נאָר געגאַנגען אין אַ פֿאָלקסשול, וועלכע זיי האָט געענדיקט	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09520	person:3504	org_cluster:ORG-C00238	graduated_from								P-5-facs_180_tr_1736588912	ORG-C00238|Education_Formation/graduate	פֿאָלקסשול, וועלכע זיי האָט געענדיקט	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09521	person:3504	org_cluster:ORG-C02928	studied_at	שילערין							P-5-facs_180_tr_1736588912	ORG-C02928|Education_Formation/student	אַוועק צו דער באַרימטער פּוילישער שוישפּילערין וואַנדאַ שיעמאַשקאָ, וועלכע האָט אָנגעפֿירט מיט אַ טעאַטער-שול אין לעמבערג דאָרט אָנצוקומען ווי אַ שילערין	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09522	person:3504	org_cluster:ORG-C02928	graduated_from								P-5-facs_180_tr_1736588912	ORG-C02928|Education_Formation/graduate	נאָכן פֿאַרענדיקן די טעאַטער-שול	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09523	person:3504	org_cluster:ORG-C03011	performed_with			1930		year			P-5-facs_180_tr_1736588912	ORG-C03011|Employment_Performance/performer	איז אסתר גרובער צוגעשטאַנען צו דער נייגעגרינדעטער לעמבערגער טעאַטער-סטודיע 'מאַסקע' אונטער דער אָנפֿירונג פֿון העניעק לופט און דניאל פֿרענקל	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09524	person:3504	org:733	performed_with			1938	1938	year			P-5-facs_180_tr_1736588912	ORG-C02902|Employment_Performance/performer	ווען איך האָב אין יאָר 1938 איבערגענומען דאָס 'קולטור-בונד-טעאַטער' אין דאַנציק, האָב איך זיי אָנגאַזשירט אַהין אויפֿן גאַנצן סעזאָן	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09525	person:3504	org_cluster:ORG-C03012	performed_with	רעציטאַטאָרין							P-5-facs_180_tr_1736588912	ORG-C03012|Employment_Performance/performer	נאָכן פֿאַרענדיקן דעם סעזאָן אין דאַנציג איז אסתר גרובער אנגאַזשירט געוואָרן אין קליין-קונסט-טעאַטער 'באַלאַגאַניידן'... דאָרט האָט זי זיך ספּעציעל אויסגעצייכנט אַלס רעציטאַטאָרין	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09526	person:3504	org:525	performed_with			1939		year			P-5-facs_180_tr_1736588912	ORG-C03484|Employment_Performance/performer	דאָרט האָט זי געשפּילט אין יידישן מלוכהשן טעאַטער	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09527	person:3504	org_cluster:ORG-C00441_Q01	performed_with			1939		year			P-5-facs_180_tr_1736588912	ORG-C00441_Q01|Employment_Performance/performer	ווי אויך אין פּוילישן טעאַטער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09528	person:3504	org_cluster:ORG-C02752	performed_with	זינגערין		1944	1944	year			P-5-facs_180_tr_1736588912	ORG-C02752|Employment_Performance/performer	אין די אָוונטן פלעגט זיי אויסטרעטן אין זייער „קאַסינאַ' און זינגען לידער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09529	person:2088	org_cluster:ORG-C03014	studied_at								P-5-facs_181_tr_1736588970	ORG-C03014|Education_Formation/student	געלערנט אין סאָפיאַ מאַרקאָוונאַס גימנאַזיע	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09530	person:2088	org_cluster:ORG-C01387_Q01	performed_with	קינדער-ראָלן							P-5-facs_181_tr_1736588970	ORG-C01387_Q01|Employment_Performance/performer	נאָך אַלס קינד זיך באַטייליקט אין יידישן טעאַטער אין קינדער-ראָלן	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09531	person:2088	org:733	performed_with	ווויפּט-שפּילער		1937		year			P-5-facs_181_tr_1736588970	ORG-C02902|Employment_Performance/performer	אין 1937 זיינען ביידע געווען פֿון די ווויפּט-שפּילער אין „קולטורבונד-טעאַטער“ אין דאַנציג	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09532	person:2088	org:539	performed_with	אַנסאַמבל		1939		year			P-5-facs_181_tr_1736588970	ORG-C02267|Employment_Performance/performer	אָנגענומען געוואָרן אין אַנסאַמבל פֿון ביאַליסטאָקער יידישן מלוכה טעאַטער	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09533	person:3215	org_cluster:ORG-C00608	performed_with	סאָפּראַן		1878		year			P-5-facs_182_tr_1736589054	ORG-C00608|Employment_Performance/performer	"טרעט וו. אַריין צו די ""בראָדערזינגער"", און אַלס סאָפּראַן זינגט ער און שפּילט יונגע פרויען-ראָלן"	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09534	person:3215	org:295	staff_of	סופֿלער							P-5-facs_182_tr_1736589054	ORG-C03015|Employment_Performance/artistic_staff	ווערט וו. מיטגענומען אַלס סופֿלער	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09535	person:3215	org:295	performed_with	עפּיזאָדן-ראָליסט							P-5-facs_182_tr_1736589054	ORG-C03015|Employment_Performance/performer	ווערט וו. מיטגענומען אַלס... עפּיזאָדן-ראָליסט	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09536	person:3215	org:893	performed_with								P-5-facs_182_tr_1736589054	ORG-C03016|Employment_Performance/performer	באַלד טרעט וו. אַריין אין עדוואַרד מאָרגולעסעס טרופּע אין סטרי און שפּילט דאָרט „אַבשלום	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09537	person:3215	org_cluster:ORG-C02161_Q01	managed	דירעקטאָר							P-5-facs_182_tr_1736589054	ORG-C02161_Q01|Leadership_Ownership/owner_manager	נאָכדעם ווי וו. איז געוואָרן אויס דירעקטאָר פֿון ווינער יידישן טעאַטער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09538	person:3215	org_cluster:ORG-C02161_Q01	staff_of	סופֿלער							P-5-facs_182_tr_1736589054	ORG-C02161_Q01|Employment_Performance/artistic_staff	זיך מיטבאַטייליקט ווי אַ סופֿלער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09539	person:3215	org_cluster:ORG-C02161_Q01	performed_with	שוישפּילער							P-5-facs_182_tr_1736589054	ORG-C02161_Q01|Employment_Performance/performer	זיך מיטבאַטייליקט ווי א... שוישפּילער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09540	person:3217	org:257	performed_with	בירגערמייסטער, פּפאַלץ און קעניג							P-5-facs_183_tr_1736588995	ORG-C00607|Employment_Performance/performer	"אַריינגעטראָטן אין דער טרופּע פֿון גימפּעל, וואו גאָלדפֿאַדען האָט דעמאָלט אויפגעפירט „דאָקטאָר יאָזעלמאַן"" און געגעבן אים די דריי קליינע ראָלן"	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09541	person:3217	org_cluster:ORG-C03017	founded	גרינדער		1906		year			P-5-facs_183_tr_1736588995	ORG-C03017|Leadership_Ownership/founder	גרינדעט דעם פֿאַריין 'אָריענטאַליאַ'	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09542	person:3379	org_cluster:ORG-C01387_Q23	performed_with			1919		year			P-5-facs_184_tr_1736588987	ORG-C01387_Q23|Employment_Performance/performer	אין 1919 איז ז. געקומען אין בערלין און דאָרט געשפּילט יידיש טעאַטער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09543	person:3379	org_cluster:ORG-C01387_Q23	performed_with				1933				P-5-facs_184_tr_1736588987	ORG-C01387_Q23|Employment_Performance/performer	צוריקגעקומען אין דייטשלאַנד און ווידער דאָרט געשפּילט יידיש טעאַטער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09544	person:3379	org:241	performed_with			1921		year			P-5-facs_184_tr_1736588987	ORG-C02921|Employment_Performance/performer	1921 — אָנגאַזשירט געוואָרן צו פעני וואַקסמאַן אין פאַריז און דאָרט פֿאַרבלייבן אייניקע יאָר	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09545	person:3379	org:836	performed_with			1933		year			P-5-facs_184_tr_1736588987	ORG-C03018|Employment_Performance/performer	קערט ער זיך צוריק קיין פאַריז און שפּילט א'ד פֿון לאַכטייגער	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09546	person:3379	org:417	performed_with			1938		year			P-5-facs_184_tr_1736588987	ORG-C02978|Employment_Performance/performer	אין 1938 געשפּילט מיט מאָריס שוואַרץ אין פּאַריז אין פרעגערס „וואַסערטרעגער“	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09547	person:2513	org:263	performed_with	אין כאָר							P-5-facs_185_tr_1736588943	ORG-C00597|Employment_Performance/performer	"איז זי, א'נ גאָטליב, אַריין אין כאָר פֿון לאדזשער ""גרויסעס טעאַטער“ צוזאַמען מיט דער שפּעטערדיקער אַקטריטריסע חנה לערנער."	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09548	person:2513	org:302	performed_with								P-5-facs_185_tr_1736588943	ORG-C04097|Employment_Performance/performer	נאָכדעם איז זיי אַריבער צו קאָמפּאַנעעצן	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09549	person:2911	org:455	performed_with	סטאַטיסט		1908	1912	year			P-5-facs_185_tr_1736588927	ORG-C03019|Employment_Performance/performer	אין 1908, אַלס סטאַטיסט אין זאַנדבערגס טרופּע.	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09550	person:2911	org:327	performed_with								P-5-facs_185_tr_1736588927	ORG-C00629|Employment_Performance/performer	ער איז אַריינגעטראָטן אין דער טרופּע פֿון מ. ד. וואַקסמאַן.	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09551	person:2911	org:1409	performed_with			1913		year			P-5-facs_185_tr_1736588927	ORG-C03020|Employment_Performance/performer	האָט ער געשפּילט אין לאָנדאָן אין דער טרופּע בלומענטאָל-וואַקסמאַן	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09552	person:2911	org:1712	performed_with			1921		year			P-5-facs_185_tr_1736588927	ORG-C03021|Employment_Performance/performer	שפּילט ער 3 חדשים מיט פֿישעלעוויטש אין בערלין	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09553	person:2911	org:1508	performed_with								P-5-facs_185_tr_1736588927	ORG-C00873_Q01|Employment_Performance/performer	"פאָרט ער אַרום אַ קורצע צייט... איבער דער פּוילישער פּראָווינץ מיט אַ ""מיניאַטור טעאַטער""."	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09554	person:2386	org_cluster:ORG-C03022	performed_with	גאַסן-זינגער		1942		year			P-5-facs_186_tr_1736588957	ORG-C03022|Employment_Performance/performer	מאַפּו זיך באַוויזן אויף די שמאָלע געסעלעך פון דער געטאָ און גענומען זינגען זיינע האַרציקע יידישע לידלעך	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09555	person:2386	org_cluster:ORG-C03023	member_of								P-5-facs_186_tr_1736588957	ORG-C03023|Affiliation_Membership/member	פאַרנומען מאַפּון אין האַנאָווער בונקער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09556	person:2921	org_cluster:ORG-C00145	studied_at								P-5-facs_186_tr_1736588948	ORG-C00145|Education_Formation/student	באַזוכט די גימנאַזיע אין פּאָלטאַווע	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09557	person:2921	org:1584	founded	מיטגרינדער		1915		year			P-5-facs_186_tr_1736588948	ORG-C02134|Leadership_Ownership/founder	"געווען (1915) צווישן די מיטגרינדער פון „פאַדאָ“ (שפּעטער „ווילנער טרופּע"")"	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09558	person:2921	org:1584	performed_with	עטי		1916		year			P-5-facs_186_tr_1736588948	ORG-C02134|Employment_Performance/performer	"וואו זי שפּילט, אין אָנהייב 1916, אַלס ""עטי"" אין גאָרדינס „קרייצער סאָנאַטאַ"""	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09559	person:2921	org_cluster:ORG-C01326_Q02	performed_with			1920		year			P-5-facs_186_tr_1736588948	ORG-C01326_Q02|Affiliation_Membership/performer	"אונטערן פאַטראָנאַזש פֿון אַ ""יידישער טעאַטער-געזעלשאַפט"""	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09560	person:2921	org:500	performed_with			1921		year			P-5-facs_186_tr_1736588948	ORG-C02007_Q01|Employment_Performance/performer	דאָרט אַריינגעטראָטן אין יידישן מעוטים טעאַטער	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09561	person:3140	org:1816	performed_with	געזונגען							P-5-facs_187_tr_1736589011	ORG-C01278_Q01|Employment_Performance/performer	געזונגען אין טעמפּל	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09562	person:3140	org:761	performed_with	מאָטעלע		1911		year			P-5-facs_187_tr_1736589011	ORG-C03024|Employment_Performance/performer	"אַנטלויפט ער קיין קאָלאָמעאָ אין נאָרבערט גלימערס טרופּע, וואו ער דעביוטירט אַלס „מאָטעלע"""	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09563	person:3140	org_cluster:ORG-C00106	performed_with								P-5-facs_187_tr_1736589011	ORG-C00106|Employment_Performance/performer	נאָכן שפּילן אַ יאָר אין דער טרופּע, גייט וו. איבער אין אַ חברים-טרופּע	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09564	person:3140	org_cluster:ORG-C03025	staff_of	אין כאָר... שפּילנדיק גלייכצייטיק ראָלן							P-5-facs_187_tr_1736589011	ORG-C03025|Employment_Performance/artistic_staff	דערנאָך אין כאָר ביי האַרט אין סטאַניסלאַוואָוו, שפּילנדיק גלייכצייטיק ראָלן	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09565	person:3140	org:1607	performed_with			1913		year			P-5-facs_187_tr_1736589011	ORG-C03026|Employment_Performance/performer	1913 איז וו. מיט דער חברים-טרופּע א'אַ פֿון פּאַלעפּאַדע	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09566	person:3140	org_cluster:ORG-C01224_Q01	performed_with			1915	1920	year			P-5-facs_187_tr_1736589011	ORG-C01224_Q01|Employment_Performance/performer	1915-20 האָט וו. געשפּילט ביי פּאָדזאַמטשע אין ווין	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09567	person:3140	org_cluster:ORG-C02161_Q01	performed_with			1924		year			P-5-facs_187_tr_1736589011	ORG-C02161_Q01|Employment_Performance/performer	1924 ווידער צוריק אַריין אין ווינער יידישן טעאַטער	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09568	person:3140	org:1590	member_of	מיטגליד							P-5-facs_187_tr_1736589011	ORG-C03027|Affiliation_Membership/member	וואָלדבערג ... ער איז געווען אַ מיטגליד פֿון אונדזער טרופּע	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09569	person:3140	org:525	performed_with								P-5-facs_187_tr_1736589011	ORG-C03484|Employment_Performance/performer	בעת דער צווייטער וועלט-מלחמה, האָט ער זיך, צוזאַמען מיטן לעמבערגער יידישן מלוכה-טעאַטער, עוואַקווירט קיין סאָוויעטנפֿאַרבאַנד	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09570	person:1985	org_cluster:ORG-C01509	member_of	מיטגליד							P-5-facs_188_tr_1736589057	ORG-C01509|Affiliation_Membership/member	געווען אַ מיטגליד אין וואַרשעווער יידישן אַרטיסטן-פאַריין	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09571	person:1985	org:539	performed_with	אַקטיאָר							P-5-facs_188_tr_1736589057	ORG-C02267|Employment_Performance/performer	האָט דער אַקטיאָר זלמן קאָלעשניקאָוו זיי אַריינגענומען אין אַנסאַמבל פֿון ביאַליסטאָקער יידישן מלוכה-טעאַטער	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09572	person:1985	org:539	staff_of	אַמיניסטראַציע							P-5-facs_188_tr_1736589057	ORG-C02267|Employment_Performance/artistic_staff	ה. האָט אין ביאַליסטאָק געשפּילט אין טעאַטער און אויך מיטגעהאָלפֿן אין דער אַמיניסטראַציע	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09573	person:2861	org:391	performed_with								P-5-facs_188_tr_1736589047	ORG-C00042|Employment_Performance/performer	זי איז אַריינגעטראָטן אין יעקב ספּיוואַקאָווסקיס טרופּע	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09574	person:2861	org:1070	performed_with	אָנגאַזשירט							P-5-facs_188_tr_1736589047	ORG-C03028|Employment_Performance/performer	איז זיי אָנגאַזשירט געוואָרן צו אסתר וואַלערשטיין	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09575	person:2861	org_cluster:ORG-C01486_Q01	performed_with	פּאַרטנערין							P-5-facs_188_tr_1736589047	ORG-C01486_Q01|Employment_Performance/performer	געשפּילט 4 סעזאָנען ביי בלומענטאָל אַלס פּאַרטנערין פֿון יאָזעף שערמאַן	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09576	person:2861	org:380	performed_with								P-5-facs_188_tr_1736589047	ORG-C03029|Employment_Performance/performer	זיך מיטבאַטייליקט אין סעראַ אַדלערס פֿאַרשטעלונגען אין בעלגיע	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09577	person:2861	org:241	performed_with	כאַראַקטער-ראָלן		1918		year			P-5-facs_188_tr_1736589047	ORG-C02921|Employment_Performance/performer	געשפּילט כאַראַקטער-ראָלן אין דער טרופּע פֿון פעני וואַקסמאַן	colab_extraction_IIIorg	high	matched	auto	orgrel
E-09578	person:2861	org_cluster:ORG-C03030	member_of			1942	1944	year			P-5-facs_188_tr_1736589047	ORG-C03030|Affiliation_Membership/member	אַריינגענומען געוואָרן אין ראָטשילדס מושב זקנים אין פּאַריז	colab_extraction_IIIorg	medium	unmatched	auto	orgrel
E-09579	person:2820	org:551	performed_with								P-5-facs_189_tr_1736589041	ORG-C00103|Employment_Performance/performer	"פּראָפעסיאנעל אַריין צו דער „ווילנער טרופּע"" בעת איר צוריקקומען פֿון קרוין-פּולין שפּילן אין ווילנע"	colab_extraction_IIIorg	high	matched	auto	orgrel
