event_id	event_type	play_id	venue_id	org_id	place_id	date_start	date_end	date_precision	production_key	provenance_person_id	provenance_fact_ids	evidence_sentence	extraction_model	confidence	review_status
event:EV-0173	production	play:PL-0183	org:125		place:Q60	1890		circa	adab77e413	P-1-facs_341_TextRegion_1710852353404_65	P-1-facs_341_TextRegion_1710852353404_65:1#1	"דעביואירנדיק אין די פּיעסן „חיים אין אמעריקע"""	gemini-3-flash-preview	high	auto
event:EV-0174	production	play:PL-0102	org:125		place:Q60	1890		circa	1bae53be86	P-1-facs_341_TextRegion_1710852353404_65	P-1-facs_341_TextRegion_1710852353404_65:1#2	"דעביואירנדיק אין די פּיעסן „חיים אין אמעריקע"" און „די פֿאַרבלאַנדזשעטע נשמה"""	gemini-3-flash-preview	high	auto
event:EV-0175	production	play:NEW-0024	org_cluster:ORG-C06470	org:929	place:Q37333	1928-09-17		day	c5394854e3	P-1-facs_345_r_10	P-1-facs_345_r_10:1#2	אויפגעפירט 17 סעפטעמבער 1928 אין לוב- לינער פּאַנטעאָן-טעאַטער דורך בעטי קעניגס טרופּע	gemini-3-flash-preview	high	auto
event:EV-0176	production	play:PL-0047		org_cluster:ORG-C00260_Q01	place:Q46852	1908	1911	year	04aeaa4a02	P-1-facs_358_tr_1741260405	P-1-facs_358_tr_1741260405:1#1	טרעט וו. אַריין אין יאָסי אין יידישן אָפּערעטן-טעאַטער, וואו ער שפּילט געזאַנג-ליבהאָבער מיט ס'רוב ליטורגישער מוזיק ווי „גבריאל“ אין „בינקע-פּינקע“	gemini-3-flash-preview	high	auto
event:EV-0177	production	play:PL-0207		org_cluster:ORG-C00260_Q01	place:Q46852	1908	1911	year	ef1664ffcd	P-1-facs_358_tr_1741260405	P-1-facs_358_tr_1741260405:1#2	"טרעט וו. אַריין אין יאָסי אין יידישן אָפּערעטן-טעאַטער, וואו ער שפּילט געזאַנג-ליבהאָבער מיט ס'רוב ליטורגישער מוזיק ווי „גבריאל“ אין „בינקע-פּינקע“, „באַרטעלאָ“ אין „כל נדרי"""	gemini-3-flash-preview	high	auto
event:EV-0178	production	play:PL-0085		org:892		1902		circa	661c8d8ead	P-1-facs_359_TextRegion_1710852502307_117	P-1-facs_359_TextRegion_1710852502307_117:1#1|P-5-facs_178_tr_1736588957:1#1	"וו.'ס ערשטע ראָל איז געווען „אַ חסידל"" אין דער אָפּערעטע „די יידישע וועלט"" ביי סעגאָלעסקאָ-גאָלדענבערג"	gemini-3-flash-preview	high	auto
event:EV-0179	production	play:PL-0102		org_cluster:ORG-C06620	place:Q60	1888		circa	0012c30e7f	P-1-facs_359_TextRegion_1710852536774_157	P-1-facs_359_TextRegion_1710852536774_157:1#1	"דאָ טרעט ער אַרויס צום ערשטן מאָל אין אַ קליינער ראָל אין „די פֿאַרבלאַנדזשעטע נשמה"""	gemini-3-flash-preview	high	auto
event:EV-0180	production	play:NEW-0010			place:Q270	1909		none	b3afaecf51	P-1-facs_359_TextRegion_1710852566555_178	P-1-facs_359_TextRegion_1710852566555_178:1#3	ווידמעט זיך וו. דעם יידישן טעאָטער, פֿאָר וועלכן ער שאָפֿט די דעקאַראַציעס צו גוצקאָווס „אוריאל אַקאָסטאָ“, קאַצענעלזאָןס „קאָריקאַטורן“, אָפּאַטאָשוס „היים בלוט“, ראָלאָזס „וועלף“, בראָדערזאָןס „דוד און בת-שבע“	gemini-3-flash-preview	medium	auto
event:EV-0181	production	play:NEW-0024			place:Q270	1909		none	e97cb2d78a	P-1-facs_359_TextRegion_1710852566555_178	P-1-facs_359_TextRegion_1710852566555_178:1#4	ווידמעט זיך וו. דעם יידישן טעאָטער, פֿאָר וועלכן ער שאָפֿט די דעקאַראַציעס צו גוצקאָווס „אוריאל אַקאָסטאָ“, קאַצענעלזאָןס „קאָריקאַטורן“, אָפּאַטאָשוס „היים בלוט“, ראָלאָזס „וועלף“, בראָדערזאָןס „דוד און בת-שבע“, אָשס „קדוש השם“	gemini-3-flash-preview	medium	auto
event:EV-0182	production	play:PL-0249	org_cluster:ORG-C00409_Q01	org:293	place:Q580	1918		year	d5d8ab2f54	P-1-facs_35_tr_1740520969	P-1-facs_35_tr_1740520969:1#3|P-1-facs_35_tr_1740520969:1#4	וועלכע ווערט אויפֿגעפֿירט אין לאָדזשער „סקאָלאַ טעאַטער“ דורך דער טרופּע אָדלער-סיעראָצקי	gemini-3-flash-preview	high	auto
event:EV-0183	production	play:PL-0035	org:134					none	6fb736925d	P-1-facs_366_tr_1741260403	P-1-facs_366_tr_1741260403:1#1	"איר ערשטע ראָל אין דעם אָמפּלואָ איז אין ווינדזאָר-טעאַטער אין „בן-הדור"""	gemini-3-flash-preview	high	auto
event:EV-0184	production	play:NEW-0027	org:134			1887		year	a071c110e2	P-1-facs_367_tr_1741260402	P-1-facs_367_tr_1741260402:1#2	"„משה רבנו“ אָדער ""יציאת מצרים און קריעת ים-סוף"" און „איז זיי משוגע?“ אָדער (שפּעטער גערופֿן) די געמאַכטע משוגענע“ (אַלע אויפגעפֿירט 1887 אין ווינדזאָרטעאַטער)"	gemini-3-flash-preview	high	auto
event:EV-0185	production	play:NEW-0028		org:551	place:Q270	1920		year	07166b80d8	P-1-facs_368_TextRegion_1710163037685_362	P-1-facs_368_TextRegion_1710163037685_362:1#2	"„דאָס נייע געטאָ“ פֿון דר. הערצל און אָהאָנעס-פייערן"" פֿון הערמאָן זודערמאַן (איב. זלמן זילבערצווייג) [אַלע פּיעסען רעזשיסירט דורך א. מאָרעווסקי]"	gemini-3-flash-preview	medium	auto
event:EV-0186	production	play:PL-0133		org:551	place:Q270	1920-12-09		day	19fdc67397	P-1-facs_368_TextRegion_1710163037685_362	P-1-facs_368_TextRegion_1710163037685_362:1#3|P-2-facs_238_tr_1744280834:1#1	"אין טאָג פֿון די שלושים נאָך ש. אַנסקי (9 דעצעמבער 1920) ווערט אויפֿגעפֿירט זיין פּיעסע „דער דיבוק"" (רעזשי — דוד הערמאַן)"	gemini-3-flash-preview	high	auto
event:EV-0187	production	play:PL-0133		org:551	place:Q64	1921-09	1922-05	month	58be2ebd53	P-1-facs_368_TextRegion_1710163037685_362	P-1-facs_368_TextRegion_1710163037685_362:1#4	"האָט אָנגעהויבן שפּילן אין בערלין אין סעפּטעמבער 1921 און האָט אין משך פֿון 8 חדשים אויפֿגעפֿירט הירשבייןס „די פוסטע קרעטשמע“, אַנסקיס „דער דיבוק"""	gemini-3-flash-preview	high	auto
event:EV-0188	production	play:NEW-0026		org:551	place:Q19660	1924		year	17ec44bdb0	P-1-facs_368_TextRegion_1710163037685_362	P-1-facs_368_TextRegion_1710163037685_362:1#5	"דאָ פֿירט אויף י. בולאָוו זיין באַאַרבעטונג פֿון זשולאָווסקי און אָשס „שבתאי צבי"""	gemini-3-flash-preview	medium	auto
event:EV-0189	production	play:PL-0126			place:Q60	1922		year	8b8e46a1a7	P-1-facs_378_tr_1739715272	P-1-facs_378_tr_1739715272:1#2	"אין 1922 האָט וו. זיך באַטייליקט אין דער שרייבער אויפֿירונג פֿון פינסקיס „דער אוצר"" אין ניו יאָרק"	gemini-3-flash-preview	high	auto
event:EV-0190	production	play:PL-0212			place:Q60	1890		circa	fd511ed6f5	P-1-facs_378_tr_1739715272	P-1-facs_378_tr_1739715272:1#4	"„מאַן און ווייב"", געשפּילט בערך 1890 אין ניו יאָרק"	gemini-3-flash-preview	high	auto
event:EV-0191	production	play:PL-0068			place:Q62			none	d21b20b1f6	P-1-facs_37_tr_1740520982	P-1-facs_37_tr_1740520982:1#1|P-1-facs_37_tr_1740520982:1#2	ב. פאָרט אָפּ קיין אָמעריקע, וואו ער קומט אָן אין סאָן פראָנציסקאָ, און דאָ גיט אים יעקב פרענק צו שפּילן אין „דוד בן ישי-	gemini-3-flash-preview	high	auto
event:EV-0192	production	play:PL-0266	org_cluster:ORG-C01387_Q01		place:Q31487			none	457e7e1ca9	P-1-facs_380_tr_1739715264	P-1-facs_380_tr_1739715264:1#2	וו. האָט אים פֿאַרטראָטן אין דער ראָל	gemini-3-flash-preview	high	auto
event:EV-0193	production	play:PL-0033		org:1041		1893		year	5827d4a163	P-1-facs_384_r	P-1-facs_384_r:1#1	"1893 — אָנגעהויבן שפּילן פּראָפעסיאנעל (אַלס „שמעון“ אין לאַטיינערס ""יוסף מיט די ברידער“), מיט דער אַקטיאָרן-פֿאַמיליע לעווענווירט"	gemini-3-flash-preview	high	auto
event:EV-0194	production	play:PL-0144				1907		year	6086eb69a7	P-1-facs_384_r	P-1-facs_384_r:1#4	איז אין זומער 1907 געבראַכט געוואָרן אין אייראָפּע דורך יוליוס אָדלער, וועלכער האָט זי דאָרט אויפֿגעפֿירט	gemini-3-flash-preview	high	auto
event:EV-0195	production	play:NEW-0029	org:154		place:Q1345	1899	1900	year	adf79466c8	P-1-facs_384_r	P-1-facs_384_r:1#6	"אויפגעפֿירט אין פֿילאָדעלפֿיער קאָלאָמביאַ-טעאַטער זיין פּיעסע „די מאָמע"" (מיט בעלאַ גודינסקאַ אין דער טיטל-ראָל)"	gemini-3-flash-preview	high	auto
event:EV-0196	production	play:NEW-0019	org:130		place:Q60	1900	1901	year	1c3f9a5a29	P-1-facs_384_r	P-1-facs_384_r:1#7	"1900-1901 — איז ז. אָנגאַזשירט געוואָרן אַלס אַקטיאָר אין טאָליאָ-טעאַטער, וואו עס זיינען אויפֿגעפֿירט געוואָרן זיינע איבערזעצונגען: ... און ""שמשון הגבור“ (לויט סאָלוויניס ווערסיע)"	gemini-3-flash-preview	medium	auto
event:EV-0197	production	play:PL-0136	org:120		place:Q60	1902	1903	year	a7875f44ad	P-1-facs_384_r	P-1-facs_384_r:1#8	אין פּיפּלס טעאַטער — ... „דער חרם אין בית-המקדש, הייסטאָרישע אָפּערעטע, מוזיק פֿון י. בעלזער“	gemini-3-flash-preview	medium	auto
event:EV-0198	production	play:PL-0058	org:115		place:Q60	1903	1904	year	eccb6d2d50	P-1-facs_384_r	P-1-facs_384_r:1#9	אין ניו יאָרקער גרענד-טעאַטער אויפֿגעפֿירט געוואָרן דורך אָדלערן ז.'ס פּיעסען „דער גאָלדענער לייטער“	gemini-3-flash-preview	medium	auto
event:EV-0199	production	play:PL-0108	org:134		place:Q60	1924	1925	year	c59f5fb7ff	P-1-facs_384_r	P-1-facs_384_r:1#10	"אין ניויאָרקער ווינדזאָר-טעאַטער געשפּילט געוואָרן ז.'ס פּיעסע „די שטילע חתונה"" (מיט יאָוועליר, פּראַגער און סעם קעסטין)"	gemini-3-flash-preview	high	auto
event:EV-0200	production	play:NEW-0011			place:Q1297	1907	1908	year	853796aab9	P-1-facs_384_r	P-1-facs_384_r:1#11	"דאָ זיינען אויפֿגעפֿירט געוואָרן זיינע פּיעסען „דער קרבן"" (מיט לאָוויץ, יאָזער שענגאָלד, א. א.)"	gemini-3-flash-preview	high	auto
event:EV-0201	production	play:PL-0217			place:Q1345	1917	1918	year	619a5ff124	P-1-facs_384_r	P-1-facs_384_r:2#1|P-1-facs_384_r:2#2	"1917-18 — זיינען אויפֿגעפֿירט געוואָרן: „דאָס רעכט צו לעבן"" אין סעקאָנד עוועניו (מיט אָדלער און זיין טאָכטער סטעלאַ) אין פֿילאָדעלפֿיע — „וועדינג-רינג"", „ווי אַ מאַן ליבט' און „מוטער ליבע"""	gemini-3-flash-preview	medium	auto
event:EV-0202	production	play:PL-0260	venue:UV-0011		place:Q60	1921-05-07		day	3a46342996	P-1-facs_384_r	P-1-facs_384_r:2#4|P-1-facs_384_r:2#5	"1920-21: „ליבע און ליידענשאָפט"" (דעם 7 מאי 1921 אין געבילם טעאַטער מיט מעי סיימאַן)"	gemini-3-flash-preview	medium	auto
event:EV-0203	production	play:NEW-0031			place:Q1345	1922	1923	year	ae5b50f451	P-1-facs_384_r	P-1-facs_384_r:2#7|P-1-facs_384_r:2#8	"ז.'ס „אַ מאָמעס נשמה"" (מיט מוני אַקסעלראָד און יאָזער שענגאָלד), וואָס איז אויך אין זעלבן סעזאָן געשפּילט געוואָרן אין פֿילאָדעלפיע אין „די מאָמע פֿון דער וועלט"""	gemini-3-flash-preview	medium	auto
event:EV-0204	production	play:NEW-0019			place:Q1297	1895		year	d6d555debd	P-1-facs_388_tr_1739715081	P-1-facs_388_tr_1739715081:1#2|P-1-facs_388_tr_1739715081:1#3	דיזעלבע פּיעסע איז אין 1895 אויפֿגעפֿירט געוואָרן אין שיקאָגאָ דורך טאָמאָשעווסקי	gemini-3-flash-preview	high	auto
event:EV-0205	production	play:PL-0052	org:128			1929-11		month	91b9010b20	P-1-facs_38_tr_1740521011	P-1-facs_38_tr_1740521011:1#1|P-1-facs_39_tr_1740520985:1#1	"אין נאוועמבער אויפֿגעטראָטן איין מאָל אין סעקאָנד עוועניו טעאַטער אין „דאָס יידישע האַרץ"""	gemini-3-flash-preview	high	auto
event:EV-0206	production	play:NEW-0032				1916		year	6d4e2cfe6a	P-1-facs_391_tr_1739715052	P-1-facs_391_tr_1739715052:1#3	"איבערזעצט ז. (צוזאָמען מיט איר ברודער, דער אַקטיאָר אַברהם לעווין) אויף רוסיש פּיעסען פֿון יידישן רעפּערטואָר ווי: „די אמעריקאָנערין“, „חנהטשע אין אַמעריקע“, „די שחיטה“, „די געבראָכענע הערצער“, „חאַסיע די יתומה"" א. א. און שפּילט אויך אין דידאָזיקע אויפֿירונגען."	gemini-3-flash-preview	high	auto
event:EV-0207	production	play:PL-0067	venue:UV-0012	org_cluster:ORG-C06777	place:Q36036	1900		circa	605f491571	P-1-facs_393_tr_1741260467	P-1-facs_393_tr_1741260467:1#1	"אַלס ינד פון 5 יאָר זיך באַטייליקט אין אַ קינדער-ראָל אין שאָרקאָנסקיס פּיעסע „דגל מחנה 'הודה"", וואָס איז געשפּילט געוואָרן אין זאָל קאָלאָסעאום דורכן דראָמאָטישן קרייז פון צימער-מאָלער-פאַריין"	gemini-3-flash-preview	high	auto
event:EV-0208	production	play:NEW-0033	venue:UV-0013		place:Q36036	1900		circa	3efbc7f962	P-1-facs_393_tr_1741260467	P-1-facs_393_tr_1741260467:1#2	"איין מאָל געזונגען די סאָלאָ אין לאַטיינערס „כינקע און פינקע"" אין דאָרטיקן פּראָפעסיאנעלן טעאַטער"	gemini-3-flash-preview	high	auto
event:EV-0209	production	play:PL-0005		org:257	place:Q36036	1911		year	aa5422c150	P-1-facs_393_tr_1741260467	P-1-facs_393_tr_1741260467:1#3	"1911 — צוריקגעקומען אין לעמבערג און אַריינגעטראָטן אין עמיל גימפּעלס טרופּע, וואו ער טרעט אויף אַלס „רעפּאָרטער“ אין טערס „די יידישע נשמה"""	gemini-3-flash-preview	high	auto
event:EV-0210	production	play:NEW-0019			place:Q36036	1893		circa	a8e1bccf8a	P-1-facs_400_r_12	P-1-facs_400_r_12:1#1|P-1-facs_400_r_12:1#2	איר ערשטער אויפטריט איז אַלס „דלילה“ אין דער אָפּערעטע „שמשון הגבור„	gemini-3-flash-preview	high	auto
event:EV-0211	production	play:PL-0057				1892		year	f8d81b127c	P-1-facs_402_tr_1739715076	P-1-facs_402_tr_1739715076:1#1	"אין 1892 זיינע פּיעסען: „שומר ישראל“, „געהיימניס פֿון רוסישן הויף“, „שיבת ציון“, „די דריי טרערן“, „גר צדק"" אָדער „גראָף פּאַטאָצקי"" און „דאָס קינד אין וואָלד“"	gemini-3-flash-preview	high	auto
event:EV-0212	production	play:PL-0122	org_cluster:ORG-C01011		place:Q580	1909	1913	year	6a9a2ee998	P-1-facs_405_TextRegion_1710157124987_295	P-1-facs_405_TextRegion_1710157124987_295:1#2	"ז. געשפּילט 4 יאָר אין לאָדזשער גרויסן טעאַטער ביי זאַנדבערג און דאָרט אויפגעפירט זיין איבערזעצונג פון אַנרי בערנשטייןס ,,ישראל“ א""נ „דער אַנטיסעמיט“"	gemini-3-flash-preview	high	auto
event:EV-0213	production	play:PL-0070	org_cluster:ORG-C00447			1910		year	981f6b2f06	P-1-facs_410_tr_1739715086	P-1-facs_410_tr_1739715086:1#1	"דעביוטירנדיק אַלס „יאַנקעלע' אין „דודס פידעלע"" אין זשאָרדען ד'היווער"	gemini-3-flash-preview	high	auto
event:EV-0214	production	play:NEW-0012			place:Q1297			none	4e987bd486	P-1-facs_411_r	P-1-facs_411_r:1#2|P-1-facs_411_r:1#3|P-3-facs_349_tr_1756107920:1#1|P-3-facs_349_tr_1756107920:1#2|P-3-facs_349_tr_1756107920:1#3|P-4-facs_34_r_1:1#3|P-4-facs_34_r_1:1#4	"איר ערשטער אויפטריט אויף דער יידישער בינע איז אין שיקאָגאַ אַלס „די רביצין“ אין זאָלאָטאָרעווסקיס ""ישיבה בחור“"	gemini-3-flash-preview	high	auto
event:EV-0215	production	play:PL-0102				1904		circa	f8e6194a74	P-1-facs_412_TextRegion_1710153704955_46	P-1-facs_412_TextRegion_1710153704955_46:1#2	אין עלטער פון 17 יאָר געשפּילט אַלס „ליבהאָבער“ די ראָל שבתי גולם“ אין לאַטיינערס „פאַרבלאָנדזשעטע נשמה“	gemini-3-flash-preview	high	auto
event:EV-0216	production	play:PL-0212		org:840	place:Q60	1918-02-16		day	b64e76aaec	P-1-facs_413_tr_1739715083	P-1-facs_413_tr_1739715083:1#2	"דעם 16 פעברואר 1918 איז דורך דער ניו יאָרקער „פרייע יידישע פֿאָלקס-בינע"" (לייטונג — יעקב פישמאַן) אויפֿגעפֿירט געוואָרן ז.'ס פֿיר-אַקטיקע קאָמעדיע „מאַן און ווייב"""	gemini-3-flash-preview	high	auto
event:EV-0217	production	play:PL-0070		org:767	place:UPL-0008	1906		year	839fd914ab	P-1-facs_415_TextRegion_1710155871558_109	P-1-facs_415_TextRegion_1710155871558_109:1#2|P-5-facs_71_tr_1733059392:1#2	1906 — אַריינגעטראָטן אין כאָר פון ראָטשטייןס יידישער טרופּע אין יוזעפקא, און נאָכן שפּילן צופעליק די ראָל „יאַנקעלע“ אין לאַטיינערס „דודס פידעלע“	gemini-3-flash-preview	high	auto
event:EV-0218	production	play:PL-0067		org:362				none	1a8947ed3c	P-1-facs_415_r_9	P-1-facs_415_r_9:1#1	טרעט דערנאָך אַריין אין כאָר צו פישזאָן און נאָך 3 חרשים קומט אים אויס צו פאַרטרעטן אַן אַקטיאָר אין דער ראָל „יאָשקע יאָשקעוויטש“ אין שאַרקאַנסקיס „דגל מחנה יהודה“	gemini-3-flash-preview	high	auto
event:EV-0219	production	play:NEW-0012		org_cluster:ORG-C00167				none	004684a219	P-1-facs_42_tr_1740520980	P-1-facs_42_tr_1740520980:1#1	"על פּי צופֿאָל סופלירט פֿאַר „ליבהאָבער"" די פּיעסע ""ישיבה בחור“"	gemini-3-flash-preview	high	auto
event:EV-0220	production	play:NEW-0033				1907		year	f794f734ad	P-1-facs_45_tr_1740521093	P-1-facs_45_tr_1740521093:1#1	"דאָס ערשטע מאָל אויפֿגעטראָטן אין 1907 אָלס „אַברהם"" אין לאַטיינערס „כינקע און פּינקע“"	gemini-3-flash-preview	high	auto
event:EV-0221	production	play:NEW-0035				1905		year	ab727d14fb	P-1-facs_49_tr_1740521083	P-1-facs_49_tr_1740521083:1#1	"לויט ב. גאָרין איז אין 1905 אויפֿגעפֿירט געוואָרן א.'ס פּיעסע „די ערשטע ליבע אָדער „דאָס פאָרגיפטעטע געוויסן"""	gemini-3-flash-preview	high	auto
event:EV-0222	production	play:PL-0133	org_cluster:ORG-C04344_Q02	org:551	place:Q270	1920-12-09		day	c943546332	P-1-facs_52_tr_1740521031	P-1-facs_52_tr_1740521031:1#3|P-1-facs_52_tr_1740521031:1#4|P-1-facs_52_tr_1740521031:1#5|P-1-facs_52_tr_1740521031:1#6|P-1-facs_52_tr_1740521031:1#7|P-1-facs_52_tr_1740521031:1#8|P-1-facs_52_tr_1740521031:1#9	"צו די שלושים פֿון זיין טויט — 9  דעצ. 1920 — האָט די „ווילנער טרופּע"" און וואַרשע אויפֿגעפֿירט אין עליזעאום-טעאַטער א""ר פֿון דוד הערמאַן א.'ס פּיעסע צווישן צוויי וועלטן“ אָדער „דער דיבוק"" מיט פֿאָלגנדיקן פּערסאָנאָל פון דער פּרעמיערע: נטער כטלן אַליעזר זשעלאַזא"	gemini-3-flash-preview	high	auto
event:EV-0223	production	play:PL-0133		org:673	place:Q60	1921-09-01		day	6eddcb8b44	P-1-facs_52_tr_1740521031	P-1-facs_52_tr_1740521031:1#11	"דעם 1 סעפּטעמבער 1921 ווערט דער „דיבוק"" אויפֿגעפֿירט דורך שוואָרץן אין ניו-יאָרקער יידישן קונסט-טעאַטער"	gemini-3-flash-preview	high	auto
event:EV-0224	production	play:PL-0133		org:266	place:Q649	1922-01-31		day	9a8c4e3168	P-1-facs_52_tr_1740521031	P-1-facs_52_tr_1740521031:1#12	"דעם 31טן יאָנואָר 1922 ווערט דער „דיבוק"" אויפֿגעפֿירט אויף העברעיש דורך דער „הבימה"" אין מאָסקווע א""ר פֿון וואַכטאַנגאָוו"	gemini-3-flash-preview	high	auto
event:EV-0225	production	play:PL-0133	org_cluster:ORG-C05566		place:Q37333	1928-01-05		day	90e458b6e4	P-1-facs_65_tr_1740520947	P-1-facs_65_tr_1740520947:1#2	"אויפֿפֿירנדיק שפּעטער אין זיין אייגענער אובערזעצונג און רעזשי אָנסקיס „דיבוק"" און לייוויקס „גולם"". (5 יאַנואַר 1928 אין לובלינער שטאָט-טעאַטער)"	gemini-3-flash-preview	high	auto
event:EV-0226	production	play:NEW-0026		org:551		1926		year	70e2c74f1a	P-1-facs_69_tr_1740521066	P-1-facs_69_tr_1740521066:1#2|P-1-facs_69_tr_1740521066:1#3	"די טראָגעריע איז אין דער באַאַרבעטונג פֿון יוסף בולאָוו אויפֿגעפירט געוואָרן אין 1926 דורך דער „ווילנער טרופּע"" אין רומעניע"	gemini-3-flash-preview	medium	auto
event:EV-0227	production	play:NEW-0026		org_cluster:ORG-C05585	place:Q1297	1928		year	c65b5c369c	P-1-facs_69_tr_1740521066	P-1-facs_69_tr_1740521066:1#4	"די פּיעסע אין דער זעלבער פֿאָרם איז אויך אויפֿגעפֿירט געוואָרן אין 1928 אין דער ""ייד. דראָמ. ליט. געזעל."" אין שיקאגאָ"	gemini-3-flash-preview	medium	auto
event:EV-0228	production	play:NEW-0026		org:1026	place:Q1773	1928		year	16d0cde138	P-1-facs_69_tr_1740521066	P-1-facs_69_tr_1740521066:1#5	"דיזעלבע פּיעסע איז אויך אין 1928 אויפֿגעפֿירט געוואָרן אין ריגער ""נייער יידישער טעאַטער“ דורך א. שטיין, וועלכער האָט געשפּילט די טיטלראָל"	gemini-3-flash-preview	medium	auto
event:EV-0229	production	play:PL-0070		org:UO-0009	place:UPL-0009	1908		circa	a7e20159fb	P-1-facs_81_tr_1740521176	P-1-facs_81_tr_1740521176:1#1	"אין עלטער פון 15 יאָר אויפגעטראָטן אַלס „די יתומה"" אין „דודס פידעלע“ אין קאָסאָוו, אין איר פאָטערס טרופּע"	gemini-3-flash-preview	high	auto
event:EV-0230	production	play:NEW-0019			place:Q761			none	5a0731895f	P-1-facs_86_tr_1740521078	P-1-facs_86_tr_1740521078:1#1|P-1-facs_86_tr_1740521078:1#2	ב. שפּילט די ראָל „שמשון הגבור“	gemini-3-flash-preview	high	auto
event:EV-0231	production	play:PL-0180		org:UO-0010	place:Q270			none	788d292245	P-1-facs_90_tr_1740521107	P-1-facs_90_tr_1740521107:1#1	"אין דער פֿריסטער יוגנט באָזוכט קאָמפּאָנעיעץס פֿאָרשטעלונגען, ביז מען האָט אים אַריינגענומען צווישן די קינדער-סטאָטיסטן אין לאַטיינערס „חורכן ירושלים"""	gemini-3-flash-preview	high	auto
event:EV-0232	production	play:PL-0106				1896		year	28346b08c5	P-1-facs_93_r_1	P-1-facs_93_r_1:1#2	"אין 1896 איז אויפֿגעפֿירט געוואָרן אין זיין איבערזעצונג דיומאָס „די קאָמעליען-דאָמע"""	gemini-3-flash-preview	high	auto
event:EV-0233	production	play:NEW-0012			place:Q84			none	928b7dfb3b	P-1-facs_96_r_7	P-1-facs_96_r_7:1#2|P-1-facs_96_r_7:1#3	"איר ערשטע ראָל איז „צינעלע"" אין זאָלאָטאָרעווסקיס ""ישיבה-בחור"" בעת די גאַסטראָלן פֿון זילבערטן"	gemini-3-flash-preview	high	auto
event:EV-0234	production	play:NEW-0022			place:Q580			none	05bb397e91	P-1-facs_97_r	P-1-facs_97_r:1#3	בעת הערמאַןס אויפֿפֿירונג אין לאָדזש	gemini-3-flash-preview	high	auto
event:EV-0235	production	play:PL-0260			place:Q84	1916		year	402223990d	P-2-facs_106_tr_1744279088	P-2-facs_106_tr_1744279088:1#1|P-2-facs_106_tr_1744279088:1#2	"אין עלטער פֿון 14 יאָר דעביוטירט מיט דיינע פֿיינמאַן אַלס ""יונגל"" אין דער פּיעסע „ליבע און ליידנשאַפט"""	gemini-3-flash-preview	medium	auto
event:EV-0236	production	play:PL-0133	org:117		place:Q1874			none	27b19d0745	P-2-facs_10_tr_1743943373	P-2-facs_10_tr_1743943373:1#1	"ער איז געווען אַ סטאטיסט ביי דער אָפּערע [אָפּערעטע] „קאָלדוניא"" און ביים „דיבוק"" [פון לאַטיינער) אין מאָרינסקי-טעאַטער אין אָדעס"	gemini-3-flash-preview	high	auto
event:EV-0237	production	play:PL-0050	org:125		place:Q60	1890	1891	year	9b9c58a14d	P-2-facs_10_tr_1743943373	P-2-facs_10_tr_1743943373:1#2	"אויפֿן סעזאָן 1890-91 ווערט ט. מיט זיין פרוי אָנגאַזשירט אין ניו-יאָרקער רומעניע-אָפּערע-הויז, וואו ער ווערט פּאָפּולער צוליב דער ראַלע ""יאָזעף"" אין לאַטיינערס „גלות רוסלאַנד“"	gemini-3-flash-preview	high	auto
event:EV-0238	production	play:PL-0026	org:125		place:Q60	1891	1892	year	970596fade	P-2-facs_10_tr_1743943373	P-2-facs_10_tr_1743943373:1#4	אין סעזאָן 1891-92 האָט ט. ווייטער געשפּילט אין רומעניע-אָפּערע-הויז און דאַ אויפֿגעפֿירט יאָזעף לאַטיינערס „אשת חיל, דער, די איינגעשפּאַרטע פּרינצעסין“	gemini-3-flash-preview	high	auto
event:EV-0239	production	play:PL-0256	org:130		place:Q60	1892		year	2324baabc6	P-2-facs_10_tr_1743943373	P-2-facs_10_tr_1743943373:1#7	"אין זעלבן סעזאָן פֿירט נאָך אויף ט. זיין פּיעסע „איינע נאַכט אין בליקער סטריט, אָדער דאָס אונגליקליכע מעכען, דראמא מיט געזענגע און טענצע“, באַאַרבעט פֿון דער ענגלישער מעלאָדראַמע „די וויידזשעס אָף סין"" און לאַטיינערס „קורח'ס אוצרות"""	gemini-3-flash-preview	high	auto
event:EV-0240	production	play:PL-0045	org:130		place:Q60	1893-10-20		day	ce0a56b07c	P-2-facs_10_tr_1743943373	P-2-facs_10_tr_1743943373:1#8	"לאַטיינערס „קורח'ס אוצרות"" און ""בת שבע"" (דעם 20-סטן אַקטאָבער 1893)"	gemini-3-flash-preview	high	auto
event:EV-0241	production	play:PL-0261			place:Q60	1894	1895	year	8d9d5fdcba	P-2-facs_10_tr_1743943373	P-2-facs_10_tr_1743943373:1#10	אין סעזאָן 1894-95 האָט ט. אויפֿגעפֿירט לאַטיינערס „קעניג און בויער“	gemini-3-flash-preview	high	auto
event:EV-0242	production	play:PL-0198			place:Q60	1894	1895	year	56db7dbd90	P-2-facs_10_tr_1743943373	P-2-facs_10_tr_1743943373:1#11	הורוויץס יונה הנביא	gemini-3-flash-preview	high	auto
