entry_key	person_id	volume	xml_id	heading	entry_type	hub_id	db_id	node_id	align_evidence
1-facs_347_TextRegion_1710166971671_511	P-1-facs_347_TextRegion_1710166971671_511	1	facs_347_TextRegion_1710166971671_511	וואַקסמאַן, ראָזאַ [רחל דינטענפאס]	performer	HUB-D3138	3138	person:3138	ra_align
1-facs_347_TextRegion_1710166960652_499	P-1-facs_347_TextRegion_1710166960652_499	1	facs_347_TextRegion_1710166960652_499	וואַראָן, ליזאַ	performer	HUB-D3146	3146	person:3146	ra_align
1-facs_348_tr_1741260380	P-1-facs_348_tr_1741260380	1	facs_348_tr_1741260380	וואַראַדי דזשוליאַ [יהודית האָבערמאַן]	performer	HUB-D3143	3143	person:3143	ra_align
1-facs_348_tr_1741260382	P-1-facs_348_tr_1741260382	1	facs_348_tr_1741260382	וואָרדי דוד [ראָזענפעלד]	performer	HUB-D3144	3144	person:3144	ra_align
1-facs_348_r_5	P-1-facs_348_r_5	1	facs_348_r_5	וואַרדי-יאַעליט-טעאַַטער-סטודיאַ	group	HUB-D3451	3451	person:3451	ra_align
1-facs_349_tr_1741260454	P-1-facs_349_tr_1741260454	1	facs_349_tr_1741260454	וואָרטסמאַן, יחזקאל דר	writer	HUB-D3283	3283	person:3283	ra_align
1-facs_349_r	P-1-facs_349_r	1	facs_349_r	וואַרמאַן, [?]	performer	HUB-P-1-facs_349_r		person_entry:P-1-facs_349_r	
1-facs_349_tr_1741260438	P-1-facs_349_tr_1741260438	1	facs_349_tr_1741260438	וואָרקעל, מ.	director_regisseur	HUB-D3282	3282	person:3282	ra_align
1-facs_350_tr_1741260476	P-1-facs_350_tr_1741260476	1	facs_350_tr_1741260476	וואַרשאָווסקי, יצחק-מאיר [איסעראָווסקי]	performer	HUB-D3209	3209	person:3209	ra_align
1-facs_350_tr_1741260473	P-1-facs_350_tr_1741260473	1	facs_350_tr_1741260473	וואַרשאָווסקי, פֿייוול [איסעראָווסקי]	performer	HUB-D3208	3208	person:3208	ra_align
1-facs_350_tr_1741260461	P-1-facs_350_tr_1741260461	1	facs_350_tr_1741260461	וואַרשע, משה	writer	HUB-D3147	3147	person:3147	ra_align
1-facs_350_r_7	P-1-facs_350_r_7	1	facs_350_r_7	וויגאָדסקי, יעקב דר.	administrator	HUB-D3261	3261	person:3261	ra_align|ra_dup
1-facs_350_tr_1741260475	P-1-facs_350_tr_1741260475	1	facs_350_tr_1741260475	ווידאָוו, סאָניאַ	performer	HUB-D3180	3180	person:3180	ra_align
1-facs_350_tr_1741260471	P-1-facs_350_tr_1741260471	1	facs_350_tr_1741260471	ווידרעוויטש, מ. ד	writer	HUB-D3181	3181	person:3181	ra_align|ra_dup
1-facs_351_tr_1741260418	P-1-facs_351_tr_1741260418	1	facs_351_tr_1741260418	וויזענפעלד לעאָן	writer	HUB-D3240	3240	person:3240	ra_align
1-facs_351_tr_1741260423	P-1-facs_351_tr_1741260423	1	facs_351_tr_1741260423	וויטאָלין, פֿרידאָ [לאַפּין]	performer	HUB-D3188	3188	person:3188	ra_align
1-facs_351_tr_1741260421	P-1-facs_351_tr_1741260421	1	facs_351_tr_1741260421	וויידע, מרים [וויידענפעלד]	performer	HUB-D3212	3212	person:3212	ra_align
1-facs_351_tr_1741260417	P-1-facs_351_tr_1741260417	1	facs_351_tr_1741260417	ווייזענפֿריינד מוני [משולם-מאיר]	performer	HUB-D3241	3241	person:3241	ra_align
1-facs_352_tr_1741260455	P-1-facs_352_tr_1741260455	1	facs_352_tr_1741260455	ווייזענפֿריינד, סאַלי [חיה צילקע פישלער]	performer	HUB-D3243	3243	person:3243	ra_align
1-facs_353_tr_1741260469	P-1-facs_353_tr_1741260469	1	facs_353_tr_1741260469	ווייזענפֿריינד פֿיליפּ [נחום-פייוול]	performer	HUB-D3242	3242	person:3242	ra_align
1-facs_353_tr_1741260479	P-1-facs_353_tr_1741260479	1	facs_353_tr_1741260479	ווייטער, א. [אייזיק-מאיר דעווענישסקי]	writer	HUB-D3200	3200	person:3200	ra_align
1-facs_354_tr_1741260453	P-1-facs_354_tr_1741260453	1	facs_354_tr_1741260453	ווייכערט, מיכאל, דר.	director_regisseur	HUB-D3211	3211	person:3211	ra_align
1-facs_355_tr_1741260495	P-1-facs_355_tr_1741260495	1	facs_355_tr_1741260495	וויינבלאַט, טשאַרלס [קלמן]	performer	HUB-D3219	3219	person:3219	ra_align
1-facs_356_tr_1741260401	P-1-facs_356_tr_1741260401	1	facs_356_tr_1741260401	וויינבלאַט, ישראל [וואורצל]	performer	HUB-D713	713	person:713	ra_align
1-facs_356_r	P-1-facs_356_r	1	facs_356_r	וויינבלאַט, סאַבינאַ	performer	HUB-P-1-facs_356_r		person_entry:P-1-facs_356_r	
1-facs_356_tr_1741260418	P-1-facs_356_tr_1741260418	1	facs_356_tr_1741260418	וויינבערג, דר	performer	HUB-D3149	3149	person:3149	ra_align
1-facs_356_tr_1741260406	P-1-facs_356_tr_1741260406	1	facs_356_tr_1741260406	וויינבערג, הערי [אהרן]	performer	HUB-D3214	3214	person:3214	ra_align|ra_dup
1-facs_357_r_10	P-1-facs_357_r_10	1	facs_357_r_10	וויינבערג, הערמאַן	performer	HUB-D3215	3215	person:3215	ra_align|ra_dup
1-facs_357_r_19	P-1-facs_357_r_19	1	facs_357_r_19	וויינבערג, משה	performer	HUB-D3217	3217	person:3217	ra_align|ra_dup
1-facs_358_tr_1741260401	P-1-facs_358_tr_1741260401	1	facs_358_tr_1741260401	וויינבערג, סאָניאַ [קאַרל]	performer	HUB-D3153	3153	person:3153	ra_align|ra_dup
1-facs_358_tr_1741260399	P-1-facs_358_tr_1741260399	1	facs_358_tr_1741260399	וויינבערג, קאַרל [חיים הערבסט]		HUB-D3216	3216	person:3216	ra_align
1-facs_358_tr_1741260404	P-1-facs_358_tr_1741260404	1	facs_358_tr_1741260404	וויינבערג, סאלטשע [שרה ליכט]	performer	HUB-D3151	3151	person:3151	ra_align
1-facs_358_tr_1741260405	P-1-facs_358_tr_1741260405	1	facs_358_tr_1741260405	וויינגאָלד שלמה [ספּירידיאָן וואָיקאַ]	performer	HUB-D3223	3223	person:3223	human_align
1-facs_359_TextRegion_1710852566555_178	P-1-facs_359_TextRegion_1710852566555_178	1	facs_359_TextRegion_1710852566555_178	וויינטרויב, וו.	other	HUB-D3238	3238	person:3238	ra_align
1-facs_359_TextRegion_1710852536774_157	P-1-facs_359_TextRegion_1710852536774_157	1	facs_359_TextRegion_1710852536774_157	וויינטרויב, זיגמונט	performer	HUB-D3236	3236	person:3236	ra_align
1-facs_359_TextRegion_1710852502307_117	P-1-facs_359_TextRegion_1710852502307_117	1	facs_359_TextRegion_1710852502307_117	וויינטרויב-גראַף, לאה	performer	HUB-P-1-facs_359_TextRegion_1710852502307_117		person_entry:P-1-facs_359_TextRegion_1710852502307_117	
1-facs_360_r_7_1	P-1-facs_360_r_7_1	1	facs_360_r_7_1	וויינטרויב, פֿרענציס [פייגע]	performer	HUB-D3232	3232	person:3232	ra_align
1-facs_360_TextRegion_1710852683904_242	P-1-facs_360_TextRegion_1710852683904_242	1	facs_360_TextRegion_1710852683904_242	וויינטרויב, רכקה [פוספעלד]	performer	HUB-D3234	3234	person:3234	ra_align
1-facs_360_TextRegion_1710852670035_228	P-1-facs_360_TextRegion_1710852670035_228	1	facs_360_TextRegion_1710852670035_228	וויינטרויבּ, שמחה	performer	HUB-D3237	3237	person:3237	ra_align
1-facs_360_TextRegion_1710852654922_221	P-1-facs_360_TextRegion_1710852654922_221	1	facs_360_TextRegion_1710852654922_221	וויינער באָריס	performer	HUB-D3220	3220	person:3220	ra_align
1-facs_360_TextRegion_1710852639568_206	P-1-facs_360_TextRegion_1710852639568_206	1	facs_360_TextRegion_1710852639568_206	וויינפּער, ז. [זישע וויינפּערליך]	writer	HUB-D3155	3155	person:3155	ra_align|ra_dup
1-facs_361_TextRegion_1710853887337_347	P-1-facs_361_TextRegion_1710853887337_347	1	facs_361_TextRegion_1710853887337_347	וויינרייך, מאַקס דר [מאיר]	writer	HUB-D3224	3224	person:3224	ra_align
1-facs_361_r_6	P-1-facs_361_r_6	1	facs_361_r_6	וויינשטאָק, אייזיק	writer	HUB-D3160	3160	person:3160	ra_align
1-facs_361_r_9	P-1-facs_361_r_9	1	facs_361_r_9	וויינשטאָק, יוסף	performer	HUB-D3230	3230	person:3230	ra_align
1-facs_362_TextRegion_1710853984376_412	P-1-facs_362_TextRegion_1710853984376_412	1	facs_362_TextRegion_1710853984376_412	וויינשטאָק, סאָפיע [פֿרידמאַן]	performer	HUB-D1053	1053	person:1053	ra_align
1-facs_362_TextRegion_1710853974551_399	P-1-facs_362_TextRegion_1710853974551_399	1	facs_362_TextRegion_1710853974551_399	וויינשטיין, [?]	performer	HUB-D3157	3157	person:3157	ra_align
1-facs_362_r_17	P-1-facs_362_r_17	1	facs_362_r_17	וויינשטיין, איטע	performer	HUB-D3158	3158	person:3158	ra_align
1-facs_362_TextRegion_1710853958237_371	P-1-facs_362_TextRegion_1710853958237_371	1	facs_362_TextRegion_1710853958237_371	וויינשטיין, בערנאַרד	writer	HUB-D3227	3227	person:3227	ra_align
1-facs_363_r_6	P-1-facs_363_r_6	1	facs_363_r_6	וויינשטיין, שואל	performer	HUB-D3229	3229	person:3229	ra_align
1-facs_363_r_9	P-1-facs_363_r_9	1	facs_363_r_9	וויינשעל, ברוך	performer	HUB-D3156	3156	person:3156	ra_align
1-facs_363_TextRegion_1710854126127_478	P-1-facs_363_TextRegion_1710854126127_478	1	facs_363_TextRegion_1710854126127_478	ווייס דזשאָן [יוסף-לייב]	performer	HUB-D3164	3164	person:3164	ra_align
1-facs_363_TextRegion_1710854112959_462	P-1-facs_363_TextRegion_1710854112959_462	1	facs_363_TextRegion_1710854112959_462	ווייס, לואיס [לוי]	performer	HUB-D782	782	person:782	ra_align
1-facs_364_tr_1741260435	P-1-facs_364_tr_1741260435	1	facs_364_tr_1741260435	ווייס, מאַרסעלאָ [לעווין]	performer	HUB-D3165	3165	person:3165	ra_align
1-facs_364_tr_1741260432	P-1-facs_364_tr_1741260432	1	facs_364_tr_1741260432	ווייס, ענריקאָ	performer	HUB-D3163	3163	person:3163	ra_align
1-facs_364_tr_1741260422	P-1-facs_364_tr_1741260422	1	facs_364_tr_1741260422	ווייס פּאַולינאַ	performer	HUB-D3166	3166	person:3166	ra_align
1-facs_364_tr_1741260425	P-1-facs_364_tr_1741260425	1	facs_364_tr_1741260425	ווייסבערג, לואיס	performer	HUB-D3249	3249	person:3249	ra_align
1-facs_365_tr_1741260393	P-1-facs_365_tr_1741260393	1	facs_365_tr_1741260393	ווייסבערג, סעם		HUB-D3168	3168	person:3168	ra_align
1-facs_365_tr_1741260404	P-1-facs_365_tr_1741260404	1	facs_365_tr_1741260404	ווייסבערג רחל	performer	HUB-D3250	3250	person:3250	ra_align|ra_dup
1-facs_365_tr_1741260397	P-1-facs_365_tr_1741260397	1	facs_365_tr_1741260397	ווייסליץ, אַברהם-יעקב	administrator	HUB-D3244	3244	person:3244	ra_align
1-facs_365_tr_1741260391	P-1-facs_365_tr_1741260391	1	facs_365_tr_1741260391	ווייסליץ, יוכבד [פּראָוויזאָר]	performer	HUB-D3245	3245	person:3245	ra_align
1-facs_365_tr_1741260403	P-1-facs_365_tr_1741260403	1	facs_365_tr_1741260403	ווייסמאַן, אהרן	performer	HUB-D3246	3246	person:3246	ra_align
1-facs_365_tr_1741260398	P-1-facs_365_tr_1741260398	1	facs_365_tr_1741260398	ווייסמאַן, בעסי	performer	HUB-D3251	3251	person:3251	ra_align
1-facs_366_tr_1741260406	P-1-facs_366_tr_1741260406	1	facs_366_tr_1741260406	ווייסמאַן, בערנאַרדאָ	performer	HUB-D3247	3247	person:3247	ra_align
1-facs_366_tr_1741260403	P-1-facs_366_tr_1741260403	1	facs_366_tr_1741260403	ווייסמאַן, דאָראַ	performer	HUB-D825	825	person:825	ra_align
1-facs_367_tr_1741260404	P-1-facs_367_tr_1741260404	1	facs_367_tr_1741260404	ווייסמאַן, העלענאַ	performer	HUB-D3172	3172	person:3172	ra_align
1-facs_367_tr_1741260402	P-1-facs_367_tr_1741260402	1	facs_367_tr_1741260402	ווייסמאַן, ראובן	writer	HUB-D752	752	person:752	ra_align
1-facs_368_TextRegion_1710163080180_397	P-1-facs_368_TextRegion_1710163080180_397	1	facs_368_TextRegion_1710163080180_397	ווייסענבּערג, יצחק-מאיר	writer	HUB-D3170	3170	person:3170	ra_align
1-facs_368_TextRegion_1710163052802_374	P-1-facs_368_TextRegion_1710163052802_374	1	facs_368_TextRegion_1710163052802_374	ווייספעלד, משה	administrator	HUB-D3171	3171	person:3171	human_align
1-facs_368_TextRegion_1710163037685_362	P-1-facs_368_TextRegion_1710163037685_362	1	facs_368_TextRegion_1710163037685_362	''ווילנער טרופּּע,,	group	HUB-P-1-facs_368_TextRegion_1710163037685_362		person_entry:P-1-facs_368_TextRegion_1710163037685_362	
1-facs_375_r_6	P-1-facs_375_r_6	1	facs_375_r_6	ווילנער מאַקס	performer	HUB-D3266	3266	person:3266	human_align|ra_align
1-facs_375_tr_1741260389	P-1-facs_375_tr_1741260389	1	facs_375_tr_1741260389	ווילנער, מאַקס, ר	administrator	HUB-D3266	3266	person:3266	human_align|ra_align
1-facs_376_tr_1741260453	P-1-facs_376_tr_1741260453	1	facs_376_tr_1741260453	ווילענסקי, בערנאַרד	writer	HUB-D3262	3262	person:3262	ra_align
1-facs_376_tr_1741260448	P-1-facs_376_tr_1741260448	1	facs_376_tr_1741260448	ווילענסקי, יוליאַן	performer	HUB-D3263	3263	person:3263	ra_align
1-facs_376_tr_1741260445	P-1-facs_376_tr_1741260445	1	facs_376_tr_1741260445	ווילענסקי, מייקל [מיכאל]	performer	HUB-D3265	3265	person:3265	ra_align
1-facs_376_tr_1741260449	P-1-facs_376_tr_1741260449	1	facs_376_tr_1741260449	ווילענסקי, מערי [מרים קאַץ]	performer	HUB-D3264	3264	person:3264	ra_align
1-facs_377_r	P-1-facs_377_r	1	facs_377_r	ווינאָגראָדאָוו, אַנאַטאָל [נפתלי-הערץ גליקמאַן]	performer	HUB-D3270	3270	person:3270	ra_align
1-facs_377_r_4	P-1-facs_377_r_4	1	facs_377_r_4	ווינאָגראָדאָוו, יוסף [וויינשטיין]	performer	HUB-D3271	3271	person:3271	ra_align
1-facs_378_tr_1739715267	P-1-facs_378_tr_1739715267	1	facs_378_tr_1739715267	ווינאָוויטש, בעטי	performer	HUB-D3187	3187	person:3187	ra_align
1-facs_378_tr_1739715272	P-1-facs_378_tr_1739715272	1	facs_378_tr_1739715272	ווינטשעווסקי, מאָריס [בנציון נאָוואָכאָוויטש]	writer	HUB-D3268	3268	person:3268	ra_align
1-facs_379_tr_1739715269	P-1-facs_379_tr_1739715269	1	facs_379_tr_1739715269	וויניק, גערטרוד	performer	HUB-D3185	3185	person:3185	ra_align
1-facs_379_tr_1739715276	P-1-facs_379_tr_1739715276	1	facs_379_tr_1739715276	ווינער-ליכטיגער רעגינע	musician	HUB-D3184	3184	person:3184	ra_align
1-facs_379_r_152	P-1-facs_379_r_152	1	facs_379_r_152	וויסאָצקי, אידאָ	performer	HUB-D3198	3198	person:3198	ra_align
1-facs_379_r_2	P-1-facs_379_r_2	1	facs_379_r_2	וויעסיאָלאָיאָ, ליובאַ [שאָסקין]	performer	HUB-D3197	3197	person:3197	ra_align
1-facs_380_tr_1739715267	P-1-facs_380_tr_1739715267	1	facs_380_tr_1739715267	וויערניק, בתיה	writer	HUB-D3259	3259	person:3259	ra_align
1-facs_380_r_2	P-1-facs_380_r_2	1	facs_380_r_2	וויערניק, יצחק	performer	HUB-D3260	3260	person:3260	ra_align
1-facs_380_r	P-1-facs_380_r	1	facs_380_r	וולאַדעק, ב. [ברוך-נחמן טשאָרני]	writer	HUB-D3190	3190	person:3190	ra_align
1-facs_380_tr_1739715264	P-1-facs_380_tr_1739715264	1	facs_380_tr_1739715264	וועטשטיין, דוד	performer	HUB-D3257	3257	person:3257	ra_align
1-facs_381_r_6	P-1-facs_381_r_6	1	facs_381_r_6	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]	performer	HUB-D3177	3177	person:3177	human_align|ra_align
1-facs_381_r_9	P-1-facs_381_r_9	1	facs_381_r_9	וועלטמאַן, אַנעטאָ [אננאַ]	performer	HUB-D3177	3177	person:3177	human_align|ra_align
1-facs_381_tr_1739715266	P-1-facs_381_tr_1739715266	1	facs_381_tr_1739715266	ווענדאָרף ראובן	performer	HUB-D3253	3253	person:3253	ra_align
1-facs_381_r_2	P-1-facs_381_r_2	1	facs_381_r_2	וועקסלער יעקב	performer	HUB-D3258	3258	person:3258	ra_align
1-facs_382_tr_1739715279	P-1-facs_382_tr_1739715279	1	facs_382_tr_1739715279	וועקשטיין, בנציון	writer	HUB-D3174	3174	person:3174	ra_align
1-facs_382_tr_1739715278	P-1-facs_382_tr_1739715278	1	facs_382_tr_1739715278	ווערבליינסקיא יאָזעף	other	HUB-P-1-facs_382_tr_1739715278		person_entry:P-1-facs_382_tr_1739715278	
1-facs_382_r_5	P-1-facs_382_r_5	1	facs_382_r_5	ווערבעל, מישעל-אַדאָלף [משה-אַברהם]	administrator	HUB-D3255	3255	person:3255	ra_align
1-facs_382_tr_1739715265	P-1-facs_382_tr_1739715265	1	facs_382_tr_1739715265	זאָבאָלינסקי, זעליג	performer	HUB-D3331	3331	person:3331	ra_align
1-facs_382_tr_1739715275	P-1-facs_382_tr_1739715275	1	facs_382_tr_1739715275	זאַבאָלינסקי, יוסף	performer	HUB-D3330	3330	person:3330	ra_align
1-facs_382_tr_1739715272	P-1-facs_382_tr_1739715272	1	facs_382_tr_1739715272	זאַבלאָצקי, משה	writer	HUB-D3328	3328	person:3328	ra_align
1-facs_383_tr_1739715269	P-1-facs_383_tr_1739715269	1	facs_383_tr_1739715269	זאַבלודאָווסקי, נח	writer	HUB-D3329	3329	person:3329	ra_align
1-facs_383_tr_1739715262	P-1-facs_383_tr_1739715262	1	facs_383_tr_1739715262	זאָגאָר, מאָריץ	performer	HUB-D3333	3333	person:3333	ra_align
1-facs_383_r_6	P-1-facs_383_r_6	1	facs_383_r_6	זאָגאָר פֿרידאָ [ניעמאָווא]	performer	HUB-D3332	3332	person:3332	ra_align
1-facs_383_tr_1739715273	P-1-facs_383_tr_1739715273	1	facs_383_tr_1739715273	זאַהיק, דוד	writer	HUB-D3336	3336	person:3336	ra_align
1-facs_384_tr_1739715246	P-1-facs_384_tr_1739715246	1	facs_384_tr_1739715246	זאָלאָטאראָוו, הלל דר.	writer	HUB-D3419	3419	person:3419	ra_align
1-facs_384_r	P-1-facs_384_r	1	facs_384_r	זאָלאַטאַרעפסקי, איזידאָר [יצחק]	writer	HUB-D3010	3010	person:3010	ra_align
1-facs_388_tr_1739715081	P-1-facs_388_tr_1739715081	1	facs_388_tr_1739715081	זאָלאָטקאָף, לעאָן	writer	HUB-D3420	3420	person:3420	ra_align
1-facs_389_tr_1739715091	P-1-facs_389_tr_1739715091	1	facs_389_tr_1739715091	זאָלודקאָווסקי, אליהו	composer	HUB-D3343	3343	person:3343	ra_align
1-facs_389_tr_1739715084	P-1-facs_389_tr_1739715084	1	facs_389_tr_1739715084	זאַלצמאַן, נעכאָמע	performer	HUB-D3342	3342	person:3342	ra_align
1-facs_389_tr_1739715078	P-1-facs_389_tr_1739715078	1	facs_389_tr_1739715078	זאָמאָשטשין, פלטיאָל	writer	HUB-D3346	3346	person:3346	ra_align
1-facs_389_tr_1739715087	P-1-facs_389_tr_1739715087	1	facs_389_tr_1739715087	זאַנגער יעקב	performer	HUB-D3350	3350	person:3350	ra_align
1-facs_390_tr_1739715054	P-1-facs_390_tr_1739715054	1	facs_390_tr_1739715054	זאַנדבערג, יוליאַ [טויבע-איטע ספּעקטאָר]	performer	HUB-D3347	3347	person:3347	ra_align
1-facs_390_tr_1739715034	P-1-facs_390_tr_1739715034	1	facs_390_tr_1739715034	זאַנדבערג, יצחק	performer	HUB-D3349	3349	person:3349	ra_align
1-facs_391_tr_1739715052	P-1-facs_391_tr_1739715052	1	facs_391_tr_1739715052	זאַסלאָווסקאַ, בערטאָ [באַסיע לעווין]	performer	HUB-D3354	3354	person:3354	ra_align
1-facs_391_tr_1739715056	P-1-facs_391_tr_1739715056	1	facs_391_tr_1739715056	זאָסלאָווסקאַיאָ, וויעראָ	performer	HUB-D3355	3355	person:3355	ra_align
1-facs_392_tr_1739715078	P-1-facs_392_tr_1739715078	1	facs_392_tr_1739715078	זאַסלאַווסקי, רודאָלף [ראובן-לייב]	performer	HUB-D3356	3356	person:3356	ra_align
1-facs_393_tr_1741260467	P-1-facs_393_tr_1741260467	1	facs_393_tr_1741260467	זאַץ, לודווייג [לוי יצחק]	performer	HUB-D2837	2837	person:2837	ra_align
1-facs_394_tr_1739715058	P-1-facs_394_tr_1739715058	1	facs_394_tr_1739715058	זאָק, אַברהם	writer	HUB-D3337	3337	person:3337	ra_align
1-facs_395_tr_1739715052	P-1-facs_395_tr_1739715052	1	facs_395_tr_1739715052	זאַק, שעפטל	performer	HUB-D3338	3338	person:3338	ra_align
1-facs_395_tr_1739715051	P-1-facs_395_tr_1739715051	1	facs_395_tr_1739715051	זאַקאָזשאַנסקי, מאיר	performer	HUB-D3340	3340	person:3340	ra_align
1-facs_395_r_8	P-1-facs_395_r_8	1	facs_395_r_8	זאַקס ראָיע (?]	performer	HUB-D3341	3341	person:3341	ra_align
1-facs_395_r_10	P-1-facs_395_r_10	1	facs_395_r_10	זאָריצקאַ, גיטל [ליפשיץ-זעליגער]	performer	HUB-D3352	3352	person:3352	ra_align
1-facs_395_r_6	P-1-facs_395_r_6	1	facs_395_r_6	זבאָרזשער, וועלוועל [בנימין וואָלף עהרענקראַנץ]	performer	HUB-D3360	3360	person:3360	human_align|ra_align
1-facs_399_tr_1739715061	P-1-facs_399_tr_1739715061	1	facs_399_tr_1739715061	זוסמאַן, יוסף-אַבא	writer	HUB-D3434	3434	person:3434	ra_align
1-facs_399_tr_1739715070	P-1-facs_399_tr_1739715070	1	facs_399_tr_1739715070	זוסקין, בנימין	performer	HUB-D3433	3433	person:3433	ra_align
1-facs_399_tr_1739715063	P-1-facs_399_tr_1739715063	1	facs_399_tr_1739715063	זיבעל, נחמן	performer	HUB-D3387	3387	person:3387	ra_align
1-facs_400_TextRegion_1710065342920_478	P-1-facs_400_TextRegion_1710065342920_478	1	facs_400_TextRegion_1710065342920_478	זיבּעל, עלאַ	performer	HUB-D3385	3385	person:3385	ra_align
1-facs_400_r_12	P-1-facs_400_r_12	1	facs_400_r_12	זיבּעל, פרידא [זשאַרטאָווסקי]	performer	HUB-D3386	3386	person:3386	ra_align
1-facs_400_r_2	P-1-facs_400_r_2	1	facs_400_r_2	זיגלער, מאָריץ [משה בעלזער]	performer	HUB-D3389	3389	person:3389	ra_align
1-facs_401_TextRegion_1710065459895_541	P-1-facs_401_TextRegion_1710065459895_541	1	facs_401_TextRegion_1710065459895_541	זיגלער ערנא	performer	HUB-D3390	3390	person:3390	ra_align
1-facs_401_r_14	P-1-facs_401_r_14	1	facs_401_r_14	זיגלער, ראָזאַ [ראָזענשטיין]	performer	HUB-D3391	3391	person:3391	ra_align
1-facs_401_r_1	P-1-facs_401_r_1	1	facs_401_r_1	זיגענלויב, וויליאם [וואָלף]	performer	HUB-D3393	3393	person:3393	ra_align
1-facs_401_r_5_1	P-1-facs_401_r_5_1	1	facs_401_r_5_1	זיידמאַן, בּעני	performer	HUB-D3361	3361	person:3361	human_align
1-facs_402_tr_1739715097	P-1-facs_402_tr_1739715097	1	facs_402_tr_1739715097	זיידעמאַן, דוד	performer	HUB-D3358	3358	person:3358	ra_align
1-facs_402_r_3	P-1-facs_402_r_3	1	facs_402_r_3	זיידענבערג, לעאָן [דוד-לייב זיידענווערג]	performer	HUB-D2882	2882	person:2882	ra_align
1-facs_402_tr_1739715086	P-1-facs_402_tr_1739715086	1	facs_402_tr_1739715086	זיידערמאַן, [?]	performer	HUB-D3378	3378	person:3378	ra_align
1-facs_402_tr_1739715076	P-1-facs_402_tr_1739715076	1	facs_402_tr_1739715076	זייפערט, משה	writer	HUB-D1060	1060	person:1060	human_align
1-facs_403_tr_1739715072	P-1-facs_403_tr_1739715072	1	facs_403_tr_1739715072	זייקין, גרשון	writer	HUB-D3380	3380	person:3380	ra_align
1-facs_404_tr_1739715086	P-1-facs_404_tr_1739715086	1	facs_404_tr_1739715086	זילבורג, משה	writer	HUB-D3403	3403	person:3403	ra_align
1-facs_404_tr_1739715084	P-1-facs_404_tr_1739715084	1	facs_404_tr_1739715084	זלבער לאָניאַ [לאה מירנאַ-זילבערשטיין]	performer	HUB-D3395	3395	person:3395	ra_align
1-facs_404_r_8	P-1-facs_404_r_8	1	facs_404_r_8	זילבער קאַרל [חיים]	performer	HUB-D3394	3394	person:3394	ra_align
1-facs_404_r	P-1-facs_404_r	1	facs_404_r	לבערבוש, סעם [איתמר]	performer	HUB-D2972	2972	person:2972	ra_align
1-facs_404_tr_1739715089	P-1-facs_404_tr_1739715089	1	facs_404_tr_1739715089	זילבערבלאַט, זלמן	performer	HUB-D3398	3398	person:3398	ra_align
1-facs_405_TextRegion_1710157124987_295	P-1-facs_405_TextRegion_1710157124987_295	1	facs_405_TextRegion_1710157124987_295	זילבּערבּערג, וואָלף	performer	HUB-D3397	3397	person:3397	ra_align
1-facs_405_TextRegion_1710157093565_274	P-1-facs_405_TextRegion_1710157093565_274	1	facs_405_TextRegion_1710157093565_274	זילבּערבּערג, סעמואל	performer	HUB-D3396	3396	person:3396	ra_align
1-facs_405_TextRegion_1710157077617_269	P-1-facs_405_TextRegion_1710157077617_269	1	facs_405_TextRegion_1710157077617_269	זילבּערט, טעאָדאַר-הערצל	performer	HUB-D2977	2977	person:2977	ra_align
1-facs_405_r_4	P-1-facs_405_r_4	1	facs_405_r_4	זילבּערט, יעקב [קוליש]	performer	HUB-D2974	2974	person:2974	ra_align
1-facs_406_tr_1739715063	P-1-facs_406_tr_1739715063	1	facs_406_tr_1739715063	זילבערט, ליזאַ	performer	HUB-D2975	2975	person:2975	ra_align
1-facs_407_tr_1739715069	P-1-facs_407_tr_1739715069	1	facs_407_tr_1739715069	זילבערט ראָזאַ	performer	HUB-D2976	2976	person:2976	ra_align
1-facs_407_tr_1739715072	P-1-facs_407_tr_1739715072	1	facs_407_tr_1739715072	זילבערמאַן, אַסתר	performer	HUB-D717	717	person:717	ra_align
1-facs_407_r_2	P-1-facs_407_r_2	1	facs_407_r_2	זילבערמאַן, משה		HUB-P-1-facs_407_r_2		person_entry:P-1-facs_407_r_2	
1-facs_407_tr_1739715081	P-1-facs_407_tr_1739715081	1	facs_407_tr_1739715081	זילבערמאַן, מאָריס, דר	writer	HUB-D701	701	person:701	ra_align
1-facs_408_r_7	P-1-facs_408_r_7	1	facs_408_r_7	זילבּערמאַן, עלאַ [זיגלער]	performer	HUB-D3441	3441	person:3441	ra_align
1-facs_408_TextRegion_1710064957426_326	P-1-facs_408_TextRegion_1710064957426_326	1	facs_408_TextRegion_1710064957426_326	זילבּערמאַן, קאַרל	performer	HUB-D3399	3399	person:3399	ra_align
1-facs_408_TextRegion_1710064929131_307	P-1-facs_408_TextRegion_1710064929131_307	1	facs_408_TextRegion_1710064929131_307	זילבּערצווייג, זלמן	writer	HUB-D3440	3440	person:3440	ra_align
1-facs_409_TextRegion_1710065090972_381	P-1-facs_409_TextRegion_1710065090972_381	1	facs_409_TextRegion_1710065090972_381	זילבּערצווייג, נתן	performer	HUB-D3439	3439	person:3439	ra_align
1-facs_410_tr_1739715091	P-1-facs_410_tr_1739715091	1	facs_410_tr_1739715091	זילבערקאָסטען, משה	performer	HUB-D2973	2973	person:2973	ra_align
