node_id	node_type	label_yiddish	label_english	ext_ref_type	ext_ref_id	secondary_ids	match_status	notes	source_layer	attrs
person:1826	person	איציקל גאָלדענבּורג	Itsikl Goldenberg	people_db	1826	entry_person_id:P-1-facs_153_tr_1740521008	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""273-273"", ""birth_date"": ""1872-01-01""}"
person:804	person	אברהם גאָלדפאַדען (גאָלדענפאָדים)	Abraham Goldfaden	people_db	804	entry_person_id:P-1-facs_154_tr_1714741532	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""275-286"", ""birth_date"": ""1840-07-12""}"
person:981	person	שלום פּערלמוטער	Sholem Perlmutter	people_db	981	entry_person_id:P-3-facs_133_tr_1755157303	matched	upgraded from person_entry:P-3-facs_133_tr_1755157303	plays	"{""volume"": ""3"", ""span"": ""1843-1846"", ""credit"": ""ש. און מ. ע.""}"
place:Q1345	place	פילאדעלפיע	Philadelphia	wikidata_qid	Q1345	"{""kima_id"": ""408"", ""lat"": ""39.952778"", ""lon"": ""-75.163611""}"	matched		plays	
person:2085	person	ג.א. קאַראַלס	G.A. Karlos	people_db	2085	entry_person_id:P-7-facs_68_tr_1756359770	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""7"", ""span"": ""6271-6271"", ""birth_date"": ""1888-07-20"", ""credit"": ""ש. ע. פֿון מאַרק לייפּציקער.""}"
person:UP-0035	person	גאָלדשטיין					unmatched		plays	
person:UP-0036	person	מאָגולעסקאָ					unmatched		plays	
venue:UV-0005	venue	אָדעסער האַנטווערקער קלוב					unmatched		plays	
person:922	person	יעקב קאַליך	Jacob Kalich	people_db	922	entry_person_id:P-4-facs_616_tr_1755029946	matched		plays	"{""entry_type"": ""director_regisseur"", ""volume"": ""4"", ""span"": ""3636-3638"", ""birth_date"": ""1891-11-18"", ""credit"": ""ש. ע.""}"
person_entry:P-1-facs_174_region_1715799875093_402	person	געצייכנט פון אברהם גאָלדפאַדען		entry_person_id	P-1-facs_174_region_1715799875093_402		matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""316-324""}"
venue:UV-0006	venue	ראָשעשואַר					unmatched		plays	
place:Q90	place	פאריז	Paris	wikidata_qid	Q90	"{""kima_id"": ""419"", ""lat"": ""48.856667"", ""lon"": ""2.352222""}"	matched		plays	
org_cluster:ORG-C02784	org	"פֿאַריין ""ציון"""		org_cluster	ORG-C02784		matched		plays	"{""org_type"": ""theatre""}"
person:1978	person	זיגמונט האַרט	Zigmunt Hart	people_db	1978	entry_person_id:P-1-facs_310_tr_1741260423	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""588-588"", ""birth_date"": ""1866-04-20"", ""credit"": ""מ. ע.""}"
person:2423	person	נחמן מייזיל	Nachman Mayzel	people_db	2423	entry_person_id:P-2-facs_255_tr_1744280702	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""2"", ""span"": ""1294-1294"", ""birth_date"": ""1887"", ""credit"": ""מ. ע.""}"
org_cluster:ORG-C06054	org	דר. הערצל ציון-קלאָב		org_cluster	ORG-C06054		matched		plays	"{""org_type"": ""union""}"
person_entry:P-1-facs_184_tr_1714741505	person	דער געדענק-טאָוול אין מאַריענבאַד		entry_person_id	P-1-facs_184_tr_1714741505		matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""335-353""}"
play:NEW-0014	play	דיא וואַרהייט					unmatched		plays	
person:1109	person	איזאָק אַבּראַמאָוויטש	Isaak Abramovitsh	people_db	1109	entry_person_id:P-1-facs_18_TextRegion_1711991763648_2536	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""4-4"", ""birth_date"": ""1873-05-10"", ""credit"": ""ש. ע.""}"
org_cluster:ORG-C05325	org	טעאַטער זשיננוצא		org_cluster	ORG-C05325		matched		plays	
person:UP-0037	person	א. גאָלדפאַדען					unmatched		plays	
person:1831	person	פּאולינע גאָלדפאַדען (פּאָליע ווערבעל)	Paulina Goldfaden	people_db	1831	entry_person_id:P-1-facs_202_tr_1741260239	matched		plays	"{""entry_type"": ""administrator"", ""volume"": ""1"", ""span"": ""372-373"", ""birth_date"": ""1845"", ""death_date"": ""1910-09-08"", ""credit"": ""מ. ע. פֿון איר שוואַגער שמעיה גאָלדפאַדען.""}"
person:1849	person	דזשאן גאָלדשטיין (יעקב)	Jacob Goldstein	people_db	1849	entry_person_id:P-1-facs_205_tr_1741260267	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""378-379"", ""birth_date"": ""1896"", ""credit"": ""מ. ע. פֿון אסתר וואָלערשטיין.""}"
person:UP-0038	person	מאָקס ר. וויינער					unmatched		plays	
person:897	person	דזשעני גאָלדשטיין	Jennie Goldstein	people_db	897	entry_person_id:P-1-facs_205_tr_1741260275	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""378-378"", ""credit"": ""ש. ע.""}"
venue:UV-0007	venue	ביי טרייטלערן					unmatched		plays	
person:1851	person	יעקב גאָלדשטיין	Joseph Goldstein	people_db	1851	entry_person_id:P-1-facs_83_r_2	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""133-133""}"
org:1775	org	מעטראָפּאָליטאָן מוזיק האָל		org_core_db	1775	cluster_id:ORG-C06006_Q02	matched		plays	"{""org_type"": ""Theatre""}"
person:1843	person	יחיאל גאָלדשמידט	Yechiel Goldsmith	people_db	1843	entry_person_id:P-1-facs_208_tr_1741260252	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""384-384"", ""birth_date"": ""1889-10-18"", ""death_date"": ""1929-07-28"", ""credit"": ""מ. ע.""}"
play:NEW-0015	play	קידוש השם					unmatched		plays	
person:1722	person	יצחק גאניקמאַן	Itzhak Ganikman	people_db	1722	entry_person_id:P-1-facs_211_tr_1741260276	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""390-390"", ""birth_date"": ""1876""}"
person:698	person	יעקב גאָרדין	Jacob Gordin	people_db	698	entry_person_id:P-1-facs_212_tr_1741260189	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""392-461"", ""birth_date"": ""1853-05-01"", ""death_date"": ""1909-06-10"", ""credit"": ""מ. ע. פֿון מיכל גאָלדבערג, לעאָן גאָטליב, יוליוס אַדלער און יעקב מעסטעל.""}"
org:132	org	יוניאָן-טעאַטער	Union Theatre	org_core_db	132	cluster_id:ORG-C02150_Q01	matched		plays	"{""org_type"": ""Theatre"", ""address"": ""Eighth Street and Third Avenue, Manhattan, NY""}"
play:NEW-0016	play	דער יידישער גלח					unmatched		plays	
person:UP-0039	person	יעקב פ. אַדלער					unmatched		plays	
person:1999	person	לואיס היימאַן (לואיס הערמאַן)	Louis Heyman	people_db	1999	entry_person_id:P-1-facs_320_tr_1741260426	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""607-607"", ""birth_date"": ""1878"", ""credit"": ""ש. ע.""}"
place:Q46	place	אייראָפּע	Europe	wikidata_qid	Q46	"{""kima_id"": """", ""lat"": """", ""lon"": """"}"	matched		plays	
person:714	person	זיגמונד פיינמאַן	Sigmund Feinman	people_db	714	entry_person_id:P-4-facs_70_r	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""4"", ""span"": ""2544-2560"", ""birth_date"": ""1862-04-28"", ""death_date"": ""1909-07-01"", ""credit"": ""מ. ע. פֿון דיינע פֿיינמאַן.""}"
person:UP-0040	person	ש. טאָבאַטשניקאָוו					unmatched		plays	
person:1010	person	ראזא זיגלער	Rosa Zigler	people_db	1010		matched		plays	
org:840	org	פרייע יידישע פֿאָלקס-בינע	פרייע יידישע פֿאָלקס-בינע - עסטרייך	org_core_db	840	cluster_id:ORG-C00481_Q03	matched		plays	"{""org_type"": ""theatre""}"
person:UP-0041	person	סעראָ אָדלער					unmatched		plays	
person:706	person	יעקב אַדלער (יעקב בּן פּנחס)	Jacob P. Adler	people_db	706	entry_person_id:P-1-facs_23_r	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""13-27"", ""birth_date"": ""1855-01-01"", ""death_date"": ""1926-03-31"", ""credit"": ""מ. ע. פון יעקב קאַצמאַן, פּראָפ. שטויב, אַנשעל שאָר, זיגמונט שוואַרץ, ה. פיינשטיין און איזידאָר קעשיער.""}"
play:NEW-0017	play	דער קאָרטן שפּילער					unmatched		plays	
person:890	person	בּ. גאָרין (יצחק גוידא-הוידא)	B. Gorin	people_db	890	entry_person_id:P-1-facs_248_tr_1741260287	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""463-465"", ""birth_date"": ""1868-04-13"", ""death_date"": ""1925-04-13"", ""credit"": ""ש. ע. פֿון פרוי ע. גאָרין""}"
person:UP-0042	person	עליזאָבעט					unmatched		plays	
person:1764	person	לואי גילראָד	Louie Gilrod	people_db	1764	entry_person_id:P-1-facs_255_tr_1741260322	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""478-478"", ""birth_date"": ""1879-09-10"", ""death_date"": ""1939-03-12"", ""credit"": ""מ. ע.""}"
org_cluster:ORG-C05715	org	דראַמאַטישן-קלוב		org_cluster	ORG-C05715		matched		plays	"{""org_type"": ""theatre""}"
place:Q25395	place	נוארק	Newark	wikidata_qid	Q25395	"{""kima_id"": ""7180"", ""lat"": ""40.735556"", ""lon"": ""-74.172222""}"	matched		plays	
person:1763	person	בּער גילמאַן	Ben Gilman	people_db	1763	entry_person_id:P-1-facs_255_tr_1741260331	matched		plays	"{""entry_type"": ""administrator"", ""volume"": ""1"", ""span"": ""478-478"", ""birth_date"": ""1889-11-14"", ""credit"": ""מ. ע.""}"
person:UP-0043	person	שאָרקאָנסקיס					unmatched		plays	
person:1774	person	אַדעלאַ גינזבּורג	Adela Ginzburg	people_db	1774	entry_person_id:P-1-facs_256_tr_1741260273	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""480-480"", ""birth_date"": ""1893-05-18"", ""credit"": ""ש. ע.""}"
org_cluster:ORG-C00167	org	ליבהאָבער		org_cluster	ORG-C00167		matched		plays	"{""org_type"": ""theatre""}"
person:1794	person	מעכעלע גליקמאַן	Mekhele Glikman	people_db	1794	entry_person_id:P-1-facs_260_tr_1741260284	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""488-488"", ""birth_date"": ""1849~"", ""death_date"": ""1923-24"", ""credit"": ""מ. ע. פֿון שרה עטינגער, חיים טויבער, יצחק ליברעסקאַ, איציקל גאָלדענבערג, משה שאָר און יעקב מעסטעל.""}"
org_cluster:ORG-C06198	org	יאָנג היברוס דראָמאָטיק קלאָב		org_cluster	ORG-C06198		matched		plays	"{""org_type"": ""theatre""}"
place:Q37320	place	קליוולאנד	Cleveland	wikidata_qid	Q37320	"{""kima_id"": ""402"", ""lat"": ""41.499167"", ""lon"": ""-81.694722""}"	matched		plays	
person:UP-0044	person	יאָריכאָווסקי					unmatched		plays	
org_cluster:ORG-C06202	org	געבילם סטאָר טעאַטער		org_cluster	ORG-C06202		matched		plays	"{""org_type"": ""theatre""}"
venue:UV-0008	venue	8 פֿאָרסייט-סטריט					unmatched		plays	
venue:UV-0009	venue	קאָמעדיע טעאַטער אויף סאָפֿאָלק סטריט					unmatched		plays	
org_cluster:ORG-C00988	org	ברוקלינער ליריק-טעאַטער		org_cluster	ORG-C00988		matched		plays	"{""org_type"": ""theatre""}"
person:UP-0045	person	אסתר באָלטיק					unmatched		plays	
person:1753	person	אַדאָלף גערטנער	Adolf Gertner	people_db	1753	entry_person_id:P-1-facs_266_tr_1741260241	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""499-499"", ""birth_date"": ""1879-03-24"", ""credit"": ""ש. ע.""}"
org:421	org	טרייטלערס טרופּע	Treitler Troupe	org_core_db	421	cluster_id:ORG-C03496	matched		plays	{}
place:Q157725	place	טשערנאוויץ	Chernivtsi	wikidata_qid	Q157725	"{""kima_id"": ""6918"", ""lat"": ""48.290833"", ""lon"": ""25.934444""}"	matched		plays	
person:UP-0046	person	פֿאָטער					unmatched		plays	
person:1756	person	דזשעני גערטנער (שיינדל שטערן)	Jennie Gertner	people_db	1756	entry_person_id:P-1-facs_267_tr_1741260282	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""501-501"", ""birth_date"": ""1895-08-10"", ""credit"": ""ש. ע. פֿון אַדאָלף גערטנער.""}"
place:Q37836	place	מילוואקי	Milwaukee	wikidata_qid	Q37836	"{""kima_id"": ""7493"", ""lat"": ""43.050000"", ""lon"": ""-87.950000""}"	matched		plays	
person:1744	person	א. גערמאַן	A.M. German	people_db	1744	entry_person_id:P-1-facs_267_tr_1741260292	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""502-502"", ""birth_date"": ""1901-03-03"", ""credit"": ""ש. ע.""}"
org_cluster:ORG-C03605	org	טעאַטראַלן אינסטיטוט		org_cluster	ORG-C03605		matched		plays	"{""org_type"": ""school""}"
place:Q649	place	מאסקווע	Moscow	wikidata_qid	Q649	"{""kima_id"": ""188"", ""lat"": ""55.750556"", ""lon"": ""37.617500""}"	matched		plays	
person:900	person	ישראל גראַדנער (ראָזענפעלד)	Yisroel Gradner	people_db	900	entry_person_id:P-1-facs_270_r_2	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""508-514"", ""death_date"": ""1887-04""}"
play:NEW-0018	play	די גרינע פעלדער					unmatched		plays	
person:2006	person	פּרץ הירשבּיין	Peretz Hirshbein	people_db	2006	entry_person_id:P-1-facs_323_tr_1741260490	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""613-627"", ""birth_date"": ""1881-11-26"", ""credit"": ""מ. און ש. ע.""}"
org_cluster:ORG-C06285	org	אָנגלאָ-דזשויש פּלעי-האוז		org_cluster	ORG-C06285		matched		plays	"{""org_type"": ""theatre""}"
person:1925	person	שלמה גראָסמאַן	Shlomo Grossman	people_db	1925	entry_person_id:P-1-facs_278_r_2	matched		plays	"{""entry_type"": ""administrator"", ""volume"": ""1"", ""span"": ""524-524"", ""birth_date"": ""1893-06-23"", ""death_date"": ""1930-08-05"", ""credit"": ""מ. ע. פֿון יעקב מעסטעל.""}"
person:1885	person	פּיטער גראַף (פּתחיה)	Peter Graf	people_db	1885	entry_person_id:P-1-facs_279_r_9_1	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""526-526"", ""birth_date"": ""1873"", ""credit"": ""ש. ע.""}"
org:257	org	גימפּעלס טרופּע	Gimpel Theatre	org_core_db	257	cluster_id:ORG-C00607	matched		plays	{}
person:UP-0047	person	עסקרייז					unmatched		plays	
person:1932	person	אַננאַ גרושקאָף	Anna Grushkof	people_db	1932	entry_person_id:P-1-facs_281_tr_1741260294	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""530-530"", ""credit"": ""ש. ע.""}"
org:187	org	ביי אָנשעל שאָר	Anshel Schorr's Troupe	org_core_db	187	cluster_id:ORG-C00676	matched		plays	"{""org_type"": ""Traveling Company""}"
person:UP-0048	person	רומשינסקי					unmatched		plays	
person:741	person	צעזאר גרינבּערג (בּצלאל)	Caesar Greenberg	people_db	741	entry_person_id:P-1-facs_283_tr_1741260236	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""534-534"", ""birth_date"": ""1855-03-15"", ""credit"": ""ש. ע.""}"
place:Q84	place	לאנדאן	London	wikidata_qid	Q84	"{""kima_id"": ""688"", ""lat"": ""51.507222"", ""lon"": ""-0.127500""}"	matched		plays	
org_cluster:ORG-C06312	org	ביבלישע הייסטאָרישע אָפּערן-געזעלשאָפט		org_cluster	ORG-C06312		matched		plays	"{""org_type"": ""theatre""}"
venue:UV-0010	venue	סט. לואיסער אויסשטעלונג					unmatched		plays	
place:Q38022	place	סאנט לואיס	St. Louis	wikidata_qid	Q38022	"{""kima_id"": ""109"", ""lat"": ""38.626389"", ""lon"": ""-90.199444""}"	matched		plays	
person:1509	person	לאה דאָלינגער	Leah Dolinger	people_db	1509	entry_person_id:P-1-facs_286_TextRegion_1711970330752_148	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""540-540""}"
org_cluster:ORG-C05671	org	ציון		org_cluster	ORG-C05671		matched		plays	"{""org_type"": ""newspaper""}"
person:1471	person	וואָלף דארעלין (אייזנשטיין)	Wolf Darelin	people_db	1471	entry_person_id:P-1-facs_288_tr_1741260227	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""543-543"", ""birth_date"": ""1898"", ""credit"": ""ש. ע.""}"
person:UP-0049	person	לאָבל					unmatched		plays	
person:2655	person	דוד פּינסקי	David Pinski	people_db	2655	entry_person_id:P-3-facs_92_r	matched	upgraded from person_entry:P-3-facs_92_r	plays	
org:261	org	גאָלדענע פּאַווע	Goldene pave	org_core_db	261	cluster_id:ORG-C01001	matched		plays	{}
person:UP-0050	person	אַנסקיס					unmatched		plays	
person:1484	person	יואל-דוד דעמבּיצער	Yoel David Dembitser	people_db	1484	entry_person_id:P-1-facs_299_tr_1741260436	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""566-566"", ""birth_date"": ""1886-05-16"", ""death_date"": ""1924-04-30""}"
person:UP-0051	person	י. ראָטערסמאַן					unmatched		plays	
person:1955	person	האבּער	? Haber	people_db	1955	entry_person_id:P-1-facs_302_tr_1741260413	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""572-572""}"
person:UP-0052	person	טאָמאָשעווסקי					unmatched		plays	
person:724	person	רודאלף מארקס (ראדקינסאן)	Rudolph Marks	people_db	724	entry_person_id:P-2-facs_243_tr_1744280772	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""2"", ""span"": ""1269-1272"", ""birth_date"": ""1887"", ""death_date"": ""1930-05-06""}"
person_entry:P-1-facs_302_tr_1741260418	person	"„האור"""		entry_person_id	P-1-facs_302_tr_1741260418		matched		plays	"{""entry_type"": ""group"", ""volume"": ""1"", ""span"": ""572-572"", ""birth_date"": ""1921"", ""death_date"": ""1922"", ""credit"": ""מ. ע. פֿון יצחק מעסטעל.""}"
org:UO-0004	org	די טרופּע					unmatched		plays	
person:2025	person	קלאַראַ האָניגמאַן (גאָלדענבּערג)	Clara Honigman	people_db	2025	entry_person_id:P-1-facs_308_tr_1741260512	matched		plays	"{""entry_type"": ""administrator"", ""volume"": ""1"", ""span"": ""584-584"", ""birth_date"": ""1900-06-22"", ""credit"": ""מ. ע.""}"
person:1975	person	בּערטא האַרט (מאַהלער)	Bertha Hart	people_db	1975	entry_person_id:P-1-facs_310_tr_1741260419	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""587-587"", ""birth_date"": ""1887-10-14"", ""credit"": ""ש. ע.""}"
person:1768	person	יעקב-בּער גימפּעל	Yaakov Ber Gimpel	people_db	1768	entry_person_id:P-1-facs_256_tr_1741260264	matched		plays	"{""entry_type"": ""administrator"", ""volume"": ""1"", ""span"": ""479-479"", ""birth_date"": ""1840"", ""death_date"": ""1906-01"", ""credit"": ""ש. ע. פֿון יוסף וויינשטאָק און מ. ע. פֿון פּיטער גראָף.""}"
person:1976	person	הערש האַרט	Hersh Hart	people_db	1976	entry_person_id:P-1-facs_310_tr_1741260420	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""587-587"", ""birth_date"": ""1897-05-07"", ""credit"": ""ש. ע.""}"
play:NEW-0019	play	שמשון הגבור					unmatched		plays	
person:2875	person	אַלבּערט סגעאַלעסקאׇ	Albert Segalesko	people_db	2875	entry_person_id:P-5-facs_356_tr_1739222186	matched	upgraded from person_entry:P-5-facs_356_tr_1739222186	plays	"{""entry_type"": ""performer"", ""volume"": ""2"", ""span"": ""1509-1509"", ""birth_date"": ""1889-12-19"", ""credit"": ""ש. ע.""}"
person:740	person	סעם אַדלער	Sam Adler	people_db	740	entry_person_id:P-1-facs_31_r	matched		plays	"{""entry_type"": ""director_regisseur"", ""volume"": ""1"", ""span"": ""30-32"", ""birth_date"": ""1868~"", ""death_date"": ""1925-11-26"", ""credit"": ""מ. ע פון משה שאַר און לאַזאַר פריד.""}"
place:UPL-0001	place	גאַליצישער פּראָווינץ					unmatched		plays	
person:1026	person	משה שאָר (שור) (שור)	Moshe Schor	people_db	1026	entry_person_id:P-4-facs_123_tr_1753936429	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""2650-2660"", ""birth_date"": ""1872-04-11"", ""death_date"": ""1949-09-28""}"
person:702	person	משה היינע-חיימאָוויטש	Morris (Heine) Haimowitz	people_db	702	entry_person_id:P-1-facs_320_tr_1741260434	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""608-609"", ""birth_date"": ""1853-02-15"", ""credit"": ""מ. ע.""}"
play:NEW-0020	play	חנה מיט די זיבן זין					unmatched		plays	
person:2005	person	דוד הירש	David Hirsh	people_db	2005	entry_person_id:P-1-facs_322_tr_1741260436	matched		plays	"{""entry_type"": ""composer"", ""volume"": ""1"", ""span"": ""611-611"", ""birth_date"": ""1870"", ""credit"": ""מ. ע.""}"
play:NEW-0021	play	קרבן בייראָם					unmatched		plays	
person:UP-0053	person	עליאָס ליבערמאַן					unmatched		plays	
person:UP-0054	person	ליבהאָבער					unmatched		plays	
person:1252	person	יעקב בּן-עמי (שטשירין)	Jacob Ben-Ami	people_db	1252	entry_person_id:P-1-facs_108_tr_1740521022	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""184-186"", ""birth_date"": ""1890-12-23"", ""credit"": ""ש. ע.""}"
org:116	org	אוירווינג פּלייס-טעאַטער	Irwing Place (Deutsches) Theatre	org_core_db	116	cluster_id:ORG-C00353	matched		plays	"{""address"": ""Irwing Place and 15th St., Manhattan, NY""}"
org:UO-0005	org	די ווילנער טרופּע					unmatched		plays	
org:UO-0006	org	פֿאַרלאָג פֿון ב. קלעצקין					unmatched		plays	
place:Q216	place	ווילנע	Vilnius	wikidata_qid	Q216	"{""kima_id"": ""943"", ""lat"": ""54.687222"", ""lon"": ""25.280000""}"	matched		plays	
org:UO-0007	org	דאַזאָר בוזשניטשי					unmatched		plays	
person:1983	person	מאַקס העניג	Max Henig	people_db	1983	entry_person_id:P-1-facs_332_tr_1741260405	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""632-632"", ""birth_date"": ""1892"", ""credit"": ""ש. ע.""}"
play:NEW-0022	play	דבוק					unmatched		plays	
person:1986	person	דוד הערמאַן	David Herman	people_db	1986	entry_person_id:P-1-facs_333_tr_1741260495	matched		plays	"{""entry_type"": ""director_regisseur"", ""volume"": ""1"", ""span"": ""634-635"", ""birth_date"": ""1876-06""}"
org_cluster:ORG-C03677	org	לאָדזשער יידישן דראַמאַטישן טעאַטער		org_cluster	ORG-C03677		matched		plays	"{""org_type"": ""theatre""}"
place:Q580	place	לאדזש	Łódź	wikidata_qid	Q580	"{""kima_id"": ""179"", ""lat"": ""51.750000"", ""lon"": ""19.466667""}"	matched		plays	
person:1988	person	הערשעלע (הערשעלע דאַניעלעוויטש)	Hershele	people_db	1988	entry_person_id:P-1-facs_335_r_6	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""637-637"", ""birth_date"": ""1882-01-30""}"
org:UO-0008	org	"פֿ""ג גיטלין"					unmatched		plays	
play:NEW-0023	play	שלמה המלך דער צווייטער					unmatched		plays	
person:3199	person	בּן-ציון וואַגנער	Ben Zion Wagner	people_db	3199	entry_person_id:P-1-facs_335_tr_1741260385	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""638-638"", ""birth_date"": ""1889"", ""death_date"": ""1930-02-23"", ""credit"": ""ש. ע.""}"
person:UP-0055	person	יעקב זילבערט					unmatched		plays	
place:UPL-0002	place	בריסעל-אַנטווערפּען					unmatched		plays	
play:NEW-0024	play	קדוש השם					unmatched		plays	
person:1346	person	דוד בּלומענטאַל	David Blumental	people_db	1346	entry_person_id:P-1-facs_105_tr_1740521096	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""177-177"", ""credit"": ""מ. ע. פֿון אַברהם פישקינד, כינע בראַגינסקאַ, בינע אַבראַמאָוויטש און עמנועל טשיזשיק.""}"
place:Q12892	place	אַנטווערפּן	Antwerp	wikidata_qid	Q12892	"{""kima_id"": ""643"", ""lat"": ""51.2211111111111"", ""lon"": ""4.39972222222222""}"	matched		plays	
org:1007	org	הורוויץ-חיימאָוויטשעס טרופּע	הורוויץ-חיימאָוויטשעס טרופּע	org_core_db	1007	cluster_id:ORG-C06518	matched		plays	"{""org_type"": ""traveling company""}"
person:2643	person	אפרים פּערלמוטער	Efrim Perlmuter	people_db	2643		matched		plays	
person:2854	person	אַנשל שאָר (שור) (שור)	Anshel Schorr	people_db	2854	entry_person_id:P-4-facs_252_tr_1754998536	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""4"", ""span"": ""2907-2923"", ""birth_date"": ""1871-10-25"", ""death_date"": ""1942-05-31"", ""credit"": ""ש. ע. פֿון אַנשל שאָר און יאָנאַס טורקאָוו.""}"
person:2965	person	סאַלי סיגעל	Sally Siegel	people_db	2965	entry_person_id:P-2-facs_350_r	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""2"", ""span"": ""1483-1483"", ""birth_date"": ""1882"", ""credit"": ""ש. ע פֿון אַברהם ליטמאַן.""}"
person:1126	person	סאַראַ אדלער (שרה-סוניה לעוויצקא, היינע-היימאָוויאש)	Sarah Adler	people_db	1126	entry_person_id:P-1-facs_33_tr_1740521056	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""33-33"", ""credit"": ""מ. ע.""}"
person:1115	person	עמיליע אַדלער (שרה-מילקע שטאַנג)	Amelia Adler	people_db	1115	entry_person_id:P-1-facs_33_tr_1740521070	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""34-34"", ""birth_date"": ""1884-10-11"", ""credit"": ""ש. ע.""}"
person:3201	person	בּעני וואַלערשטיין	Benny Wallerstein	people_db	3201	entry_person_id:P-1-facs_340_tr_1741260477	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""648-648"", ""birth_date"": ""1899-08-22"", ""credit"": ""מ. ע.""}"
org:1439	org	זיינע עלטערנס און וואַקסמאָןס טרופּע	וואלערשטיין און וואַקסמאָןס טרופּע	org_core_db	1439	cluster_id:ORG-C06538	matched		plays	"{""org_type"": ""traveling company""}"
place:Q34647	place	יאהאנעסבורג	Johannesburg	wikidata_qid	Q34647	"{""kima_id"": ""813"", ""lat"": ""-26.204361"", ""lon"": ""28.041639""}"	matched		plays	
person:1044	person	סאול וואלערשטיין	Saul Volerstein	people_db	1044		matched		plays	
person:UP-0056	person	וואַקסמאָן					unmatched		plays	
person:3206	person	סאול וואַלערשטיין	Saul Wallerstein	people_db	3206	entry_person_id:P-1-facs_341_TextRegion_1710852353404_65	matched		plays	"{""entry_type"": ""performer"", ""volume"": ""1"", ""span"": ""650-650"", ""birth_date"": ""1873-02-03"", ""credit"": ""ש. ע.""}"
person:UP-0057	person	מאָפּוס					unmatched		plays	
play:NEW-0025	play	ציונס טעכטער					unmatched		plays	
person:3280	person	יעקב-מרדכי וואָלפזאָהן	Yakov-Mordechai Wolfzon	people_db	3280	entry_person_id:P-1-facs_342_tr_1741260504	matched		plays	"{""entry_type"": ""writer"", ""volume"": ""1"", ""span"": ""651-651"", ""birth_date"": ""1867""}"
