_ - chunk_number	Archive	File	_ - xml:id	_ - heading	_ - span	_ - entry	_ - credit	_ - subheading	_ - organizations - _ - org_type	_ - organizations - _ - title	clustered organization	_ - organizations - _ - descriptive_name	_ - organizations - _ - relations - _ - category	_ - organizations - _ - relations - _ - specific_relation	_ - organizations - _ - relations - _ - original_sentence	_ - organizations - _ - relations - _ - role_title	_ - organizations - _ - relations - _ - date_start - date	_ - organizations - _ - relations - _ - date_end - date	_ - organizations - _ - locations - _ - settlement	_ - organizations - _ - locations - _ - Venue	_ - organizations - _ - locations - _ - country	_ - organizations - _ - locations - _ - province	_ - organizations - _ - locations - _ - address	_ - organizations - _ - locations - _ - datefrom - date	_ - organizations - _ - locations - _ - dateto - date	_ - organizations - _ - founding_date - date	_ - endnotes - endnotes	_ - family_background - _ - description	_ - family_background - _ - financial	_ - family_background - _ - religion	_ - family_background - _ - theater_connection	_ - family_background - _ - structure
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_158_tr_1735652602	פאַקעל, דאָראַ (דבורה)	3983-3986								Education_Formation	graduate	ביים אַרויסלאָז פֿון דער טעאַטער-שול, אין 1932			1932														
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_160_tr_1735652649	פֿישער, הערמאַן	3987-3989								Employment_Performance	artistic_staff	און דערנאָך אַלס סופֿלער	סופֿלער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_160_tr_1735652649	פֿישער, הערמאַן	3987-3989														פּעטערבורג													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_160_tr_1735652649	פֿישער, הערמאַן	3987-3989														מאָסקווע													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_160_tr_1735652649	פֿישער, הערמאַן	3987-3989														אָדעס													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_160_tr_1735652649	פֿישער, הערמאַן	3987-3989								Affiliation_Membership	delegate_official	יאָרנלאַנג איז ער געווען פאַרוואַלטונגס-מיטגליד פֿון פאַריין	פאַרוואַלטונגס-מיטגליד																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_163_tr_1735652631	פּיעקאַרניק, יעקב	3994-3994																	גאַליציע										
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_163_tr_1735652631	פּיעקאַרניק, יעקב	3994-3994																רומעניע											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_163_tr_1735652631	פּיעקאַרניק, יעקב	3994-3994								Employment_Performance	performer	שפּילט ביז 1921 אין פּאַריז			1921														
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_163_tr_1735652631	פּיעקאַרניק, יעקב	3994-3994														בריסל													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_163_tr_1735652631	פּיעקאַרניק, יעקב	3994-3994														לאָנדאָן													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_165_tr_1735652613	אַזאַרך, יצחק	3998-4000								Education_Formation	student	איך בין טאַקע געווען ביי אים איינער פֿון די בעסטע תלמידים	תלמיד																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_165_tr_1735652613	אַזאַרך, יצחק	3998-4000								Leadership_Ownership	owner_manager	נאָר אויך דער געשעפטס-פֿירער	געשעפטס-פֿירער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_165_tr_1735652613	אַזאַרך, יצחק	3998-4000								Employment_Performance	artistic_staff	רעזשיסער און הויפּט-קאָמיקער	רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_165_tr_1735652613	אַזאַרך, יצחק	3998-4000								Employment_Performance	performer	רעזשיסער און הויפּט-קאָמיקער	הויפּט-קאָמיקער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_169_tr_1735652581	סיגאַל, בן-ציון	4005-4005								Employment_Performance	performer	קערט ער זיך צוריק קיין ווין, וואו ער טרעט אַריין אין די 'פרייע יידישע פֿאָלקס-בינע', וועלכע ווערט פֿאַרוואַנדלט אין אַ סטאַביל יידיש טעאַטער	שוישפּילער	1921	1922			רומעניע			1921	1922							
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_169_tr_1735652587	יונגווירט, ערנעסטינע [קערנער]	4006-4006														טשערנאָוויץ													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_170_tr_1735652615	לידין, ב. [אַליהו-ברוך ליוועראַנט]	4007-4007								Employment_Performance	performer	אין וועלכער ער שפּילט און רעזשיסירט	שפּילער און רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_170_tr_1735652620	אָלקעניצקי, אומע (פֿרומע)	4008-4009								Employment_Performance	artistic_staff	"זי איז אויך די שאַפערין פֿון ייוו""אָ-עמבלעם"	"שאַפערין פֿון ייוו""אָ-עמבלעם"																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_170_tr_1735652620	אָלקעניצקי, אומע (פֿרומע)	4008-4009								Employment_Performance	artistic_staff	פלעגט מאַכן דעקאָראַציעס צו די טעאַטער-פאָרשטעלונגען	מאַכן דעקאָראַציעס																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_171_tr_1736588917	דעססער עמאַנועל	4010-4010								Employment_Performance	performer	1916-18 — דירעקטאָר און מיטווירקער פֿון אַ דייטש וואַריעטע-טעאָטער איבער גאַליציע	מיטווירקער	1916	1918														
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_171_tr_1736588917	דעססער עמאַנועל	4010-4010								Employment_Performance	performer	"וואו ער דעביוטירט אַלס ""יאָפע"" אין גאָרדינס ""יידישער קעניג ליר"""		1918															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_173_tr_1736588922	זובאַק סאַראַ	4013-4013								Employment_Performance	performer	כדי אַרויסצוהעלפן איר מאַן אין דער פרנסה, פלעגט זי סטאַטיסטירן	סטאַטיסטירן		1941	פינסק													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_173_tr_1736588922	זובאַק סאַראַ	4013-4013														מאָטעלע													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_173_tr_1736588921	באָלק, זייגמונט	4013-4013								Employment_Performance	artistic_staff	"פאַר דעם טעאַטער האָט באָלק געשאַפן דעקאָראַציעס צו דער פּיעסע „יתומים"" (?) פֿון פרעגערן און צום „פאָטער"" (?) פון פּינסקין"	געשאַפן דעקאָראַציעס																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_173_r	זובאַק ישראל	4014-4014								Employment_Performance	performer	ווען אַברהם מאָרעווסקי האָט צום ערשטן מאָל אויפגעפירט אין ווילנע דעם 'דיבוק', האָט זובאַק דאָרט געשפּילט מיכאָל גבאי	מיכאָל גבאי																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_174_tr_1736589025	גימפּעל, אַדאָלף	4016-4016								Employment_Performance	employee	אָנגאַזשירט זיין ברודער אַדאָלף אַלס אָנגעשטעלטן איינצושטודירן דאָס געזאַנג מיט די אַקטיאָרן און פֿון צייט צו צייט דיריגירן מיטן אָרקעסטער	אָנגעשטעלטן	1906															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_175_tr_1736588953	בורשטיין, מינאַ [האַלפּערן]	4018-4018								Employment_Performance	performer	דערנאָך מיט בלומענטאַלס טרופּע																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_175_tr_1736588953	בורשטיין, מינאַ [האַלפּערן]	4018-4018								Employment_Performance	performer	וואו זיי האָט קורץ פאַרן אויסבראָך פון דער צווייטער וועלט-מלחמה ווידער די געלעגנהייט צו שפּילן מיט מאָריס שוואַרץ																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_176_tr_1736589036	גוטמאַן, קלמן	4020-4020								Employment_Performance	performer	אין 1912 געשפּילט אין בריסק א'ר פֿון קוטנער		1912															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_176_tr_1736589036	גוטמאַן, קלמן	4020-4020														מאָהילעוו ביים דניעפר					1941-06-22								
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_176_tr_1736589046	דורמאַשקין, וואָלף	4020-4091								Employment_Performance	artistic_staff	דיריגענט הער וו. דורמאַשקין	דיריגענט																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_177_tr_1736589074	וויידע, משה	4021-4022								Employment_Performance	artistic_staff	אזוי האָט ער יאָרן-לאַנג אָנגעפירט און רעזשיסירט מיט אַרבעטער-גרופן אין דער 'אַרבעטער-היים' אין וואַרשע (קאַרמעליצ קע 23)	רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_178_tr_1736588955	וויינבערג, קאַרל [חיים הערבסט]	4024-4024															טשעכיע	טשעכיע											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_178_tr_1736588957	וויינטרויב-גראַף, לאה	4024-4024								Employment_Performance	performer	ווערט וו., ניט-ווילנדיק, אַ פּרימאַדאָנע	פּרימאַדאָנע																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_178_tr_1736588957	וויינטרויב-גראַף, לאה	4024-4024								Employment_Performance	performer	"הויפּט-ראָליסטן אין דער „פֿרייע יידישע פֿאָלקסבינע"" אין ווין"	הויפּט-ראָליסטן	1908															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_180_tr_1736588913	מאַרסאַלאָוו, ר. [ראובן מאַנדעלבוים]	4027-4027								Employment_Performance	artistic_staff	1913 — געוואָרן אַ פּראָפעסיאנעלער אַקטיאָר און סופֿלער אין דער פּראָווינץ- טרופּע א'אַ פֿון רייף	סופֿלער	1913															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_180_tr_1736588913	מאַרסאַלאָוו, ר. [ראובן מאַנדעלבוים]	4027-4027								Employment_Performance	artistic_staff	1917-18 — אַרומגעפֿאָרן איבער פּוילן אַלס אַקטיאָר און סופֿלער מיט היימי און אַננאַ יאַקובאָוויטש	סופֿלער	1917	1918														
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_180_tr_1736588912	גרובער, אסתר	4027-4029								Education_Formation	graduate	פֿאָלקסשול, וועלכע זיי האָט געענדיקט																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_180_tr_1736588912	גרובער, אסתר	4027-4029								Education_Formation	graduate	נאָכן פֿאַרענדיקן די טעאַטער-שול																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_182_tr_1736589054	וויינבערג, הערמאַן	4031-4033								Employment_Performance	performer	ווערט וו. מיטגענומען אַלס... עפּיזאָדן-ראָליסט	עפּיזאָדן-ראָליסט																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_182_tr_1736589054	וויינבערג, הערמאַן	4031-4033								Leadership_Ownership	owner_manager	ווען די טרופּע צעפֿאָלט זיך אין 1905, ווערט וו. דירעקטאָר	דירעקטאָר	1905															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_182_tr_1736589054	וויינבערג, הערמאַן	4031-4033								Employment_Performance	artistic_staff	זיך מיטבאַטייליקט ווי אַ סופֿלער	סופֿלער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_182_tr_1736589054	וויינבערג, הערמאַן	4031-4033								Employment_Performance	performer	זיך מיטבאַטייליקט ווי א... שוישפּילער	שוישפּילער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_184_tr_1736588987	זיידערמאַן, משה	4036-4036								Employment_Performance	performer	צוריקגעקומען אין דייטשלאַנד און ווידער דאָרט געשפּילט יידיש טעאַטער			1933		דייטשלאַנד	דייטשלאַנד				1933							
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_186_tr_1736588948	שערמאַן, אַננאַ [פּאָפּערנא]	4040-4040								Employment_Performance	performer	"וואו זי שפּילט, אין אָנהייב 1916, אַלס ""עטי"" אין גאָרדינס „קרייצער סאָנאַטאַ"""	עטי	1916															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_187_tr_1736589011	וואַלדבערג, יצחק	4041-4042																סאָוויעטנפֿאַרבאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_188_tr_1736589057	הערמאַלין, משה	4043-4043								Employment_Performance	artistic_staff	ה. האָט אין ביאַליסטאָק געשפּילט אין טעאַטער און אויך מיטגעהאָלפֿן אין דער אַמיניסטראַציע	אַמיניסטראַציע																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_188_tr_1736589047	שוואַרץ, לאה [שאַצקי]	4044-4044																שווייץ											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_188_tr_1736589047	שוואַרץ, לאה [שאַצקי]	4044-4044														בריסל		בעלגיע											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_189_tr_1736589045	באָנטשע [אַברהם ראָזענפעלד]	4046-4046								Employment_Performance	artistic_staff	פֿון 1926 רעדאַקטירט די אָפּטיילונג „דער קרומער שפּיגעל‟	רעדאַקטירט די אָפּטיילונג	1926															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_189_tr_1736589045	באָנטשע [אַברהם ראָזענפעלד]	4046-4046														לאָדזש													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_189_tr_1736589045	באָנטשע [אַברהם ראָזענפעלד]	4046-4046																פּוילן	פּוילישער פּראָווינץ										
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_192_tr_1736589012	ראָזענבערג, ליובא	4051-4051															ליטע	ליטע						משה פּולאַווער - „געווען אין אַ געטאָ“, תל אביב, 1963, זז. 59-61.					
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_192_tr_1736589024	ראָט, גרשון	4051-4051								Affiliation_Membership	delegate_official	טרעט ער אַריין אין אָרטיקן יידישן טעאַטער, וואו ער איז אויך אַ מיטגליד אין רעזשי-קאָלעגיום	מיטגליד אין רעזשי-קאָלעגיום	1920															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_192_tr_1736589024	ראָט, גרשון	4051-4051								Leadership_Ownership	owner_manager	קערט זיך צוריק קיין לעמבערג, וואו ער איז ווידער דער לייטער פון דאָרטיקן יידישן טעאַטער	לייטער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_194_tr_1736588933	קוזניעצאָוו, לייב	4055-4056								Leadership_Ownership	owner_manager	האָט ער ניט געשפּילט, פלעגט ער ווערן געשעפטס-פירער ביי אַ טרופּע	געשעפטס-פירער				פּוילן	פּוילן											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_194_tr_1736588933	קוזניעצאָוו, לייב	4055-4056								Employment_Performance	artistic_staff	איז סופלער, געהילפסרעזשיסער	סופלער, געהילפסרעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_194_tr_1736588933	קוזניעצאָוו, לייב	4055-4056								Employment_Performance	artistic_staff	קוניעצאָוו אַריבערגעפירט געוואָרן... ווי אַן אָנפירער פון די שיידער-וואַרשטאַטן ביים טעאַטער	אָנפירער פון די שיידער-וואַרשטאַטן																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_195_tr_1736589072	פֿרידעס, עמיל [אליהו]	4057-4058								Employment_Performance	performer	"מיטבאַטייליקט זיך אין די איינאַקטערס, וואָס זיינען אויפֿגעפֿירט געוואָרן אויף פֿאַרשיידענע ""אָוונטן"""													דער זיידע — רב אין דובנא		religious		
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_195_tr_1736589072	פֿרידעס, עמיל [אליהו]	4057-4058								Employment_Performance	performer	טרעט ער אַריין צו גימפּעלן אין לעמבערג													זיין שווער און שווייגער, באַקאַנטע אַקטיאָרן			connected	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_195_tr_1736589072	פֿרידעס, עמיל [אליהו]	4057-4058																יוגאָסלאַוויע											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_195_tr_1736589072	פֿרידעס, עמיל [אליהו]	4057-4058								Employment_Performance	performer	טרעט דאָרט אויך אויף אַלס שוישפּילער צוזאַמען מיט די גאַסטראָלירנדיקע יידישע אַקטיאָרן פֿון אַמעריקע	שוישפּילער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_196_tr_1736589003	פּאָלאַנסקי, חיים	4059-4059															לעטלאַנד	לעטלאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_196_tr_1736589003	פּאָלאַנסקי, חיים	4059-4059															עסטלאַנד	עסטלאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_196_tr_1736589006	הערשקאָוויטש, שלמה	4060-4061								Employment_Performance	performer	שפּילט אייניקע יאָר אַלס קאָמיקער אין גרויסעס טעאַטער' (דיר. יצחק זאַנדבערג)	קאָמיקער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_198_tr_1736588952	סאָראָקיין פרויקע	4063-4063								Employment_Performance	performer	דאָ ווערט ער אויך אַ סטאַטיסט	סטאַטיסט																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_198_tr_1736588952	סאָראָקיין פרויקע	4063-4063								Employment_Performance	performer	באַקומט צו שפּילן עפּיזאָדן-ראָלן	עפּיזאָדן-ראָלן																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_198_tr_1736588952	סאָראָקיין פרויקע	4063-4063								Employment_Performance	performer	דערנאָך אין דער זעלבער טרופּע ווען זיי גייט איבער אונטער דער דירעקציע פֿון איציקל גאָלדענבערג																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_198_tr_1736588952	סאָראָקיין פרויקע	4063-4063								Employment_Performance	performer	אַקטיאָר און וואונדערבאַרער בינעטענצער	אַקטיאָר																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_198_tr_1736588963	נערה [רבקה מאָצקין-ראַקאָוו]	4063-4063															לעטלאַנד	לעטלאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_199_tr_1736588975	ראַקאָוו, יוליוס (יחיאל)	4066-4066															יידישן דראַמאַטישן טעאַטער	לעטלאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_199_tr_1736588975	ראַקאָוו, יוליוס (יחיאל)	4066-4066								Employment_Performance	artistic_staff	"ר. איז אויך געווען רעזשיסער אין... ""יידישן דראַמאַטישן ווינקל"" אין ריגע"	רעזשיסער																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_200_tr_1736589086	דרייקורס, לעאָן	4067-4070								Employment_Performance	performer	שפּילט צוויי יאָר אין דער אָפּערעטע און אין דער דראַמע	אַקטיאָר																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_202_tr_1739221569	טורגעל, באָריס	4072-4074								Education_Formation	graduate	נאָכן פאַרענדיקן די גימנאַזיע																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_202_tr_1739221569	טורגעל, באָריס	4072-4074								Education_Formation	graduate	געענדיקט דעם אוניווערסיטעט אַלס פּראָווייזאָר-פאַרמאַציע	פּראָווייזאָר-פאַרמאַציע																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_202_tr_1739221569	טורגעל, באָריס	4072-4074								Education_Formation	graduate	וועלכע ער האָט פאַרענדיקט מיט זיין בן-עיר																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_202_tr_1739221569	טורגעל, באָריס	4072-4074								Leadership_Ownership	executive	זייענדיק אַ מיטגליד, און אַן אָנפירינדיקער מיטגליד, פון דער טעאַטער-געזעלשאַפט	אָנפירינדיקער מיטגליד																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_204_tr_1739220839	מאָשקאָוויטש, איטשע מאיר	4075-4078								Employment_Performance	artistic_staff	און טיילמאָל אויך רעזשיסער.	רעזשיסער											מיריאַם גאָלד — געזעלשאַפט „פֿריינט פון יידישן טעאַטער“ דאָרט.					
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_204_tr_1739220839	מאָשקאָוויטש, איטשע מאיר	4075-4078								Leadership_Ownership	executive	האָט מאָשקאָוויטש איבערגענומען צו זיין דער רעזשיסער	רעזשיסער											עמנואל רינגעלבלום — „כתבים פון געטאָ“, וואַרשע, 1963, באַנד צוויי, זז. 203					
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_207_tr_1739221937	פאָרסקי, ה. [הירש פאַרודאָמינסקי]	4082-4082								Employment_Performance	employee	געשריבן טעקסטן	געשריבן טעקסטן																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_207_tr_1739221937	פאָרסקי, ה. [הירש פאַרודאָמינסקי]	4082-4082								Employment_Performance	performer	אָפּערירט מיט די מאַיאָנעטן	אָפּערירט מיט די מאַיאָנעטן																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_208_tr_1739221724	ראַבינאָוויטש, הערמאַן (יאַנקל-הערש)	4083-4086														ווין		עסטרייך			1919	1919							
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_210_tr_1739220933	דרייבלאט פאַולאַ (פּערל שנייער]	4087-4087								Employment_Performance	performer	וואו זי שפּילט 3 יאָר																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_210_tr_1739220936	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]	4088-4088								Employment_Performance	performer	אַ קורצע צייט דערנאָך אַריבער שפּילן ראָלן	ראָלן																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_210_tr_1739220936	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]	4088-4088														לאָנדאָן		ענגלאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_210_tr_1739220936	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]	4088-4088														גלאַזגוי		ענגלאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_210_tr_1739220936	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]	4088-4088														מאַנטשעסטער		ענגלאַנד											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_210_tr_1739220936	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]	4088-4088																רומעניע											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_210_tr_1739220934	טרופּיאַנסקי, יאַנקל (יעקב)	4088-4091								Production_Distribution	produced_by	זיינע (צוזאַמען מיט 'באַטקאָן') פאַרשטעלונגען אין מעדעם-סאַנאַטאָריע												הערמאַן קרוק — „טאָגבורך פון ווילנער געטאָ“, ניו יאָרק, 1961, זז. 16-17, .32, 137, 441					
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_212_tr_1739221090	רוטענבערג, יקותיאל	4092-4092								Employment_Performance	performer	אין 1939 ווידער מיט דזשיגאָן-שומאַכער אין ווילנע		1939															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_213_tr_1739221756	רויטמאַן, זלמן	4093-4093								Employment_Performance	performer	גלייכצייטיק אויך מיטגעשפּילט אין די פֿאַרשטעלונגען		1911															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_213_tr_1739221756	רויטמאַן, זלמן	4093-4093								Employment_Performance	performer	וואו ער האָט אויך מיטגעשפּילט		1913															
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_215_tr_1739221509	קרויזע מילער, לאה [לויפלאַנד]	4098-4098								Employment_Performance	performer	צוריק אַריינגעטראָטן צו קאָמפּאַנעעצן																	
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_215_tr_1739221509	קרויזע מילער, לאה [לויפלאַנד]	4098-4098														קרעמענעץ													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_217_tr_1739220726	האָכבערג, יעטע	4101-4101								Employment_Performance	performer	יעטאָ האָכבערג איז פון אַ כאָריסטקע פאַרוואַנדלט געוואָרן אין אַ פּרימאַדאָנאַ	פּרימאַדאָנאַ												משפּחה בעל מלאַכות	modest			
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_217_tr_1739220726	האָכבערג, יעטע	4101-4101								Employment_Performance	performer	איז זי שוין פֿאַרבלייבן אַ מיטגליד פֿון דער טרופּע ווי אַ שוישפּילערין	מיטגליד פֿון דער טרופּע ווי אַ שוישפּילערין																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_217_tr_1739220732	קליינמאַן, פֿריץ	4102-4111								Employment_Performance	artistic_staff	איז געוואָרן אַ מיטגליד אין קינסטלערישן ראַט פון 'מאַסקע' און איר טעאַטער-דעקאָראַטאָר.	טעאַטער-דעקאָראַטאָר																
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_217_tr_1739220732	קליינמאַן, פֿריץ	4102-4111														לעמבערג													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_223_tr_1739220900	וויסקינד, מאַקס	3117-4116								Education_Formation	graduate	נאָכן פאַרענדיקן דעם מלוכהשן אינסטיטוט	פאַרענדיקן											"מיכאַל ווייכערט, — „זכרונות"", צווייטער באַנד, תל אביב, 1961, זז. 319, 328, .342, 331, 329"					
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_225_tr_1739222150	ברוינער [בראונער], יצחק, איטשל	4118-4124								Employment_Performance	artistic_staff	האָט ברוינער ווידער געשאַפֿן מאַריאָנעטן פֿאַרן טעאַטער	מאַריאָנעטן	1938		וואַרשע													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_225_tr_1739222150	ברוינער [בראונער], יצחק, איטשל	4118-4124														ווילנע													
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_229_tr_1739222572	מאַכאַראָווסקאַ, חנה [געכט]	4126-4126								Employment_Performance	performer	גייט זי איבער צו שפּילן אין אָפּערעטן-רעפּערטואָר די צווייטע פּרימאַדאָנע-ראָלן	צווייטע פּרימאַדאָנע-ראָלן												באַקומען אַ וועלטלעכע בילדונג		maskilic_secular		
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_229_tr_1739222572	מאַכאַראָווסקאַ, חנה [געכט]	4126-4126																רומעניע											
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_230_tr_1739221425	בירנבוים, דוד	4127-4128								Education_Formation	graduate	דוד בירנבוים איז געווען אַן אַבסאָלווענט פֿון מיין ערשטער דראַמאַטישער שול אין 1924-טן יאָר.	אַבסאָלווענט		1924									מיכאָל ווייכערט — „זכרונות“, תל אביב, 1961, צווייטער באַנד, זז. 83, 85, .223, 221, 220 ,170, 134					
	drive-download-20260308T052916Z-1-001.zip	Volume5IIIorg.json	facs_230_tr_1739221425	בירנבוים, דוד	4127-4128														גראָדנע													
