source_file	row_id	name	original_type	auto_canonical_type	ra_canonical_type	match_status	decided_via	needs_review	count_across_files
organizations_clustered	ORG-C02070	יוגנט	miscellany	OTHER - elaborate!	Journals/ Newspapers	disagree	context_weak	yes	2
organizations_clustered	ORG-C02071	ליטעראַטור	miscellany	OTHER - elaborate!	Journals/ Newspapers	disagree	context_weak	yes	2
organizations_clustered	ORG-C02072	שריפטן	miscellany	OTHER - elaborate!	Journals/ Newspapers	disagree	context_weak	yes	2
organizations_clustered	ORG-C02073	היאָס	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C02082	אברהם קאָפּקע	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02083	ב. בערקאָוויץ און לואיס זעלטענער לאָדזש	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C00548	יידישן אַרבעטער קאָמיטעט	union	Labour	Society/ Union	disagree	context		2
organizations_clustered	ORG-C02125	אַרבעטער-פֿאַריין	union	Labour	Society/ Union	disagree	context		2
organizations_clustered	ORG-C02133	יידישער וואָדעוויל-יוניאָן	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C00154	בונד	union	Society/ Union	Society/ Union	agree	context_weak	yes	19
organizations_clustered	ORG-C02135	אַרבעטער רינג יוגנט צענטער	center	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02136	בילדונגס-דעפּאָרטמענט ביים אַרבייטער רינג	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02069	יונגע	literary group	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	3
organizations_clustered	ORG-C02140	רויטן קרייץ	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	5
organizations_clustered	ORG-C02141	טיפליסער סאָוויעט פֿון אַרבעטער און סאָלדאָטן-דעפּוטאָטן	organization	Labour	OTHER - elaborate!	disagree	context		2
organizations_clustered	ORG-C02164	וואַרשעווער ליטעראַטן-פאַריין	union	Society/ Union	Society/ Union	agree	context_weak	yes	4
organizations_clustered	ORG-C02187	סטענדאָרט פֿעקטאָרס קאָרפּאָרעישאָן	company	Business	Company on Tour	disagree	context		2
organizations_clustered	ORG-C02188	יידישער צדקה-פֿעדעראַציע	charity	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02191	נייטס אָוו פּיטיס	fraternal	OTHER - elaborate!		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C02192	גרענד סטריט-באָיס	fraternal	OTHER - elaborate!		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C02197	סטאַנדאַרט פֿינענשעל קאָרפֿאַרישאָן	company	Business	Company on Tour	disagree	context		2
organizations_clustered	ORG-C02203	האָדסאַנס דיספּלען דעפּאַרטמענט	department	Political bodies		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C02223	אימיגראַנטן- קאָמיטעט	committee	Political bodies	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02226	יידישן זעלבסטשוץ	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C02240	יידישן אַרבעטער-פֿאַריין	union	Labour	Society/ Union	disagree	context		2
organizations_clustered	ORG-C00380	אַרבייטער רינג	union	Society/ Union	Society/ Union	agree	context_weak	yes	5
organizations_clustered	ORG-C02244	סאַציאָל דעמאָקראַטישן פֿאַרבאַנד	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02248	ליטווישן נאַציאָנאַל-ראַט	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02252	אינסטיטוט פֿאַר יידישער קולטור ביי דער אַלאַוקראַנישער ווייסנשאַפֿטלעכער אַקאַדעמיע	academy	Education		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C01732	חברה מפיצי השכלה	association	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	1
organizations_clustered	ORG-C01024	דזשאינט	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C01536	רויטער אַרמיי	union	Society/ Union	Society/ Union	agree	context_weak	yes	1
organizations_clustered	ORG-C02286	פֿאַריין פֿון סאָוועטישע שרייבער	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02287	יידישן אַנטיפֿאַשיסטישן קאָמיטעט	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02293	טשערנאָוויצער יידיש-קאָנפֿערענץ	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02298	יידישער קולטור-באַוועגונג	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02308	היבריו ליטעראַטור סאָסייעטי	society	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02309	המטיב	society	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02323	יידישן קאָמיוניטי סענטער אין מילוואָקי	community_center	OTHER - elaborate!		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C02326	יידישן קולטור קלוב	club	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	5
organizations_clustered	ORG-C02237	קאָמוניסטישער פּאַרטיי	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02347	ידע עם	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02350	עקוויטי	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02357	אַנטי דעפעמעישאָן ליג	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C00349	פּוילישער אַרמיי	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02374	ברידער קאָרנפעלד	company	Business	Company on Tour	disagree	context_weak	yes	2
organizations_clustered	ORG-C02378	יאָנג וואירקערס ליג	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02391	די נייע יידישע אַמעריקאַנער	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	1
organizations_clustered	ORG-C02395	בני ברית	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02396	הדסה צווייגן	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02397	ברית שלום-אָפּטיילונגען	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02391	נייע יידיש אַמעריקאַנער	organization	Society/ Union	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02398	קאָמיטעט פֿאַרן „לעקסיקאָן פֿון יידישן טעאַטער“	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02401	בנית ברית לאָדזשעס	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C01282	אַמעריקאַנער אַרמעע	union	Society/ Union	Society/ Union	agree	context_weak	yes	1
organizations_clustered	ORG-C00067	"ייוו""אָ"	institute	Education	OTHER - elaborate!	disagree	context_weak	yes	6
organizations_clustered	ORG-C02424	איטא	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C00067	"ייוו""אָ"	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02425	יד ושם	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C01645	שלום-עליכם-אינסטיטוט	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C02436	פעדעראַציע פֿון פּוילישע יידן אין אַמעריקע	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C01282	אַמעריקאַנער אַרמעע	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	1
organizations_clustered	ORG-C02450	יידישן פֿעדעראַציע-קאָונסיל	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02478	יוניע פֿון קאַסירער און פובליסיטי-לייט	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C00198	אַרבעטער-רינג	organization	Society/ Union	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02492	דזשואיש סענטערס לעקטשורס ביוראָ	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02493	יידישן נאַציאָנאלפֿאַנד	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C02326	יידישן קולטור קלוב	cultural_organization	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	1
organizations_clustered	ORG-C02495	ל. א. יוווא	cultural_organization	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02498	נאַציאָנאַל-פֿאָנד	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C02503	פּליטים-אָרגאָניזאַציע	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02504	מלאווער-אָפּאַטאָשו קלוב	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02509	קאָראָסטישאָווער לאַנדסמאָנשאַפט	society	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02510	ראָשן וואָר רעליף	charity	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02511	נאַציאָנאלפאַנד	fund	OTHER - elaborate!		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C01526	יידישן קולטור-קאָנגרעס	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02514	יידישן שרייבער-פֿאַריין	union	Society/ Union	Society/ Union	agree	context_weak	yes	3
organizations_clustered	ORG-C02515	לייוויק-הויז	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02516	געווערקשאָפטן	union	Society/ Union	Society/ Union	agree	context_weak	yes	3
organizations_clustered	ORG-C02517	אַמאָלגעמייטער	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02518	אינטערנעשאָ נאָל	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02519	ערשטע שוך-יוניאָן	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C01265	הסתדרות	organization	Labour	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02522	פֿאַרבאַנד פֿון די יידישע טרויהענדלער	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02523	פֿאָרבאַנד פֿון יידישע אונטערנעמער איבער גאַנץ דייטשלאַנד	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02524	יידישע קהלות אין בייערן	community_org	OTHER - elaborate!		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C02525	צענטראָל-ראט פֿון די יודן אין מערב-דייטשלאַנד	community_org	OTHER - elaborate!		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C02526	יידישן וועלט-קאָנגרעס	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C02493	יידישן נאַציאָנאלפֿאַנד (קרן קימת לישראל)	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	1
organizations_clustered	ORG-C02527	ישראל באָנד-אַקציעס	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02528	ציוניסטישן לאַנטשן-קלוב	club	Political bodies	Society/ Union	disagree	context		2
organizations_clustered	ORG-C02529	פרויען-דיוויזיע	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C01793	פּועלי-ציון אָרגאַניזאַציע	union	Society/ Union	Society/ Union	agree	context_weak	yes	1
organizations_clustered	ORG-C02533	די פּראָפעסיאנעלע פֿאַריינען	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02536	וועלטלעכן פּועלי-ציון קאָנגרעס	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02538	אַרלאָזאָראָוו הענריעטאַ הערמעלין, נעהרן און פֿריינט צווייג ביים „פֿאַרבאַנד“	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02540	זשיטאָמירער זעלבסטשוץ-באָוועגונג	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02541	"יידישער טעריטאָריאָליסטישער געזעלשאַפּט (יט""א)"	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02542	פֿאָרד מאָטאָר קאָמפּאני	company	Business	Company on Tour	disagree	context		2
organizations_clustered	ORG-C02544	לאָקאל פֿון די אינדיפּענדענט לאָנדרי דרייווערס יוניאָן	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02545	טימסטערס אינטערנעשאָנאל יוניאָן	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02546	יונייטער דזשואיש אַפּיל	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	7
organizations_clustered	ORG-C02549	אַמעריקען סעיווינגס און לאון אסאָסיישאָן	company	Business	Company on Tour	disagree	context_weak	yes	2
organizations_clustered	ORG-C02550	סיטיזענס פאַמיליע פֿאַרזיכערונגס געזעלשאָפֿט	company	Business	Company on Tour	disagree	context_weak	yes	2
organizations_clustered	ORG-C02551	סטעיט באר אין מישיגען	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02552	פֿאַרייניקטן יידישן קאָמפּיין	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02553	הבונים	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02554	יידישער וועלפעיר פעדעראַציע	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02555	נאַציאָנאלער פֿונדאַציע פֿאַר יידישער קולטור	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C00819	אַמעריקאַנער יידישער קאָנגרעס	union	Society/ Union	Society/ Union	agree	context_weak	yes	1
organizations_clustered	ORG-C02559	נאַציאָנאל-פֿאַנד-קאָונסיל	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02560	יודישן קאָמיוניטי קאָונסיל	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02561	ציוניסטישן קאָונסיל	organization	Political bodies	OTHER - elaborate!	disagree	context		2
organizations_clustered	ORG-C02562	יווואָ	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02493	יידישן נאַציאָנאָל פאַנד	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C00966	הדסה	organization	Political bodies	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C00352	פּועלי-ציון	organization	Political bodies	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02566	דעטראָיטער צווייג פֿון ציקאָ	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02436	פעדעראַציע פֿון פּוילישע יידן	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	1
organizations_clustered	ORG-C02567	לאַנדסמאָנשאַפטן-אָרגאניזאַציע פֿון טשעכאַנאָוו	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02568	ניט געדאַגהט	group	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02569	פּיאָנערן פרויען אָרגאַניזאַציע	union	Society/ Union	Society/ Union	agree	context_weak	yes	4
organizations_clustered	ORG-C02557	ציוניסטישער אַרבעטער-באַוועגונג	union	Labour	Society/ Union	disagree	context		1
organizations_clustered	ORG-C02493	יידישן נאַציאָנאלפֿאַנד	union	Society/ Union	Society/ Union	agree	context_weak	yes	1
organizations_clustered	ORG-C02570	ישראַל-באָנד-אַקציע	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02577	יידיש-העברעישן קאָמיטעט ביים יידישן סענטער	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02578	שלום-עליכם לייען קרעז	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02579	ציוניסטישע יוגנט-אָרגאָניזאַציעס	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C01463	קליינעם בונד	union	Society/ Union	Society/ Union	agree	context_weak	yes	6
organizations_clustered	ORG-C02582	אינטערנעשאָנאל גארמענט טרעיד	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02583	פֿעדעראַציע פֿון דער יידיש-פּוילישער הילף-פעדעראַציע	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02584	דזשענעראל לינען	company	Business	Company on Tour	disagree	context_weak	yes	2
organizations_clustered	ORG-C02585	אַמפּאַל	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C02586	ישראל באָנדס	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	4
organizations_clustered	ORG-C02587	וויצאָ	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	3
organizations_clustered	ORG-C02588	קאָמיוניטי טשעסט	organization	Society/ Union	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02590	יודישער האָנדלס-קאמער	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02593	ליגע פֿאַרן אַרבעטנדיקן אַרץ ישראל	organization	Political bodies	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02594	למען החייל	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02596	צווייג 331 פֿון יידישן נאָציאָנאָלן אַרבעטער פּאַרבאַנד	union	Labour	Society/ Union	disagree	context		2
organizations_clustered	ORG-C02597	שלום-עליכם צווייג 305	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02598	כפר חבד	community	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02621	ביאַליסטאָקער ליטעראַטן-פאַריין	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02640	ליטעראַטן-פאַריין	union	Society/ Union	Society/ Union	agree	context_weak	yes	7
organizations_clustered	ORG-C02654	אַרטיסטן-קיך	organization	Society/ Union	OTHER - elaborate!	disagree	context		4
organizations_clustered	ORG-C02655	יודאָאיסטישער ביבליאָטעק	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02661	גאָלדפאַדען-פאַריין	association	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	1
organizations_clustered	ORG-C02687	ווילנער טעאַטער-געזעלשאַפט	organization	Society/ Union	OTHER - elaborate!	disagree	context		2
organizations_clustered	ORG-C02698	ציוניסטישער אָרגאַניזאַציע	organization	Political bodies	OTHER - elaborate!	disagree	context		3
organizations_clustered	ORG-C02701	יידישער דעמאָקראַטישער קהלה	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02702	יודענראַט	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	4
organizations_clustered	ORG-C02706	חיים סאַנדלערס 'שאַפּ'	company	Business	Company on Tour	disagree	context_weak	yes	2
organizations_clustered	ORG-C02735	קאָוונער 'מכבי'	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02739	י.ק. פּאָזנאַנסקי	company	Business	Company on Tour	disagree	context_weak	yes	2
organizations_clustered	ORG-C02752	יאַנאָווער לאַגער	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02753	יידישע אונטערערדישע קאַמפס-גרופּע	organization	Society/ Union	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02804	מעטאָל-וואַרשטאַטן	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02828	קינסטלער-שאָפּ	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02840	די פאַראייניקונג פֿון ליטעראַטן און קינסטלער	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02844	יידישע אונטערערדישע באַוועגונג	organization	Society/ Union	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02871	יידישן קינסטלער-פאַריין אין פּוילן	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02890	פאַרבאַנד פון פראַנצויזישע שרייבערס	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C00142	שאָפּ	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	1
organizations_clustered	ORG-C00246	קולטור-ליגע	institution	Religious institutions/organizations	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C02872	יידישער אַליינהילף	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	1
organizations_clustered	ORG-C02930	קאָנצענטראַציע-לאַגער פּאָניאַטאָוו	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02936	יידישער סאָציאַלער אַליינהילף	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	4
organizations_clustered	ORG-C02938	קונסט-געזעלשאַפֿט	society	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02944	יידישער סאַציאַליסטישער פּאַרטיי	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02947	ווילנער יידישער פֿאָליציי	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02961	יידישער קונסט-געזעלשאַפֿט	society	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02963	ראָזענבערג-שטאַב	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02965	פּ.פּ.וו. (פּלאַסטיקער פּלאַן ווילנע)	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02982	קאָשטשושקאָ-דיוויזיע	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02988	קולטור-אָפּטיילונג	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02993	האַנדלס-אָנגעשטעלטע	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02558	פּועלי-ציון פּאַרטיי	union	Society/ Union	Society/ Union	agree	context_weak	yes	1
organizations_clustered	ORG-C02995	אַליינהילף	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C02936	יידישער סאָציאַלער אַליינהילף	union	Society/ Union	Society/ Union	agree	context_weak	yes	3
organizations_clustered	ORG-C02842	טעבענסעס 'שאַפּ'	etc	OTHER - elaborate!		ra_blank	context_weak	yes	1
organizations_clustered	ORG-C03017	אָריענטאַליאַ	union	Society/ Union	Society/ Union	agree	context_weak	yes	3
organizations_clustered	ORG-C03023	האַנאָווער בונקער	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C01326	יידישער טעאַטער-געזעלשאַפט	organization	Society/ Union	OTHER - elaborate!	disagree	context		2
organizations_clustered	ORG-C03030	ראָטשילדס מושב זקנים	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C03038	נשרפים- סעקציע	organization	Labour	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C03039	'פאַרזאָרגונגס-שטעלע'	social_relief_org	OTHER - elaborate!		ra_blank	context_weak	yes	2
organizations_clustered	ORG-C03045	יידן-פֿאַרוואַלטונג	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C00099	צעירי יהודה	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	1
organizations_clustered	ORG-C02633	דייטשער סינאַגאָגע	other	Musical organization	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C03066	פלייש-רעזאָרט	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C03067	בעקעריי	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C02936	יידישער סאָציאַלער אַליינהילף	charity	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	1
organizations_clustered	ORG-C03075	קיך פֿון די לינקע פּועלי ציון אין דער לאדזשער געטאָ	organization	Political bodies	OTHER - elaborate!	disagree	context		2
organizations_clustered	ORG-C03078	אומלעגאַלן סטודענטן-פאַריין	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C03084	ווידערשטאַנד-אַרגאַניזאַציע	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C03088	ווילנער יידישער קונסטגעזעלשאַפט	society	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C03089	יידישן מוזיקאַלישן אינסטיטוט	institute	Musical organization	OTHER - elaborate!	disagree	context		2
organizations_clustered	ORG-C03092	עונג שבת	organization	Labour	OTHER - elaborate!	disagree	context		1
organizations_clustered	ORG-C03109	געטאָ-אַדמיניסטראַציע	organization	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C03110	יוגנט-קלוב	club	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C02661	גאָלדפאַדן-פאַריין אין סטאַניסלאַוואָוו	union	Society/ Union	Society/ Union	agree	context_weak	yes	1
organizations_clustered	ORG-C03129	ערשטע יידישע געזעלשאַפט צו פֿאַרשפּרייטן קונסט	society	OTHER - elaborate!	Society/ Union	disagree	context_weak	yes	2
organizations_clustered	ORG-C03143	יידישן ליטעראַטן-פאַריין	union	Society/ Union	Society/ Union	agree	context_weak	yes	3
organizations_clustered	ORG-C03145	יונג יידיש	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
organizations_clustered	ORG-C03150	יידישן היסטאָרישן אינסטיטוט	other	OTHER - elaborate!	OTHER - elaborate!	agree	context_weak	yes	2
organizations_clustered	ORG-C03162	פאַרבאַנד פון יידישע פלאַסטיקער	union	Society/ Union	Society/ Union	agree	context_weak	yes	2
