db_id	name	name_yiddish	n_clusters	n_sents	cluster_ids	text_source	tags	confidence	evidence	review_flags	source
888	פֿאַראייניקטע טרופּע	פֿאַראייניקטע טרופּע	1	20	ORG-C01898	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
889	יידישער טרופּע א'א פֿון לייזער בערנשטיין און זשיטקאָווסקי	יידישער טרופּע א'א פֿון לייזער בערנשטיין און זשיטקאָווסקי	1	2	ORG-C02911	linked	Ad Hoc Company | Cooperative Company	medium	Ad Hoc Company ⟵ joined names «בערנשטיין און זשיטקאָווסקי» [text-low] ; Cooperative Company ⟵ «קאָאָפּעראַטיוו» [text]		Claude-draft
890	טרופּע קאָמפּאַניעעץ-פישזאָן	טרופּע קאָמפּאַניעעץ-פישזאָן	2	3	ORG-C03069 | ORG-C06326	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ניעעץ-פישזא» [text-low] ; Star Company ⟵ known star: Fishzon [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
891	זלמן זילבערצווייגס האַלב-פּראָפעסיאנעלע טרופּע	זלמן זילבערצווייגס האַלב-פּראָפעסיאנעלע טרופּע	2	4	ORG-C01315 | ORG-C02975	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
892	סעגאַלעסקאָ-גאָלדענבערג	סעגאַלעסקאָ-גאָלדענבערג	2	3	ORG-C03005 | ORG-C06797	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
893	עדוואַרד מאָרגולעסעס טרופּע	עדוואַרד מאָרגולעסעס טרופּע	2	3	ORG-C03016 | ORG-C05026	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
894	דאָראַ ווייסמאַן און אנשל שאָר	דאָראַ ווייסמאַן און אנשל שאָר	1	1	ORG-C00680	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ווייסמאַן און אנשל» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
895	פישזאָן גענפער	פישזאָן גענפער	1	1	ORG-C00136	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Fishzon [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
896	טרופּע פֿון צוקערבערג	טרופּע פֿון צוקערבערג	2	2	ORG-C00189 | ORG-C03157	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
897	ציפקוס און ליפּאָווסקי	ציפקוס און ליפּאָווסקי	1	1	ORG-C00731	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ציפקוס און ליפּאָווסקי» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
898	פיקאָן און זילבערט	פיקאָן און זילבערט	1	1	ORG-C00737	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פיקאָן און זילבערט» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
899	פֿינקעלשטיינען	פֿינקעלשטיינען	4	5	ORG-C00801 | ORG-C00100 | ORG-C05043 | ORG-C07097	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
900	שוואַרץ און ראָזענפעלד	שוואַרץ און ראָזענפעלד	1	1	ORG-C01073	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «שוואַרץ און ראָזענפעלד» [text-low] ; Star Company ⟵ known star: Schwartz [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
901	זיגמונט לעוויןס יידישער טרופּע	זיגמונט לעוויןס יידישער טרופּע	1	1	ORG-C06656	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
902	טרופּע פֿון דינה קעניג	טרופּע פֿון דינה קעניג	1	1	ORG-C04361	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
903	טרופּע פֿון מאָריס זייגלער	טרופּע פֿון מאָריס זייגלער	1	2	ORG-C05453	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
904	טרופּע פֿון בעני אַדלער	טרופּע פֿון בעני אַדלער	1	1	ORG-C00229	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Adler [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
907	טרופּע פֿון יעקב רעכצייט	טרופּע פֿון יעקב רעכצייט	1	1	ORG-C00230	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
908	משה סקולניקס טרופּע	משה סקולניקס טרופּע	1	1	ORG-C01391	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
909	Hyman (Chaim Natan) Jacobowitz Itinerant Troupe	יאקובאָוויטשעס וואָנדער-טרופּע	2	2	ORG-C00799 | ORG-C06176	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
910	טרופּע זשאָרזש אוּן בּעקער	טרופּע זשאָרזש אוּן בּעקער	2	2	ORG-C04222 | ORG-C03393	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
911	טרופּע קאַמינסקי, הערמאַן בערמאַן און טרילינג	טרופּע קאַמינסקי, הערמאַן בערמאַן און טרילינג	2	2	ORG-C04295 | ORG-C02725	linked	Ad Hoc Company | Family Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «בערמאַן און טרילינג» [text-low] ; Family Company ⟵ known family: Kaminski [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
912	טרופּע פֿון דער גאַסטראָלירנדיקער רעגינע צוקער	טרופּע פֿון דער גאַסטראָלירנדיקער רעגינע צוקער	1	1	ORG-C03369	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «בערלין») — needs Ruthie	Claude-draft
920	ספּיוואָקאָווסקי און שאַראַוונער	ספּיוואָקאָווסקי און שאַראַוונער	1	1	ORG-C05492	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ספּיוואָקאָווסקי און שאַראַוונער» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
921	הורוויץ גרינבערגס טרופּע	הורוויץגרינבערגס טרופּע	1	1	ORG-C06021	linked	Operetta / Opera Company | Impresario Company	medium	Operetta / Opera Company ⟵ operetta director: Hurwitz [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
922	קאמינסקי-ראָפּעל	קאמינסקי-ראָפּעל	1	1	ORG-C05736	linked	Family Company | Impresario Company	medium	Family Company ⟵ known family: Kaminski [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
923	שוואַרצבאַרד-וויינבערג	שוואַרצבאַרד-וויינבערג	1	2	ORG-C03151	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
924	ראָפּעל און עפּעלבערנס טרופּע	ראָפּעל און עפּעלבערנס טרופּע	1	1	ORG-C05969	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ראָפּעל און עפּעלבערנס» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
925	טרופּע פֿון טאַנצמאָן-ספּיוואָקאָווסקי	טרופּע פֿון טאַנצמאָן-ספּיוואָקאָווסקי	1	1	ORG-C04765	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
926	טרופּע פֿון לעאָן גאָלובאָק און וואָלפֿזאָן	טרופּע פֿון לעאָן גאָלובאָק און וואָלפֿזאָן	1	1	ORG-C04519	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «גאָלובאָק און וואָלפֿזאָן» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
927	טרופּע פֿון גוזיק און צוקער	טרופּע פֿון גוזיק און צוקער	1	1	ORG-C01236	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «גוזיק און צוקער» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
928	טרופּע פֿון סעגאָלעסקאָ-גראָדנער	טרופּע פֿון סעגאָלעסקאָ-גראָדנער	1	1	ORG-C06193	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
929	בעטי קעניגס טרופּע	בעטי קעניגס טרופּע	2	2	ORG-C02675 | ORG-C01746	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
930	טרופּע פֿינקעלשטיין און יאָוועליר	טרופּע פֿינקעלשטיין און יאָוועליר	1	1	ORG-C06670	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פֿינקעלשטיין און יאָוועליר» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
931	ראָזענבערג און נפתלי גאָלדפֿאַדעןס וואָנדערטרופּע	ראָזענבערג און נפתלי גאָלדפֿאַדעןס וואָנדערטרופּע	2	2	ORG-C06702 | ORG-C06870	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ראָזענבערג און נפתלי» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
932	גלות טעאַטער	גלותטעאַטער	1	1	ORG-C06033	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
937	טרופּע פֿון אַברהם פישזאָן און זון	טרופּע פֿון אַברהם פישזאָן און זון	1	1	ORG-C00445	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «פישזאָן און זון» [text-low] ; Star Company ⟵ known star: Fishzon [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
938	טרופּע א'א פון לובאַרסקי	טרופּע א'א פון לובאַרסקי	1	1	ORG-C02818	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
956	אַבראַמאָווס טרופּע	אַבראַמאָווס טרופּע	1	1	ORG-C07167	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
957	דער גרופּע פֿון משה קאָפּ	דער גרופּע פֿון משה קאָפּ	1	1	ORG-C03960	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
958	טרופּע איוואָנאָווסקי	טרופּע איוואָנאָווסקי	1	1	ORG-C05634	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
959	בערנאַרד עלווינגס טרופּע	בערנאַרד עלווינגס טרופּע	2	2	ORG-C06952 | ORG-C06834	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
960	לאָלאַ פאָלמאַנס טרופּע	לאָלאַ פאָלמאַנס טרופּע	1	1	ORG-C03264	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
961	עמיל פּרידעסעס טרופּע	עמיל פּרידעסעס טרופּע	2	3	ORG-C03910 | ORG-C03342	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
962	טרופּע פֿון קאַנער-סעגאַלעסקו	טרופּע פֿון קאַנער-סעגאַלעסקו	1	1	ORG-C07085	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «נער-סעגא» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
963	טרופּע פון זיידערמאַן-קוטנער	טרופּע פון זיידערמאַן-קוטנער	1	1	ORG-C03649	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
964	ס. דיקשטיין טרופע	ס. דיקשטיין טרופע	2	2	ORG-C01052 | ORG-C02479	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
965	יוסף דזשייקאָבסאָנס טרופּע	יוסף דזשייקאָבסאָנס טרופּע	2	2	ORG-C06307 | ORG-C01108	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
966	ריינהאָרדס טרופּע	פי ריינהאָרדס טרופּע	1	1	ORG-C05330	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
968	טרופּעס פֿון קרויזע-גורעוויטש	טרופּעס פֿון קרויזע-גורעוויטש	1	1	ORG-C05301	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קרויזע-גורעוויטש» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
969	טרופּע פֿון פּנחס טאָמאָשעווסקי	טרופּע פֿון פּנחס טאָמאָשעווסקי	2	2	ORG-C06474 | ORG-C06362	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
970	זיבעל און שילינג	זיבעל און שילינג	1	1	ORG-C04829	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «זיבעל און שילינג» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
971	טרופּע  פון מאָרק אַרענשטיין	"טרופּע א""ר פון מאָרק אַרענשטיין"	2	2	ORG-C06411 | ORG-C04551	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
972	מאָריס מאָריסאָנס דראַמאַטיק קלוב	מאָריס מאָריסאָנס דראַמאַטיק קלוב	1	1	ORG-C07062	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
973	שעכטער און לאַסקי	שעכטער און לאַסקי	1	1	ORG-C06974	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «שעכטער און לאַסקי» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
974	זילבערצווייגס טרופּע	זילבערצווייגס טרופּע	1	2	ORG-C05494	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
975	טרופּע פון ירמיהו אַדלער און מישאַ שיין	טרופּע פון ירמיהו אַדלער און מישאַ שיין	1	1	ORG-C02716	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «אַדלער און מישאַ» [text-low] ; Star Company ⟵ known star: Adler [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
976	זיגמונט טורקאָווס טרופּע	זיגמונט טורקאָווס טרופּע	1	1	ORG-C02677	linked	Family Company | Star Company | Impresario Company	medium	Family Company ⟵ known family: Turkow [knowledge] ; Star Company ⟵ known star: Turkow [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
977	גאָלדענבערג און יאָוועליר	גאָלדענבערג און יאָוועליר	1	1	ORG-C02314	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «גאָלדענבערג און יאָוועליר» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
978	טרופּע פֿון דוד פֿאַכלער	טרופּע פֿון דוד פֿאַכלער	2	2	ORG-C00223 | ORG-C03540	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
979	רובינשטיין	רובינשטיין	1	1	ORG-C05973	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
980	ליברעסקאָ-בערגער	ליברעסקאָבערגער	2	2	ORG-C05531 | ORG-C05913	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
981	שטומאַכערס טרופּע	שטומאַכערס טרופּע	1	2	ORG-C04714	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
982	טרופּע פֿון זשעלאַזאָ	טרופּע פֿון זשעלאַזאָ	2	2	ORG-C05619 | ORG-C05749	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
983	טרופּע פֿון י. ווייסהאָף	טרופּע פֿון י. ווייסהאָף	1	1	ORG-C00586	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
984	אַדלער-ליפּאָווסקי	אַדלער ליפּאָווסקי	3	4	ORG-C04442 | ORG-C04120 | ORG-C04407	linked	Ad Hoc Company | Star Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «דלער-ליפ» [text-low] ; Star Company ⟵ known star: Adler [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
985	כאָר ביי אַברהם פישזאָן	כאָר ביי אַברהם פישזאָן	2	2	ORG-C00491 | ORG-C03124	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Fishzon [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
986	"(יידישער טרופּע א""א פֿון ליצענקאַ און שייקעוויטש (שמ""ר"	"יידישער טרופּע א""א פֿון ליצענקאַ און שייקעוויטש-שמ""ר"	1	1	ORG-C01075	linked	Ad Hoc Company | Operetta / Opera Company | Institutional Company	medium	"Ad Hoc Company ⟵ joined names «ליצענקאַ און שייקעוויטש» [text-low] ; Operetta / Opera Company ⟵ operetta director: Shomer [knowledge] ; Institutional Company ⟵ «(יידישער טרופּע א""א פֿון ליצענקאַ און שייקעוויטש (שמ""ר» [text]"		Claude-draft
987	קאָפּעלמאַנען	קאָפּעלמאַנען	1	2	ORG-C03899	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
988	קאָלעקטיוו מיטן גאַסטראָלירנדיקן יוליוס אַדלער	קאָלעקטיוו מיטן גאַסטראָלירנדיקן יוליוס אַדלער	1	1	ORG-C00648	linked	Cooperative Company | Star Company	medium	Cooperative Company ⟵ «קאָלעקטיוו» [text] ; Star Company ⟵ known star: Adler [knowledge]		Claude-draft
989	שלמה קוטנערס וואַנדער-טרופּע	שלמה קוטנערס וואַנדער-טרופּע	2	3	ORG-C02980 | ORG-C05448	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
990	יידישער טרופּע פֿון דזשעני קייזער	יידישער טרופּע פֿון דזשעני קייזער	2	2	ORG-C01209 | ORG-C04279	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
991	"טרופּע א""ל פֿון מאָריס בראַון און מאָריס געלבער"	"טרופּע א""ל פֿון מאָריס בראַון און מאָריס געלבער"	1	1	ORG-C01385	linked	Ad Hoc Company | Institutional Company	medium	"Ad Hoc Company ⟵ joined names «בראַון און מאָריס» [text-low] ; Institutional Company ⟵ «טרופּע א""ל פֿון מאָריס בראַון און מאָריס געלבער» [text]"		Claude-draft
992	טרופּע אונטער דער דירעקציע פֿון טרייטלער און ראָזענבלום	טרופּע אונטער דער דירעקציע פֿון טרייטלער און ראָזענבלום	1	1	ORG-C01964	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «טרייטלער און ראָזענבלום» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
993	דראַמאַטישער טרופּע פֿון ל. סאָקאָלאָוו	דראַמאַטישער טרופּע פֿון ל. סאָקאָלאָוו	4	6	ORG-C05070 | ORG-C02885 | ORG-C04550 | ORG-C06852	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
994	נעלי קעסמאַנ'ס און ש. שטיינבערג'ס טרופּע	נעלי קעסמאַנ'ס און ש. שטיינבערג'ס טרופּע	1	1	ORG-C00652	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «קעסמאַנ'ס און ש.» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
995	וועלוול באַרזשערס חברותא	וועלוול באַרזשערס חברותא	1	1	ORG-C02013	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
996	יעקב בערלין	יעקב בערלין	1	1	ORG-C00651	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «בערלין») — needs Ruthie	Claude-draft
998	ליבערט-זאָסלאָווסקיס טרופּע	ליבערט-זאָסלאָווסקיס טרופּע	2	2	ORG-C05501 | ORG-C04497	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Zaslavsky [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
999	טרופּע ביי קאַנעווסקין	טרופּע ביי קאַנעווסקין	1	1	ORG-C07135	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1000	שוואַרץ'ס יידישער טרופּע	שוואַרץ'ס יידישער טרופּע	3	3	ORG-C06553 | ORG-C03600 | ORG-C06019	linked	Star Company | Impresario Company	medium	Star Company ⟵ known star: Schwartz [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
1001	גראָדנער טרופּע פֿון אַזאַרך	גראָדנער טרופּע פֿון אַזאַרך	1	1	ORG-C03354	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1002	פּראָווינץ-טרופּע פֿון שיינפעלד	פּראָווינץ-טרופּע פֿון שיינפעלד	1	1	ORG-C05932	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1003	גערמאָנען	גערמאָנען	5	5	ORG-C06352 | ORG-C01121 | ORG-C01722 | ORG-C03237 | ORG-C06167	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1004	טרופּע פֿון לואיס קרעמער	טרופּע פֿון לואיס קרעמער	1	1	ORG-C02480	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1005	טרופּע פֿון ניומאָן-פינקל	טרופּע פֿון ניומאָן-פינקל	1	1	ORG-C05759	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1006	טרופּע קאָניעווסקי-ברייטמאָן	טרופּע קאָניעווסקי-ברייטמאָן	6	6	ORG-C04430 | ORG-C01748 | ORG-C03209 | ORG-C04360 | ORG-C04922 | ORG-C05050	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «ניעווסקי-ברייטמא» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1007	הורוויץ-חיימאָוויטשעס טרופּע	הורוויץ-חיימאָוויטשעס טרופּע	1	1	ORG-C06518	linked	Ad Hoc Company | Operetta / Opera Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «הורוויץ-חיימא» [text-low] ; Operetta / Opera Company ⟵ operetta director: Hurwitz [knowledge] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1008	קאָמיסאָר זשעווסקאָיאָס טרופּע	קאָמיסאָרזשעווסקאָיאָס טרופּע	1	1	ORG-C05582	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1009	טרופּע קאַדיש-נחמה	טרופּע קאַדיש-נחמה	1	1	ORG-C05072	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «דיש-נחמה» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1010	כאַש-טרופּע	כאַש-טרופּע	1	1	ORG-C02950	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1011	גאָלדענבערג	גאָלדענבערג	4	5	ORG-C00735 | ORG-C04933 | ORG-C05134 | ORG-C06002	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1012	פֿאַמיליע שיינגאָלד	פֿאַמיליע שיינגאָלד	1	1	ORG-C04199	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1013	טרופּע ספּעקטאָראָוו	טרופּע צוזאַמען מיט ספּעקטאָראָוו	1	1	ORG-C01592	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1014	טרופּע שטראָמער, ראַבינאָוויטש, ווייץ, שטיין	טרופּע שטראָמער, ראַבינאָוויטש, ווייץ, שטיין	1	1	ORG-C00872	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1015	צמחס העברעאישער טרופּע	צמחס העברעאישער טרופּע	1	2	ORG-C06315	linked	Zionist Company | Impresario Company	medium	Zionist Company ⟵ «העברעא» [low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]	maybe German-Jewish? (tours «ווין») — needs Ruthie	Claude-draft
1016	דירעקטאָר אַשכנזי	דירעקטאָר אַשכנזי	5	15	ORG-C01674 | ORG-C00736 | ORG-C02998 | ORG-C05953 | ORG-C06136	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1017	טרופּעס פֿון טאַנצמאַן און סוכמאַן	טרופּעס פֿון טאַנצמאַן און סוכמאַן	1	1	ORG-C01164	linked	Ad Hoc Company | Impresario Company	medium	Ad Hoc Company ⟵ joined names «טאַנצמאַן און סוכמאַן» [text-low] ; Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1018	משה ריכטערס וואַנדער-טרופּע	משה ריכטערס וואַנדער-טרופּע	2	2	ORG-C02608 | ORG-C05403	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1019	טרופּע קאָמפּאַנעעץ-ראָפּעל	טרופּע קאָמפּאַנעעץ-ראָפּעל	1	1	ORG-C05968	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1020	טרופּע מעערסאָן-עפּשטיין	טרופּע מעערסאָן-עפּשטיין	1	1	ORG-C05867	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1029	פֿאַמיליע נאַטאַן	פֿאַמיליע נאַטאַן	1	1	ORG-C03115	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1030	טרופּע פֿון זאָלאָטניצקי	טרופּע פֿון זאָלאָטניצקי	1	1	ORG-C03120	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
1031	רוסישער טרופּע פֿון גאָרסקי	רוסישער טרופּע פֿון גאָרסקי	1	1	ORG-C00688	linked	Impresario Company	low (base only)	Impresario Company ⟵ base: eponymous manager-led troupe [base]		Claude-draft
