cluster_id	canonical_yiddish	org_type	sampling_stratum	top_candidate_db_id	top_candidate_score	n_candidates	draft_decision	draft_aligned_db_id	confidence	rationale	drafted_at	model	raw_response
ORG-C01624	הומאָר-פעסטיוואָלן	Theatre	no_candidates			0	GENERIC		high	The name translates to 'Humor Festivals', which is a generic plural term for events rather than a specific organization.	2026-05-17T14:21:18+00:00	gemini-3-flash-preview	
ORG-C01625	אַמעריקאַנער בינע	Theatre	no_candidates			0	DISCUSS		high	No candidates found for this specific entity; name is specific but lacks geographical context in the cluster.	2026-05-17T14:21:19+00:00	gemini-3-flash-preview	
ORG-C01626	קאָליסעום	Theatre	low_score	516	0.625	1	NEW		high	Specific venue name (Coliseum) in Lodz; candidate 'Elyseum' is phonetically similar but a distinct historical theatre.	2026-05-17T14:21:20+00:00	gemini-3-flash-preview	
ORG-C01627	פלאָראַ	Theatre	no_candidates			0	NEW		high	Specific theatre venue in Lodz (Flora) not found in DB; no candidates provided.	2026-05-17T14:21:21+00:00	gemini-3-flash-preview	
ORG-C01630	גלימער	Traveling Company	no_candidates			0	NEW		high	Specific traveling troupe (Glimer) in Stanislavov; no candidates found in DB.	2026-05-17T14:21:23+00:00	gemini-3-flash-preview	
ORG-C01631	יידיש קאַבאַריי	Theatre	no_candidates			0	NEW		high	Specific entity (Yiddish Cabaret) in Frankfurt am Main; no candidates found in DB.	2026-05-17T14:21:24+00:00	gemini-3-flash-preview	
ORG-C01632	יידישער טרופּע פֿון פאַריז	Traveling Company	no_candidates			0	NEW		high	Specific organization name (Yiddish Troupe of Paris) not found in DB; no candidates returned.	2026-05-17T14:21:25+00:00	gemini-3-flash-preview	
ORG-C01633	לאדזשער „פלאַראָטעאַטער	Theatre	low_score	604	0.737	1	NEW		high	Specific entity (Flora Theater in Lodz) not present in DB; candidate is a different theater (Scala) in the same city.	2026-05-17T14:21:26+00:00	gemini-3-flash-preview	
ORG-C01635	קליידער-געשעפט פֿון הער הענדלער	Theatre	no_candidates			0	GENERIC		high	Name refers to a clothing store ('קליידער-געשעפט'), not a theatre organization, likely a venue or mention of a business.	2026-05-17T14:21:28+00:00	gemini-3-flash-preview	
ORG-C01636	דזשעפערסאָן טעאַטער	Theatre	low_score	622	0.625	1	NEW		high	Specific theater name (Jefferson Theater) in Chicago with no plausible matches in the current database.	2026-05-17T14:21:30+00:00	gemini-3-flash-preview	
ORG-C01637	העברעישן פֿאַריין	Theatre-related Society/ Union	no_candidates			0	GENERIC		high	The name translates to 'Hebrew Association', a generic term for a society rather than a specific unique entity name.	2026-05-17T14:21:31+00:00	gemini-3-flash-preview	
ORG-C01638	"ס""ס"	Jewish political bodies	no_candidates			0	NEW		high	Specific acronym for the Zionist-Socialist Workers Party (S.S.), a known political entity in Poland/Baranovitch; no DB candidates.	2026-05-17T14:21:32+00:00	gemini-3-flash-preview	
ORG-C01639	די אידישע שטימע	Journals/ Newspapers	low_score	223	0.600	1	NEW		high	Specific newspaper title 'Di idishe shtime' in LA not in DB; candidate 223 is 'Di idishe tsaytung'.	2026-05-17T14:21:34+00:00	gemini-3-flash-preview	
ORG-C01641	פּוילישן אָפּערעטן-טעאַטער	Theatre	low_score	608	0.727	1	NEW		high	Distinct from candidate 608 (Operetta vs Folks-theater); no exact match in DB for this specific Polish Operetta Theatre.	2026-05-17T14:21:35+00:00	gemini-3-flash-preview	
ORG-C01642	אָדעסקיאַ נאָוואָסטי	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title (Odesskiya Novosti) with consistent location (Odessa) and type, but no candidates in DB.	2026-05-17T14:21:36+00:00	gemini-3-flash-preview	
ORG-C01643	בירזשעוויאַ וויעדאָמאָסטי	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title (Birzhevye Vedomosti) not found in DB; no candidates provided.	2026-05-17T14:21:37+00:00	gemini-3-flash-preview	
ORG-C01644	סאָלנצע ראָסיאַ	Journals/ Newspapers	no_candidates			0	NEW		high	Specific Russian-titled publication (Solntse Rossiya) not found in current DB; no candidates provided.	2026-05-17T14:21:38+00:00	gemini-3-flash-preview	
ORG-C01645	שלום-עליכם-אינסטיטוט	Heritage Institution	no_candidates			0	NEW		high	Specific heritage institution with consistent name and locations (NY, Detroit) not found in current database candidates.	2026-05-17T14:21:39+00:00	gemini-3-flash-preview	
ORG-C01646	מיליטער	Military	no_candidates			0	GENERIC		high	The term 'מיליטער' (military) is a generic noun, not a specific organization name.	2026-05-17T14:21:40+00:00	gemini-3-flash-preview	
ORG-C01647	דעטשע פֿאָלקס-שול	Education	no_candidates			0	NEW		high	Specific educational institution in Novoselytsia (נאָוואָסעליץ) with no existing DB candidates.	2026-05-17T14:21:42+00:00	gemini-3-flash-preview	
ORG-C01648	עסטרייך אונגאַרישער אַרמיי	Military	no_candidates			0	NEW		high	Specific historical military entity (Austro-Hungarian Army) not present in DB; name is clear and consistent.	2026-05-17T14:21:43+00:00	gemini-3-flash-preview	
ORG-C01649	ליטעראַטור-פאַרלאַג	Publisher	no_candidates			0	NEW		high	Specific publisher name and location (Bucharest, Romania) provided, but no candidates exist in the database.	2026-05-17T14:21:44+00:00	gemini-3-flash-preview	
ORG-C01650	אַקסעלראָדס טשערנאָוויצער יידישן טעאַטער	Theatre	no_candidates			0	NEW		high	Specific theatre name with settlement (Chernivtsi) and director (Axelrad) not found in DB; no candidates provided.	2026-05-17T14:21:45+00:00	gemini-3-flash-preview	
ORG-C01651	דער גראַגער	Journals/ Newspapers	low_score	216	0.600	1	NEW		high	Specific newspaper title 'Der Grager' not found in DB; candidate 'Der Tog' is a different publication.	2026-05-17T14:21:46+00:00	gemini-3-flash-preview	
ORG-C01652	אָנהייב-שול	Education	no_candidates			0	GENERIC		high	The name translates to 'beginning school' or 'primary school', which is a generic educational term rather than a specific organization.	2026-05-17T14:21:47+00:00	gemini-3-flash-preview	
ORG-C01653	רעגירונגסאַנשטאַלט	Non-Jewish political bodies	no_candidates			0	GENERIC		high	The term translates to 'government institution', which is a generic descriptor rather than a specific organization name.	2026-05-17T14:21:48+00:00	gemini-3-flash-preview	
ORG-C01654	פּראָפעסיאנעלן טעאַטער פֿון יעקבבער גימפּעל	Theatre	no_candidates			0	NEW		high	Specific professional theatre named after Jacob Gimpel; no candidates found in DB.	2026-05-17T14:21:49+00:00	gemini-3-flash-preview	
ORG-C01656	"טעאַטער ""עליזעום"""	Theatre	low_score	580	0.625	1	NEW		high	The Elysium Theatre in Warsaw is a well-known historical entity not present in the database; the only candidate is a phonetic mismatch.	2026-05-17T14:21:50+00:00	gemini-3-flash-preview	
ORG-C01657	פירמע מאַכלייד	Business	no_candidates			0	NEW		high	Specific business entity (Firm Macleod) with no candidates in the database; likely a local service provider or vendor.	2026-05-17T14:21:51+00:00	gemini-3-flash-preview	
ORG-C01658	קינאָ-הויז 'פּאַלאַס'	Theatre	no_candidates			0	NEW		high	Specific cinema/theatre in Warsaw not found in DB; no candidates provided.	2026-05-17T14:21:52+00:00	gemini-3-flash-preview	
ORG-C01659	דאָס וואָרט	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title 'Dos Vort' not found in DB; no candidates provided.	2026-05-17T14:21:53+00:00	gemini-3-flash-preview	
ORG-C01660	סאָכאַטשאָווער ישיבה	Education	no_candidates			0	NEW		high	Specific educational institution (Sochaczew Yeshiva) in Poland; no candidates found in DB.	2026-05-17T14:21:54+00:00	gemini-3-flash-preview	
ORG-C01661	פֿאַרלאָג פּנחס גראובאַרד	Publisher	no_candidates			0	NEW		high	Specific publisher name with location (Warsaw) and no existing DB candidates; likely a valid new entity.	2026-05-17T14:21:55+00:00	gemini-3-flash-preview	
ORG-C01663	פֿאַרלאָג „לעצטע נייעס“	Publisher	no_candidates			0	NEW		high	Specific publisher associated with the Letzte Nayes newspaper in Tel Aviv; no candidates found in DB.	2026-05-17T14:21:58+00:00	gemini-3-flash-preview	
ORG-C01664	גרופּע יונגע	Theatre-related Society/ Union	no_candidates			0	DISCUSS		high	No candidates found; name refers to a specific group (likely Di Yunge) but needs verification as a formal organization.	2026-05-17T14:21:59+00:00	gemini-3-flash-preview	
ORG-C01665	אינזל	Journals/ Newspapers	no_candidates			0	NEW		high	Specific literary journal name (Inzl) with no DB candidates; likely a new entry for the publisher/journal category.	2026-05-17T14:22:00+00:00	gemini-3-flash-preview	
ORG-C01667	בראָדווע	Theatre	no_candidates			0	GENERIC		high	Refers to the Broadway theater district/street in New York, not a specific organization.	2026-05-17T14:22:03+00:00	gemini-3-flash-preview	
ORG-C01668	יידישער טרופּע א'ד פון קלמן יאָוועליר	Traveling Company	no_candidates			0	NEW		high	Specific troupe named after Kalman Juvelier in Tarnow; no candidates found in DB.	2026-05-17T14:22:04+00:00	gemini-3-flash-preview	
ORG-C01669	טרופּע א'ד פון אַדאָלף סעגאַל	Traveling Company	no_candidates			0	NEW		high	Specific troupe name with director (Adolf Segal) and location (Romania) not found in DB; no candidates provided.	2026-05-17T14:22:05+00:00	gemini-3-flash-preview	
ORG-C01670	כאָר צו סעגאָלעסקאָן	Musical organization	no_candidates			0	NEW		high	Specific choir associated with Segalesco in Bucharest; no candidates found in DB.	2026-05-17T14:22:06+00:00	gemini-3-flash-preview	
ORG-C01671	ספּיוואַקאָווסקי	Traveling Company	no_candidates			0	NEW		high	Specific traveling troupe named after Spivakovsky with consistent settlements (Minsk, Petersburg); no candidates exist in the database.	2026-05-17T14:22:07+00:00	gemini-3-flash-preview	
ORG-C01673	טרופּע פֿון אַדאָלף סעגאָל	Traveling Company	no_candidates			0	NEW		high	Specific traveling company named after Adolf Segol; no candidates found in DB, but name is distinct and consistent.	2026-05-17T14:22:09+00:00	gemini-3-flash-preview	
ORG-C01674	דירעקטאָר אַשכנזי	Traveling Company	no_candidates			0	GENERIC		high	Name refers to an individual director (Director Ashkenazi) rather than a specific organization or company name.	2026-05-17T14:22:10+00:00	gemini-3-flash-preview	
ORG-C01675	דירעקציע פֿון מאָטיע לייבאָוויטש	Traveling Company	no_candidates			0	NEW		high	Specific troupe management name with settlement (Iasi) and country (Romania) provided; no candidates found in DB.	2026-05-17T14:22:11+00:00	gemini-3-flash-preview	
ORG-C01676	אַשכנזי און לאַרעסקאָ	Traveling Company	no_candidates			0	NEW		high	Specific troupe name (Ashkenazi and Laresco) in Russia with no DB candidates; likely a unique traveling company.	2026-05-17T14:22:12+00:00	gemini-3-flash-preview	
ORG-C01677	סאָוויעטישן אַרבעטער-טעאַטער	Theatre	low_score	480 	0.750	2	NEW		medium	Specific Soviet worker theatre in Khmelnyk; candidates are either generic Soviet state theatres or located in Baku.	2026-05-17T14:22:14+00:00	gemini-3-flash-preview	
ORG-C01678	"„מאָנהעטן לייסעום""-טעאַטער"	Theatre	no_candidates			0	NEW		high	Specific venue name (Manhattan Lyceum) not found in DB; no candidates provided.	2026-05-17T14:22:15+00:00	gemini-3-flash-preview	
ORG-C01679	דריטן סטריט טעאַטער	Theatre	low_score	513	0.684	1	NEW		high	Specific NYC theater name (3rd Street Theatre) not present in DB; candidate is a different street (49th Street).	2026-05-17T14:22:16+00:00	gemini-3-flash-preview	
ORG-C01680	"„מאָונט מאָריס""-טעאַטער"	Theatre	low_score	616	0.600	1	ALIGN	616	medium	Phonetic match for Mount Morris Theatre; DB entry 'Morris Theatre' is a likely shorthand or partial name for the same entity.	2026-05-17T14:22:17+00:00	gemini-3-flash-preview	
ORG-C01681	לענינגראָדער טעאַטראַלער אינסטיטוט	Education	no_candidates			0	NEW		high	Specific educational institution (Leningrad Theatre Institute) in Tomsk during evacuation; no candidates exist in the database.	2026-05-17T14:22:18+00:00	gemini-3-flash-preview	
ORG-C01682	יידישע מלוכה-טעאַטער א'א פון אידא קאַמינסקאַ	Theatre	low_score	599 	0.685	3	ALIGN	599	high	Matches DB 599; 'א'א' likely refers to 'אויפֿן נאָמען' and Ida Kaminska led the theatre named for her mother Esther-Rachel.	2026-05-17T14:22:19+00:00	gemini-3-flash-preview	
ORG-C01683	גראָדנער יידישע טעאַטער-געזעלשאַפט	Theatre	low_score	446 	0.645	2	NEW		high	Specific regional organization (Grodno) not found in candidates; existing candidates refer to Chicago or generic societies.	2026-05-17T14:22:21+00:00	gemini-3-flash-preview	
ORG-C01684	האַנטווערקער-קאָאָפּעראַטיוו	Labour (factory/workshop)	no_candidates			0	GENERIC		high	The name translates to 'Artisans Cooperative', a generic term for a type of organization rather than a specific entity name.	2026-05-17T14:22:22+00:00	gemini-3-flash-preview	
ORG-C01685	שטאָט-ראַט	Non-Jewish political bodies	no_candidates			0	GENERIC		high	The term means 'City Council' and refers to municipal bodies in Grodno and Lodz, not a specific organization.	2026-05-17T14:22:23+00:00	gemini-3-flash-preview	
ORG-C01686	יאָנג דראַמאַטיק קלאָב	Theatre	no_candidates			0	NEW		high	Specific organization name (Young Dramatic Club) not found in DB; no candidates returned.	2026-05-17T14:22:24+00:00	gemini-3-flash-preview	
ORG-C01687	וואַלעראַלער האָל	Theatre	no_candidates			0	NEW		high	Specific venue name (Valeraller Hall) on Orchard Street; no candidates found in DB.	2026-05-17T14:22:25+00:00	gemini-3-flash-preview	
ORG-C01688	טשילדערן דזשעקעט מעיקערס יוניאָן	Trade Union / Professional Association	no_candidates			0	NEW		high	Specific trade union (Children's Jacket Makers Union) in NYC/Brownsville; no candidates found in DB.	2026-05-17T14:22:26+00:00	gemini-3-flash-preview	
ORG-C01689	טאַליאַ מוזיק-האָל	Theatre	no_candidates			0	NEW		high	Specific name and location (Thalia Music Hall, NYC) not found in DB; cluster is consistent across variants.	2026-05-17T14:22:27+00:00	gemini-3-flash-preview	
ORG-C01690	ספּיוואַקס וואָדעוויל-הויז	Theatre	no_candidates			0	NEW		high	Specific theatre name (Spivak's Vaudeville House) not present in DB; no candidates found.	2026-05-17T14:22:28+00:00	gemini-3-flash-preview	
ORG-C01691	אָריענטאָל מוזיק-האָל	Theatre	no_candidates			0	NEW		high	Specific venue name (Oriental Music Hall) with no candidates in DB; likely a distinct historical theatre.	2026-05-17T14:22:29+00:00	gemini-3-flash-preview	
ORG-C01692	פּיפּלס מוזיק-האָל	Theatre	no_candidates			0	NEW		high	Specific venue (People's Music Hall) in NYC Bowery with consistent variants; no candidates found in DB.	2026-05-17T14:22:31+00:00	gemini-3-flash-preview	
ORG-C01693	קלינטאָן סטריט רוף-גאַרדן	Theatre	no_candidates			0	NEW		high	Specific venue name and address (Clinton Street Roof Garden) with no existing DB candidates; likely a New York summer theatre.	2026-05-17T14:22:32+00:00	gemini-3-flash-preview	
ORG-C01696	פּנים'ער און פּנים'לאָך	Journals/ Newspapers	no_candidates			0	NEW		high	Specific journal title not found in DB; no candidates provided.	2026-05-17T14:22:35+00:00	gemini-3-flash-preview	
ORG-C01697	טאָג-מאָרגן זשורנאַל	Journals/ Newspapers	no_candidates			0	NEW		high	Specific newspaper title (Der Tog-Morgn Zhurnal) not found in DB; no candidates provided.	2026-05-17T14:22:36+00:00	gemini-3-flash-preview	
ORG-C01698	ניו יאָרקער גילד פֿאַר יידישע בלינדע	Welfare/Aid organization	no_candidates			0	NEW		high	Specific welfare organization name with no DB candidates; likely a real entity not yet indexed.	2026-05-17T14:22:37+00:00	gemini-3-flash-preview	
ORG-C01699	פּוילישער גערטנערגעזעלשאַפֿט	Trade Union / Professional Association	no_candidates			0	NEW		high	Specific professional association (Polish Gardeners Society) not present in DB; no candidates found.	2026-05-17T14:22:38+00:00	gemini-3-flash-preview	
ORG-C01700	וואַרשעווער זאַל	Theatre	no_candidates			0	NEW		high	Specific venue name (Warsaw Hall) in Lodz, Poland; no candidates found in DB.	2026-05-17T14:22:39+00:00	gemini-3-flash-preview	
ORG-C01701	פּוילישן מיליטער-דינסט	Military	no_candidates			0	GENERIC		high	The name refers to Polish military service in general, not a specific organization or theatre entity.	2026-05-17T14:22:40+00:00	gemini-3-flash-preview	
ORG-C01702	יאָשע שענקערס בירשענק	Theatre	no_candidates			0	NEW		high	Specific venue (Joshe Shenker's Beer Tavern) in London with address (Brick Lane) not found in DB candidates.	2026-05-17T14:22:41+00:00	gemini-3-flash-preview	
ORG-C01703	אַרטיקער אינטערנאַציאָנאַלער ביבליאָטעק	Library	no_candidates			0	NEW		high	Specific library in Denmark with no candidates in the database; name and location are consistent.	2026-05-17T14:22:42+00:00	gemini-3-flash-preview	
ORG-C01704	לערער-קורסן פֿון אַרבעטער-רינג	Education	no_candidates			0	NEW		high	Specific educational entity (Workmen's Circle teacher courses) in America; no candidates found in DB.	2026-05-17T14:22:43+00:00	gemini-3-flash-preview	
ORG-C01705	אומפּאַרטייישער אַרבעטער רינג-שול	Education	no_candidates			0	NEW		high	Specific educational institution (Non-partisan Workmen's Circle School) not found in DB; no candidates provided.	2026-05-17T14:22:44+00:00	gemini-3-flash-preview	
ORG-C01706	גרינינקע בוימעלעך	Journals/ Newspapers	no_candidates			0	NEW		high	Well-known Vilna-based children's magazine; no candidates found in DB, but name is specific and consistent.	2026-05-17T14:22:45+00:00	gemini-3-flash-preview	
ORG-C01707	יונגוואַרג	Journals/ Newspapers	no_candidates			0	NEW		high	Specific Yiddish children's journal in New York; no candidates found in DB.	2026-05-17T14:22:46+00:00	gemini-3-flash-preview	
ORG-C01708	מאָרגן פרעהייט	Journals/ Newspapers	no_candidates			0	NEW		high	Morgen Freiheit is a well-known Yiddish newspaper; no candidates found in DB, likely a new entry for the lexicon.	2026-05-17T14:22:47+00:00	gemini-3-flash-preview	
ORG-C01709	מאָנטרעאָלער „קינדערלאַנד“	Education	no_candidates			0	NEW		high	Specific educational entity in Montreal, Canada; no candidates found in DB.	2026-05-17T14:22:48+00:00	gemini-3-flash-preview	
ORG-C01710	ניו יאָרקער „קינדער-לאַנד“	Education	no_candidates			0	NEW		high	Specific educational entity (Kinderland) in New York; no candidates found in DB.	2026-05-17T14:22:49+00:00	gemini-3-flash-preview	
ORG-C01711	קעמפּ „לעיקלאַנד“	Education	no_candidates			0	NEW		high	Specific summer camp near New York; no candidates found in DB, likely a new entity.	2026-05-17T14:22:50+00:00	gemini-3-flash-preview	
ORG-C01712	שטאָטישער סי-סייד פֿאַרק אין ניו יאָרק	Not an organization	no_candidates			0	GENERIC		high	The name refers to a public park (Seaside Park in New York), not a specific organization or theatre company.	2026-05-17T14:22:51+00:00	gemini-3-flash-preview	
ORG-C01713	ברייטענער שול 4	Education	no_candidates			0	NEW		high	Specific school name with no DB candidates; likely a local educational institution mentioned in context.	2026-05-17T14:22:53+00:00	gemini-3-flash-preview	
ORG-C01714	וויליאַמסבורגער יידישע אַרבעטער רינג שול 1	Education	no_candidates			0	NEW		high	Specific Workmen's Circle school (Branch 1) in Williamsburg; no candidates found in DB.	2026-05-17T14:22:54+00:00	gemini-3-flash-preview	
ORG-C01715	פֿאַרלאָג „רויטע פעדים“	Publisher	no_candidates			0	NEW		high	Specific publisher name with location (NYC) and type provided; no candidates found in DB.	2026-05-17T14:22:55+00:00	gemini-3-flash-preview	
ORG-C01716	זעליג שאָר	Traveling Company	no_candidates			0	NEW		high	Specific person-named company in Stanislavov with no DB candidates; likely a small local troupe.	2026-05-17T14:22:56+00:00	gemini-3-flash-preview	
ORG-C01717	פּעפּי ליטמאַן	Traveling Company	no_candidates			0	NEW		high	Specific troupe named after Pepi Litman; no candidates found, but entity is a well-known historical Broder-singer company.	2026-05-17T14:22:57+00:00	gemini-3-flash-preview	
ORG-C01718	די בלייכמאַנס	Traveling Company	no_candidates			0	NEW		high	Specific family-based traveling company (The Bleichmans) in Romania; no candidates found in DB.	2026-05-17T14:22:58+00:00	gemini-3-flash-preview	
ORG-C01719	סידני האַרט	Traveling Company	no_candidates			0	NEW		high	Specific name (Sidney Hart) and location (Cleveland) provided, but no candidates found in DB.	2026-05-17T14:22:59+00:00	gemini-3-flash-preview	
ORG-C01720	גליקמאַן	Traveling Company	no_candidates			0	NEW		high	Consistent name and location (Chicago) across 14 mentions; no candidates found in DB.	2026-05-17T14:23:00+00:00	gemini-3-flash-preview	
ORG-C01721	לענאָקס	Theatre	no_candidates			0	NEW		high	Specific NYC theatre name (Lenox) with no DB candidates; consistent settlement and venue extraction supports entity status.	2026-05-17T14:23:01+00:00	gemini-3-flash-preview	
ORG-C01722	טרופּע א'ר פֿון מישע גערמאַן און אָנפֿירונג פֿון ווייסהאָף	Traveling Company	no_candidates			0	NEW		high	Specific troupe name with director/leader details; no candidates found in DB.	2026-05-17T14:23:02+00:00	gemini-3-flash-preview	
ORG-C01723	קיעווער יידישן אַרטיסטן צוזאַמענפֿאָר	Theatre-related Society/ Union	no_candidates			0	NEW		high	Specific historical event/organization (Kiev Yiddish Actors Conference) not present in DB; no candidates found.	2026-05-17T14:23:03+00:00	gemini-3-flash-preview	
ORG-C01724	ערשטער יידישער קאָאָפּעראַטיווער דראַמע	Theatre	no_candidates			0	NEW		high	Specific organization name and location (Yekaterinoslav) provided, but no candidates found in the database.	2026-05-17T14:23:04+00:00	gemini-3-flash-preview	
ORG-C01725	לעמבערגער טעאַטער	Theatre	low_score	577 	0.625	3	ALIGN	627	high	Lemberg and Lvov are the same city; the names are synonymous and the type matches.	2026-05-17T14:23:05+00:00	gemini-3-flash-preview	
ORG-C01726	טרופּע פֿון די ברידער טשיסטאָגורסקי	Traveling Company	no_candidates			0	NEW		high	Specific family-named traveling company (Chistogursky brothers) not found in DB; no candidates returned.	2026-05-17T14:23:06+00:00	gemini-3-flash-preview	
ORG-C01727	וויקטאָריאַ	Theatre	no_candidates			0	NEW		high	Specific theatre name (Victoria) in Lodz with no DB candidates; likely a real entity missing from the database.	2026-05-17T14:23:08+00:00	gemini-3-flash-preview	
ORG-C01728	הערשקאָוויטשעס פּראָפעסיאנעלער יידישער טרופּע	Traveling Company	no_candidates			0	NEW		high	Specific troupe name with location (Lublin) not found in DB; no candidates provided.	2026-05-17T14:23:09+00:00	gemini-3-flash-preview	
ORG-C01729	"דראַמאַטישן טעאַטער א""ד פֿון א. ג. קאָמפּאַנעעץ"	Theatre	no_candidates			0	NEW		high	Specific named theater (Kompaneets) not found in DB; no candidates returned.	2026-05-17T14:23:10+00:00	gemini-3-flash-preview	
ORG-C01730	"יידישע טעאַטער-סטודיע „מאַסקע"""	Theatre	no_candidates			0	NEW		high	Specific theatre studio name with location (Lemberg) provided; no candidates found in DB.	2026-05-17T14:23:11+00:00	gemini-3-flash-preview	
ORG-C01731	ווילנער גימנאַזיע	Education	no_candidates			0	NEW		high	Specific educational institution in Vilna with no candidates in the database; name and location are consistent.	2026-05-17T14:23:12+00:00	gemini-3-flash-preview	
ORG-C01732	חברה מפיצי השכלה	Education	no_candidates			0	NEW		high	Specific historical educational organization (Society for the Promotion of Enlightenment) with consistent settlements; no candidates found in DB.	2026-05-17T14:23:13+00:00	gemini-3-flash-preview	
ORG-C01733	יודישע ביבליאָטעק	Publisher	no_candidates			0	NEW		high	Specific publisher name (Yidisher Bibliotek) with no DB candidates; likely the Peretz-led series/publishing house.	2026-05-17T14:23:14+00:00	gemini-3-flash-preview	
ORG-C01734	וואָסכאָד	Journals/ Newspapers	no_candidates			0	NEW		high	"Specific Russian-Jewish journal (Voskhod) published in St. Petersburg (פּט""ב); no candidates found in DB."	2026-05-17T14:23:15+00:00	gemini-3-flash-preview	
ORG-C01735	דער שייגעץ	Journals/ Newspapers	no_candidates			0	NEW		high	Specific publication name (The Scamp) with no DB candidates; likely a real but unlisted satirical journal.	2026-05-17T14:23:16+00:00	gemini-3-flash-preview	
ORG-C01736	דער בעזים	Journals/ Newspapers	no_candidates			0	NEW		high	Specific publication name (The Broom) with no DB candidates; likely a real entity missing from the database.	2026-05-17T14:23:17+00:00	gemini-3-flash-preview	
ORG-C01737	קאָמיסיאָריאָט פֿאַר יידישע ענינים	Non-Jewish political bodies	no_candidates			0	NEW		high	Specific Soviet political body (Evkom) in Petersburg; no candidates found in DB.	2026-05-17T14:23:18+00:00	gemini-3-flash-preview	
ORG-C01738	קאַמינסקי-טרופּע	Traveling Company	low_score	297 	0.667	2	ALIGN	297	high	Exact phonetic match for Kaminska Troupe; settlements (Warsaw) and type (Traveling Company) align with the Kaminski family's known activities.	2026-05-17T14:23:20+00:00	gemini-3-flash-preview	
ORG-C01739	"פֿ'ג „עזראַ"""	Publisher	no_candidates			0	NEW		high	Specific publisher name (Ezra) and location (Petersburg) provided; no candidates found in DB.	2026-05-17T14:23:21+00:00	gemini-3-flash-preview	
ORG-C01740	ניי יידיש	Journals/ Newspapers	no_candidates			0	NEW		medium	Specific journal name with no DB candidates; likely a real entity missing from the database.	2026-05-17T14:23:22+00:00	gemini-3-flash-preview	
ORG-C01741	דער האַמער	Journals/ Newspapers	low_score	215	0.700	1	NEW		high	Specific communist publication 'Der Hamer' in NY; candidate 'Der Moment' is a different Warsaw-based daily.	2026-05-17T14:23:23+00:00	gemini-3-flash-preview	
ORG-C01742	פרץ-פאַרלאָג	Publisher	no_candidates			0	NEW		high	Specific publisher (I.L. Peretz Publishing House) in Tel Aviv not found in DB; no candidates provided.	2026-05-17T14:23:24+00:00	gemini-3-flash-preview	
ORG-C01744	פישזאָן-זאָסלאַווסקי	Traveling Company	no_candidates			0	NEW		high	Specific troupe name (Fishzon-Zaslavski) not in DB; likely a partnership of two well-known directors/actors in Romania.	2026-05-17T14:23:26+00:00	gemini-3-flash-preview	
ORG-C01745	משה ליפּמאַן אָנסאַמבל	Traveling Company	no_candidates			0	NEW		high	Specific ensemble name with no DB candidates; likely a legitimate traveling company not yet indexed.	2026-05-17T14:23:27+00:00	gemini-3-flash-preview	
ORG-C01746	בעטי קעניג	Traveling Company	no_candidates			0	DISCUSS		high	Name appears to be a person (Betty Kenig) rather than an organization; no candidates found.	2026-05-17T14:23:29+00:00	gemini-3-flash-preview	
ORG-C01747	פּריזאַמענט-היידען	Traveling Company	no_candidates			0	NEW		medium	Specific troupe name (Prizament-Hayden) not found in DB; likely a small or short-lived traveling company.	2026-05-17T14:23:30+00:00	gemini-3-flash-preview	
ORG-C01748	ברייטמאַן-קאַניעווסקי	Traveling Company	no_candidates			0	DISCUSS		high	No candidates found for this hyphenated troupe name; likely a specific partnership requiring manual verification.	2026-05-17T14:23:31+00:00	gemini-3-flash-preview	
ORG-C01749	דוד זיידערמאָן-חנה לערנער	Traveling Company	no_candidates			0	NEW		high	Specific traveling company named after David Seiderman and Chana Lerner; no candidates found in DB.	2026-05-17T14:23:32+00:00	gemini-3-flash-preview	
ORG-C01750	אַסיפּ רוניטש-אַנסאַמבל	Traveling Company	no_candidates			0	NEW		high	Specific ensemble named after Ossip Runitsch; no candidates found in DB, likely a unique traveling company entry.	2026-05-17T14:23:33+00:00	gemini-3-flash-preview	
ORG-C01751	מאָלדאָווישער מלוכה-טעאַטער	Theatre	low_score	591 	0.792	5	ALIGN	591	high	Strong phonetic and semantic match with candidate 591; both refer to the Moldavian State Theatre in Kishinev (Kishinev/Moldova context).	2026-05-17T14:23:34+00:00	gemini-3-flash-preview	
ORG-C01752	יידישן קאָמיטעט	Jewish political bodies	no_candidates			0	NEW		high	Specific local committee in Wałbrzych, Poland; no candidates found in DB.	2026-05-17T14:23:35+00:00	gemini-3-flash-preview	
ORG-C01753	זאַלצבורגער יידישן צענטראַל-קאָמיטעט	Jewish political bodies	no_candidates			0	NEW		high	Specific post-war DP camp organization (Salzburg Central Committee) not present in DB; name and venue (DP camps) are consistent.	2026-05-17T14:23:36+00:00	gemini-3-flash-preview	
ORG-C01754	אונראַ	Welfare/Aid organization	no_candidates			0	NEW		high	UNRRA (אונראַ) is a well-known international aid organization; no candidates exist in the current database.	2026-05-17T14:23:37+00:00	gemini-3-flash-preview	
