_ - chunk_number	Archive	File	_ - xml:id	_ - heading	_ - span	_ - subheading	_ - organizations - _ - org_type	_ - organizations - _ - title	clustered organization name	_ - organizations - _ - descriptive_name	_ - organizations - _ - relations - _ - category	_ - organizations - _ - relations - _ - specific_relation	_ - organizations - _ - relations - _ - original_sentence	_ - organizations - _ - relations - _ - role_title	_ - organizations - _ - relations - _ - date_start - date	_ - organizations - _ - relations - _ - date_end - date	name_type	reviewer_correct	reviewer_suggested_type	reviewer_notes	confidence	review_stratum	review_stratum_desc	_ - organizations - _ - locations - _ - settlement	_ - organizations - _ - locations - _ - Venue	_ - organizations - _ - locations - _ - country	_ - organizations - _ - locations - _ - province	_ - organizations - _ - locations - _ - address	_ - organizations - _ - locations - _ - datefrom - date	_ - organizations - _ - locations - _ - dateto - date	_ - organizations - _ - founding_date - date	_ - family_background - _ - description	_ - family_background - _ - financial	_ - family_background - _ - religion	_ - family_background - _ - theater_connection	_ - family_background - _ - structure
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_138_tr_1744279171	לייוויק, ה. [לייוויק האַלפּער]	1059-1075												ambiguous				low	S9	random cross-check													
307	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_186_r_2	לעווענזאָן, דוד	1156-1156		school	שטאָטישע שול	שטאָטישע שול		Education_Formation	graduate	געענדיקט אַ שטאָטישע שול				proper_name	FALSE	descriptive_term		high	S1	proper_name + high confidence	ריגע		לעטלאַנד						בעל-הביתישע עלטערן	modest	religious		
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_212_r	מאַגידזאָהן, איידאַ [סטאָן]	1208-1208		troupe			צוזאַמען מיט אים געשפּילט מיט דערפאָלג ... אין דרום-אפריקע, דערנאָך אין אייראָפּע און אַמעריקע	Employment_Performance	performer	צוזאַמען מיט אים געשפּילט מיט דערפאָלג, ערב דער בּורן-מלחמה, אין דרום-אפריקע, דערנאָך אין אייראָפּע און אַמעריקע				descriptive_term	FALSE	not_an_organization		medium	S5	descriptive_term + medium, no title			דרום-אפריקע										
401	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_255_tr_1744280686	מיטעלמאַן, אהרן	1294-1294	[געב. בערך 1868 — געשט. 26 יולי 1925]	troupe	זיידל העלמאַן	זיידל העלמאַן	טרופּע	Employment_Performance	performer	זיין בינע-קאַריערע האָט מ. אָנגעהויבן צוזאַמען מיט זיידל העלמאַן				proper_name	FALSE	not_an_organization		medium	S2	proper_name + medium confidence									פאָטער — אַ גמראַ מלמד, אַ בעל-מגיה, וועלכער טרייבט אַרויס דעם יונגן מ. פֿון שטוב נאָכדעם ווי ער דערוויסט זיך, אַז ער חברט זיך מיט אַקטיאָרן.	modest	religious	opposed	
412	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_259_tr_1744280735	מייערסאָן, ליאָסע	1302-1302	[געב. בערך 1860 — געשט. 24 מאי 1928]	troupe			טרופּעס, אין וועלכע זיין פאַטער איז געווען רעזשיסער	Employment_Performance	performer	געשפּילט קינדער ראָלן אין די טרופּעס, אין וועלכע זיין פאַטער איז געווען רעזשיסער	קינדער ראָלן			descriptive_term	TRUE			high	S4	descriptive_term + high, no title									עלטערן — די יידישע אַקטיאָרן מאַרק און סאָניע מייערסאָן		maskilic_secular	connected	
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_268_tr_1744280822	מילנער מאַרקאָ (מאַרעק)	1320-1320		theatre			כאַרקאָווער דראַמאַטישע קרייזן	Leadership_Ownership	owner_manager	אָנפֿירנדיק צוגלייך מיט כאַרקאָווער דראַמאַטישע קרייזן	אָנפֿירנדיק			descriptive_term	TRUE			high	S4	descriptive_term + high, no title	כאַרקאָוו												
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_323_tr_1744365725	נעראָסלאַווסקאַ, אסתר	1430-1431		theatre	פּיפּלס טעאַטער	פּיפּלס-טעאַטער		Employment_Performance	performer	אין ניו-יאָרקער פּיפּלס טעאַטער		1922	1924	proper_name	TRUE			medium	S2	proper_name + medium confidence	ניו-יאָרקער	פּיפּלס טעאַטער											
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_326_r_2	סאָלאָמאָנעסקאָ, אָסקאַר	1435-1435												ambiguous				low	S6	ambiguous + low, has context		עסטרייך	עסטרייך										
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_327_tr_1744365754	סאַמאָלעסקאָ, דעיוו	1437-1437		other			בלעך-פֿאָבריק	Employment_Performance	employee	דערנאָך אין אַ בלעך-פֿאָבריק	אַרבעטער			descriptive_term	FALSE	proper_name		medium	S5	descriptive_term + medium, no title		בלעך-פֿאָבריק											
588	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_360_tr_1744365766	סמיטה, דוד [שמידט]	1503-1503	געב. בערך 1830 — געשט. 26 יאָנ. 1909]	theatre	היברו דראַמאָטיק קלאָב	היברו דראַמאַטיק קלאָב	פּרינצעס קלוב	Leadership_Ownership	owner_manager	ער איז באלד געוואָרן דער אונטערנעמער פֿון דער טרופּע	אונטערנעמער			proper_name	TRUE			medium	S2	proper_name + medium confidence	לאָנדאָן	פּרינצעס קלוב			פּרינצעס סטריט נומער 3				דער דירעקטאָר געווען אַ קצב און ער האָט געמוזט פירן אַ יידישן שטאַט	modest	religious	connected	
	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_379_tr_1744366858	עדלין, וויליאַם	1542-1542						Employment_Performance	artistic_staff	אין 1930 צוריק אַריינגעטראָטן אַלס רעדאַקציע-מיטגליד און רעדאַקטאָר פֿון דער טעאַטער-זייט	רעדאַקטאָר פֿון דער טעאַטער-זייט	1930		ambiguous				low	S6	ambiguous + low, has context													
672	drive-download-20260308T052916Z-1-001.zip	volume_2IIIorg.json	facs_408_tr_1744366805	ערנסט, שמעון	1600-1600		school	ישיבה „לשכת הרבנים" אין ירושלים	ישיבה „לשכת הרבנים" אין ירושלים		Education_Formation	student	וואו ער לערנט ביז 16 יאָר ביים ירושליםער דיין ר' צבי-פּסח פראַנק, אין דער ישיבה „לשכת הרבנים" אין ירושלים			1916	proper_name	FALSE	not_an_organization	"לשכת הרבנים"	medium	S2	proper_name + medium confidence	ירושלים	ישיבה „לשכת הרבנים"							אין אַן אָרימער פֿאַמיליע	poor			
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_39_tr_1740520985	אוריך, צילע [חיה צילע פערער]	45-45		troupe	יונגווירטן	יונגווירט		Employment_Performance	performer	זייט 1898 איז ווין ביי יונגווירטן.		1898		proper_name	FALSE	not_an_organization		medium	S2	proper_name + medium confidence	ווין												
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_43_tr_1740521002	אייזערמאַן, לייבל	54-54		business			שניידער-וואָרשטאָט	Employment_Performance	performer	פֿלעגט זינגען לידלעך פֿאָר די געזעלן פֿון זיין ברודערס שניידער-וואָרשטאָט	זינגער			descriptive_term	TRUE			medium	S5	descriptive_term + medium, no title													
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_50_tr_1740521046	אַמאַטין, פּעטער [פּסח גאָלדבערג]	67-67		troupe			וואַנדער-טרופּע אונטער זיין דירעקציע	Leadership_Ownership	founder	אָרגאַניזירט אין רומעניע אַ וואַנדער-טרופּע אונטער זיין דירעקציע	דירעקציע	1922		descriptive_term	UNCERTAIN		תחת ניהולו של מי? חסר שם?	high	S4	descriptive_term + high, no title			רומעניע										
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_51_tr_1740521069	אַמזעל,וואָלף	70-70						Employment_Performance	performer	זייט 1923 וואַנדערט ער ווידער מיט פֿאַרשיידענע חברים-טרופּעס איבער דער פּראָווינץ.		1923		ambiguous				low	S6	ambiguous + low, has context													
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_68_tr_1740521054	אַרקאָ, איסאַק	103-103						Employment_Performance	artistic_staff	אברהם ליטמאָן נעמט אים אַריין צו זיך אין טעאַטער אין דעטראָזט אַלס אַקטיאָר און סטיידזשמענעדזשער	סטיידזשמענעדזשער	1923		ambiguous				low	S6	ambiguous + low, has context													
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_79_tr_1740520948	כאַראַטאָוו, בן-צכי [פּאָוועל ברענער]	125-125						Employment_Performance	performer	אין 1928-9 שפּילט ער ווידער אין קונסט-טעאַטער אין ניו יאָרק		1928	1929	ambiguous				low	S9	random cross-check													
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_98_tr_1740520997	ביקעלס-שפּיצער, צבי דר.	164-165		school	דראָמשולע ביים פוילישן שטאָט-טעאַטער	דראָמשולע ביים פוילישן שטאָט-טעאַטער		Education_Formation	student	ווערט אַפילו אַ סטודענט אין דער דראָמשולע בוום פוילישן שטאָט-טעאַטער אין לעמבערג	סטודענט			proper_name	FALSE	descriptive_term		medium	S2	proper_name + medium confidence	לעמבערג	פוילישן שטאָט-טעאַטער											
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_123_tr_1740520964	בראָגינסקאַ כינע [פישזאָן]	283-283		theatre	גליקמאַן	גליקמאַן		Employment_Performance	performer	שפּעטער אין שיקאַגאַ ביי גליקמאַן	שפּילט			proper_name	FALSE	not_an_organization		medium	S9	random cross-check	שיקאַגאַ												
374	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_147_tr_1740521016	גאָלד, לייבוש	261-261	[געב. ...186 — געשט. 26 פעב. 1922	theatre	יידישן טעאַטער	יידישן טעאַטער	כאָר פֿון יידישן טעאַטער	Employment_Performance	performer	נעמט אים אַריין מאָקס ראָזענטאָל (אָלס לאַנדסמאַן) אין כאָר פֿון יידישן טעאַטער	אין כאָר			proper_name	FALSE	descriptive_term		medium	S9	random cross-check	לאָנדאָן	יידישן טעאַטער											
394	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_151_r_6	גאָלדיצע	270-270		troupe	גאָלדפֿאַדען און זיין טרופּע	גאָלדפֿאַדען און זיין טרופּע		Employment_Performance	performer	האָט גאָלדפאָדען זיי געמאַכט פֿאַר אַן אַקטריסע	אַקטריסע			ambiguous	FALSE	not_an_organization		low	S6	ambiguous + low, has context									הפקר-קינד				orphan
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_204_tr_1741260315	גאָלדשטיין, איידא	376-376		troupe			פילאָדעלפיער יידישער טרופּע	Employment_Performance	performer	זינגען 3 וואָכן אין כאָר, אָנגעהויבן באַקומען ראָלן	כאָר			descriptive_term	FALSE	ambiguous		medium	S5	descriptive_term + medium, no title	פילאָדעלפיע	פילאָדעלפיער יידישער טרופּע											
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_205_tr_1741260267	גאָלדשטיין, דזשאָן ס. [יעקב]	378-379		school	פּאָבליק סקול	פּאָבליק-סקול		Education_Formation	graduate	דערנאָך געענדיקט פּאָבליק סקול				proper_name	FALSE	descriptive_term		medium	S2	proper_name + medium confidence													
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_207_tr_1741260336	גאָלדשטיין, לואיס	382-382		union	וואָרעוויליוניע (לאָקאָל 5)	וואָרעוויליוניע (לאָקאָל 5)		Leadership_Ownership	executive	ג. איז אַ לענגערע צייט געווען פּרעזידענט פֿון דער וואָרעוויליוניע (לאָקאָל 5)	פּרעזידענט			proper_name	FALSE	descriptive_term		medium	S9	random cross-check													
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_253_tr_1741260231	גורסקאַ, סאָניאַ [פריידע-שיינע גורעוויטש]	474-474		theatre	יידישן „ליבהאָבער“-קרייז א"פ פֿון פּיראָזשניקאָוו	יידישן „ליבהאָבער“-קרייז א"פ פֿון פּיראָזשניקאָוו	יידישן „ליבהאָבער“-קרייז	Employment_Performance	performer	טרעט אַריין אין אַ יידישן „ליבהאָבער“-קרייז א"פ פֿון פּיראָזשניקאָוו				proper_name	FALSE	ambiguous		high	S1	proper_name + high confidence	ווילנע												
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_257_tr_1741260316	גינזבורג, שאול	481-481		school	אוניווערזיטעט	אוניווערזיטעט		Education_Formation	graduate	נאָכן ענדיקן דעם אוניווערזיטעט				proper_name	FALSE	descriptive_term		medium	S2	proper_name + medium confidence													
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_299_tr_1741260436	דעמביצער, יואל-דוד	566-566		union			יידישער אַרבעטער-באַוועגונג	Affiliation_Membership	member	געקומען אין באַרירונג מיט דער יידישער אַרבעטער-באַוועגונג				descriptive_term	TRUE			medium	S5	descriptive_term + medium, no title													
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_319_r_1	הורוויץ שאַרלאָטא [שיפרע]	606-606		troupe	די טרופּעס, וואו איר פאָטער און מאַן זיינען מיטבאַטייליקט	די טרופּעס, וואו איר פאָטער און מאַן זיינען מיטבאַטייליקט	די טרופּעס, וואו איר פאָטער און מאַן זיינען מיטבאַטייליקט	Employment_Performance	performer	דאָ שפּילט זי 2 יאָר אין די טרופּעס, וואו איר פאָטער און מאַן זיינען מיטבאַטייליקט		1888	1890	descriptive_term	FALSE	not_an_organization		medium	S3	descriptive_term + medium, with title (exhaustive)	אַמעריקע												
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_344_tr_1741260465	וואַסערמאַן, יעקב	656-656		school			אַלס לערער פֿון ענגליש	Employment_Performance	employee	וואו ער איז געווען באָשעפטיקט אַלס לערער פֿון ענגליש	לערער פֿון ענגליש			descriptive_term	FALSE	not_an_organization		medium	S5	descriptive_term + medium, no title	וואַרשע												
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_381_r_6	וועטשטיין, קלאַראַ [נעכעלעס-בוקסענבוים]	49-49												ambiguous	FALSE	not_an_organization		low	S6	ambiguous + low, has context	לאָנדאָן		ענגלאַנד										
	drive-download-20260308T052916Z-1-001.zip	volume_1IIIorg.json	facs_383_tr_1739715273	זאַהיק, דוד	734-734		newspaper	מיניקעס יום-טוב-בלעטער	מיניקעס יום-טוב בלעטער		Employment_Performance	employee	„מיניקעס יום-טוב-בלעטער“				proper_name	TRUE			medium	S2	proper_name + medium confidence													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_39_tr_1752612112	ראָזענשטיין, סעמועל [שמואל]	2482-2484						Leadership_Ownership	owner_manager	פּרובט ר. ווידער (צוזאַמען מיט ראָזאַ קאַרפּ) ווערן מענעדזשער אין לענאָקס-טעאַטער	מענעדזשער	1925	1926	ambiguous	FALSE	proper_name		low	S6	ambiguous + low, has context													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_41_r_2	ראָזענטאַל, מאַקס	2485-2489		troupe	אַדלערס טרופּע	אַדלערס טרופּע		Employment_Performance	performer	טרעט ער אַריין אין אַדלערס טרופּע	שוישפּילער			proper_name	TRUE			medium	S9	random cross-check	לאָנדאָן		ענגלאַנד										
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_129_r_2	צוקערבערג, הערשל	2661-2663						Leadership_Ownership	owner_manager	1928-9 מענעדזשער פֿון סט. לואיס	מענעדזשער	1928	1929	ambiguous				low	S6	ambiguous + low, has context													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_138_tr_1754224987	פינקעל, עמאַ [טאָמאַשעווסקי]	2680-2684												ambiguous	FALSE	not_an_organization		low	S7	ambiguous + low, nearly empty													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_141_tr_1754377600	ראַבינאָוויטש, לעאָן [לייבל]	2686-2686		school			שולן אין פּאַריז	Employment_Performance	artistic_staff	איז אין פּאַריז ... געווען כאָר-דיריגענט אין די דאָרטיקע שולן	כאָר-דיריגענט			descriptive_term	TRUE			high	S4	descriptive_term + high, no title	פּאַריז		פראנקרייך										
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_565_tr_1755029876	אָפּשאַצונגען	3533-3867												ambiguous	FALSE	not_an_organization		low	S7	ambiguous + low, nearly empty													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_590_tr_1755030075	עהרענרייך, הירש	3584-3584						Leadership_Ownership	executive	געווען סעקרעטאָר פֿון דער פּועלי-ציון פּאַרטיי	סעקרעטאָר	1910	1922	ambiguous	FALSE	proper_name		low	S6	ambiguous + low, has context													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_590_tr_1755030075	עהרענרייך, הירש	3584-3584		school	יידישע ראַדיקאַל-נאַציאָנאַלע שולן	יידישע ראַדיקאַל-נאַציאָנאַלע שולן	יידישע ראַדיקאַל-נאַציאָנאַלע שולן	Leadership_Ownership	founder	געהאָלפֿן גרינדן די יידישע ראַדיקאַל-נאַציאָנאַלע שולן	גרינדער			descriptive_term	TRUE			medium	S3	descriptive_term + medium, with title (exhaustive)													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_622_tr_1755030211	צייטלין, אהרן [-אליעזר]	3647-3650												ambiguous	FALSE	not_an_organization		low	S9	random cross-check													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_644_tr_1755030005	קאַלמאַנאָוויטש, הערי	3691-3899												ambiguous	FALSE	not_an_organization		low	S7	ambiguous + low, nearly empty													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_644_tr_1755030005	קאַלמאַנאָוויטש, הערי	3691-3899												ambiguous	FALSE	not_an_organization		low	S7	ambiguous + low, nearly empty													
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_651_tr_1755030222	אַלעקס שניידמאַן	[2]-[2]		theatre	יידיש דראַמאַטישער קרייז	יידיש דראַמאַטישער קרייז	יידישער דראַמאַטישער גרופּע	Leadership_Ownership	founder	ווערט ער דאָרט אַ מיטגרינדער פֿון אַ יידישער דראַמאַטישער גרופּע	מיטגרינדער	1921		proper_name	FALSE	descriptive_term		high	S1	proper_name + high confidence	מילוואָקי		אַמעריקע					1921					
	drive-download-20260308T052916Z-1-001.zip	Volume_4IIIorg.json	facs_654_tr_1755029981	דר. וועלוול אַסטראָווסקי	[4]-[4]		newspaper			יידישער פּרעסע	Employment_Performance	employee	פון צייט צו צייט האָט ער פאַרעפנטלעכט אַרטיקלען אין דער יידישער פּרעסע	מחבר פון אַרטיקלען			descriptive_term	UNCERTAIN			medium	S5	descriptive_term + medium, no title													
