pair_id	cluster_id_i	cluster_id_j	name_i	name_j	org_type	settlement	similarity	location_conflict	entry_id_i	entry_id_j	file_i	file_j	heading_i	heading_j	sentence_i	sentence_j	location_i	location_j	decision	reviewer_settlement	reviewer_address	reviewer_notes	reviewer	reviewed_at
PAIR-01261	ORG-C01594	ORG-C06873	טרופּע פון ראַבינאָוויטש	ראַבינאָוויטשעס טרופּע	troupe		0.8333		facs_35_tr_1747746200	facs_415_r_9	volume6IIIorg.json	volume_1IIIorg.json	ווייסמאַן, הערש	זשעלאַזא, לייזער [זשעלאַזני]	וו. שפּילט מיט זיין פרוי	פאָרט אַרום כמעט אַ יאָר מיט ראַבינאָוויטשעס טרופּע	טשעטשעלניק							
PAIR-01262	ORG-C01859	ORG-C05096	מישאַ גענפֿערס טרופּע	טרופּע פֿון מישע גענפער	troupe		0.8333		facs_104_tr_1747825067	facs_342_tr_1744365731	volume6IIIorg.json	volume_2IIIorg.json	פלאָום, שרה	סטרעלסקאָ, סאָניע (סאָפיע)	דערנאָך גייט זי איבער אין די טרופּעס פֿון מישאַ גענפֿער און נחום ליפּאָווסקי אין ווילנע	אין 1907-8 אַריבער אין דער טרופּע פֿון מישע גענפער	ווילנע							
PAIR-01263	ORG-C01872	ORG-C01171	טרופּע פון סאַמבערג	טרופּע פון זאַנדבערג	troupe		0.8333		facs_108_r_4	facs_558_r	volume6IIIorg.json	Volume5IIIorg.json	אַבראַמאָוו, באָריס [פּיינלאַנד]	לודנער, סאָניאַ [קוריצקאַ]	ווערט א. געהילף-רעזשיסער אין דער טרופּע א'אַ פון סאַמבערג אין קרעמענטשוג	טרעט דערויף אַריין אין די טרופּעס פון זאַנדבערג	קרעמענטשוג							
PAIR-01264	ORG-C01873	ORG-C03660	האַרלאַמפּ-קאַניעווסקיס טרופּע	אַרלאַמפּ-קאַניעווסקאַ	troupe		0.8333		facs_108_r_4	facs_560_tr_1739220843	volume6IIIorg.json	Volume5IIIorg.json	אַבראַמאָוו, באָריס [פּיינלאַנד]	אַריעל, רחל	פון דאָרט גייט ער איבער אין האַרלאַמפּ-קאַניעווסקיס טרופּע אין פּאָלטאָוואַ	דערנאָך שפּילט זי אין די טרופּעס פֿון ... אַרלאַמפּ-קאַניעווסקאַ	פּאָלטאָוואַ							
PAIR-01265	ORG-C01926	ORG-C03494	קלמן יווועליר	טרופּע פֿון קלמן יאָוועליר	troupe		0.8333		facs_126_tr_1747825032	facs_430_r	volume6IIIorg.json	Volume5IIIorg.json	רייזמאַן, יונה	לערעסקאָ, סאַמועל [שמואל לערער]	קיין לעמבערג איז געקומען צו פֿאַרן קלמן יווועליר, וועלכע שאַפט אַ טרופּע... האָט ער מיך תיכף אנגאַזשירט.	בערך 1900 טרעט ער אַליין אויף אַלס ליבהאָבער אין יאָוועלירס טרופּע	"לעמבערג · „פאָד סעראָקע"""	יאָסי · רומעניע						
PAIR-01266	ORG-C02042	ORG-C03788	אַדלערס טרופּע	אָדלער	troupe		0.8333		facs_170_tr_1747825074	facs_608_r	volume6IIIorg.json	Volume5IIIorg.json	טשערטאָוו, אַלעקס	סעמועל קופּערמאַן	די דעקאָראַציעס פֿאַר אַדלערס טרופּע	געשפּילט יידיש טעאַטער מיט אַדלערן איבער דער פּראָווינץ		פּראָווינץ						
PAIR-01267	ORG-C02042	ORG-C03788	אַדלערס טרופּע	טרופּע פֿון אָדלער	troupe		0.8333		facs_170_tr_1747825074	facs_116_r_1	volume6IIIorg.json	volume_1IIIorg.json	טשערטאָוו, אַלעקס	בערגמאַן, שמחה	די דעקאָראַציעס פֿאַר אַדלערס טרופּע	1903-1898 שפּילט ער אין די טרופּעס פֿון... אָדלער								
PAIR-01268	ORG-C02052	ORG-C01171	טרופּע פֿון סאַנדלער	טרופּע פון זאַנדבערג	troupe		0.8333		facs_171_tr_1747825169	facs_558_r	volume6IIIorg.json	Volume5IIIorg.json	קאָוואַלסקאַ, אַסתר	לודנער, סאָניאַ [קוריצקאַ]	אין די טרופּעס פֿון ... סאַנדלער	טרעט דערויף אַריין אין די טרופּעס פון זאַנדבערג								
PAIR-01269	ORG-C02053	ORG-C03186	טרופּע פֿון ליפּמאַן	טרופּע פֿון בלייכמאַן	troupe		0.8333		facs_171_tr_1747825169	facs_243_tr_1739220911	volume6IIIorg.json	Volume5IIIorg.json	קאָוואַלסקאַ, אַסתר	לעווי, זשאַק	אין די טרופּעס פֿון ... ליפּמאַן	1907 — אַריבער אין דער טרופּע פֿון בלייכמאַן, וועלכע וואַנדערט אַרום איבער שווייץ (באַזעל און ציריך) און דערנאָך אין ווין		באַזעל · שווייץ						
PAIR-01270	ORG-C02330	ORG-C03263	טרופּע פֿון קאָריק	קאָריקס טרופּע	troupe		0.8333		facs_430_tr_1747930469	facs_281_tr_1739220611	volume6IIIorg.json	Volume5IIIorg.json	בעלצער יאָשע [יעקב בעלפער]	גוטמאַן, חיים	"ב. אָנגעקומען אין אָדעס אין דער טרופּע פֿון קאָריק, דעביוטירנדיק אַלס סאָלאָמאָן“ אין „דודס פידעלע"""	ווערט סופֿלער און פּיעסן איבערשרייבער אין קאָריקס טרופּע	אָדעס	אָדעס · קאָריקס טרופּע	MERGE				Bella	2026-04-19T07:38:07Z
PAIR-01271	ORG-C02431	ORG-C05943	בעקערס טרופּע	בעקערן	troupe		0.8333		facs_607_tr_1747930558	facs_138_tr_1740521018	volume6IIIorg.json	volume_1IIIorg.json	וויינבערג, הערי [אהרן]	ברייטמאַן, פאַול	וו. האָט זיך קורץ דערויף אָנגעשלאָסן אין בעקערס טרופּע און מיט איר אַרומגעפֿאָרן איבער רוסלאַנד	טרעט ב. אַריין צו בעקערן	רוסלאַנד	לובלין						
PAIR-01272	ORG-C02431	ORG-C06608	בעקערס טרופּע	בעקער	troupe		0.8333		facs_607_tr_1747930558	facs_356_tr_1741260406	volume6IIIorg.json	volume_1IIIorg.json	וויינבערג, הערי [אהרן]	וויינבערג, הערי [אהרן]	וו. האָט זיך קורץ דערויף אָנגעשלאָסן אין בעקערס טרופּע און מיט איר אַרומגעפֿאָרן איבער רוסלאַנד	שפּעטער איבערגעגאַנגען אין די טרופּעס פֿון... בעקער	רוסלאַנד							
PAIR-01273	ORG-C02808	ORG-C01586	טרופּע פֿון אסתר רחל קאמינסקאַ	אסתר-רחל קאמינסקיס טרופּע	troupe		0.8333		facs_421_tr_1739222380	facs_44_tr_1744131410	Volume5IIIorg.json	volume_2IIIorg.json	בעלעגאָלאָווסקאַ, אַננאַ (חנה)	טורקאָוו, יאָנאַס	ב. גייט איבער אין דער טרופּע פֿון אסתר רחל קאמינסקאַ קיין פּעטערבורג, וואו זי שפּילט ביז 1915	1917-20 — געשפּילט אין אסתר-רחל קאמינסקיס טרופּע	פּעטערבורג							
PAIR-01274	ORG-C03055	ORG-C03830	יאַקאָב	יאָקאָבי	troupe		0.8333		facs_195_tr_1736589072	facs_138_r_1	Volume5IIIorg.json	volume_1IIIorg.json	פֿרידעס, עמיל [אליהו]	בריה, ראָזאַ	עטלעכע וואָכן שפּילט ער ביי יאַקאָב אין קראָקע	יאָקאָבן	קראָקע	קראָקע						
PAIR-01275	ORG-C03153	ORG-C03521	דוד הערמאָן-סטודיאָ	דוד הערמאַנס סטודיע	troupe		0.8333		facs_230_tr_1739221425	facs_219_tr_1744280724	Volume5IIIorg.json	volume_2IIIorg.json	בירנבוים, דוד	מאַנסדאָרף, אַברהם-יעקב [קעלמאָוויטש]	די נייע טעאַטער-גרופּע האָט אַ געוויסע צייט געשפּילט איבער פאַרשיידענע שטעט אויף דער פּוילישער פּראָווינץ מיט באַטייטנדיקן דערפֿאָלג.	"געשפּילט אין דוד הערמאָןס סטודיע (דעביוטירט פּראָפעסיאנעל פּסח 1925 אין פרץס ""ביינאַכט אויפֿן אַלטן מאַרק"")"		וואַרשע						
PAIR-01276	ORG-C03186	ORG-C05594	טרופּע פֿון בלייכמאַן	טרופּע פֿון סיימאַן	troupe		0.8333		facs_243_tr_1739220911	facs_73_tr_1740521067	Volume5IIIorg.json	volume_1IIIorg.json	לעווי, זשאַק	באַדין, מאַקס [מוני באַדיאַן]	1907 — אַריבער אין דער טרופּע פֿון בלייכמאַן, וועלכע וואַנדערט אַרום איבער שווייץ (באַזעל און ציריך) און דערנאָך אין ווין	"אין 1909 שפּילט א. צום ערשטן מאָל אַלס פּראָפעסיאנעלער אַקטיאָר לעגיטים-טעאָטער („מנוח"" אין ""שולמית"") אין דער טרופּע פֿון סיימאַן אין פּיטסבורג"	באַזעל · שווייץ	פּיטסבורג						
PAIR-01277	ORG-C03186	ORG-C05849	טרופּע פֿון בלייכמאַן	טרופּע פֿון פֿיינמאַן	troupe		0.8333		facs_243_tr_1739220911	facs_116_r_1	Volume5IIIorg.json	volume_1IIIorg.json	לעווי, זשאַק	בערגמאַן, שמחה	1907 — אַריבער אין דער טרופּע פֿון בלייכמאַן, וועלכע וואַנדערט אַרום איבער שווייץ (באַזעל און ציריך) און דערנאָך אין ווין	1903-1898 שפּילט ער אין די טרופּעס פֿון... פֿיינמאַן	באַזעל · שווייץ							
PAIR-01278	ORG-C03263	ORG-C02330	קאָריקס טרופּע	קאָריק	troupe		0.8333		facs_281_tr_1739220611	facs_399_tr_1739715063	Volume5IIIorg.json	volume_1IIIorg.json	גוטמאַן, חיים	זיבעל, נחמן	ווערט סופֿלער און פּיעסן איבערשרייבער אין קאָריקס טרופּע	שפּילט ער אַ קורצע צייט יידיש מיט קאָריק אין כערסאָן	אָדעס · קאָריקס טרופּע	כערסאָן	MERGE				Bella	2026-04-19T07:38:12Z
PAIR-01279	ORG-C03393	ORG-C04222	טרופּע פון זשאָרזש און בעקער	טרופּע זשאָרזש אוּן בּעקער	troupe		0.8333		facs_360_tr_1739221936	facs_104_r_4	Volume5IIIorg.json	volume_2IIIorg.json	לאַמפּע, מאָריס	לאַמפּע, מאָריס	ווען ער שפּילט אין וויטעבסק אין דער טרופּע פֿון זשאָרזש און בעקער	בּיז דער מלחמה-אויסבּראָך טרעפט אים אין ווייטעבּסק אין דער טרופּע זשאָרזש אוּן בּעקער	וויטעבסק	ווייטעבּסק						
PAIR-01280	ORG-C00052	ORG-C05094	אַראַראַט	אַרראַט	troupe		0.8333		facs_452_tr_1739221802	facs_342_tr_1744365730	Volume5IIIorg.json	volume_2IIIorg.json	שערמאַן, דוד	סטרוגאַטש, יוסף	אין 1936 איז ער אַ קורצע צייט געווען אין „אַראַראַט“	"נאָכן צעפאַלן פון „אַזאַזעל“ ווערט ס. דירעקטאָר פון ""אַרראַט"""			MERGE				Bella	2026-04-19T07:28:30Z
PAIR-01281	ORG-C03900	ORG-C06034	קראַנער	קאָנער	troupe		0.8333		facs_40_tr_1744131399	facs_153_tr_1740521003	volume_2IIIorg.json	volume_1IIIorg.json	טוכמאַן, ליזאַ [קיידאַן]	גאָלדענבערג, יעקב-משה	געשפּילט אַ סעזאָן מיט קראַנער אין טאָראָנטאָ	געווען אָנגאַזשירט יאָרן לאַנג ביי... קאָנער	טאָראָנטאָ							
PAIR-01282	ORG-C03902	ORG-C06529	געביל	געבילם טרופּע	troupe		0.8333		facs_40_tr_1744131399	facs_338_tr_1741260418	volume_2IIIorg.json	volume_1IIIorg.json	טוכמאַן, ליזאַ [קיידאַן]	וואולף, סיימאַן [שמחה]	ביי געביל	1929-30 שפּילט וו. אין געבילם טרופּע.								
PAIR-01283	ORG-C01285	ORG-C01285	קאָמפּאַנעיעץס טרופּע	קאָמפּאניעעץן טרופּע	troupe		0.8333		facs_62_tr_1744131370	facs_157_r	volume_2IIIorg.json	volume_2IIIorg.json	יאַבלאָנסקי, אַברהם-יצחק [יאַבלאָנקא]	ליפּאָוויעצקי, אברהם	אָנגאַזשירט געוואָרן אין קאָמפּאַנעיעץס טרופּע, וואו ער האָט געשפּילט רעזיאָנאָרן	צוגענומען געוואָרן צו קאָמפּאניעעץן אין טרופּע און דעביוטירט אַלס „האָצמאך“			MERGE				Sinai	2026-04-12T10:00:15Z
PAIR-01284	ORG-C04179	ORG-C00248	ראָפּעלן אין טרופּע	ראָפּעל	troupe		0.8333		facs_85_r	facs_172_tr_1744279164	volume_2IIIorg.json	volume_2IIIorg.json	כאַליף, א.	ליפשיץ, האָדע	"פאַרטראָטן אַן אַקטיאָר אַלס „פֿאַרמער"" אין שאָרס „די אַמעריקאַנערין"" ביי ראָפּעלן אין טרופּע און שוין דאָרט פֿאַרבליבן אַלס פּראָפעסיאנעלער אַקטיאָר"	דערנאָך געשפּילט ביי ראַפּעלן			MERGE				Bella	2026-04-19T08:21:55Z
PAIR-01285	ORG-C01285	ORG-C04990	קאָמפּאַניעעץס טרופּע	טרופּע פֿון קאָמפּנניעעץ	troupe		0.8333		facs_119_tr_1744279143	facs_317_r_3	volume_2IIIorg.json	volume_2IIIorg.json	לוּריע, אַרן	נייהויז, וואָלף	ביז ער איז אין 1917 אָנגעקומען אין קאָמפּאַניעעץס טרופּע אין וואַרשע, וואו ער שפּילט שוין אָנגעזעענע ראָלן	סופֿלער אין די טרופּעס פֿון... קאָמפּנניעעץ	וואַרשע		MERGE				Sinai	2026-04-12T09:58:57Z
PAIR-01286	ORG-C01285	ORG-C04990	קאָמפּאניעעץן טרופּע	טרופּע פֿון קאָמפּנניעעץ	troupe		0.8333		facs_157_r	facs_317_r_3	volume_2IIIorg.json	volume_2IIIorg.json	ליפּאָוויעצקי, אברהם	נייהויז, וואָלף	צוגענומען געוואָרן צו קאָמפּאניעעץן אין טרופּע און דעביוטירט אַלס „האָצמאך“	סופֿלער אין די טרופּעס פֿון... קאָמפּנניעעץ			MERGE				Sinai	2026-04-12T09:58:52Z
PAIR-01287	ORG-C01140	ORG-C05680	סאבסיי טרופּע	סאָביים טרופּע	troupe		0.8333		facs_157_r	facs_89_tr_1740521008	volume_2IIIorg.json	volume_1IIIorg.json	ליפּאָוויעצקי, אברהם	בודקין, צילע [ציפּע מאָגילנער]	איבערגעגאַנגען אין די טרופּעס פֿון... סאבסיי	אין זעלכן יאָר נאָך קומט זי אַן אין סאָבסיים טרופּע, וואו זיי זינגט אין כאָר, שפּילט ראָלן								
PAIR-01288	ORG-C05943	ORG-C06608	בעקערן	בעקער	troupe		0.8333		facs_138_tr_1740521018	facs_356_tr_1741260406	volume_1IIIorg.json	volume_1IIIorg.json	ברייטמאַן, פאַול	וויינבערג, הערי [אהרן]	טרעט ב. אַריין צו בעקערן	שפּעטער איבערגעגאַנגען אין די טרופּעס פֿון... בעקער	לובלין							
PAIR-01289	ORG-C00012	ORG-C00285	אָדעסער יידישן מלוכה-טעאַטער	בוקאַרעסטער יידישן מלוכה-טעאַטער	theatre		0.8333		facs_10_tr_1756280321	facs_81_tr_1733059413	volume7IIIorg.json	Volume5IIIorg.json	קאָפּעלמאַן, יאָסעף	גורמאַן, גדליה	אין 1939 גייט ק. איבער אין אָדעסער יידישן מלוכה-טעאַטער		אָדעס	בוקאַרעסט · יידישן מלוכה-טעאַטער · רומעניע	DISMISS				Bella	2026-04-13T09:33:58Z
PAIR-01290	ORG-C00018	ORG-C00285	כאַרקאָווער יידישן מלוכה-טעאַטער	בוקאַרעשטער יידישן מלוכה-טעאַטער	theatre		0.8333		facs_10_r_7	facs_57_tr_1756359819	volume7IIIorg.json	volume7IIIorg.json	קאָפּעלמאַן, סאָניע [יאָפע]	רובין, דוד	סוף 1942 אָפּגעשיקט קיין סאָמאַרקאַנד, ווו זיי אַרבעט אין כאָרקאָווער יידישן מלוכה-טעאַטער	אין טעאַטער-סעזאָן 1952-53 איז אין בוקאַרעשטער יידישן מלוכה-טעאַטער אויפֿגעפֿירט געוואָרן ר.'ס איבערזעצונג פֿון מאָליערס קאָמעדיע	סאָמאַרקאַנד	בוקאַרעשט · בוקאַרעשטער יידישן מלוכה-טעאַטער · רומעניע	DISMISS				Bella	2026-04-13T09:34:14Z
PAIR-01291	ORG-C00018	ORG-C00285	כאַרקאָווער יידישן מלוכה-טעאַטער	בוקאַרעסטער יידישן מלוכה-טעאַטער	theatre		0.8333		facs_10_r_7	facs_81_tr_1733059413	volume7IIIorg.json	Volume5IIIorg.json	קאָפּעלמאַן, סאָניע [יאָפע]	גורמאַן, גדליה	סוף 1942 אָפּגעשיקט קיין סאָמאַרקאַנד, ווו זיי אַרבעט אין כאָרקאָווער יידישן מלוכה-טעאַטער		סאָמאַרקאַנד	בוקאַרעסט · יידישן מלוכה-טעאַטער · רומעניע	DISMISS				Bella	2026-04-13T09:34:29Z
PAIR-01292	ORG-C00196	ORG-C01387	יידישע געזעלשאַפט אין לאָס אַנדזשעלעס	יידישן טעאַטער אין אורוגוויי	theatre		0.8333	TRUE	facs_44_tr_1756359784	facs_618_tr_1755029883	volume7IIIorg.json	Volume_4IIIorg.json	געזעלשאַפֿטלעכער יידישער טעאַטער אין דעטראָיט	גאָלד זישע [לייזגאָלד]	די יידישע געזעלשאַפט אין לאָס אַנדזשעלעס (זע „טעאטער-לעקסיקאָן“ זז. 5073-3-29) איז צוגעצויגן געוואָרן און האָט דורכגעפירט די עקזיסטענץ פאַר אַ קורצע צייט פון פּראָפעסיאנעל יידיש טעאַטער	גרינדעט, צוזאַמען מיט ווילי גאָלדשטיין, דעם ערשטן סטאַבילן יידישן טעאַטער אין אורוגוויי	לאָס אַנדזשעלעס	אורוגוויי						
PAIR-01293	ORG-C00158	ORG-C01254	מאריס-טעאַטער	מאיאַ-טעאַטער	theatre		0.8333		facs_37_r_9	facs_329_tr_1756058152	volume7IIIorg.json	Volume_3IIIorg.json	ראָלאַנד, וויליאַם (וועלוול כאַסקין)	ווענדאָרף, לאהלע [וואַסערמאַן]	"ווערט ער מענעדזשער אין געבילס „מאריס""-טעאַטער"	"אין די גאַסטשפּילן פֿון שוואַרצס „קונסט-טעאַטער“ אין „מאיאַ""-טעאַטער"		לאָס אַנדזשעלעס · מאיאַ-טעאַטער						
PAIR-01294	ORG-C00158	ORG-C05192	מאריס-טעאַטער	מאַריענטעאַטער	theatre		0.8333		facs_37_r_9	facs_372_tr_1744366832	volume7IIIorg.json	volume_2IIIorg.json	ראָלאַנד, וויליאַם (וועלוול כאַסקין)	ספּיוואַקאָווסקי, יעקב	"ווערט ער מענעדזשער אין געבילס „מאריס""-טעאַטער"	ער פלעגט אויך שפּילן מיט אַ רוסישער אָפּערעטען-טרופּע, וואָס פלעגט געבן פֿיר מאָל אַ וואָך פּאַרשטעלונגען אין דעם זעלבן מאַריענטעאַטער		אָדעס · מאַריענטעאַטער						
PAIR-01295	ORG-C00196	ORG-C01387	יידישע געזעלשאַפט אין לאָס אַנדזשעלעס	יידיש טעאַטער אין אַרגענטינע	theatre		0.8333	TRUE	facs_44_tr_1756359784	facs_80_tr_1753938276	volume7IIIorg.json	Volume_4IIIorg.json	געזעלשאַפֿטלעכער יידישער טעאַטער אין דעטראָיט	שילינג, סעם [שמחה]	די יידישע געזעלשאַפט אין לאָס אַנדזשעלעס (זע „טעאטער-לעקסיקאָן“ זז. 5073-3-29) איז צוגעצויגן געוואָרן און האָט דורכגעפירט די עקזיסטענץ פאַר אַ קורצע צייט פון פּראָפעסיאנעל יידיש טעאַטער	אין 1908 אָנגעפֿירט אַ סעזאָן מיט יידיש טעאַטער אין אַרגענטינע	לאָס אַנדזשעלעס	בוענאָס איירעס · פּיעדראַס 564 · אַרגענטינע						
PAIR-01296	ORG-C00359	ORG-C01387	ייד. טעאַטער אין דעטראָיט	יידיש טעאַטער אין אַרגענטינע	theatre		0.8333	TRUE	facs_71_tr_1757228899	facs_80_tr_1753938276	volume7IIIorg.json	Volume_4IIIorg.json	האָפענבערג, הערי	שילינג, סעם [שמחה]	"אויפֿגעפֿירט געוואָרן דעם 6 אָקטאָבער 1933 ה.'ס פּיעסע „נאָרט ניט מיין מאַמע"""	אין 1908 אָנגעפֿירט אַ סעזאָן מיט יידיש טעאַטער אין אַרגענטינע	דעטראָיט · ייד. טעאַטער אין דעטראָיט	בוענאָס איירעס · פּיעדראַס 564 · אַרגענטינע						
PAIR-01297	ORG-C06441	ORG-C01387	לידיק טעאַטער	יידיש טעאַטער אין אַרגענטינע	theatre		0.8333		facs_332_tr_1741260405	facs_80_tr_1753938276	volume_1IIIorg.json	Volume_4IIIorg.json	העניג, מאַקס	שילינג, סעם [שמחה]	אין די ניויאָרקער לידיק און פּראָספּעקט טעאַטערס	אין 1908 אָנגעפֿירט אַ סעזאָן מיט יידיש טעאַטער אין אַרגענטינע	ניויאָרק · לידיק טעאַטער	בוענאָס איירעס · פּיעדראַס 564 · אַרגענטינע						
PAIR-01298	ORG-C00285	ORG-C01810	בוקאַרעשטער יידישן מלוכה-טעאַטער	וואַרשעווער יידישן מלוכה-טעאַטער	theatre		0.8333		facs_57_tr_1756359819	facs_95_tr_1747746124	volume7IIIorg.json	volume6IIIorg.json	רובין, דוד	דאָגים, יצחק	אין טעאַטער-סעזאָן 1952-53 איז אין בוקאַרעשטער יידישן מלוכה-טעאַטער אויפֿגעפֿירט געוואָרן ר.'ס איבערזעצונג פֿון מאָליערס קאָמעדיע	סוף 1957 אַריבער קיין וואַרשע, ווו ער טרעט אַריין אין דאָרטיקן יידישן מלוכה-טעאַטער אַלס שוישפּילער	בוקאַרעשט · בוקאַרעשטער יידישן מלוכה-טעאַטער · רומעניע	וואַרשע	DISMISS				Bella	2026-04-13T09:43:18Z
PAIR-01299	ORG-C01329	ORG-C00338	גריק-טעאַטער	ליריק-טעאַטער אין ברוקלין	theatre		0.8333		facs_340_tr_1756106824	facs_341_TextRegion_1710852325453_54	Volume_3IIIorg.json	volume_1IIIorg.json	זאַהאָוואַ, רוט [גאָלדשטיין)	וואָלערשטיין, עלאַ [געשפּאָס]	דערנאָך אין גריק-טעאַטער	אין ליריק-טעאַטער אין ברוקלין	גריק-טעאַטער	ברוקלין · ליריק-טעאַטער						
PAIR-01300	ORG-C06441	ORG-C00338	לידיק טעאַטער	ליריק-טעאַטער אין ברוקלין	theatre		0.8333		facs_332_tr_1741260405	facs_341_TextRegion_1710852325453_54	volume_1IIIorg.json	volume_1IIIorg.json	העניג, מאַקס	וואָלערשטיין, עלאַ [געשפּאָס]	אין די ניויאָרקער לידיק און פּראָספּעקט טעאַטערס	אין ליריק-טעאַטער אין ברוקלין	ניויאָרק · לידיק טעאַטער	ברוקלין · ליריק-טעאַטער						
PAIR-01301	ORG-C00378	ORG-C01679	אַרטש סטריט טעאַטער	דריטן סטריט טעאַטער	theatre		0.8333		facs_73_r_4	facs_59_tr_1747746198	volume7IIIorg.json	volume6IIIorg.json	בראָדין, מאַקסיס [מאָקס בראָדסקי]	שאַרגעל, יעקב	"פריער אין פילאָדעלפיער ""אַרטש סטריט טעאַטער"", ווו ער דעביוטירט"	שפּילט ער ביי מאַקס געביל אין „דריטן סטריט טעאַטער“, אין אָנהייב אין דרע-אַקטיקע סקעטשעס, שפּעטער אין אַ משך פֿון 10 יאָר אין פֿולשטענדיקע פּיעסן ביי געבילן	פילאָדעלפיע · אַמעריקע	„דריטן סטריט טעאַטער“						
PAIR-01302	ORG-C00399	ORG-C01870	שאַמוט-טעאַטער	שאַמאַ-טעאַטער	theatre		0.8333		facs_76_r	facs_108_r_85	volume7IIIorg.json	volume6IIIorg.json	קאַטץ, איזידאָר [יצחק-קלמן]	ביבער סענדער	"1921 ווערט ער מענעדזשער (אין די זונטיקס) פֿון שאַמוט-טעאַטער אין באָסטאָן א'נ „קאָטצס און ביבערס פֿאָלקס קאָמפּאַני"""	1922 — דירעקטאָר פֿון „שאַמאַ-טעאַטער	באָסטאָן · שאַמוט-טעאַטער							
PAIR-01303	ORG-C00422	ORG-C00895	שטאָט-טעאַטער	שטאָדט טעאַטער	theatre		0.8333		facs_83_tr_1757228886	facs_150_tr_1754213811	volume7IIIorg.json	Volume_3IIIorg.json	ציפקינאָ, פֿאָניאַ	פּרייס, מיכאל	אין עלטער פֿון 12 יאָר זיך באַטייליקט אין אַ קינדער-פֿאַרשטעלונג אין שטאָט-טעאַטער	"אין דייטש, קלאַסישן רעפּערטואָר אין דיסעלדאָרף (""שטאָדט טעאַטער“)"	מינסק · שטאָט-טעאַטער	דיסעלדאָרף						
PAIR-01304	ORG-C00488	ORG-C02628	אָדעסער פילהאַרמאָניע	לאָדזשער פילהאַרמאַניע	theatre		0.8333		facs_14_tr_1752653034	facs_29_r_427	Volume_3IIIorg.json	Volume5IIIorg.json	פּאָדלובני, נ. י. [נאַום, נוניאַ]	בייגעלמאַן, דוד	1920 — אַ געוויסע צייט דיריגירט אין אָדעסער פילהאַרמאָניע	דיריגענט פון דער לאָדזשער פילהאַרמאַניע... און דוד בייגלמאַן	אָדעס · אָדעסער פילהאַרמאָניע	לאָדזש	DISMISS				Bella	2026-04-19T07:51:19Z
PAIR-01305	ORG-C00515	ORG-C01254	טאַליאַ-טעאַטער	מאיאַ-טעאַטער	theatre		0.8333		facs_16_r	facs_329_tr_1756058152	Volume_3IIIorg.json	Volume_3IIIorg.json	פאול, יוסף	ווענדאָרף, לאהלע [וואַסערמאַן]	"געזונגען סאָלאָס מיט רעגינאַ פראַגער אין דער פּיעסע „חורבן קעשענעוו"" אין „טאַליאַ טעאַטער“"	"אין די גאַסטשפּילן פֿון שוואַרצס „קונסט-טעאַטער“ אין „מאיאַ""-טעאַטער"		לאָס אַנדזשעלעס · מאיאַ-טעאַטער						
PAIR-01306	ORG-C00515	ORG-C03848	טאַליאַ-טעאַטער	פּאַלי-טעאַטער	theatre		0.8333		facs_16_r	facs_31_tr_1744131345	Volume_3IIIorg.json	volume_2IIIorg.json	פאול, יוסף	טאָמאַשעווסקי, מייק (מרדכי)	"געזונגען סאָלאָס מיט רעגינאַ פראַגער אין דער פּיעסע „חורבן קעשענעוו"" אין „טאַליאַ טעאַטער“"	מענעדזשער פֿון יידישע טרופּעס אין... פּאַלי-טעאַטער אין באָלטימאַר		באָלטימאַר · פּאַלי-טעאַטער						
PAIR-01307	ORG-C00515	ORG-C04115	טאַליאַ-טעאַטער	קאַליש-טעאַטער	theatre		0.8333		facs_16_r	facs_71_tr_1744131408	Volume_3IIIorg.json	volume_2IIIorg.json	פאול, יוסף	יאַקאָבּי, פּראָפעסאָר	"געזונגען סאָלאָס מיט רעגינאַ פראַגער אין דער פּיעסע „חורבן קעשענעוו"" אין „טאַליאַ טעאַטער“"	"אויפֿגעפֿירט געוואָרן אין ניו-יאָרקער קאַליש-טעאַטער „ר' לייב ספרדי... פֿון פּראָפ. יאַקאָבי"""		ניו-יאָרק · קאַליש-טעאַטער						
PAIR-01308	ORG-C00592	ORG-C00988	ברוקלינער ליבערטי-טעאַטער	בּרוּקלינער ליריק-טעאַטער	theatre		0.8333		facs_28_tr_1752653013	facs_52_tr_1744131407	Volume_3IIIorg.json	volume_2IIIorg.json	פּאָלאַנד, טאַניאַ	טעפּליצקי, מענדעל	אַ סעזאָן אין ברוקלינער „ליבערטי טעאַטער“ (דיר. זיגמונט וויינטרויב)	1915-16 — אין בּרוּקלינער ליריק-טעאַטער	ברוקלין · ליבערטי טעאַטער	בּרוּקלינער · בּרוּקלינער ליריק-טעאַטער						
PAIR-01309	ORG-C00592	ORG-C04256	ברוקלינער ליבערטי-טעאַטער	ברוקלינער נאַוועלטי-טעאַטער	theatre		0.8333		facs_28_tr_1752653013	facs_108_tr_1744279196	Volume_3IIIorg.json	volume_2IIIorg.json	פּאָלאַנד, טאַניאַ	לאַנדמאַן, הערי	אַ סעזאָן אין ברוקלינער „ליבערטי טעאַטער“ (דיר. זיגמונט וויינטרויב)	אַ מיטשותף (מיט דזשייקאָבס און הערי קאָן) אין ברוקלינער נאַוועלטי-טעאַטער	ברוקלין · ליבערטי טעאַטער	ברוקלין · ברוקלינער נאַוועלטי-טעאַטער						
