group_id,n_clusters,n_settlements,specificity,split_family,name_key,cluster_id,base_cluster,settlement,canonical_name,cluster_size,decision,aligned_db_id,db_name
G098,3,3,specific,YES,אדעאנטעאטער,ORG-C02116_Q01,ORG-C02116,ניו יאָרק,אָדעאָן-טעאַטער,13,,,
G098,3,3,specific,YES,אדעאנטעאטער,ORG-C02116_Q03,ORG-C02116,סט. לואיס,אָדעאָן-טעאַטער,1,,,
G098,3,3,specific,YES,אדעאנטעאטער,ORG-C02116_Q02,ORG-C02116,מאָנטרעאַל,אָדעאָן-טעאַטער,1,,,
G099,3,2,specific,YES,רומעניעאפערעהויז,ORG-C02149_Q01,ORG-C02149,ניו יאָרק,רומעניע-אָפּערע-הויז,22,,,
G099,3,2,specific,YES,רומעניעאפערעהויז,ORG-C02149_Q03,ORG-C02149,רומעניע,רומעניע-אָפּערע-הויז,1,,,
G099,3,2,specific,YES,רומעניעאפערעהויז,ORG-C02149_Q02,ORG-C02149,,רומעניע-אָפּערע-הויז,1,,,
G100,3,2,specific,,צירק,ORG-C04098,ORG-C04098,לאדזש,לאָדזשער צירק,2,,,
G100,3,2,specific,,צירק,ORG-C02167,ORG-C02167,,ווילנער צירק,1,,,
G100,3,2,specific,,צירק,ORG-C07320,ORG-C07320,מאָסקווע,מאָסקווער צירק,1,,,
G110,3,3,specific,,רוסישנשטאטטעאטער,ORG-C02718,ORG-C02718,גראָדנע,גראָדנער רוסישן שטאָטטעאַטער,2,,,
G110,3,3,specific,,רוסישנשטאטטעאטער,ORG-C05802,ORG-C05802,מינסק,רוסישן שטאָט-טעאַטער,1,,,
G110,3,3,specific,,רוסישנשטאטטעאטער,ORG-C05869,ORG-C05869,ווילנע,ווילנער רוסישן שטאָטטעאַטער,1,,,
G114,3,2,specific,,קונסטגעזעלשאפט,ORG-C02836,ORG-C02836,ווילנע,ווילנער קונסטגעזעלשאַפֿט,1,,,
G114,3,2,specific,YES,קונסטגעזעלשאפט,ORG-C02938_Q01,ORG-C02938,גראָדנע,קונסט-געזעלשאַפֿט,1,,,
G114,3,2,specific,YES,קונסטגעזעלשאפט,ORG-C02938_Q02,ORG-C02938,ווילנע,קונסט-געזעלשאַפֿט,1,,,
G123,3,2,specific,YES,מאריאנעטנטעאטער'מיידימ',ORG-C03097_Q01,ORG-C03097,ווילנע,מאַריאָנעטן-טעאַטער 'מיידים',3,,,
G123,3,2,specific,,מאריאנעטנטעאטער'מיידימ',ORG-C03340,ORG-C03340,ווילנע,ווילנער מאַריאָנעטן-טעאַטער 'מיידים',1,,,
G123,3,2,specific,YES,מאריאנעטנטעאטער'מיידימ',ORG-C03097_Q02,ORG-C03097,לאָדזש,מאַריאָנעטן-טעאַטער 'מיידים',1,,,
G128,3,3,specific,YES,מעטראפאליטאנאפערע,ORG-C03767_Q01,ORG-C03767,ניו-יאָרק,מעטראָפּאָליטאָן-אָפּערע,2,,,
G128,3,3,specific,YES,מעטראפאליטאנאפערע,ORG-C03767_Q03,ORG-C03767,אַטלאַנטאָ,מעטראָפּאָליטאָן-אָפּערע,1,,,
G128,3,3,specific,YES,מעטראפאליטאנאפערע,ORG-C03767_Q02,ORG-C03767,פֿילאָדעלפיע,מעטראָפּאָליטאָן-אָפּערע,1,,,
G131,3,3,specific,YES,ליבערטי,ORG-C03903_Q01,ORG-C03903,ניו יאָרק,ליבערטי,14,ALIGN,316,Liberty Theatre
G131,3,3,specific,,ליבערטי,ORG-C04171,ORG-C04171,ניו-יאָרק,ניו-יאָרקער ליבערטי,1,,,
G131,3,3,specific,YES,ליבערטי,ORG-C03903_Q02,ORG-C03903,ברוקלין,ליבערטי,1,,,
G138,3,3,specific,YES,יידישנווארעווילטעאטער,ORG-C02474_Q01,ORG-C02474,שיקאַגאָ,יידישן וואָרעוויל-טעאַטער,4,,,
G138,3,3,specific,YES,יידישנווארעווילטעאטער,ORG-C02474_Q03,ORG-C02474,ניו יאָָרק,יידישן וואָרעוויל-טעאַטער,1,,,
G138,3,3,specific,YES,יידישנווארעווילטעאטער,ORG-C02474_Q02,ORG-C02474,בוקאָרעסט,יידישן וואָרעוויל-טעאַטער,1,,,
G145,3,3,specific,YES,שטאטישנטעאטער,ORG-C06085_Q01,ORG-C06085,קאָוונע,שטאָטישן טעאַטער,2,,,
G145,3,3,specific,,שטאטישנטעאטער,ORG-C05048,ORG-C05048,קיעוו,קיעווער שטאָטישן טעאַטער,1,,,
G145,3,3,specific,YES,שטאטישנטעאטער,ORG-C06085_Q02,ORG-C06085,כאַרקאָוו,שטאָטישן טעאַטער,1,,,
G005,2,2,specific,YES,באלאגעניידענ,ORG-C00051_Q01,ORG-C00051,ווילנע,באַלאַגעניידען,2,ALIGN,497,באַלאַגעניידען
G005,2,2,specific,YES,באלאגעניידענ,ORG-C00051_Q02,ORG-C00051,דאַנציג,באַלאַגעניידען,1,NEW,729,
G006,2,2,specific,YES,אלימפיאטעאטער,ORG-C00085_Q01,ORG-C00085,בוענאָס איירעס,אָלימפּיאַ טעאַטער,6,,,
G006,2,2,specific,YES,אלימפיאטעאטער,ORG-C00085_Q02,ORG-C00085,לאָדזש,אָלימפּיאַ טעאַטער,1,,,
G009,2,2,specific,YES,טעאטערעקסעלסיאר,ORG-C00131_Q01,ORG-C00131,בוענאָס איירעס,טעאַטער עקסעלסיאָר,7,NEW,744,
G009,2,2,specific,YES,טעאטערעקסעלסיאר,ORG-C00131_Q02,ORG-C00131,אָרגענטינע,טעאַטער עקסעלסיאָר,2,,,
G010,2,2,specific,YES,נייאזאזעל,ORG-C00141_Q01,ORG-C00141,וואַרשע,ניי-אַזאַזעל,3,,,
G010,2,2,specific,YES,נייאזאזעל,ORG-C00141_Q02,ORG-C00141,וואַרשעווער געטאָ,ניי-אַזאַזעל,2,,,
G017,2,2,specific,,לאנדיילטעאטער,ORG-C03949,ORG-C03949,שיקאַגאָ,שיקאַגער לאָנדייל-טעאַטער,11,,,
G017,2,2,specific,,לאנדיילטעאטער,ORG-C00181,ORG-C00181,שיקאַגער,לאָנדייל-טעאַטער,8,NEW,520,לאָנדייל-טעאַטער
G023,2,2,specific,YES,קעפיטאלטעאטער,ORG-C00265_Q01,ORG-C00265,ניו יאָרק,קעפּיטאָל טעאַטער,2,,,
G023,2,2,specific,YES,קעפיטאלטעאטער,ORG-C00265_Q02,ORG-C00265,לאָס אַנדזשעלעס,קעפּיטאָל טעאַטער,1,,,
G024,2,2,specific,YES,מעקינליסקווערטעאטער,ORG-C00266_Q01,ORG-C00266,בראַנקס,מעקינלי סקווער טעאַטער,28,,,
G024,2,2,specific,YES,מעקינליסקווערטעאטער,ORG-C00266_Q02,ORG-C00266,ניו יאָרק,מעקינלי סקווער טעאַטער,5,,,
G027,2,2,specific,,"יידישנטעאטער„קונסטווינקל""",ORG-C00332,ORG-C00332,קיעוו,"קיעווער יידישן טעאַטער „קונסט-ווינקל""",1,,,
G027,2,2,specific,,"יידישנטעאטער„קונסטווינקל""",ORG-C04066,ORG-C04066,אוקראַאינע,"יידישן טעאַטער „קונסט-ווינקל""",1,,,
G030,2,2,specific,,דראמאטיקקלוב,ORG-C07057,ORG-C07057,ניו יאָרק,דראַמאַטיק קלוב,2,,,
G030,2,2,specific,,דראמאטיקקלוב,ORG-C00374,ORG-C00374,שיקאַגע,שיקאַגער דראַמאַטיק קלוב,1,,,
G032,2,2,specific,YES,רוסישנדראמאטישנטעאטער,ORG-C00413_Q01,ORG-C00413,קאָמטשאַטקאַ,רוסישן דראַמאַטישן טעאַטער,2,,,
G032,2,2,specific,YES,רוסישנדראמאטישנטעאטער,ORG-C00413_Q02,ORG-C00413,ריגע,רוסישן דראַמאַטישן טעאַטער אין ריגע,1,,,
G036,2,2,specific,YES,רוסישעראפערעטע,ORG-C00487_Q01,ORG-C00487,כערסאָן,רוסישער אָפּערעטע,3,,,
G036,2,2,specific,YES,רוסישעראפערעטע,ORG-C00487_Q02,ORG-C00487,אָדעס,רוסישער אָפּערעטע אין אָדעס,1,,,
G040,2,2,specific,YES,וויליאמסבורגערליריקטעאטער,ORG-C00590_Q01,ORG-C00590,וויליאַמסבורג,וויליאַמסבורגער ליריק-טעאַטער,5,,,
G040,2,2,specific,YES,וויליאמסבורגערליריקטעאטער,ORG-C00590_Q02,ORG-C00590,ניו יאָרק,וויליאַמסבורגער ליריק-טעאַטער,1,,,
G043,2,2,specific,YES,צענטראלטעאטער,ORG-C00631_Q01,ORG-C00631,וואַרשע,צענטראַל-טעאַטער,34,,,
G043,2,2,specific,YES,צענטראלטעאטער,ORG-C00631_Q02,ORG-C00631,בוקאַרעשט,צענטראַל-טעאַטער,1,,,
G047,2,2,specific,,סוירקלטעאטער,ORG-C00656,ORG-C00656,דעטראָיט,סוירקל טעאַטער,6,,,
G047,2,2,specific,,סוירקלטעאטער,ORG-C04079,ORG-C04079,דעטראיט,דעטראיטער סוירקל-טעאַטער,1,,,
G049,2,2,specific,YES,אמעריקענטעאטער,ORG-C00665_Q01,ORG-C00665,פֿילאדעלפֿיער,אַמעריקען טעאַטער,2,,,
G049,2,2,specific,YES,אמעריקענטעאטער,ORG-C00665_Q02,ORG-C00665,ניו יאָרק,אַמעריקען טעאַטער,1,,,
G053,2,2,specific,YES,"""ארפעאומ""טעאטער",ORG-C00742_Q01,ORG-C00742,באָסטאָן,"""אָרפעאום""-טעאַטער",2,,,
G053,2,2,specific,YES,"""ארפעאומ""טעאטער",ORG-C00742_Q02,ORG-C00742,ניואַרק,"""אָרפעאום""-טעאַטער",1,,,
G054,2,2,specific,YES,'ראזמאאיטאשטשי',ORG-C00744_Q02,ORG-C00744,לאָדזש,'ראָזמאַאיטאָשטשי',1,,,
G054,2,2,specific,YES,'ראזמאאיטאשטשי',ORG-C00744_Q01,ORG-C00744,ראַדאָם,'ראָזמאַאיטאָשטשי',1,,,
G055,2,2,specific,YES,מאדזשעסטיקטעאטער,ORG-C00748_Q02,ORG-C00748,ברוקלין,מאדזשעסטיק-טעאַטער,1,,,
G055,2,2,specific,YES,מאדזשעסטיקטעאטער,ORG-C00748_Q01,ORG-C00748,דעטראיט,מאדזשעסטיק-טעאַטער,1,,,
G056,2,2,specific,YES,יידישנאנסאמבלקונסטטעאטער,ORG-C00783_Q01,ORG-C00783,אַמעריקע,יידישן אַנסאַמבל קונסט-טעאַטער,3,,,
G056,2,2,specific,YES,יידישנאנסאמבלקונסטטעאטער,ORG-C00783_Q02,ORG-C00783,ניו-יאָרק,יידישן אַנסאַמבל קונסט-טעאַטער,1,,,
G059,2,2,specific,YES,ארבייטערפריינד,ORG-C00844_Q01,ORG-C00844,לאָנדאָן,אַרבייטער פֿריינד,8,,,
G059,2,2,specific,YES,ארבייטערפריינד,ORG-C00844_Q02,ORG-C00844,לידז,אַרבייטער פֿריינד,1,,,
G061,2,2,specific,,פאלקסהויז,ORG-C00897,ORG-C00897,קאָוונע,פאָלקס-הויז,1,,,
G061,2,2,specific,,פאלקסהויז,ORG-C04847,ORG-C04847,כאַרקאָוו,כאַרקאָווער פאָלקס-הויז,1,,,
G062,2,2,specific,YES,פאלקסאוניוגנטטעאטער,ORG-C00929_Q01,ORG-C00929,לאָדזש,פאָלקס און יוגנט טעאַטער,3,,,
G062,2,2,specific,YES,פאלקסאוניוגנטטעאטער,ORG-C00929_Q02,ORG-C00929,וואַרשע,פאָלקס און יוגנט טעאַטער,1,,,
G063,2,2,specific,YES,טעאטערראזמאאיטאשטשי,ORG-C00930_Q02,ORG-C00930,וואַרשע,טעאַטער ראָזמאַאיטאָשטשי,1,,,
G063,2,2,specific,YES,טעאטערראזמאאיטאשטשי,ORG-C00930_Q01,ORG-C00930,ראַדאָם,טעאַטער ראָזמאַאיטאָשטשי,1,,,
G064,2,2,specific,YES,מארינסקיטעאטער,ORG-C00942_Q01,ORG-C00942,אָדעס,מאַרינסקי טעאַטער,11,,,
G064,2,2,specific,YES,מארינסקיטעאטער,ORG-C00942_Q02,ORG-C00942,פּעטראָגראָד,מאַרינסקי טעאַטער,1,,,
G070,2,2,specific,YES,מעטראפאליטאנאפערעהויז,ORG-C01070_Q01,ORG-C01070,פֿילאַדעלפיע,מעטראָפּאָליטאָן אָפּערע הויז,1,,,
G070,2,2,specific,YES,מעטראפאליטאנאפערעהויז,ORG-C01070_Q02,ORG-C01070,ניו-יאָרק,מעטראָפּאָליטאָן אָפּערע הויז,1,,,
G074,2,2,specific,YES,ליטמאנ,ORG-C01167_Q01,ORG-C01167,דעטראָיט,ליטמאַן,6,,,
G074,2,2,specific,YES,ליטמאנ,ORG-C01167_Q02,ORG-C01167,טאָראַנטאָ,ליטמאַן,1,,,
G075,2,2,specific,YES,פאדזאמטשע,ORG-C01224_Q01,ORG-C01224,ווין,פּאָדזאַמטשע,8,,,
G075,2,2,specific,YES,פאדזאמטשע,ORG-C01224_Q02,ORG-C01224,לעמבערג,פּאָדזאַמטשע,1,,,
G078,2,2,specific,YES,טעמפל,ORG-C01278_Q01,ORG-C01278,בוקאַרעסט,טעמפּל,6,,,
G078,2,2,specific,YES,טעמפל,ORG-C01278_Q02,ORG-C01278,יאָסי,טעמפּל,1,,,
G079,2,2,specific,YES,הארפע,ORG-C01292_Q01,ORG-C01292,לאָדזש,האַרפע,6,,,
G079,2,2,specific,YES,הארפע,ORG-C01292_Q02,ORG-C01292,פאַריז,האַרפע,1,,,
G081,2,2,specific,YES,סקאלא,ORG-C01423_Q01,ORG-C01423,וואַרשע,סקאַלאַ,6,,,
G081,2,2,specific,YES,סקאלא,ORG-C01423_Q02,ORG-C01423,לאָדזש,סקאַלאַ,2,,,
G083,2,2,specific,YES,בלומענטאל,ORG-C01486_Q01,ORG-C01486,פּאַריז,בלומענטאָל,6,,,
G083,2,2,specific,YES,בלומענטאל,ORG-C01486_Q02,ORG-C01486,לאָנדאָן,בלומענטאָל,1,,,
G084,2,2,specific,YES,אפאלא,ORG-C01528_Q02,ORG-C01528,לאָנדאָן,אַפּאָלאָ,1,,,
G084,2,2,specific,YES,אפאלא,ORG-C01528_Q01,ORG-C01528,שיקאַגע,אַפּאָלאָ,1,,,
G085,2,2,specific,YES,יידישעוואדעווילהייזער,ORG-C01542_Q01,ORG-C01542,ני-יאָרק,יידישע וואָדעוויל-הייזער,3,,,
G085,2,2,specific,YES,יידישעוואדעווילהייזער,ORG-C01542_Q02,ORG-C01542,ניו יאָרק,יידישע וואָדעוויל-הייזער,2,,,
G088,2,2,specific,,יידישעטעאטערגעזעלשאפט,ORG-C01683,ORG-C01683,גראָדנע,גראָדנער יידישע טעאַטער-געזעלשאַפט,1,,,
G088,2,2,specific,,יידישעטעאטערגעזעלשאפט,ORG-C01387_Q46,ORG-C01387,פּעטערבורג,יידישע טעאַטער געזעלשאַפֿט,1,,,
G089,2,2,specific,YES,טעאטעראלימפיא,ORG-C01695_Q01,ORG-C01695,בוענאָס איירעס,טעאַטער אַלימפּיא,4,,,
G089,2,2,specific,YES,טעאטעראלימפיא,ORG-C01695_Q02,ORG-C01695,בוענאָס-אַרעס,טעאַטער אַלימפּיא,2,,,
G090,2,2,specific,YES,קאליסעומטעאטער,ORG-C01779_Q02,ORG-C01779,לאדזש,קאָליסעום-טעאַטער,2,,,
G090,2,2,specific,YES,קאליסעומטעאטער,ORG-C01779_Q01,ORG-C01779,לעמבערג,קאָליסעום-טעאַטער,2,,,
G091,2,2,specific,YES,פרינצעסטעאטער,ORG-C01828_Q01,ORG-C01828,שיקאַגע,פּרינצעס טעאַטער,1,,,
G091,2,2,specific,YES,פרינצעסטעאטער,ORG-C01828_Q02,ORG-C01828,פֿילאָדעלפיע,פּרינצעס טעאַטער,1,,,
G092,2,2,specific,YES,פוילישערבינע,ORG-C01834_Q01,ORG-C01834,ראַדאָם,פּוילישער בינע,4,,,
G092,2,2,specific,YES,פוילישערבינע,ORG-C01834_Q02,ORG-C01834,לעמבערג,פּוילישער בינע,1,,,
G093,2,2,specific,YES,מעטראפאליטאנמוזיקהאל,ORG-C01838_Q02,ORG-C01838,בראַנזוויל,מעטראָפּאָליטאָן מוזיק האָל,1,,,
G093,2,2,specific,YES,מעטראפאליטאנמוזיקהאל,ORG-C01838_Q01,ORG-C01838,ניו יאָרק,מעטראָפּאָליטאָן מוזיק האָל,1,,,
G094,2,2,specific,,גאלדטעאטער,ORG-C01841,ORG-C01841,ניו-יאָרק,גאָלד-טעאַטער,2,NEW,686,גאָלד-טעאַטער
G094,2,2,specific,,גאלדטעאטער,ORG-C04790,ORG-C04790,ברוקלינער,ברוקלינער גאָלד-טעאַטער,1,,,
G095,2,2,specific,YES,טעאטערנאווי,ORG-C01937_Q01,ORG-C01937,אָדעס,טעאַטער נאָווי,3,,,
G095,2,2,specific,YES,טעאטערנאווי,ORG-C01937_Q02,ORG-C01937,וואַרשע,טעאַטער נאָווי,2,,,
G096,2,2,specific,,קייזערלעכנטעאטער,ORG-C01946,ORG-C01946,ווין,ווינער קייזערלעכן טעאַטער,1,,,
G096,2,2,specific,,קייזערלעכנטעאטער,ORG-C04649,ORG-C04649,פּעטערבורג,קייזערלעכן טעאַטער,1,,,
G097,2,2,specific,YES,מוזעומפארמאדערנעקונסט,ORG-C01977_Q02,ORG-C01977,ניו יאָרק,מוזעום פֿאַר מאָדערנע קונסט,1,,,
G097,2,2,specific,YES,מוזעומפארמאדערנעקונסט,ORG-C01977_Q01,ORG-C01977,מעקסיקע סיטי,מוזעום פֿאַר מאָדערנע קונסט,1,,,
G102,2,2,specific,YES,סטאבילניידישנטעאטער,ORG-C02415_Q01,ORG-C02415,מעקסיקע,סטאָבילן יידישן טעאַטער אין מעקסיקע,1,,,
G102,2,2,specific,YES,סטאבילניידישנטעאטער,ORG-C02415_Q02,ORG-C02415,לעמבערג,סטאָבילן יידישן טעאַטער,1,,,
G103,2,2,specific,YES,גלאבטעאטער,ORG-C02435_Q01,ORG-C02435,דעטראָיט,גלאָב-טעאַטער,1,,,
G103,2,2,specific,YES,גלאבטעאטער,ORG-C02435_Q02,ORG-C02435,קליוולאַנד,גלאָב-טעאַטער,1,,,
G104,2,2,specific,YES,פראפעסיאנעלניידישנטעאטער,ORG-C02500_Q01,ORG-C02500,דעטראיט,פּראָפעסיאנעלן יידישן טעאַטער,5,,,
G104,2,2,specific,YES,פראפעסיאנעלניידישנטעאטער,ORG-C02500_Q02,ORG-C02500,ווילנע,פּראָפעסיאנעלן יידישן טעאַטער,1,,,
G105,2,2,specific,,געטא,ORG-C02622,ORG-C02622,ווילנע,ווילנער געטאָ,3,,,
G105,2,2,specific,,געטא,ORG-C03022,ORG-C03022,ריגע,ריגער געטאָ,1,,,
G106,2,2,specific,YES,ווענוס,ORG-C02650_Q01,ORG-C02650,וואַרשע,ווענוס,4,,,
G106,2,2,specific,YES,ווענוס,ORG-C02650_Q02,ORG-C02650,לובלין,ווענוס,1,,,
G107,2,2,specific,YES,גאלדפאדענפאריינ,ORG-C02661_Q01,ORG-C02661,סטאַניסלאַוואָוו,גאָלדפֿאַדען-פֿאַריין,7,,,
G107,2,2,specific,YES,גאלדפאדענפאריינ,ORG-C02661_Q02,ORG-C02661,לעמבערג,גאָלדפאַדען-פאַריין,3,,,
G108,2,2,specific,,קאלאסעומ,ORG-C02664,ORG-C02664,לעמבערג,קאָלאָסעום,2,,,
G108,2,2,specific,,קאלאסעומ,ORG-C05093,ORG-C05093,לאדזש,לאדזשער קאָלאָסעום,2,,,
G109,2,2,specific,YES,קאפעגערטנער,ORG-C02705_Q01,ORG-C02705,וואַרשעווער געטאָ,קאָפע גערטנער,1,,,
G109,2,2,specific,YES,קאפעגערטנער,ORG-C02705_Q02,ORG-C02705,וואַרשע,קאָפע גערטנער,1,,,
G111,2,2,specific,YES,באוועגלעכניידישנדראמאטישנטעאטער,ORG-C02772_Q03,ORG-C02772,קאָלאָמיי,באַוועגלעכן יידישן דראַמאַטישן טעאַטער,1,,,
G111,2,2,specific,YES,באוועגלעכניידישנדראמאטישנטעאטער,ORG-C02772_Q02,ORG-C02772,דאַנציג,באַוועגלעכן יידישן דראַמאַטישן טעאַטער,1,NEW,727,
G112,2,2,specific,YES,מעלאדיפאלאס,ORG-C02801_Q01,ORG-C02801,וואַרשעווער געטאָ,מעלאָדי פּאַלאַס,2,,,
G112,2,2,specific,YES,מעלאדיפאלאס,ORG-C02801_Q02,ORG-C02801,וואַרשע,מעלאָדי פּאַלאַס,1,,,
G113,2,2,specific,YES,דראמאטישנקרייז,ORG-C02833_Q01,ORG-C02833,קאָלנע,דראַמאַטישן קרייז,2,,,
G113,2,2,specific,YES,דראמאטישנקרייז,ORG-C02833_Q02,ORG-C02833,דוווינסק,דראַמאַטישן קרייז,1,,,
G115,2,2,specific,YES,טעאטערקאמעראלני,ORG-C02861_Q01,ORG-C02861,וואַרשעווער געטאָ,טעאַטער קאַמעראַלני,1,,,
G115,2,2,specific,YES,טעאטערקאמעראלני,ORG-C02861_Q02,ORG-C02861,וואַרשע,טעאַטער קאַמעראַלני,1,,,
G116,2,2,specific,,פוילישעראפערע,ORG-C02895,ORG-C02895,וואַרשע,פּוילישער אָפּערע,2,,,
G116,2,2,specific,,פוילישעראפערע,ORG-C06614,ORG-C06614,לעמבערג,לעמבערגער פּוילישער אָפּערע,2,,,
G117,2,2,specific,YES,יידישנדראמאטישנקרייז,ORG-C02913_Q01,ORG-C02913,ריגע,יידישן דראַמאַטישן קרייז,2,,,
G117,2,2,specific,YES,יידישנדראמאטישנקרייז,ORG-C02913_Q02,ORG-C02913,רעזשיצע,יידישן דראַמאַטישן קרייז,1,NEW,724,
G118,2,2,specific,,יידישנגעטאטעאטער,ORG-C02916,ORG-C02916,ווילנע,ווילנער יידישן געטאָ-טעאַטער,1,NEW,624,ווילנער יידישן געטאָ-טעאַטער
G118,2,2,specific,,יידישנגעטאטעאטער,ORG-C03410,ORG-C03410,לאָדזשער געטאָ,יידישן געטאָ-טעאַטער,1,,,
G120,2,2,specific,YES,ווארשעוועריידישנטעאטער,ORG-C02931_Q01,ORG-C02931,וואַרשעווער געטאָ,וואַרשעווער יידישן טעאַטער,2,,,
G120,2,2,specific,YES,ווארשעוועריידישנטעאטער,ORG-C02931_Q02,ORG-C02931,וואַרשע,וואַרשעווער יידישן טעאַטער,1,,,
G121,2,2,specific,YES,סימפאנישנארקעסטער,ORG-C02986_Q02,ORG-C02986,ווילנע,סימפּאַנישן אַרקעסטער,1,,,
G121,2,2,specific,YES,סימפאנישנארקעסטער,ORG-C02986_Q01,ORG-C02986,אומאַן,סימפּאַנישן אַרקעסטער,1,,,
G122,2,2,specific,YES,אסטאר'טעאטער,ORG-C03060_Q01,ORG-C03060,ווין,אַסטאָר'-טעאַטער,1,,,
G122,2,2,specific,YES,אסטאר'טעאטער,ORG-C03060_Q02,ORG-C03060,ניו-יאָרק,אַסטאָר'-טעאַטער,1,,,
G124,2,2,specific,YES,קינדערטעאטער,ORG-C03319_Q01,ORG-C03319,ווילנע,קינדער-טעאַטער,2,,,
G124,2,2,specific,YES,קינדערטעאטער,ORG-C03319_Q02,ORG-C03319,וואַרשע,קינדער-טעאַטער,1,,,
G125,2,2,specific,YES,קאמעטא,ORG-C03360_Q02,ORG-C03360,וואַרשע,קאָמעטאַ,1,,,
G125,2,2,specific,YES,קאמעטא,ORG-C03360_Q01,ORG-C03360,אָדעס,קאָמעטאַ,1,,,
G126,2,2,specific,,קליינעמטעאטער,ORG-C03421,ORG-C03421,אומאַן,קליינעם טעאַטער,2,,,
G126,2,2,specific,,קליינעמטעאטער,ORG-C04439,ORG-C04439,מאָסקווע,מאָסקווער קליינעם טעאַטער,1,,,
G129,2,2,specific,YES,איטאלייענישעראפערע,ORG-C03828_Q01,ORG-C03828,פּאָלטאווע,איטאַלייענישער אָפּערע,1,,,
G129,2,2,specific,YES,איטאלייענישעראפערע,ORG-C03828_Q02,ORG-C03828,אָדעס,איטאַלייענישער אָפּערע,1,,,
G130,2,2,specific,YES,ליריק,ORG-C01053_Q01,ORG-C01053,ניו יאָרק,ליריק,9,,,
G130,2,2,specific,YES,ליריק,ORG-C01053_Q03,ORG-C01053,בראַנזוויל,ליריק,1,,,
G132,2,2,specific,,סטודיע,ORG-C03977,ORG-C03977,קיעוו,קיעווער סטוּדיע,1,,,
G132,2,2,specific,,סטודיע,ORG-C06725,ORG-C06725,מינסק,סטודיע אין מינסק,1,,,
G134,2,2,specific,,דייטשנשטאטטעאטער,ORG-C04000,ORG-C04000,טשערנאָוויץ,טשערנאָוויצער דייטשן שטאָט-טעאַטער,1,,,
G134,2,2,specific,,דייטשנשטאטטעאטער,ORG-C06259,ORG-C06259,בערלין,בערלינער דייטשן שטאָט-טעאַטער,1,,,
G135,2,2,specific,YES,סינאגאגע,ORG-C04119_Q01,ORG-C04119,סטאָניסלאַוואוו,סינאַגאָגע,3,,,
G135,2,2,specific,YES,סינאגאגע,ORG-C04119_Q02,ORG-C04119,לעמבערג,סינאַגאָגע,1,,,
G136,2,2,specific,,"„אונזערווינקל""",ORG-C04372,ORG-C04372,כאַרקאָוו,"כאַרקאָווער „אונזער ווינקל""",2,,,
G136,2,2,specific,,"„אונזערווינקל""",ORG-C04174,ORG-C04174,מינסק,"מינסקער „אונזער ווינקל""",1,,,
G137,2,2,specific,YES,לייסעאומטעאטער,ORG-C04387_Q02,ORG-C04387,ניו-יאָרק,לייסעאום טעאַטער,2,,,
G137,2,2,specific,YES,לייסעאומטעאטער,ORG-C04387_Q01,ORG-C04387,שיקאַגאָ,לייסעאום טעאַטער,2,,,
G139,2,2,specific,YES,מעקינליטעאטער,ORG-C04414_Q01,ORG-C04414,בראַנקס,מעקינלי-טעאַטער,10,,,
G139,2,2,specific,YES,מעקינליטעאטער,ORG-C04414_Q02,ORG-C04414,ניו יאָרק,מעקינלי-טעאַטער,1,,,
G140,2,2,specific,,סינגערהאל,ORG-C05397,ORG-C05397,בראַנזוויל,סינגער-האָל,3,,,
G140,2,2,specific,,סינגערהאל,ORG-C04500,ORG-C04500,ברוקלין,ברוקלינער סינגער-האָל,1,,,
G141,2,2,specific,YES,מוזיקהאל,ORG-C04654_Q01,ORG-C04654,לאָנדאָן,מוזיק-האָל,3,,,
G141,2,2,specific,YES,מוזיקהאל,ORG-C04654_Q02,ORG-C04654,ניו יאָרק,מוזיק-האָל,1,,,
G142,2,2,specific,,אטלאנטיקגארדענ,ORG-C04659,ORG-C04659,ניו-יאָרק,ניו-יאָרקער אָטלאַנטיק-גאָרדען,1,,,
G142,2,2,specific,,אטלאנטיקגארדענ,ORG-C04760,ORG-C04760,ברוקלין,אָטלאַנטיק-גאָרדען,1,,,
G143,2,2,specific,YES,יידישנקאמערטעאטער,ORG-C04693_Q01,ORG-C04693,מינסק,יידישן קאָמער-טעאַטער,2,,,
G143,2,2,specific,YES,יידישנקאמערטעאטער,ORG-C04693_Q02,ORG-C04693,פּעטראָגראַד,יידישן קאָמער-טעאַטער,1,,,
G144,2,2,specific,YES,יידישנמעטראפאליטאנטעאטער,ORG-C05012_Q01,ORG-C05012,שיקאַגאָ,יידישן מעטראָפּאָליטאָן טעאַטער,1,,,
G144,2,2,specific,YES,יידישנמעטראפאליטאנטעאטער,ORG-C05012_Q02,ORG-C05012,קליוולאַנד,יידישן מעטראָפּאָליטאָן טעאַטער,1,,,
G146,2,2,specific,YES,טעאטערבאגאטעלא,ORG-C05135_Q02,ORG-C05135,אַרגענטינע,טעאַטער באָגאָטעלאָ,1,,,
G146,2,2,specific,YES,טעאטערבאגאטעלא,ORG-C05135_Q01,ORG-C05135,וואַרשע,טעאַטער באָגאָטעלאָ,1,,,
G147,2,2,specific,YES,זינגערהאל,ORG-C06006_Q01,ORG-C06006,ברוקלין,זינגער האָל,2,,,
G147,2,2,specific,YES,זינגערהאל,ORG-C06006_Q02,ORG-C06006,בראַנזוויל,זינגער האָל,1,,,
