row_id	name	original_type	canonical_type	changed	needs_review	decided_via	review_reason	llm_canonical	llm_agree	llm_concern_theme	llm_reason	llm_suggested_new_canonical
ORG-C02477	"„אל. דזשאָלסאָן""-טעאַטער"	theatre	Theatre	yes		tag						
ORG-C02478	יוניע פֿון קאַסירער און פובליסיטי-לייט	union	Theatre-related Society/ Union	yes		llm_redo_union	llm_redo:kept_default	Theatre-related Society/ Union	yes	kept_default	Union of cashiers and publicity agents (box office and press agents) is a theatre-industry union.	
ORG-C02479	סאַול דיקשטיינס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C02480	טרופּע פֿון לואיס קרעמער	troupe	Traveling Company	yes		tag						
ORG-C02481	"„מיטרע""-עמפרעסע"	theatre	Theatre	yes		tag						
ORG-C02482	"ניו-אָרקער „נעשאָנאַל""-טעאַטער"	theatre	Theatre	yes		tag						
ORG-C02483	"ניו-אָרקער ""אַנדערסאָן""-טעאַטער"	theatre	Theatre	yes		tag						
ORG-C02484	גרענד	theatre	Theatre	yes		tag						
ORG-C02485	קאַליש	theatre	Theatre	yes		tag						
ORG-C02486	סעקאָנד געוועניו-טעאַטער	theatre	Theatre	yes		tag						
ORG-C02487	פּריוואַטער שול	school	Education	yes		tag						
ORG-C02488	פּועלי-ציוניסטישע קורסן	school	Education	yes		tag						
ORG-C02489	אָרט	school	Welfare/Aid organization	yes		named_entity		Welfare/Aid organization	yes	agree	Policy explicitly maps ORT (אָרט) to Welfare/Aid organization as a named entity.	
ORG-C02490	קדימה	theatre	Theatre	yes		tag						
ORG-C02491	פעדעראַלן טעאַטער	theatre	Theatre	yes		tag						
ORG-C02492	דזשואיש סענטערס לעקטשורס ביוראָ	organization	Education	yes		llm_verified	llm:shallow_keyword_missed_cue	Education	no	shallow_keyword_missed_cue	A lecture bureau for Jewish centers provides adult education and cultural programming, fitting Education (or Welfare/Aid via JWB affiliation).	
ORG-C02493	יידישן נאַציאָנאלפֿאַנד	organization	Jewish political bodies	yes		context		Jewish political bodies	yes	agree	The Jewish National Fund (Keren Kayemet LeYisrael) is explicitly listed in the policy under Jewish political bodies.	
ORG-C02494	רוסישער בּינע	theatre	Theatre	yes		tag						
ORG-C02495	ל. א. יוווא	cultural_organization	Heritage Institution	yes		llm_verified	llm:shallow_keyword_missed_cue	Heritage Institution	no	shallow_keyword_missed_cue	YIVO (including local branches like L.A. YIVO) is explicitly defined in the policy as a Heritage Institution.	
ORG-C02496	רוסישער ס.ר.-פּארטיי	political_party	Non-Jewish political bodies	yes		context		Non-Jewish political bodies	yes	agree	The Russian Socialist Revolutionary Party is a non-Jewish political party, correctly mapped to Non-Jewish political bodies.	
ORG-C02497	יידישער ס. ס.	political_party	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	The entity 'יידישער ס. ס.' refers to the Jewish Socialist-Territorialist party (S.S.), which is a Jewish political body.	
ORG-C02498	נאַציאָנאַל-פֿאָנד	organization	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	The policy explicitly lists 'נאַציאָנאַל-פֿאָנד' (Jewish National Fund) under Jewish political bodies. The auto-mapper missed this named entity.	
ORG-C02499	„ליכ האָבער“	troupe	Traveling Company	yes		tag						
ORG-C02500	פּראָפעסיאנעלן יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C02501	וועסט-סייד יידישן סענטער אינסטיטוט פֿאַר יידישער דערציונג	school	Education	yes		tag						
ORG-C02502	לאָס אָנדזשעלעסער יידישן קולטור-קלוב	theatre	Theatre	yes		tag						
ORG-C02503	פּליטים-אָרגאָניזאַציע	organization	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	פּליטים means refugees. Refugee aid organizations fall under Welfare/Aid organization according to the policy.	
ORG-C02504	מלאווער-אָפּאַטאָשו קלוב	organization	Theatre-related Society/ Union	yes		llm_verified	llm:shallow_keyword_missed_cue	Theatre-related Society/ Union	no	shallow_keyword_missed_cue	Entity is a club named after Yiddish writer Opatoshu. Clubs with writer cues or unresolved clubs default to Theatre-related Society/ Union.	
ORG-C02505	"קאָנסערוואָטיוון טעמפּל ""בית אל"""	school	Education	yes		tag						
ORG-C02506	"לערער-סעמינאָר פון ""אַרבעטער רינג"""	school	Education	yes		llm_verified	pi_dilemma:sub_entity_vs_parent_classification	Education	no	shallow_keyword_overfire	The entity is specifically a teachers' seminary (school) run by the Arbeter Ring, so it should be classified as Education rather than the parent's political category.	
ORG-C02507	זאַמלונגען	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02508	די ישראל שטימע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02509	קאָראָסטישאָווער לאַנדסמאָנשאַפט	society	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	A landsmanshaft is a hometown mutual aid society, which belongs in Welfare/Aid organization, not a theatre society.	
ORG-C02510	ראָשן וואָר רעליף	charity	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	Russian War Relief is a relief/charity organization, which belongs in Welfare/Aid organization.	
ORG-C02511	נאַציאָנאלפאַנד	fund	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	נאַציאָנאלפאַנד is the Jewish National Fund. The policy explicitly maps Zionist funds like JNF/Keren Kayemet to 'Jewish political bodies'. Auto-mapper missed it due to spelling variation.	
ORG-C02512	יידישער פּראָגרעסיווער באוועגונג	movement	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	The entity name explicitly includes 'יידישער' (Jewish), so it must be classified as a Jewish political body, not a non-Jewish one.	
ORG-C02513	ח. בזשאַזא	publisher	Publisher	yes		tag						
ORG-C02514	יידישן שרייבער-פֿאַריין	union	Theatre-related Society/ Union	yes		llm_redo_union	llm_redo:kept_default	Theatre-related Society/ Union	yes	kept_default	Yiddish Writers' Union explicitly falls under Theatre-related Society/Union per policy guidelines for writers unions.	
ORG-C02515	לייוויק-הויז	organization	Heritage Institution	yes		named_entity		Heritage Institution	yes	agree	Policy explicitly lists Leivick House as a Heritage Institution.	
ORG-C02516	געווערקשאָפטן	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	pi_judgement_needed	'Geverkshaftn' means trade unions. Policy states general trade unions without theatre context should be flagged for PI decision, as there is no general trade union bucket.	Trade Union
ORG-C02517	אַמאָלגעמייטער	union	Trade Union / Professional Association	yes		llm_redo_union	llm_redo:moved_trade_union	Trade Union / Professional Association	yes	moved_trade_union	'Amalgamated' refers to the Amalgamated Clothing Workers union, a major garment trade union.	
ORG-C02518	אינטערנעשאָ נאָל	union	Trade Union / Professional Association	yes		llm_redo_union	llm_redo:moved_trade_union	Trade Union / Professional Association	yes	moved_trade_union	'International' in Yiddish immigrant contexts refers to the ILGWU (garment workers' union), a trade union.	
ORG-C02519	ערשטע שוך-יוניאָן	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	pi_judgement_needed	Shoemakers' union is a general trade union, not a theatre society. Policy notes there is no general trade union bucket, requiring PI decision.	Trade Union
ORG-C02520	הויכע האנדלסשול	school	Education	yes		tag						
ORG-C02521	דרעזדענער באַנק	bank	Business	yes		tag						
ORG-C02522	פֿאַרבאַנד פֿון די יידישע טרויהענדלער	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	missing_canonical_type	Association of Jewish trustees/fiduciaries (Treuhändler). It is a professional association, not theatre-related, and doesn't fit Labour or Business directly.	Professional Association
ORG-C02523	פֿאָרבאַנד פֿון יידישע אונטערנעמער איבער גאַנץ דייטשלאַנד	union	Theatre-related Society/ Union	yes		llm_redo_union	llm_redo:kept_default	Theatre-related Society/ Union	yes	kept_default	'Unternehmer' in this lexicon context means theatre impresarios/producers, making this a theatre-industry professional association.	
ORG-C02524	יידישע קהלות אין בייערן	community_org	Religious institutions/organizations	yes		llm_verified	llm:shallow_keyword_missed_cue	Religious institutions/organizations	no	shallow_keyword_missed_cue	Kehiloth (Jewish communities) are explicitly classified under Religious institutions/organizations in the policy.	
ORG-C02525	צענטראָל-ראט פֿון די יודן אין מערב-דייטשלאַנד	community_org	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	The Central Council of Jews in West Germany is a national Jewish representative and political body, not a theatre society.	
ORG-C02526	יידישן וועלט-קאָנגרעס	organization	Jewish political bodies	yes		named_entity		Jewish political bodies	yes	agree	Policy explicitly maps World Jewish Congress (יידישן וועלט-קאָנגרעס) to Jewish political bodies.	
ORG-C02527	ישראל באָנד-אַקציעס	organization	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	Israel Bonds (ישראל באָנד-אַקציעס) are explicitly listed in the policy under Jewish political bodies.	
ORG-C02528	ציוניסטישן לאַנטשן-קלוב	club	Jewish political bodies	yes		context		Jewish political bodies	yes	agree	The entity is a Zionist club, which correctly maps to Jewish political bodies according to the policy.	
ORG-C02529	פרויען-דיוויזיע	organization	Welfare/Aid organization	yes		claude_opus_47_in_session	claude:womens_welfare_div	OTHER - elaborate!	yes	agree	"""Women's division"" is too generic without context to assign to a specific canonical type. The fallback to OTHER is correct per policy."	
ORG-C02530	יידישן ראָדיאָפּראָגראָם	radio program	Media (Radio/ Film/TV)	yes		tag						
ORG-C02531	„פֿאָלקסהויז“	theatre	Theatre	yes		tag						
ORG-C02532	דראָמאַטישער סעקציע פּועלי ציון	theatre	Amateur	yes		llm_verified	pi_dilemma:sub_entity_vs_parent_classification	Amateur	no	shallow_keyword_missed_cue	The entity is specifically the dramatic section (an amateur theatre group) of the party, not the political party itself. It belongs in Amateur.	
ORG-C02533	די פּראָפעסיאנעלע פֿאַריינען	union	Trade Union / Professional Association	yes		llm_redo_union	llm_redo:moved_trade_union	Trade Union / Professional Association	yes	moved_trade_union	Translates to 'professional unions/associations', fitting the general trade union category.	
ORG-C02534	שניידער-שול פֿאַר יידן	school	Education	yes		tag						
ORG-C02535	טשענסטאָכאָווער גערטנער-שול	school	Education	yes		tag						
ORG-C02536	וועלטלעכן פּועלי-ציון קאָנגרעס	union	Jewish political bodies	yes		named_entity		Jewish political bodies	yes	agree	Poale Zion is explicitly listed in the policy under Jewish political bodies.	
ORG-C02537	„דאָס גרינע ווינקעלע“	theatre	Theatre	yes		tag						
ORG-C02538	אַרלאָזאָראָוו הענריעטאַ הערמעלין, נעהרן און פֿריינט צווייג ביים „פֿאַרבאַנד“	union	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	The entity is a branch of the 'Farband' (Labor Zionist fraternal order), named after Arlosoroff. Policy maps Farband to Jewish political bodies.	
ORG-C02539	ציוניסטיש-סאַציאָליסטישער (ס'ס)-פּאָרטיי	party	Jewish political bodies	yes		context		Jewish political bodies	yes	agree	The entity is the Zionist-Socialist Party, which clearly falls under Jewish political bodies according to the policy.	
ORG-C02540	זשיטאָמירער זעלבסטשוץ-באָוועגונג	organization	Military	yes		named_entity		Military	yes	agree	Self-defense organizations (זעלבסטשוץ) are explicitly classified as Military under the policy.	
ORG-C02541	"יידישער טעריטאָריאָליסטישער געזעלשאַפּט (יט""א)"	organization	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	The Jewish Territorialist Society is a Jewish political movement, explicitly listed in the policy under Jewish political bodies.	
ORG-C02542	פֿאָרד מאָטאָר קאָמפּאני	company	Business	yes		context		Business	yes	agree	Ford Motor Company is a commercial enterprise, correctly classified as Business.	
ORG-C02543	די נאציאָנאלע ראדיקאלע שולע	school	Education	yes		tag						
ORG-C02544	לאָקאל פֿון די אינדיפּענדענט לאָנדרי דרייווערס יוניאָן	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	pi_judgement_needed	Explicitly a laundry drivers' trade union. Policy lacks a general trade union category and requires PI flag for non-theatre occupational unions.	Trade Union
ORG-C02545	טימסטערס אינטערנעשאָנאל יוניאָן	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	pi_judgement_needed	Teamsters is a general labor union, not theatre-related. Policy notes there is no general trade union bucket, requiring PI decision.	Trade Union
ORG-C02546	יונייטער דזשואיש אַפּיל	organization	Welfare/Aid organization	yes		named_entity		Welfare/Aid organization	yes	agree	UJA is explicitly listed in the policy as a Welfare/Aid organization.	
ORG-C02547	"קינדער-היים „כרמית"""	school	Education	yes		tag						
ORG-C02548	וועין סטעיט אוניווערזיטעט	school	Education	yes		tag						
ORG-C02549	אַמעריקען סעיווינגס און לאון אסאָסיישאָן	company	Business	yes		claude_opus_47_in_session	claude:confirmed_business_financial	Business	yes	agree	A savings and loan association is a financial institution, which correctly maps to Business.	
ORG-C02550	סיטיזענס פאַמיליע פֿאַרזיכערונגס געזעלשאָפֿט	company	Business	yes		claude_opus_47_in_session	claude:confirmed_business_insurance	Business	yes	agree	Entity is an insurance company ('פאַרזיכערונגס געזעלשאַפט'), which correctly maps to Business.	
ORG-C02551	סטעיט באר אין מישיגען	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	shallow_keyword_overfire	The State Bar of Michigan is a professional legal association or state regulatory body, not a theatre union.	Professional Association
ORG-C02552	פֿאַרייניקטן יידישן קאָמפּיין	organization	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	The entity 'פֿאַרייניקטן יידישן קאָמפּיין' is the United Jewish Campaign, which the policy explicitly maps to Welfare/Aid organization.	
ORG-C02553	הבונים	organization	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	Habonim is a well-known Labor Zionist youth movement, which falls under Jewish political bodies according to the policy.	
ORG-C02554	יידישער וועלפעיר פעדעראַציע	organization	Welfare/Aid organization	yes		context		Welfare/Aid organization	yes	agree	Jewish Welfare Federation clearly falls under Welfare/Aid organization per policy guidelines for philanthropic and communal welfare bodies.	
ORG-C02555	נאַציאָנאלער פֿונדאַציע פֿאַר יידישער קולטור	organization	Heritage Institution	yes		pi_reviewed	pi_reviewed:maati_confirmed	Heritage Institution	no	policy_ambiguous	Cultural foundation, not welfare. Fits best under Heritage Institution (cultural institutes), though policy notes funds/foundations are often subsumed under Jewish political bodies.	
ORG-C02556	באָברויסקער ישיבה	school	Education	yes		tag						
ORG-C02557	ציוניסטישער אַרבעטער-באַוועגונג	movement	Jewish political bodies	yes		context		Jewish political bodies	yes	agree	The entity is the Zionist labor movement, which perfectly fits the Jewish political bodies category.	
ORG-C02558	פּועלי-ציון פּאַרטיי	party branch	Jewish political bodies	yes		named_entity		Jewish political bodies	yes	agree	Poale Zion is explicitly listed in the policy under Jewish political bodies.	
ORG-C02559	נאַציאָנאל-פֿאַנד-קאָונסיל	organization	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	The entity 'נאַציאָנאל-פֿאַנד' (National Fund) is explicitly listed in the policy under Jewish political bodies (Zionist funds). The auto-mapper missed this named entity cue.	
ORG-C02560	יודישן קאָמיוניטי קאָונסיל	organization	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	The entity 'Jewish Community Council' is a communal welfare body, which explicitly falls under Welfare/Aid organization.	
ORG-C02561	ציוניסטישן קאָונסיל	organization	Jewish political bodies	yes		context		Jewish political bodies	yes	agree	Zionist Council is a Zionist political organization, which correctly maps to Jewish political bodies according to the policy.	
ORG-C02562	יווואָ	organization	Heritage Institution	yes		llm_verified	llm:shallow_keyword_missed_cue	Heritage Institution	no	shallow_keyword_missed_cue	YIVO (יווואָ) is explicitly listed in the policy as a Heritage Institution. Auto-assignment missed the Yiddish name.	
ORG-C02563	פּאָבליק און אָוונט-שול	school	Education	yes		tag						
ORG-C02564	בר אילן אוניווערזיטעט	school	Education	yes		tag						
ORG-C02565	מלאווער ישיבה	school	Education	yes		tag						
ORG-C02566	דעטראָיטער צווייג פֿון ציקאָ	organization	Heritage Institution	yes		llm_verified	llm:shallow_keyword_missed_cue	Heritage Institution	no	shallow_keyword_missed_cue	CYCO (Central Yiddish Culture Organization) is a major Yiddish cultural organization, analogous to IKUF and Kultur-Lige. It belongs in Heritage Institution.	
ORG-C02567	לאַנדסמאָנשאַפטן-אָרגאניזאַציע פֿון טשעכאַנאָוו	organization	Welfare/Aid organization	yes		llm_verified	llm:pi_judgement_needed	Welfare/Aid organization	no	pi_judgement_needed	Landsmanshaftn are hometown mutual aid/fraternal societies. Per policy, fraternal organizations map to Welfare/Aid organization and should be flagged for PI review.	
ORG-C02568	ניט געדאַגהט	group	OTHER - elaborate!	yes		claude_opus_47_in_session	claude:detroit_yiddish_cultural_group_other	OTHER - elaborate!	yes	agree	No context provided to determine what kind of group 'Nit gedayget' is; OTHER is the correct fallback.	
ORG-C02569	פּיאָנערן פרויען אָרגאַניזאַציע	union	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	Pioneer Women is a Labor Zionist women's organization (later Na'amat). It should be classified as a Jewish political body, not a theatre society.	
ORG-C02570	ישראַל-באָנד-אַקציע	union	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	Israel Bonds (ישראל-באנד) is explicitly classified as a Jewish political body in the policy.	
ORG-C02571	אוהב צדק שול	synagogue	Religious institutions/organizations	yes		tag						
ORG-C02572	וואָלטער דעמראָש מוזיק אינסטיטוט	school	Education	yes		tag						
ORG-C02573	ווערדי טורינג אָפּערע קאָמפּאני	troupe	Traveling Company	yes		tag						
ORG-C02574	שערי צדק	synagogue	Religious institutions/organizations	yes		tag						
ORG-C02575	הלוי-כאָר	troupe	Traveling Company	yes		tag						
ORG-C02576	יידישע דראַמאַטישע שול	theatre	Theatre	yes		tag						
ORG-C02577	יידיש-העברעישן קאָמיטעט ביים יידישן סענטער	union	Theatre-related Society/ Union	yes		llm_redo_union	llm_redo:kept_default	Theatre-related Society/ Union	yes	ambiguous_keep_flag	Cultural committee at a Jewish Center; kept default due to Zalmen prior (likely sponsored performances), but could be Education or Welfare.	
ORG-C02578	שלום-עליכם לייען קרעז	union	Theatre-related Society/ Union	yes		llm_redo_union	llm_redo:kept_default	Theatre-related Society/ Union	yes	ambiguous_keep_flag	A reading circle (leyen krayz) is a cultural/literary society; kept default per Zalmen prior for unresolved clubs/societies.	
ORG-C02579	ציוניסטישע יוגנט-אָרגאָניזאַציעס	union	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	Entity is explicitly 'Zionist youth organizations' (ציוניסטישע). Policy dictates Zionist movements belong in Jewish political bodies, not Theatre-related Society.	
ORG-C02580	פרייע פֿאָלקסבינע	theatre	Theatre	yes		tag						
ORG-C02581	קאָלעדזש פֿון געזעץ	school	Education	yes		tag						
ORG-C02582	אינטערנעשאָנאל גארמענט טרעיד	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	pi_judgement_needed	Garment trade union is an occupational union, not a theatre society. Policy explicitly states general trade unions lack a bucket and require PI decision.	Trade Union
ORG-C02583	פֿעדעראַציע פֿון דער יידיש-פּוילישער הילף-פעדעראַציע	union	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	The entity name contains 'הילף' (relief/aid), clearly indicating a welfare organization. The auto-mapper missed this cue and incorrectly defaulted to a theatre society based on the 'union' tag.	
ORG-C02584	דזשענעראל לינען	company	Business	yes		claude_opus_47_in_session	claude:confirmed_business_firm	Business	yes	agree	General Linen is a commercial business.	
ORG-C02585	אַמפּאַל	organization	Business	yes		llm_verified	llm:pi_judgement_needed	Business	no	pi_judgement_needed	Ampal (American Palestine Trading Corp) was a financial corporation established by the Histadrut. It bridges Business and Jewish political bodies (Zionist fund). PI to decide.	
ORG-C02586	ישראל באָנדס	organization	Jewish political bodies	yes		named_entity		Jewish political bodies	yes	agree	Israel Bonds is explicitly listed in the policy under Jewish political bodies.	
ORG-C02587	וויצאָ	organization	Welfare/Aid organization	yes		named_entity	pi_dilemma:zionist_welfare_dual_identity	Welfare/Aid organization	yes	agree	Auto-mapper correctly applied the explicit policy rule for WIZO, mapping to Welfare/Aid organization with the required PI dilemma flag.	
ORG-C02588	קאָמיוניטי טשעסט	organization	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	Community Chest (קאָמיוניטי טשעסט) is a well-known communal welfare and philanthropic fundraising organization, fitting the Welfare/Aid organization category.	
ORG-C02589	ווייצמאַן-אינסטיטוט	school	Education	yes		tag						
ORG-C02590	יודישער האָנדלס-קאמער	union	Trade Union / Professional Association	yes		llm_verified	llm:missing_canonical→trade_union_applied	OTHER - elaborate!	no	missing_canonical_type	Jewish Chamber of Commerce is a business association, not a theatre union or profit-making business. It lacks a clear canonical category.	Professional/Business Association
ORG-C02591	העברעאישער גימנאַזיע	school	Education	yes		tag						
ORG-C02592	פֿארן פֿאָלק	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02593	ליגע פֿאַרן אַרבעטנדיקן אַרץ ישראל	organization	Jewish political bodies	yes		llm_verified	llm:shallow_keyword_missed_cue	Jewish political bodies	no	shallow_keyword_missed_cue	The entity 'League for Labor Palestine' is a Labor Zionist organization, which falls under Jewish political bodies.	
ORG-C02594	למען החייל	organization	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	Lema'an HaChayal is an Israeli welfare organization dedicated to supporting soldiers, fitting the Welfare/Aid organization category.	
ORG-C02595	יורידישן פֿאָקולטעט פֿון מעקסיקאָנער אוניווערזיטעט	school	Education	yes		tag						
ORG-C02596	צווייג 331 פֿון יידישן נאָציאָנאָלן אַרבעטער פּאַרבאַנד	union	Jewish political bodies	yes		llm_verified	llm:pi_judgement_needed	Jewish political bodies	no	pi_judgement_needed	Branch of Yidish-Natsionaler Arbeter-Farband. Policy explicitly maps this to Jewish political bodies with a PI flag. Auto missed due to spelling variations.	
ORG-C02597	שלום-עליכם צווייג 305	union	Welfare/Aid organization	yes		llm_verified	llm:shallow_keyword_missed_cue	Welfare/Aid organization	no	shallow_keyword_missed_cue	'צווייג 305' (Branch 305) indicates a fraternal order branch, which falls under Welfare/Aid or Jewish political bodies, not a theatre union.	
ORG-C02598	כפר חבד	community	Not an organization	yes		llm_verified	llm:shallow_keyword_overfire	Not an organization	no	shallow_keyword_overfire	Kfar Chabad is a village/settlement in Israel, not a theatre society. It is a geographic place and should be 'Not an organization'.	
ORG-C02599	נויע לאָדזשער צייטונג	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02600	די יידישע ביזנעס וועלט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02601	קאָנצענטראַציע-לאַגער אויף 117 זגערזשער גאַס	theatre	Theatre	yes		tag						
ORG-C02602	הויכשל פון קעניגסבערג	school	Education	yes		tag						
ORG-C02603	ישיבה פון ר׳ שמואל קאַליש	school	Education	yes		tag						
ORG-C02604	קראָקעווער יידישן טעאַטער א'ד פֿון עבעל	theatre	Theatre	yes		tag						
ORG-C02605	טאַנענצאָפּ	troupe	Traveling Company	yes		tag						
ORG-C02606	יונגווירט	troupe	Traveling Company	yes		tag						
ORG-C02607	טאַנענצאַפּס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C02608	משה ריכטערס וואַנדער-טרופּע	troupe	Traveling Company	yes		tag						
ORG-C02609	האַרטס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C02610	זייגלערס טרופּע	troupe	Traveling Company	yes		tag						
ORG-C02611	עמיל גימפּעל	theatre	Theatre	yes		tag						
ORG-C02612	בער האַרט	troupe	Traveling Company	yes		tag						
ORG-C02613	רעווי-טעאַטער 'אַזאַועל'	theatre	Theatre	yes		tag						
ORG-C02614	ווילנער מלוכה-טעאַטער	theatre	Theatre	yes		tag						
ORG-C02615	פאַרלאַג 'די צייט'	publisher	Publisher	yes		tag						
ORG-C02616	יט'א	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02617	ביבליאָטעק צו פאַרשפּרייטן בילדונג	library	Library	yes		tag						
ORG-C02618	נייער פאָלקסבלאַט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02619	די יידישע בערזע	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02620	דער תכשיט	newspaper	Journals/ Newspapers	yes		tag						
ORG-C02621	ביאַליסטאָקער ליטעראַטן-פאַריין	union	Theatre-related Society/ Union	yes		llm_redo_union	llm_redo:kept_default	Theatre-related Society/ Union	yes	kept_default	ליטעראַטן-פאַריין translates to writers' association, which explicitly falls under Theatre-related Society/Union per policy.	
ORG-C02622	ווילנער געטאָ	theatre	Theatre	yes		tag						
ORG-C02623	זאַנדבערגס יידישן טעאַטער	theatre	Theatre	yes		tag						
ORG-C02624	יידישע טעאַטער-סטודיע ביים לאָדזשער „הזמיר“	theatre	Theatre education	yes		llm_verified	pi_dilemma:sub_entity_vs_parent_classification	Theatre education	no	shallow_keyword_overfire	The entity is specifically a theatre studio (טעאַטער-סטודיע), which belongs in Theatre education, despite being affiliated with the musical organization Hazomir.	
ORG-C02625	לעמבערגער גימפּעל-טעאַטער	theatre	Theatre	yes		tag						
ORG-C02626	קולטור-הויז	theatre	Theatre	yes		tag						
ORG-C02627	קליינ-קונסט-טעאַטער	theatre	Theatre	yes		tag						
ORG-C02628	לאָדזשער פילהאַרמאַניע	theatre	Theatre	yes		tag						
ORG-C02629	יידישער בינע אין ווין	theatre	Theatre	yes		tag						
ORG-C02630	דייטשע טעאַטערס	theatre	Theatre	yes		tag						
ORG-C02631	'פאָלקס-הויז'-טעאָטער	theatre	Theatre	yes		tag						
ORG-C02632	זונטיק-האַנדלס-שול	school	Education	yes		tag						
ORG-C02633	דייטשער סינאַגאָגע	synagogue	Religious institutions/organizations	yes		tag						
ORG-C02634	טרופּע פֿון אדאלף שליפערשטיין	troupe	Traveling Company	yes		tag						
ORG-C02635	טרופּע פֿון הערמאַן בערמאַן און א. י. קאמינסקי	troupe	Traveling Company	yes		tag						
ORG-C02636	געזאַנג און טאַנץ קאַפּעלע	troupe	Traveling Company	yes		tag						
ORG-C02637	וואָנדערטרופּע	troupe	Traveling Company	yes		tag						
ORG-C02638	וואַנדער-טרופּע פֿון אַברהם יצחק קאמינסקי	troupe	Traveling Company	yes		tag						
ORG-C02639	וואַרשעווער יידישע טעאַטערס	theatre	Theatre	yes		tag						
ORG-C02640	ליטעראַטן-פאַריין	union	Theatre-related Society/ Union	yes		llm_redo_union	llm_redo:kept_default	Theatre-related Society/ Union	yes	kept_default	'Literatn-fareyn' means Writers' Union, which the policy explicitly routes to Theatre-related Society/ Union.	
ORG-C02641	וואַרשטאָט פֿון ראַזיר-אָפּאַראַטן	workshop	Labour (factory/workshop)	yes		tag						
