old_cluster_id	new_cluster_id	name	org_type	settlement	address	venue	country
ORG-C02114	ORG-C02114_S02	קונסט-אָקאָדעמיע	school	פאַריז			פראַנקרייך
ORG-C02114	ORG-C02114_S02	קונסט-אָקאָדעמיע	school	פּאַריז			
ORG-C02114	ORG-C02114_S03	קונסט-אָקאָדעמיע	school	מינכען			
ORG-C02114	ORG-C02114_S03	קונסט-אָקאָדעמיע	school	מינכען			
ORG-C02122	ORG-C02122_S01	מוזעום פֿאַר מאָדערנע קונסט	museum	ניו יאָרק		מוזעום פֿאַר מאָדערנער קונסט	אַמעריקע
ORG-C02122	ORG-C02122_S02	מוזעום פֿאַר מאָדערנע קונסט	theatre	מעקסיקע סיטי			מעקסיקע
ORG-C02269	ORG-C02269_S01	מאַדיאָקאַט	theatre	ניו-יאָרק	12טער גאָס	פלאַץ אויף אַ דריטן שטאָק אויף דער 12טער גאָס	
ORG-C02269	ORG-C02269_S02	מאַדיאָקאַט	theatre	מזרח און מערב-אייראָפּע			
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע		״עלדאָראַדאָ״	
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע	דזשעלנע	'עלדאָראַדאָ'-טעאַטער	
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע		וואַרשעווער געטאָ	
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע		"""עלדאָראַדאָ""-טעאַטער"	
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע		'עלדאָראַדאָ'-טעאַטער	
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע		עלדאָראַדאָ-טעאַטער	
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע		עלדאָראָדאָ-טעאָטער	
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע		עלדאָראַדאָ	
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשע		עלדאָראַדאַ-טעאַטער	פּוילן
ORG-C02418	ORG-C02418_S01	"""עלדאָראַדאָ""-טעאַטער"	troupe			עלדאַראַדאָ טעאַטער	
ORG-C02418	ORG-C02418_S02	"""עלדאָראַדאָ""-טעאַטער"	theatre	וואַרשעווער געטאָ			
ORG-C02455	ORG-C02455_S01	בית עם	theatre	ירושלים			
ORG-C02455	ORG-C02455_S02	בית עם	school	לאָדזש			
ORG-C02456	ORG-C02456_S01	פֿאַרלאַג קולטור	publisher	מינסק			
ORG-C02456	ORG-C02456_S02	פֿאַרלאַג קולטור	publisher	וואַרשאָ			
ORG-C02470	ORG-C02470_S01	היבריו ליטעראַטור סאָסייעטי	society	פֿילאָדעלפֿיער			
ORG-C02470	ORG-C02470_S02	היבריו ליטעראַטור סאָסייעטי	theatre			אוידיטאָריום	
ORG-C02522	ORG-C02522_S01	אַנטי דעפעמעישאָן ליג	organization	מעקסיקע			מעקסיקע
ORG-C02522	ORG-C02522_S02	אַנטי דעפעמעישאָן ליג	organization	קווינס			אַמעריקע
ORG-C02555	ORG-C02555_S01	פאָלקס-שטימע	newspaper	וואַרשע			פּוילן
ORG-C02555	ORG-C02555_S02	פאָלקס-שטימע	newspaper	ווילנע			
ORG-C02563	ORG-C02563_S01	תיאָטרון העולים	theatre				מדינת ישראל
ORG-C02563	ORG-C02563_S02	תיאָטרון העולים	theatre				ישראל
ORG-C02691	ORG-C02691_S01	יידישן שרייבער-פֿאַריין	union				ישראל
ORG-C02691	ORG-C02691_S02	יידישן שרייבער-פֿאַריין	union	לעמבערג			
ORG-C02692	ORG-C02692_S01	לייוויק-הויז	organization				מדינת ישראל
ORG-C02692	ORG-C02692_S02	לייוויק-הויז	cultural_center	תל אביב			
ORG-C02812	ORG-C02812_S01	קליינ-קונסט-טעאַטער	theatre	לאָדזשער געטאָ			
ORG-C02812	ORG-C02812_S02	קליינ-קונסט-טעאַטער	theatre				רומעניע
ORG-C02836	ORG-C02836_S01	ווענוס	theatre	לובלין		זומער-טעאַטער 'רוסאַלקאַ'	פּוילן
ORG-C02836	ORG-C02836_S02	ווענוס	theatre	וואַרשע		ווענוס	
ORG-C02836	ORG-C02836_S02	ווענוס	theatre	וואַרשע		ווענוס	
ORG-C02836	ORG-C02836_S02	ווענוס	theatre	וואַרשע		ווענוס	
ORG-C02836	ORG-C02836_S02	ווענוס	theatre	וואַרשע		ווענוס	
ORG-C02893	ORG-C02893_S01	יודענראַט	organization	ווילנע		יודען-ראַט	ליטע
ORG-C02893	ORG-C02893_S02	יודענראַט	organization	וואַרשע		בונקער	פּוילן
ORG-C02893	ORG-C02893_S03	יודענראַט	organization	וואַרשעווער געטאָ			
ORG-C02893	ORG-C02893_S04	יודענראַט	council	לעמבערג			
ORG-C02971	ORG-C02971_S01	באַוועגלעכן יידישן דראַמאַטישן טעאַטער	theatre	קאָלאָמיי			
ORG-C02971	ORG-C02971_S02	באַוועגלעכן יידישן דראַמאַטישן טעאַטער	troupe	דאַנציג		'קייזער ווילהעלם' טעאַטער-זאַל	
ORG-C03001	ORG-C03001_S01	מעלאָדי פּאַלאַס	theatre	וואַרשע			
ORG-C03001	ORG-C03001_S02	מעלאָדי פּאַלאַס	theatre	וואַרשעווער געטאָ		מעלאָדיפּאַלאַס	פּוילן
ORG-C03001	ORG-C03001_S02	מעלאָדי פּאַלאַס	theatre	וואַרשעווער געטאָ		מעלאָדי פּאַלאַס	
ORG-C03014	ORG-C03014_S01	מאַגיסטראַט	government body	נעסוויזש			
ORG-C03014	ORG-C03014_S02	מאַגיסטראַט	government_office	קאָוונע			ליטע
ORG-C03015	ORG-C03015_S01	באַראָכאָוו-שול	school	פינסק			
ORG-C03015	ORG-C03015_S02	באַראָכאָוו-שול	school	לאָדזש			
ORG-C03066	ORG-C03066_S01	טעאַטער קאַמעראַלני	theatre	וואַרשעווער געטאָ			
ORG-C03066	ORG-C03066_S02	טעאַטער קאַמעראַלני	theatre	וואַרשע	נאָוואָליפקי 52		
ORG-C03119	ORG-C03119_S01	דראַמאַטישן קרייז	troupe	דוווינסק			
ORG-C03119	ORG-C03119_S02	דראַמאַטישן קרייז	theatre	קאָלנע			פּוילן
ORG-C03124	ORG-C03124_S01	יידישן דראַמאַטישן קרייז	troupe	ריגע			
ORG-C03124	ORG-C03124_S01	יידישן דראַמאַטישן קרייז	theatre	ריגע			
ORG-C03124	ORG-C03124_S02	יידישן דראַמאַטישן קרייז	troupe	רעזשיצע			
ORG-C03156	ORG-C03156_S01	קונסט-געזעלשאַפֿט	society	גראָדנע			
ORG-C03156	ORG-C03156_S02	קונסט-געזעלשאַפֿט	theatre	ווילנע			
ORG-C03157	ORG-C03157_S01	צירק-טעאַטער	theatre	ווילנע			
ORG-C03157	ORG-C03157_S02	צירק-טעאַטער	theatre	לאָדזש			
ORG-C03170	ORG-C03170_S01	ווילנער שטאָט-טעאַטער	theatre	ווין			עסטרייך
ORG-C03170	ORG-C03170_S01	ווילנער שטאָט-טעאַטער	school	ווין			
ORG-C03170	ORG-C03170_S02	ווילנער שטאָט-טעאַטער	theatre	ווילנע		ווילנער שטאָט-טעאַטער	
ORG-C03170	ORG-C03170_S02	ווילנער שטאָט-טעאַטער	theatre	ווילנע		ווילנער שטאָט-טעאַטער	
ORG-C03189	ORG-C03189_S01	יידישער מלוכה-טעאַטער	theatre	ווילנע			
ORG-C03189	ORG-C03189_S02	יידישער מלוכה-טעאַטער	theatre	לעמבערג		יידישער מלוכה-טעאַטער	
ORG-C03189	ORG-C03189_S03	יידישער מלוכה-טעאַטער	theatre	קיעוו			
ORG-C03189	ORG-C03189_S04	יידישער מלוכה-טעאַטער	theatre	מאָסקווע		מלוכה-טעאַטער	סאָוועטן-פאַרבאַנד
ORG-C03212	ORG-C03212_S01	סימפּאַנישן אַרקעסטער	troupe	ווילנע			
ORG-C03212	ORG-C03212_S02	סימפּאַנישן אַרקעסטער	theatre	אומאַן		סימפּאָנישן אַרקעסטער	
ORG-C03240	ORG-C03240_S01	יידישן מלוכהשן טעאַטער	theatre	לעמבערג			
ORG-C03240	ORG-C03240_S02	יידישן מלוכהשן טעאַטער	theatre	אָדעס			
ORG-C03356	ORG-C03356_S01	יידישע מלוכה-טעאַטער	theatre	ווילנע			
ORG-C03356	ORG-C03356_S01	יידישע מלוכה-טעאַטער	theatre	ווילנע		מלוכה-טעאַטער	
ORG-C03356	ORG-C03356_S01	יידישע מלוכה-טעאַטער	טעאַטער	ווילנע			
ORG-C03356	ORG-C03356_S02	יידישע מלוכה-טעאַטער	theatre	קיעוו			
ORG-C03425	ORG-C03425_S01	יידנראָט	organization	סווענציאַן			
ORG-C03425	ORG-C03425_S02	יידנראָט	organization	ווילנע		ווילנער געטאָ	
ORG-C03425	ORG-C03425_S02	יידנראָט	administration	ווילנע		ווילנער געטאָ	
ORG-C03476	ORG-C03476_S01	וואַרשעווער רעגירונגס-אָפּערע	theatre	וואַרשעווער		רעגירונגס-אָפּערע	
ORG-C03476	ORG-C03476_S02	וואַרשעווער רעגירונגס-אָפּערע	theatre	וואַרשע		וואַרשעווער רעגירונגס-אָפּערע	
ORG-C03489	ORG-C03489_S01	ווינער אוניווערזיטעט	school	ווילנע		ווילנער אוניווערזיטעט	פּויליש-ליטע
ORG-C03489	ORG-C03489_S02	ווינער אוניווערזיטעט	school	ווין			עסטרייך
ORG-C03489	ORG-C03489_S02	ווינער אוניווערזיטעט	school	ווין			
ORG-C03524	ORG-C03524_S01	טאָז	union	ווילנע			
ORG-C03524	ORG-C03524_S02	טאָז	organization	וואַרשע			פּוילן
ORG-C03592	ORG-C03592_S01	געזעלשאַפט „קולטור“	society	אַנטווערפן		געזעלשאַפט „קולטור“	
ORG-C03592	ORG-C03592_S02	געזעלשאַפט „קולטור“	union	פֿילאַדעלפיע			
ORG-C03622	ORG-C03622_S01	קאָמעטאַ	theatre	וואַרשע		וואַרשעווער דראַמקרייז 'קאָמעטאַ'	פּוילן
ORG-C03622	ORG-C03622_S02	קאָמעטאַ	theatre	אָדעס		קאָמעטאָ	אוקראינע
ORG-C03814	ORG-C03814_S01	"וואַרשעווער עליזעום""-טעאַטער"	theatre	וואַרשעווער		"עליזעום""-טעאַטער"	
ORG-C03814	ORG-C03814_S02	"וואַרשעווער עליזעום""-טעאַטער"	theatre	וואַרשע			
ORG-C03831	ORG-C03831_S01	פּאָלטאַווער „קונסט-ווינקל“	theatre	פּאָלטאַווע			
ORG-C03831	ORG-C03831_S02	פּאָלטאַווער „קונסט-ווינקל“	troupe	קרעמענטשוג			
ORG-C03851	ORG-C03851_S01	יובל	amateur troupe	פּשעמישל			
ORG-C03851	ORG-C03851_S02	יובל	publisher	תל-אביב			
ORG-C04146	ORG-C04146_S01	איטאַלייענישער אָפּערע	theatre	פּאָלטאווע			
ORG-C04146	ORG-C04146_S02	איטאַלייענישער אָפּערע	theatre	אָדעס			אוקראַאינע
ORG-C04148	ORG-C04148_S01	יאָקאָבי	factory	ניו-יאָרק	טשעטהעם-סקווער	פּאַפּיראָסן-פֿאַבריק	
ORG-C04148	ORG-C04148_S02	יאָקאָבי	troupe	קראָקע			
ORG-C04167	ORG-C04167_S01	פּאַלי-טעאַטער	theatre	באָלטימאַר		פּאַלי-טעאַטער	
ORG-C04167	ORG-C04167_S02	פּאַלי-טעאַטער	theatre	שיקאָגאָ			
ORG-C04212	ORG-C04212_S01	יידישן סאָציאַליסטישן פֿאַרבאַנד	organization	ניו-יאָרק			
ORG-C04212	ORG-C04212_S02	יידישן סאָציאַליסטישן פֿאַרבאַנד	union	ניו-דזשוירזי		בית עולם	
ORG-C04253	ORG-C04253_S01	אופֿא	publisher	בערלין			
ORG-C04253	ORG-C04253_S02	אופֿא	publisher			אופֿאַ	דייטשלאַנד
ORG-C04263	ORG-C04263_S01	אונזער בוך	publisher	וואַרשע			
ORG-C04263	ORG-C04263_S01	אונזער בוך	publisher	וואַרשע			
ORG-C04263	ORG-C04263_S02	אונזער בוך	publisher	נ. י.			
ORG-C04263	ORG-C04263_S02	אונזער בוך	newspaper	נ. י.			
ORG-C04297	ORG-C04297_S01	אידישע דראַמאַטישע געזעלשאַפט	theatre	קאָפּענהאַגען			דענעמאַרק
ORG-C04297	ORG-C04297_S02	אידישע דראַמאַטישע געזעלשאַפט	troupe	ניו יאָרק			
ORG-C04325	ORG-C04325_S01	שיקאַגער עמפּייר-טעאַטער	theatre	שיקאַגער		שיקאַגער עמפּייר-טעאַטער	
ORG-C04325	ORG-C04325_S02	שיקאַגער עמפּייר-טעאַטער	theatre	שיקאַגאָ		עמפּייר-טעאַטער	
ORG-C04384	ORG-C04384_S01	העברעאישער גימנאַזיע	school	וויניצע			
ORG-C04384	ORG-C04384_S02	העברעאישער גימנאַזיע	school	לאָדזש			פּוילן
ORG-C04625	ORG-C04625_S01	יידישן קולטור-פֿאַראיין	theatre	מעץ			
ORG-C04625	ORG-C04625_S02	יידישן קולטור-פֿאַראיין	association	קוראָוו			
ORG-C04630	ORG-C04630_S01	יונג אָרגענטינע	school			אַרגענטינע	אַרגענטינע
ORG-C04630	ORG-C04630_S01	יונג אָרגענטינע	troupe	בוענאָס-איירעס			אַרגענטינע
ORG-C04630	ORG-C04630_S01	יונג אָרגענטינע	school			אָרגענטינע	אָרגענטינע
ORG-C04630	ORG-C04630_S02	יונג אָרגענטינע	organization	ב. א.			
ORG-C04767	ORG-C04767_S01	לייסעאום טעאַטער	theatre	ניו-יאָרק			
ORG-C04767	ORG-C04767_S01	לייסעאום טעאַטער	theatre	ניו-יאָרק		ניו-יאָרקער לייסעאום-טעאַטער	
ORG-C04767	ORG-C04767_S02	לייסעאום טעאַטער	theatre	שיקאַגאָ		לייסעאום טעאַטער	אַמעריקע
ORG-C04767	ORG-C04767_S02	לייסעאום טעאַטער	theatre	שיקאַגאָ	דעספלעין סטריט	לייסעאום טעאַטער	
ORG-C04832	ORG-C04832_S01	יידישע פאָלקס-טעאַטער	theatre	ווילנע		יידישע פאָלקס-טעאַטער	
ORG-C04832	ORG-C04832_S02	יידישע פאָלקס-טעאַטער	theatre	פעלדאַפינג		לאַגער פעלדאַפינג	דייטשלאַנד
ORG-C04962	ORG-C04962_S01	יידישער האַנטווערקער-שול	school	כאַרקאָוו			
ORG-C04962	ORG-C04962_S02	יידישער האַנטווערקער-שול	school	וואַרשע			
ORG-C05170	ORG-C05170_S01	האַרלעמער לענאָקס טעאַטער	theatre	האַרלעמער		האַרלעמער לענאָקס-טעאַטער	
ORG-C05170	ORG-C05170_S02	האַרלעמער לענאָקס טעאַטער	theatre	ניו יאָרק			
ORG-C05225	ORG-C05225_S01	יידישער דראָמאַטישער סטודיע	school	מאָסקווע			
ORG-C05225	ORG-C05225_S02	יידישער דראָמאַטישער סטודיע	school	קיעוו			
ORG-C05441	ORG-C05441_S01	טעכנישע שול	school	לאָדזש			
ORG-C05441	ORG-C05441_S02	טעכנישע שול	school	קרעמענטשוג		טעכנישע שול	
ORG-C05457	ORG-C05457_S01	יידישן מעטראָפּאָליטאָן טעאַטער	theatre	שיקאַגאָ		יידישן מעטראָפּאָליטאָן-טעאַטער	
ORG-C05457	ORG-C05457_S02	יידישן מעטראָפּאָליטאָן טעאַטער	theatre	קליוולאַנד			
ORG-C05597	ORG-C05597_S01	טעאַטער באָגאָטעלאָ	theatre	אַרגענטינע		טעאַטער באָגאָטעלאָ	
ORG-C05597	ORG-C05597_S02	טעאַטער באָגאָטעלאָ	theatre	וואַרשע		באַגאַטעלאַ	
ORG-C05943	ORG-C05943_S01	המאַסף	newspaper	קעניגסבערג			
ORG-C05943	ORG-C05943_S02	המאַסף	newspaper	בערלין			
ORG-C06198	ORG-C06198_S01	די יודישע פאָלקסצייטונג	newspaper	מאָרמאַראָש סינעט			
ORG-C06198	ORG-C06198_S02	די יודישע פאָלקסצייטונג	newspaper	ניו-יאָרק			
ORG-C06439	ORG-C06439_S01	גערטנער	theatre	שיקאָגאַ			
ORG-C06439	ORG-C06439_S02	גערטנער	troupe	שיקאָנאָ			
ORG-C06441	ORG-C06441_S01	הערשל צוקערבערג	theatre	פֿילאָדעלפיע			
ORG-C06441	ORG-C06441_S02	הערשל צוקערבערג	troupe	קראָקע			
ORG-C06556	ORG-C06556_S01	אינטימער-טעאַטער	theatre	בראַנקס			
ORG-C06556	ORG-C06556_S02	אינטימער-טעאַטער	theatre	בראָנקס, ניו-יאָרק			
ORG-C06650	ORG-C06650_S01	דער איד	newspaper	וויניפּעג			קאָנאָדע
ORG-C06650	ORG-C06650_S02	דער איד	newspaper	אָדעס			
ORG-C06835	ORG-C06835_S01	אידישע צייטונג	newspaper	ווילנע			
ORG-C06835	ORG-C06835_S02	אידישע צייטונג	newspaper	ב. א.		„אידישע צייטונג“	
ORG-C06835	ORG-C06835_S03	אידישע צייטונג	newspaper			אַרגענטינע	אַרגענטינע
ORG-C07622	ORG-C07622_S01	יידישן צענטער	theatre	פֿילאַדעלפיע		יידישן צענטער	
ORG-C07622	ORG-C07622_S02	יידישן צענטער	center	מילוואַקיי			
ORG-C07864	ORG-C07864_S01	שולמית	choir	וואַרשע			פּוילן
ORG-C07864	ORG-C07864_S02	שולמית	school			שולמית	אָרץ-ישראל
ORG-C07953	ORG-C07953_S01	איקוף-פֿאַרלאַג	publisher	ניו יאָרקער			
ORG-C07953	ORG-C07953_S02	איקוף-פֿאַרלאַג	publisher	ניו-יאָרק			
ORG-C08122	ORG-C08122_S01	יידישע קינדער-היימען	school	פאַריז			פראַנקרייך
ORG-C08122	ORG-C08122_S02	יידישע קינדער-היימען	school	וואַרשע			
