person_id	xml_id	heading	primary_form	alias_form	source
P-1-facs_201_tr_1741260321	facs_201_tr_1741260321	גאָלדפֿאַדען, נפתלי [גאָלדענפֿאָדים]	נפתלי גאָלדפֿאַדען	נפתלי גאָלדפאַדען	names_variant
P-1-facs_201_tr_1741260321	facs_201_tr_1741260321	גאָלדפֿאַדען, נפתלי [גאָלדענפֿאָדים]	נפתלי גאָלדפֿאַדען	גאָלדפֿאָדען	names_variant
P-1-facs_202_tr_1741260239	facs_202_tr_1741260239	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	גאָלדפֿאַדען פאַולינע	פּאָליע ווערבעל	heading_bracket
P-1-facs_202_tr_1741260239	facs_202_tr_1741260239	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	גאָלדפֿאַדען פאַולינע	פרוי גאָלדפֿאַדען	names_variant
P-1-facs_202_tr_1741260239	facs_202_tr_1741260239	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	גאָלדפֿאַדען פאַולינע	פּאָלינע	names_variant
P-1-facs_202_tr_1741260239	facs_202_tr_1741260239	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	גאָלדפֿאַדען פאַולינע	פּאַלינע	names_variant
P-1-facs_202_tr_1741260239	facs_202_tr_1741260239	גאָלדפֿאַדען פאַולינע [פּאָליע ווערבעל]	גאָלדפֿאַדען פאַולינע	פאַולינע	names_variant
P-1-facs_203_tr_1741260185	facs_203_tr_1741260185	גאָלדפֿאַדען, שמעיה [גאָלדענפֿאָדים]	שמעיה גאָלדפֿאַדען	גאָלדענפֿאָדים	heading_bracket
P-1-facs_204_tr_1741260321	facs_204_tr_1741260321	גאָלדפֿאַרב, שמואל	שמואל גאָלדפֿאַרב	שמואָל מאַרשעלעק	names_variant
P-1-facs_204_tr_1741260317	facs_204_tr_1741260317	גאָלדקנאָפּ, אַברהם דר.	אַברהם דר. גאָלדקנאָפּ	א. גאָלדקנאָפּ	names_variant
P-1-facs_204_tr_1741260317	facs_204_tr_1741260317	גאָלדקנאָפּ, אַברהם דר.	אַברהם דר. גאָלדקנאָפּ	דר. א. גאָלדקנאָפּ	names_variant
P-1-facs_204_tr_1741260317	facs_204_tr_1741260317	גאָלדקנאָפּ, אַברהם דר.	אַברהם דר. גאָלדקנאָפּ	אָגף	names_variant
P-1-facs_205_tr_1741260274	facs_205_tr_1741260274	גאָלדשטיין, ב. י. [ברוך]	ב. י. גאָלדשטיין	ברוך יאָקאָוויטש גאָלדשטיין	names_variant
P-1-facs_205_tr_1741260274	facs_205_tr_1741260274	גאָלדשטיין, ב. י. [ברוך]	ב. י. גאָלדשטיין	גאָלדשטיין	names_variant
P-1-facs_205_tr_1741260274	facs_205_tr_1741260274	גאָלדשטיין, ב. י. [ברוך]	ב. י. גאָלדשטיין	ביג	names_variant
P-1-facs_205_tr_1741260263	facs_205_tr_1741260263	גאָלדשטיין, בעקי [מלכה רבקה ראָזענבערג]	בעקי גאָלדשטיין	מלכה רבקה ראָזענבערג	heading_bracket
P-1-facs_206_tr_1741260268	facs_206_tr_1741260268	גאָלדשטיין, זינאַ	זינאַ גאָלדשטיין	זינאַ גאָלדבערג	names_variant
P-1-facs_206_tr_1741260252	facs_206_tr_1741260252	גאָלדשטיין, יוסף	יוסף גאָלדשטיין	יאָסעלע לולקע	names_variant
P-1-facs_207_tr_1741260323	facs_207_tr_1741260323	גאָלדשטיין, לייזער	לייזער גאָלדשטיין	גאָלדשטיין	names_variant
P-1-facs_208_r	facs_208_r	גאָלדשטיין, שכר	שכר גאָלדשטיין	גאָלדשטיין	names_variant
P-1-facs_209_tr_1741260252	facs_209_tr_1741260252	גאָלובאַק, אַברהם	אַברהם גאָלובאַק	גאָלובאַק	names_variant
P-1-facs_209_tr_1741260255	facs_209_tr_1741260255	גאָלובאַק, אַננאַ [חנה רובינשטיין]	אַננאַ גאָלובאַק	חנה רובינשטיין	heading_bracket
P-1-facs_209_tr_1741260255	facs_209_tr_1741260255	גאָלובאַק, אַננאַ [חנה רובינשטיין]	אַננאַ גאָלובאַק	גאָלובאַק	names_variant
P-1-facs_210_tr_1741260180	facs_210_tr_1741260180	גאָלובאַק, מיראָן ע.	מיראָן ע. גאָלובאַק	גאַלאָבאַק	names_variant
P-1-facs_210_tr_1741260180	facs_210_tr_1741260180	גאָלובאַק, מיראָן ע.	מיראָן ע. גאָלובאַק	גאָלאָבאָק	names_variant
P-1-facs_211_tr_1741260267	facs_211_tr_1741260267	גאָלובטשיק, סאָניע [גרענשטאַט]	סאָניע גאָלובטשיק	גרענשטאַט	heading_bracket
P-1-facs_211_tr_1741260281	facs_211_tr_1741260281	גאָלינסקי, פאליאַ [שלוגליט]	פאליאַ גאָלינסקי	שלוגליט	heading_bracket
P-1-facs_211_tr_1741260275	facs_211_tr_1741260275	גאָלצאווא, העלענאַ [הערצבלוט]	העלענאַ גאָלצאווא	הערצבלוט	heading_bracket
P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	גאָרדין, יעקב	יעקב גאָרדין	י. גאָרדין	names_variant
P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	גאָרדין, יעקב	יעקב גאָרדין	יאָקאָוו מיכיילאָוויטש	names_variant
P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	גאָרדין, יעקב	יעקב גאָרדין	איוואַן קאָליוטשי	names_variant
P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	גאָרדין, יעקב	יעקב גאָרדין	יאָן	names_variant
P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	גאָרדין, יעקב	יעקב גאָרדין	יעקב בן מכל	names_variant
P-1-facs_212_tr_1741260189	facs_212_tr_1741260189	גאָרדין, יעקב	יעקב גאָרדין	פּראָפעסאָר יאָקאָבי	names_variant
P-1-facs_247_tr_1713385122	facs_247_tr_1713385122	גאַרטענשטיין, יעקב [האַרטענשטיין]	יעקב גאַרטענשטיין	האַרטענשטיין	heading_bracket
P-1-facs_248_tr_1741260287	facs_248_tr_1741260287	גאָרין, ב. [יצחק גוידאָ-הוידאַ]	ב. גאָרין	יצחק גוידאָ-הוידאַ	heading_bracket
P-1-facs_250_tr_1741260262	facs_250_tr_1741260262	גוטאָוויטש, מערי [מיליע ציפקוס]	מערי גוטאָוויטש	מיליע ציפקוס	heading_bracket
P-1-facs_250_tr_1741260267	facs_250_tr_1741260267	גוטמאַן, [?]	גוטמאַן,	?	heading_bracket
P-1-facs_251_tr_1741260226	facs_251_tr_1741260226	גוטמאַן, יוליוס [יידל] [יהודה יוסף]	יוליוס גוטמאַן	יידל	heading_bracket
P-1-facs_251_tr_1741260226	facs_251_tr_1741260226	גוטמאַן, יוליוס [יידל] [יהודה יוסף]	יוליוס גוטמאַן	יהודה יוסף	heading_bracket
P-1-facs_251_tr_1741260226	facs_251_tr_1741260226	גוטמאַן, יוליוס [יידל] [יהודה יוסף]	יוליוס גוטמאַן	גוטמאַן	names_variant
P-1-facs_251_tr_1741260212	facs_251_tr_1741260212	גוטמאַן, ישעיה	ישעיה גוטמאַן	פינקעלשטיין ישעיה-מאיר	names_variant
P-1-facs_251_tr_1741260225	facs_251_tr_1741260225	גוטמאַן, סאלטשע [סערל האַרמאַן]	סאלטשע גוטמאַן	סערל האַרמאַן	heading_bracket
P-1-facs_252_tr_1741260223	facs_252_tr_1741260223	גוטמאַן, ראָזאַ [שיינפעלד]	ראָזאַ גוטמאַן	שיינפעלד	heading_bracket
P-1-facs_252_tr_1741260224	facs_252_tr_1741260224	גוטענטאָג, בערטאָ [אַקסעלראָד]	בערטאָ גוטענטאָג	אַקסעלראָד	heading_bracket
P-1-facs_252_tr_1741260228	facs_252_tr_1741260228	גוסקין, ראובן	ראובן גוסקין	גוסקין	names_variant
P-1-facs_253_tr_1741260231	facs_253_tr_1741260231	גורסקאַ, סאָניאַ [פריידע-שיינע גורעוויטש]	סאָניאַ גורסקאַ	פריידע-שיינע גורעוויטש	heading_bracket
P-1-facs_253_tr_1741260227	facs_253_tr_1741260227	גורעוויטש, אייזיק	אייזיק גורעוויטש	גורעוויטש	names_variant
P-1-facs_253_tr_1741260227	facs_253_tr_1741260227	גורעוויטש, אייזיק	אייזיק גורעוויטש	דער ליטוואָק	names_variant
P-1-facs_254_tr_1741260246	facs_254_tr_1741260246	גורעוויטש, מרים [מינאַ]	מרים גורעוויטש	מינאַ	heading_bracket
P-1-facs_254_tr_1741260240	facs_254_tr_1741260240	גזיוואַטש, ראָזע [לינדער]	ראָזע גזיוואַטש	לינדער	heading_bracket
P-1-facs_254_tr_1741260243	facs_254_tr_1741260243	גיבסאָן, מיכל [גזשיבאָוויטש]	מיכל גיבסאָן	גזשיבאָוויטש	heading_bracket
P-1-facs_255_tr_1741260331	facs_255_tr_1741260331	גילמאַן, בען	בען גילמאַן	גילמאַן	names_variant
P-1-facs_255_tr_1741260322	facs_255_tr_1741260322	גילראָד לואי	גילראָד לואי	גילראָד	names_variant
P-1-facs_256_tr_1741260272	facs_256_tr_1741260272	גימפּעל, אַדאָלף	אַדאָלף גימפּעל	ג. בער	names_variant
P-1-facs_256_tr_1741260269	facs_256_tr_1741260269	גימפּעל, עמיל [שמואל מענדל]	עמיל גימפּעל	שמואל מענדל	heading_bracket
P-1-facs_257_r_5	facs_257_r_5	גינצבורג, יונה [חיים-יונה, סעמועל]	יונה גינצבורג	חיים-יונה, סעמועל	heading_bracket
P-1-facs_257_tr_1741260312	facs_257_tr_1741260312	גינטער סאַראַ מייסטערמאַן]	גינטער סאַראַ מייסטערמאַן]	נתן גינטער	names_variant
P-1-facs_258_tr_1741260276	facs_258_tr_1741260276	גינצבורג, סאָניאַ [שרה טשערעשניאַ]	סאָניאַ גינצבורג	שרה טשערעשניאַ	heading_bracket
P-1-facs_258_tr_1741260274	facs_258_tr_1741260274	גלאַזונאָוו, בעטיע [בונצע טייקין]	בעטיע גלאַזונאָוו	בונצע טייקין	heading_bracket
P-1-facs_258_tr_1741260279	facs_258_tr_1741260279	גלאַזונאָוו, נאָאום [נחמן גלאָזמאַן]	נאָאום גלאַזונאָוו	נחמן גלאָזמאַן	heading_bracket
P-1-facs_259_r_2	facs_259_r_2	גלאַנץ, א.	א. גלאַנץ	לעיעלעס, א.	names_variant
P-1-facs_259_r_14	facs_259_r_14	גלימער סטעפאַניע [שטייף]	גלימער סטעפאַניע	שטייף	heading_bracket
P-1-facs_260_tr_1741260301	facs_260_tr_1741260301	גליקמאַן, מאלווינע [פלאַקסבוים]	מאלווינע גליקמאַן	פלאַקסבוים	heading_bracket
P-1-facs_260_tr_1741260302	facs_260_tr_1741260302	גליקמאַן, מאַרקוס	מאַרקוס גליקמאַן	גליקמאַן	names_variant
P-1-facs_260_tr_1741260284	facs_260_tr_1741260284	גליקמאַן, מעכעלע	מעכעלע גליקמאַן	דער קליינער מעכעלע	names_variant
P-1-facs_261_tr_1741260189	facs_261_tr_1741260189	גליקמאַן, עטל [גליק]	עטל גליקמאַן	גליק	heading_bracket
P-1-facs_261_tr_1741260196	facs_261_tr_1741260196	גליקמאַן, עליאַס	עליאַס גליקמאַן	גליקמאַן	names_variant
P-1-facs_261_tr_1741260190	facs_261_tr_1741260190	געביל, מאַקס [מנחם-מענדעל, נחום]	מאַקס געביל	מנחם-מענדעל, נחום	heading_bracket
P-1-facs_265_tr_1741260308	facs_265_tr_1741260308	געצמאַן, זשאַן [שמואל יעקב]	זשאַן געצמאַן	שמואל יעקב	heading_bracket
P-1-facs_267_tr_1741260282	facs_267_tr_1741260282	גערטנער, דזשעני [שיינדל שטערן]	דזשעני גערטנער	שיינדל שטערן	heading_bracket
P-1-facs_267_tr_1741260290	facs_267_tr_1741260290	גערמאַן, לוס [לאָשאַ קוטנער]	לוס גערמאַן	לאָשאַ קוטנער	heading_bracket
P-1-facs_267_tr_1741260279	facs_267_tr_1741260279	גערמאַן, מישע [הערמאַן]	מישע גערמאַן	גערמאַן	names_variant
P-1-facs_268_tr_1741260219	facs_268_tr_1741260219	גערץ, מ. [מאָשקאָוויטש]	מ. גערץ	מאָשקאָוויטש	heading_bracket
P-1-facs_268_tr_1741260225	facs_268_tr_1741260225	גערשאָי, מ. [משה גערשויג]	מ. גערשאָי	משה גערשויג	heading_bracket
P-1-facs_268_tr_1741260225	facs_268_tr_1741260225	גערשאָי, מ. [משה גערשויג]	מ. גערשאָי	דער גרינער פֿון קאַראַטשעקראָק	names_variant
P-1-facs_270_TextRegion_1711971070302_285	facs_270_TextRegion_1711971070302_285	גראָדנער, א. [אַברהם יעקב חאַש-אַבראַמאָוו]	א. גראָדנער	אַברהם יעקב חאַש-אַבראַמאָוו	heading_bracket
P-1-facs_270_r	facs_270_r	גראָדנער אַנעטאָ	גראָדנער אַנעטאָ	יענטעלע	names_variant
P-1-facs_270_r	facs_270_r	גראָדנער אַנעטאָ	גראָדנער אַנעטאָ	פרוי גראָדנער	names_variant
P-1-facs_270_r_2	facs_270_r_2	גראָדנער ישראל [ראָזענפעלד?]	גראָדנער ישראל	ראָזענפעלד?	heading_bracket
P-1-facs_270_r_2	facs_270_r_2	גראָדנער ישראל [ראָזענפעלד?]	גראָדנער ישראל	ישראל גראָדנער	names_variant
P-1-facs_270_r_2	facs_270_r_2	גראָדנער ישראל [ראָזענפעלד?]	גראָדנער ישראל	ישראליק ראָזענפעלד	names_variant
P-1-facs_270_r_2	facs_270_r_2	גראָדנער ישראל [ראָזענפעלד?]	גראָדנער ישראל	ישראליק	names_variant
P-1-facs_270_r_2	facs_270_r_2	גראָדנער ישראל [ראָזענפעלד?]	גראָדנער ישראל	שראָליק פּאַפּיראָסניק	names_variant
P-1-facs_270_r_2	facs_270_r_2	גראָדנער ישראל [ראָזענפעלד?]	גראָדנער ישראל	ישראליקל גראָדנער	names_variant
P-1-facs_274_tr_1741260206	facs_274_tr_1741260206	גראָדנער, רייטשעל [ריינאלדס]	רייטשעל גראָדנער	ריינאלדס	heading_bracket
P-1-facs_274_tr_1741260201	facs_274_tr_1741260201	גראַנאָווסקי, אַלעקסאַנדער [אַברהם אַזאַרך]	אַלעקסאַנדער גראַנאָווסקי	אַברהם אַזאַרך	heading_bracket
P-1-facs_276_tr_1741260306	facs_276_tr_1741260306	גראָסבערג, חנה [מאַנדעלטאָרט]	חנה גראָסבערג	מאַנדעלטאָרט	heading_bracket
P-1-facs_276_tr_1741260302	facs_276_tr_1741260302	גראָסמאַן, אוירווינג [יצחק לייב]	אוירווינג גראָסמאַן	יצחק לייב	heading_bracket
P-1-facs_277_tr_1741260243	facs_277_tr_1741260243	גראָסמאַן, וו. מ. [דוד וואָלף]	וו. מ. גראָסמאַן	דוד וואָלף	heading_bracket
P-1-facs_278_tr_1741260247	facs_278_tr_1741260247	גראָסמאַן, פעני [אַדלער]	פעני גראָסמאַן	אַדלער	heading_bracket
P-1-facs_278_tr_1741260247	facs_278_tr_1741260247	גראָסמאַן, פעני [אַדלער]	פעני גראָסמאַן	גראָסמאַן	names_variant
P-1-facs_279_r_9_1	facs_279_r_9_1	גראַף, פּיטער [פתחיה]	פּיטער גראַף	פתחיה	heading_bracket
P-1-facs_280_TextRegion_1711971594244_435	facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	גראָפּער איידאַ	בריה	heading_bracket
P-1-facs_280_TextRegion_1711971443107_368	facs_280_TextRegion_1711971443107_368	גרודבערג, יצחק [יצחק-בער טורקאָוו]	יצחק גרודבערג	יצחק-בער טורקאָוו	heading_bracket
P-1-facs_280_TextRegion_1711971443107_368	facs_280_TextRegion_1711971443107_368	גרודבערג, יצחק [יצחק-בער טורקאָוו]	יצחק גרודבערג	י. ב. ט.	names_variant
P-1-facs_281_tr_1741260291	facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	אַברהם גרושקאָוו	גרושקאָווסקי	heading_bracket
P-1-facs_282_r_7	facs_282_r_7	גרינבערג, דוד	דוד גרינבערג	זאַהיק דוד	names_variant
P-1-facs_282_tr_1741260226	facs_282_tr_1741260226	גרינבערג, חיים-בצלאל	חיים-בצלאל גרינבערג	חיים צאָלקע	names_variant
P-1-facs_283_tr_1741260239	facs_283_tr_1741260239	גרינבערג פעני [טאָמאַשעווסקי]	גרינבערג פעני	טאָמאַשעווסקי	heading_bracket
P-1-facs_284_tr_1741260304	facs_284_tr_1741260304	גרינפעלד, ראַזאַ [טרייטלער]	ראַזאַ גרינפעלד	טרייטלער	heading_bracket
P-1-facs_285_TextRegion_1711970163488_83	facs_285_TextRegion_1711970163488_83	דאָברושין,יחזקאל	יחזקאל דאָברושין	י. דאָברושין	names_variant
P-1-facs_285_TextRegion_1711970098202_35	facs_285_TextRegion_1711970098202_35	דאָווידאָוו, דוד [ראַציק]	דוד דאָווידאָוו	ראַציק	heading_bracket
P-1-facs_287_tr_1741260232	facs_287_tr_1741260232	דאָלסקאַ, בעטי [בראַצלאַווסקאַ]	בעטי דאָלסקאַ	בראַצלאַווסקאַ	heading_bracket
P-1-facs_287_tr_1741260241	facs_287_tr_1741260241	דאַנציס, מרדכי	מרדכי דאַנציס	דא	names_variant
P-1-facs_288_tr_1741260227	facs_288_tr_1741260227	דאַרעלין, וואָלף [אייזנשטיין]	וואָלף דאַרעלין	אייזנשטיין	heading_bracket
P-1-facs_289_tr_1739714921	facs_289_tr_1739714921	דאָרף, עטל [עפּעלבלאַט]	עטל דאָרף	עפּעלבלאַט	heading_bracket
P-1-facs_289_tr_1739714910	facs_289_tr_1739714910	דאָרפזאָן, ש.י. [שמואל-יעקב האַרענדאָרף]	ש.י. דאָרפזאָן	שמואל-יעקב האַרענדאָרף	heading_bracket
P-1-facs_289_r_3	facs_289_r_3	דאַשעווסקי, צבי-הערש	צבי-הערש דאַשעווסקי	ה. דאָשעווסקי	names_variant
P-1-facs_289_tr_1739714920	facs_289_tr_1739714920	דאָשקעוויטש, חנה [עדעלמאַן]	חנה דאָשקעוויטש	עדעלמאַן	heading_bracket
P-1-facs_289_tr_1739714916	facs_289_tr_1739714916	דובינסקאַ, דאָראַ [ראָבורין]	דאָראַ דובינסקאַ	ראָבורין	heading_bracket
P-1-facs_290_r_1	facs_290_r_1	דושמאַן, לעאָן	לעאָן דושמאַן	נענאָסע	names_variant
P-1-facs_291_tr_1741260453	facs_291_tr_1741260453	דזשאַרדען, הערי [הערשל דזשאַרדאַנאָווסקי]	הערי דזשאַרדען	הערשל דזשאַרדאַנאָווסקי	heading_bracket
P-1-facs_291_tr_1741260443	facs_291_tr_1741260443	דזשייקאָבס, בעטי [טרייטלער]	בעטי דזשייקאָבס	טרייטלער	heading_bracket
P-1-facs_291_tr_1741260447	facs_291_tr_1741260447	דזשייקאָבס, דזשייקאָב [יעקב יאָקובאָוויטש]	דזשייקאָב דזשייקאָבס	יעקב יאָקובאָוויטש	heading_bracket
P-1-facs_291_tr_1741260447	facs_291_tr_1741260447	דזשייקאָבס, דזשייקאָב [יעקב יאָקובאָוויטש]	דזשייקאָב דזשייקאָבס	בעטי דזשייקאָבס	names_variant
P-1-facs_291_tr_1741260447	facs_291_tr_1741260447	דזשייקאָבס, דזשייקאָב [יעקב יאָקובאָוויטש]	דזשייקאָב דזשייקאָבס	טרייטלער	names_variant
P-1-facs_291_tr_1741260460	facs_291_tr_1741260460	דזשייקאָבסאָן, בעסי [ביילע שור]	בעסי דזשייקאָבסאָן	ביילע שור	heading_bracket
P-1-facs_292_r_6	facs_292_r_6	דזשייקאָבּסאָן, דזשייקאָבּ	דזשייקאָבּ דזשייקאָבּסאָן	דר. דזשייקאָבסאָן	names_variant
P-1-facs_292_tr_1741260503	facs_292_tr_1741260503	דזשייקאָבסאָן, היימי [חיים-מענדל]	היימי דזשייקאָבסאָן	חיים-מענדל	heading_bracket
P-1-facs_292_tr_1741260501	facs_292_tr_1741260501	דזשייקאָבסאָן, יוסף [יאַקאָבזאַן]	יוסף דזשייקאָבסאָן	יאַקאָבזאַן	heading_bracket
P-1-facs_292_r_4	facs_292_r_4	דיבעק, יאָזעף	יאָזעף דיבעק	די גילדענע פּאָווע	names_variant
P-1-facs_292_r_4	facs_292_r_4	דיבעק, יאָזעף	יאָזעף דיבעק	קליין-קונסט-בינע	names_variant
P-1-facs_293_tr_1741260460	facs_293_tr_1741260460	דייטש, יצחק [סאָלאָמיאָניק]	יצחק דייטש	סאָלאָמיאָניק	heading_bracket
P-1-facs_293_tr_1741260469	facs_293_tr_1741260469	דייטש, מיני [מענקעס]	מיני דייטש	מענקעס	heading_bracket
P-1-facs_293_tr_1741260469	facs_293_tr_1741260469	דייטש, מיני [מענקעס]	מיני דייטש	דאָבע	names_variant
P-1-facs_294_tr_1741260432	facs_294_tr_1741260432	דיימאַנט, סעם [גאָלובאַק]	סעם דיימאַנט	גאָלובאַק	heading_bracket
P-1-facs_294_tr_1741260432	facs_294_tr_1741260432	דיימאַנט, סעם [גאָלובאַק]	סעם דיימאַנט	ליטל דיימאָנט	names_variant
P-1-facs_294_tr_1741260432	facs_294_tr_1741260432	דיימאַנט, סעם [גאָלובאַק]	סעם דיימאַנט	קליינער דימאַנט	names_variant
P-1-facs_294_tr_1741260432	facs_294_tr_1741260432	דיימאַנט, סעם [גאָלובאַק]	סעם דיימאַנט	אוצר	names_variant
P-1-facs_294_tr_1741260438	facs_294_tr_1741260438	דיימאָנט, קידי [גאָלובאַק — סאַלאַמאָנאָוויטש]	קידי דיימאָנט	גאָלובאַק — סאַלאַמאָנאָוויטש	heading_bracket
P-1-facs_294_tr_1741260445	facs_294_tr_1741260445	דיימאַנדשטיין, באָריס [בערל דוואָרקין]	באָריס דיימאַנדשטיין	בערל דוואָרקין	heading_bracket
P-1-facs_294_tr_1741260445	facs_294_tr_1741260445	דיימאַנדשטיין, באָריס [בערל דוואָרקין]	באָריס דיימאַנדשטיין	בן-צבי	names_variant
P-1-facs_294_tr_1741260445	facs_294_tr_1741260445	דיימאַנדשטיין, באָריס [בערל דוואָרקין]	באָריס דיימאַנדשטיין	מאָריס דיוואָן	names_variant
P-1-facs_294_tr_1741260445	facs_294_tr_1741260445	דיימאַנדשטיין, באָריס [בערל דוואָרקין]	באָריס דיימאַנדשטיין	ב. ד.	names_variant
P-1-facs_294_tr_1741260445	facs_294_tr_1741260445	דיימאַנדשטיין, באָריס [בערל דוואָרקין]	באָריס דיימאַנדשטיין	דר. סטאָלער	names_variant
P-1-facs_294_tr_1741260445	facs_294_tr_1741260445	דיימאַנדשטיין, באָריס [בערל דוואָרקין]	באָריס דיימאַנדשטיין	א. בלומענקראַנץ	names_variant
P-1-facs_294_tr_1741260448	facs_294_tr_1741260448	דייקסעל, שמואל	שמואל דייקסעל	ריוואַרעס	names_variant
P-1-facs_294_tr_1741260448	facs_294_tr_1741260448	דייקסעל, שמואל	שמואל דייקסעל	אַוואָד	names_variant
P-1-facs_295_tr_1741260503	facs_295_tr_1741260503	דימאָוו, אַסיפּ [יוסף פּערלמאַן]	אַסיפּ דימאָוו	יוסף פּערלמאַן	heading_bracket
P-1-facs_295_tr_1741260503	facs_295_tr_1741260503	דימאָוו, אַסיפּ [יוסף פּערלמאַן]	אַסיפּ דימאָוו	אָסיפּ דימאָוו	names_variant
P-1-facs_295_tr_1741260503	facs_295_tr_1741260503	דימאָוו, אַסיפּ [יוסף פּערלמאַן]	אַסיפּ דימאָוו	קין	names_variant
P-1-facs_297_r_18	facs_297_r_18	דינמאַן [דילמאַן], שמחה	שמחה דינמאַן	דילמאַן	heading_bracket
P-1-facs_297_r_18	facs_297_r_18	דינמאַן [דילמאַן], שמחה	שמחה דינמאַן	דינמאַן	names_variant
P-1-facs_298_tr_1741260461	facs_298_tr_1741260461	דינעזאָן, יעקב	יעקב דינעזאָן	דינעזאָן	names_variant
P-1-facs_298_tr_1741260446	facs_298_tr_1741260446	דיק, אייזיק (יצחק) מאיר	אייזיק   מאיר דיק	אייזיק-מאיר דיק	names_variant
P-1-facs_298_tr_1741260446	facs_298_tr_1741260446	דיק, אייזיק (יצחק) מאיר	אייזיק   מאיר דיק	א. מ. דיק	names_variant
P-1-facs_298_tr_1741260446	facs_298_tr_1741260446	דיק, אייזיק (יצחק) מאיר	אייזיק   מאיר דיק	אמ'ד	names_variant
P-1-facs_299_tr_1741260425	facs_299_tr_1741260425	דעל, הערי א. [דאָלעטיצקי, אהרן]	הערי א. דעל	דאָלעטיצקי, אהרן	heading_bracket
P-1-facs_299_tr_1741260439	facs_299_tr_1741260439	דענק, דוד [צוויבעלשארף]	דוד דענק	צוויבעלשארף	heading_bracket
P-1-facs_300_tr_1741260418	facs_300_tr_1741260418	דעססער יאָזעף [יוסף-חיים]	דעססער יאָזעף	יוסף-חיים	heading_bracket
P-1-facs_300_r_4	facs_300_r_4	דעססער, קלאַראַ [קיילע טויבע]	קלאַראַ דעססער	קיילע טויבע	heading_bracket
P-1-facs_300_tr_1741260422	facs_300_tr_1741260422	דראָזדאָוויטש, [?]	דראָזדאָוויטש,	?	heading_bracket
P-1-facs_300_tr_1741260424	facs_300_tr_1741260424	דראַנאָוו, נאַדיאַ [גנעסיע מייטוס]	נאַדיאַ דראַנאָוו	גנעסיע מייטוס	heading_bracket
P-1-facs_300_tr_1741260424	facs_300_tr_1741260424	דראַנאָוו, נאַדיאַ [גנעסיע מייטוס]	נאַדיאַ דראַנאָוו	נאַטאָן דראַנאָוו	names_variant
P-1-facs_301_tr_1741260452	facs_301_tr_1741260452	דראַנאָוו, נאַטאַן [ניסן]	נאַטאַן דראַנאָוו	ניסן	heading_bracket
P-1-facs_301_tr_1741260452	facs_301_tr_1741260452	דראַנאָוו, נאַטאַן [ניסן]	נאַטאַן דראַנאָוו	נ. דראַנאָוו	names_variant
P-1-facs_301_tr_1741260457	facs_301_tr_1741260457	דרייבלאַט, פאולאַ [פּערל שנייער]	פאולאַ דרייבלאַט	פּערל שנייער	heading_bracket
P-1-facs_302_tr_1741260420	facs_302_tr_1741260420	דרייקורס, לעאָן	לעאָן דרייקורס	ח. בזשאָזא	names_variant
P-1-facs_302_tr_1741260420	facs_302_tr_1741260420	דרייקורס, לעאָן	לעאָן דרייקורס	בר	names_variant
P-1-facs_302_tr_1741260418	facs_302_tr_1741260418	"„האור"""	"„האור"""	האור	names_variant
P-1-facs_302_tr_1741260413	facs_302_tr_1741260413	האָבער, [?]	האָבער,	?	heading_bracket
P-1-facs_304_tr_1741260491	facs_304_tr_1741260491	האָכבערג, רחל [אַריעל]	רחל האָכבערג	אַריעל	heading_bracket
P-1-facs_304_tr_1741260494	facs_304_tr_1741260494	האָכשטיין, הערי [כאזין]	הערי האָכשטיין	כאזין	heading_bracket
P-1-facs_305_tr_1741260403	facs_305_tr_1741260403	האָלענדער, איזידאָר	איזידאָר האָלענדער	האָלענדער	names_variant
P-1-facs_305_tr_1741260383	facs_305_tr_1741260383	האָלענדער, חנה [פינקענטאָל]	חנה האָלענדער	פינקענטאָל	heading_bracket
P-1-facs_307_tr_1741260374	facs_307_tr_1741260374	האַנדפוס ביילע [אַריעל]	האַנדפוס ביילע	אַריעל	heading_bracket
P-1-facs_308_tr_1741260512	facs_308_tr_1741260512	האָניגמאַן, קלאַראַ [גאָלדענבערג]	קלאַראַ האָניגמאַן	גאָלדענבערג	heading_bracket
P-1-facs_308_tr_1741260512	facs_308_tr_1741260512	האָניגמאַן, קלאַראַ [גאָלדענבערג]	קלאַראַ האָניגמאַן	פייערשטיין	names_variant
P-1-facs_308_tr_1741260512	facs_308_tr_1741260512	האָניגמאַן, קלאַראַ [גאָלדענבערג]	קלאַראַ האָניגמאַן	א. איפּסעל	names_variant
P-1-facs_309_r_13	facs_309_r_13	האַרט, אייב [אַברהם העכט]	אייב האַרט	אַברהם העכט	heading_bracket
