person_id	xml_id	volume	heading	names_variants	birth_year	death_year	entry_type	candidate_db_ids	candidate_scores	candidate_names	decision	aligned_db_id	reviewer	reviewer_notes	reviewed_at
P-1-facs_406_tr_1739715063	facs_406_tr_1739715063	1	זילבערט, ליזאַ	ז. | ראָזענבלום | זילבערט	1881		performer	2975	1.000	ליזאַ זילבּערט	ALIGN	2975			
P-1-facs_407_tr_1739715069	facs_407_tr_1739715069	1	זילבערט ראָזאַ	זילבערט | ז.	1900	1924	performer	2976	1.000	ראָזאַ זילבּערט	ALIGN	2976			
P-1-facs_407_tr_1739715072	facs_407_tr_1739715072	1	זילבערמאַן, אַסתר	ז. | פרוי פֿון אַקטיאָר משה זילבערמאַן			performer	717	1.000	אסתר זילבּערמאַן	ALIGN	717			
P-1-facs_407_r_2	facs_407_r_2	1	זילבערמאַן, משה					800	1.000	משה זילבּערמאַן	ALIGN	800			
P-1-facs_407_tr_1739715081	facs_407_tr_1739715081	1	זילבערמאַן, מאָריס, דר	ז.	1881		writer	701	0.706	מאָריס זילבּערמאַן	ALIGN	701			
P-1-facs_408_r_7	facs_408_r_7	1	זילבּערמאַן, עלאַ [זיגלער]		1901		performer	3441	1.000	עלאַ זילבּערמאַן (זיגלער)	ALIGN	3441			
P-1-facs_408_TextRegion_1710064957426_326	facs_408_TextRegion_1710064957426_326	1	זילבּערמאַן, קאַרל	ז.	1883		performer	3399	1.000	קאַרל זילבּערמאַן	ALIGN	3399			
P-1-facs_408_TextRegion_1710064929131_307	facs_408_TextRegion_1710064929131_307	1	זילבּערצווייג, זלמן	ז. | סאָלאָמאָן | שירי-ציון-זינגער	1894		writer	3440	1.000	זלמן זילבּערצווייג	ALIGN	3440			
P-1-facs_409_TextRegion_1710065090972_381	facs_409_TextRegion_1710065090972_381	1	זילבּערצווייג, נתן	ז.	1899		performer	3439	1.000	נתן זילבּערצווייג	ALIGN	3439			
P-1-facs_410_tr_1739715091	facs_410_tr_1739715091	1	זילבערקאָסטען, משה		1891		performer	2973	1.000	משה זילבּערקאַסטען	ALIGN	2973			
P-1-facs_410_tr_1739715086	facs_410_tr_1739715086	1	זילבערשטייין, שמעון	ז.	1886		performer	3402	0.938	שמעון זילבּערשטיין	ALIGN	3402			
P-1-facs_410_tr_1739715090	facs_410_tr_1739715090	1	זימאַן, עני	ז.	1885		performer	3404	1.000	עני זימאן	ALIGN	3404			
P-1-facs_410_tr_1739715084	facs_410_tr_1739715084	1	זילבערשטיין, משה	ז.	1875		performer	3401	1.000	משה זילבּערשטיין	ALIGN	3401			
P-1-facs_411_r_2	facs_411_r_2	1	זימאַנד איווא [חוה-אסתר שטייסל]					3406	1.000	איווא זימאָנד (חוה-אסתר שטייסל)	ALIGN	3406			
P-1-facs_411_tr_1739715053	facs_411_tr_1739715053	1	זינגמאַן, קלמן		1889	1929	writer	3411	1.000	קלמן זינגמאַן	ALIGN	3411			
P-1-facs_411_tr_1739715050	facs_411_tr_1739715050	1	זינגער אַדעלאַ	ז. | דינה	1862	1922	performer	3407	1.000	אַדעלאַ זינגער	ALIGN	3407			
P-1-facs_411_r	facs_411_r	1	זינגער איידא [גלאַדשטיין]	ז.	1889		performer	2988	1.000	איידא זינגער (גלאַדשטיין)	ALIGN	2988			
P-1-facs_411_tr_1739715062	facs_411_tr_1739715062	1	זינגער גוטשא	ז. | זינגער	1864	1901	performer	3466	0.500	דוטשא זינגער	ALIGN	3466			
P-1-facs_412_TextRegion_1710153731052_73	facs_412_TextRegion_1710153731052_73	1	זינגער, יוסף	ז.	1885		performer	3409|1001|3407|2990|2989	1.000|1.000|0.500|0.500|0.500	יוסף זינגער|יוסף זינגער|אַדעלאַ זינגער|יעקב זינגער|ישראל-יהושע זינגער					
P-1-facs_412_TextRegion_1710153717390_60	facs_412_TextRegion_1710153717390_60	1	זינגער, ישראל-יהושע	ז.	1893		writer	2989	1.000	ישראל-יהושע זינגער	ALIGN	2989			
P-1-facs_412_TextRegion_1710153704955_46	facs_412_TextRegion_1710153704955_46	1	זינגער, פישל	ז.	1887		performer	1075	1.000	פישל זינגער	ALIGN	1075			
P-1-facs_412_TextRegion_1710153689691_21	facs_412_TextRegion_1710153689691_21	1	זינגערמאַן, בּערטאַ	ז.			performer	3410	1.000	בּערטאַ זינגערמאַן	ALIGN	3410			
P-1-facs_413_r_4	facs_413_r_4	1	זלאַטאָגאַראָוו, יעפיס [חיים גאָלדענבערג]	ג. | ז.	1894		performer	3416	0.667	יעפים זלאטאגאראוו (חיים גאָלדענבערג)	ALIGN	3416			
P-1-facs_413_tr_1739715088	facs_413_tr_1739715088	1	זלאָטשעווסקי, [?]	ווענוס | סקאלאָ	1915		theatre	3418	0.636	זלאָטשעווסקי	ALIGN	3418			
P-1-facs_413_r_8	facs_413_r_8	1	זעווקינאַ, אַסתר [זעווקאַ]	ז.	1900		performer	3375	1.000	אסתר זעווקינאַ (זעווקא)	ALIGN	3375			
P-1-facs_413_tr_1739715083	facs_413_tr_1739715083	1	זעלדין, אַלעקסאַנדער	ז. | אידל גוטקינד	1882		writer	3367	1.000	אַלעקסאַנדער זעלדין	ALIGN	3367			
P-1-facs_413_tr_1739715085	facs_413_tr_1739715085	1	זעלינסקאַיאָ, העלען	וו.	1894		performer	3369	1.000	העלען זעלינסקאַיאַ	ALIGN	3369			
P-1-facs_414_tr_1739715068	facs_414_tr_1739715068	1	זעלמאַן, לעאָן	ז.	1880		composer								
P-1-facs_414_r_304	facs_414_r_304	1	זעלצער, דזשעני	ז.			performer	3371	1.000	דזשעני זעלצער	ALIGN	3371			
P-1-facs_414_tr_1739715075	facs_414_tr_1739715075	1	זעצער, אַברהם	ז.			other	3373	1.000	אברהם זעצער	ALIGN	3373			
P-1-facs_414_r_3	facs_414_r_3	1	זשאָרזש מ. [מאָטל אביון]	זש.	1864	1919	performer	1743	1.000	מ. זשאָרזש (מאָטל אביון)	ALIGN	1743			
P-1-facs_414_tr_1739715077	facs_414_tr_1739715077	1	זשופּניק, [?]				performer	775	0.600	זשופּניק	ALIGN	775			
P-1-facs_415_TextRegion_1710155983674_155	facs_415_TextRegion_1710155983674_155	1	זשיטקאָווסקי, וולאַדעק	זש. | ז.			performer	3383	1.000	וולאַדעק זשיטקאָווסקי	ALIGN	3383			
P-1-facs_415_r_9	facs_415_r_9	1	זשעלאַזא, לייזער [זשעלאַזני]	ז.	1877		performer	3381	1.000	לייזער זשעלאַזא (זשעלאַזני)	ALIGN	3381			
P-1-facs_415_TextRegion_1710155882799_118	facs_415_TextRegion_1710155882799_118	1	חאַלאַ-חאַלאַנאָוו, [?]	ח.			performer	2107	0.583	חאַלאַן-חאַלאַנאָוו	ALIGN	2107			
P-1-facs_415_TextRegion_1710155871558_109	facs_415_TextRegion_1710155871558_109	1	חאַש, יוסף	ח. | ק.			performer	2109	1.000	יוסף חאַש	ALIGN	2109			
P-1-facs_416_tr_1739715059	facs_416_tr_1739715059	1	האָשקעס, משה	ח.	1830		writer	2110	0.500	משה חאַשקעס	ALIGN	2110			
P-1-facs_416_tr_1739715064	facs_416_tr_1739715064	1	חד-גדיאַ	דאָס ערשטע יידישע ליטעראַריש-קינסטלערישע מאַריאָנעטן-טעאַטער	1922		group								
P-1-facs_416_tr_1739715065	facs_416_tr_1739715065	1	חזן, חיים-אריה	ח.	1863		writer	2116	1.000	חיים-אריה חזן	ALIGN	2116			
P-2-facs_9_r	facs_9_r	2	טאַבּאַק, אַברהם				performer	3044	1.000	אברהם טאַבּאַק	ALIGN	3044			
P-2-facs_9_tr_1743943374	facs_9_tr_1743943374	2	טאַבאַק, אַננאַ	ט.	1905		performer	3078	1.000	אַננאַ טאַבּאַק	ALIGN	3078			
P-2-facs_9_r_3	facs_9_r_3	2	טאַבאַקשניידער מ. י.	ט.	1893		director_regisseur				ALIGN	3045			
P-2-facs_9_tr_1743943368	facs_9_tr_1743943368	2	טאָביאַס, סעמועל [שמואל טאַבאַטשניקאָוו]	טאַבאַטשניקאָוו | טאָבאַטשניקאָוו | טאָביאַס | ט. | טאַנאַטשניקאָוון	1861	1930	performer	3079	1.000	סעמועל טאָביאַס	ALIGN	3079			
P-2-facs_10_tr_1743943354	facs_10_tr_1743943354	2	טאָגער, אהרן	ט.		1884	performer	3046	1.000	אהרן טאַגער	ALIGN	3046			
P-2-facs_10_tr_1743943373	facs_10_tr_1743943373	2	טאָמאַשעוו[פ]סקי, באָריס [ברוך-אהרן]	באָריס טאָמאַשעווסקי | טאָמאַשעווסקי | ב. טאָמאַשעווסקי | באָריס טאָמאַשעפסקי | דער קליינער טאָמאַשעווסקי | ט. | מאירל דער משורר	1886		performer	693	1.000	בּאָריס טאָמאַשעוו[פ]סקי (בּרוך-אהרן)	ALIGN	693			
P-2-facs_28_tr_1744131420	facs_28_tr_1744131420	2	טאָמאַשעווסקי, בעסי [ברכה באומפעלד-קויפמאַן]	בעסי טאָמאַשעווסקי | בעסי טהאָמאַשעווסקי | ט. | באומפעלד	1873		performer	770	1.000	בּעסי טאָמאַשעווסקי (בּרכה באָומפעלד-קויפמאָן)	ALIGN	770			
P-2-facs_31_tr_1744131359	facs_31_tr_1744131359	2	טאָמאַשעווסקי, הער (הערש-יונה)	טאָמאַשעווסקי | ט. | הערי טאָמאַשעווסקי	1892		performer	3072	1.000	הערי טאָמאַשעווסקי (הערש-יונה)	ALIGN	3072			
P-2-facs_31_tr_1744131345	facs_31_tr_1744131345	2	טאָמאַשעווסקי, מייק (מרדכי)	מאַקס | מייק | טאָמאַשעווסקי | ט.	1873	1932	administrator	3073	1.000	מייק טאָמאַשעווסקי (מרדכי)	ALIGN	3073			
P-2-facs_32_tr_1744131395	facs_32_tr_1744131395	2	טאָמאַשעווסקי, עני		1885		performer	3071	1.000	עני טאָמאַשעווסקי	ALIGN	3071			
P-2-facs_32_tr_1744131393	facs_32_tr_1744131393	2	טאָמאַשעווסקי, פּנחס	ט. | טאָמאַשעווסקי	1842	1914	writer	845	1.000	פּנחס טאָמאַשעווסקי	ALIGN	845			
P-2-facs_33_r_12	facs_33_r_12	2	טאָמבאק, ג.וו	ט.	1907		performer	3081	1.000	ג.וו. טאָמבּאַק	ALIGN	3081			
P-2-facs_33_r	facs_33_r	2	טאַנטשוק, [?]	טאַנטשוק | רענדאָלף | טאַנטשיקן | ט.			director_regisseur				ALIGN	1277			
P-2-facs_34_tr_1744131425	facs_34_tr_1744131425	2	טאַנין, שלום [טאַנקוס]	ט.	1892		performer	3051	1.000	שלום טאַנין (טאַנקוּס)	ALIGN	3051			
P-2-facs_34_tr_1744131418	facs_34_tr_1744131418	2	טאַנענצאפּ, דוד	ט.			administrator	3050	1.000	דוד טאַנענצאפּ	ALIGN	3050			
P-2-facs_34_tr_1744131414	facs_34_tr_1744131414	2	טאַנצמאַן, אַברהם-יצחק	אברהם יצחק טאַנצמאַן | טאַנצמאַן | ט. | אברהם יצחק טאַנצמאַנן | א. טאַנצמאַן	1857	1906	performer	729	1.000	אברהם-יצחק טאַנצמאַן	ALIGN	729			
P-2-facs_35_tr_1744131361	facs_35_tr_1744131361	2	טאַנצמאַן, בערטאַ [בערלין]	טאַנצמאַן	1856	1926	performer				ALIGN	3675			
P-2-facs_36_tr_1744131432	facs_36_tr_1744131432	2	טאַנצמאַן, יאָזעף	טאַנצמאַן | ט.	1886	1931	performer	730	1.000	יאַזעף טאַנצמאַן	ALIGN	730			
P-2-facs_36_tr_1744131446	facs_36_tr_1744131446	2	טאקסא, סאַמואיל		1907		administrator	3047	1.000	סאַמוּאיל טאַקסא	ALIGN	3047			
P-2-facs_36_tr_1744131442	facs_36_tr_1744131442	2	טארוּ, רות [רייזל טוכמאַכער]		1906		performer	3056	0.714	רות טאַרי (רייזל טוּכמאַכער)	ALIGN	3056			
P-2-facs_36_r_4	facs_36_r_4	2	טאַרלאָ, הענרי	ט.	1898		performer	3054	1.000	הענרי טאַרלאָ	ALIGN	3054			
P-2-facs_37_tr_1744131397	facs_37_tr_1744131397	2	טאַרלאָווסקי, משה	ט.	1892		performer	3055	1.000	משה טאַרלאָווסקי	ALIGN	3055			
P-2-facs_37_tr_1744131389	facs_37_tr_1744131389	2	טאָרבערג, סעמיועל (שמואל)	טאָרנבערג | ט.	1872	1911	performer	3082	0.875	סעמיועל טאָרנבּערג (שמוּאל)	ALIGN	3082			
P-2-facs_38_tr_1744131347	facs_38_tr_1744131347	2	טהאל, סידי (סאַלי בירקענטאל]	ט.	1909		performer	3070	1.000	סידי טהאל (סאַלי בּירקענטאַל)	ALIGN	3070			
P-2-facs_39_tr_1744131440	facs_39_tr_1744131440	2	טהור מאַטיאָס (מתתיהו)	ט.		1915	performer	3074	1.000	מאַטיאַס טהוּר (מתּתיהוּ)	ALIGN	3074			
P-2-facs_39_r_1	facs_39_r_1	2	טויבענשלאַג, חיים	ט.	1894		writer	3084	1.000	חיים טויבּענשלאַג	ALIGN	3084			
P-2-facs_39_tr_1744131454	facs_39_tr_1744131454	2	טויבער, חיים	ט.	1901		performer	3083	1.000	חיים טויבּער	ALIGN	3083			
P-2-facs_40_tr_1744131398	facs_40_tr_1744131398	2	טוכבאַנד מאָריס		1886		performer	3114	1.000	מאָריס טוּכבּאַנד	ALIGN	3114			
P-2-facs_40_tr_1744131399	facs_40_tr_1744131399	2	טוכמאַן, ליזאַ [קיידאַן]		1891		performer	3115	1.000	ליזאַ טוּכמאַן (קיידאַן)	ALIGN	3115			
P-2-facs_40_r	facs_40_r	2	טוללער, דזשאָדזש [זלמן טאָלער]		1894		composer	3118	1.000	דזשאָדזש טוּללער (זלמן טאָלער)	ALIGN	3118			
P-2-facs_41_tr_1744131371	facs_41_tr_1744131371	2	טוניס, הערמאַן [חיים-הערש אָווענד]	ט.	1900		performer	3119	1.000	הערמאַן טוּניס (חיים-הערש אַווענד)	ALIGN	3119			
P-2-facs_41_tr_1744131372	facs_41_tr_1744131372	2	טונקעלער דער [יוסף טונקעל]	יוסף טונקעל | ט. | חושך | דער טונקעלער	1881		writer	3120	1.000	דער טוּנקעלער (יוסף טוּנקעל)	ALIGN	3120			
P-2-facs_41_tr_1744131374	facs_41_tr_1744131374	2	טופמאַן, יהושע	ט.	1893		performer	3117	1.000	יהושע טוּפמאַן	ALIGN	3117			
P-2-facs_42_tr_1744131428	facs_42_tr_1744131428	2	טופמאַן, מרים [פּאַקענטרעגער]		1890		performer	3116	1.000	מרים טוּפמאַן (פּאקענטרעגער)	ALIGN	3116			
P-2-facs_42_tr_1744131430	facs_42_tr_1744131430	2	טוראָווסקי, יעקב		1888		performer	3126	1.000	יעקב טוּראָווסקי	ALIGN	3126			
P-2-facs_42_tr_1744131426	facs_42_tr_1744131426	2	טורקאָוו, זיגמונט	ז. טורקאָוו | ט. | ז. ט.	1896		performer	3125	1.000	זיגמוּנט טוּרקאָוו	ALIGN	3125			
P-2-facs_44_tr_1744131410	facs_44_tr_1744131410	2	טורקאָוו, יאָנאַס	ט.	1898		performer	3122	1.000	יאָנאַס טוּרקאָוו	ALIGN	3122			
P-2-facs_45_r_4	facs_45_r_4	2	טורקאָוו, יצחק	גרודבערג יצחק			other				ALIGN	1551			
P-2-facs_45_r_9	facs_45_r_9	2	טורקאָוו, מאַרק	ט.	1901		writer	3123	1.000	מאַרק טוּרקאָוו	ALIGN	3123			
P-2-facs_45_tr_1744131387	facs_45_tr_1744131387	2	טורקאָוו, רחל	ט.	1908		performer	3124	1.000	רחל טוּרקאׇוו	ALIGN	3124			
P-2-facs_45_tr_1744131386	facs_45_tr_1744131386	2	טורש, ב.	ב. טורש | דוברוש טורש | דובעריש טורש			writer	3127	1.000	בּ. טוּרש	ALIGN	3127			
P-2-facs_46_tr_1744131398	facs_46_tr_1744131398	2	טיטעלמאַן, מרדכי-חיים	ט.	1872	1921	performer	3077	1.000	מרדכי-חיים טיטעלמאַן	ALIGN	3077			
P-2-facs_46_tr_1744131404	facs_46_tr_1744131404	2	טייטעלבוים, אַברהם (=שלום, סעם)	ט.	1889		performer	3061	0.688	אברהם טייעלבּוים (שלום, סעם)	ALIGN	3061			
P-2-facs_47_tr_1744131441	facs_47_tr_1744131441	2	טייטעלבוים, חנה [אַננאַ דרוקער]		1896		performer	3062	0.643	חנה טייעלבּוים (אַננאַ דרוּקער)	ALIGN	3062			
P-2-facs_47_tr_1744131445	facs_47_tr_1744131445	2	טייטש, משה	מ. טייטש | ט.	1882		writer	3069	1.000	משה טייטש	ALIGN	3069			
P-2-facs_48_r	facs_48_r	2	טייך-גאַזניק, משה	ט. | גאָזניק			performer	955	1.000	משה טייך-גאַזניק	ALIGN	955			
P-2-facs_48_r_2	facs_48_r_2	2	טיימאַן, משה	ט.	1889		performer	3068	1.000	משה טיימאַן	ALIGN	3068			
P-2-facs_49_tr_1744131389	facs_49_tr_1744131389	2	טימיאַנאָף, אַדאָלף [טימיאַנקאָ]	ט.	1886		performer	3076	1.000	אַדאָלף טימיאַנאָף (טימיאַנקאָ)	ALIGN	3076			
P-2-facs_49_tr_1744131387	facs_49_tr_1744131387	2	טיקמאַן, יעקב	ט.	1890		writer	3075	1.000	יעקב טיקמאַן	ALIGN	3075			
P-2-facs_49_r_4	facs_49_r_4	2	"טעאַטער-מוזיי א""נ פֿון אסתר-רחל קאַמינסקי ביים ייוו""א."	צענטראָלער זאַמלפּלאַץ פֿאַר אַלע מאַטעריאָלן פֿון יידישן טעאַטער און יידישער דראַמע | טעאַטער-מוזיי	1927		other	2908|2718|1159	0.548|0.393|0.375	אסתר שאפנער|אסתר ראַבינער|ש. אַנ-סקי (שלמה-זאַנוול ראַפּאָפּאָרט)					
P-2-facs_50_tr_1744131398	facs_50_tr_1744131398	2	טעאַטער-סטודיעס.												
P-2-facs_50_tr_1744131407	facs_50_tr_1744131407	2	וויטעבּסקער סטוּדיע.	די וויטעבּסקער סטוּדיע | וויטעבּסקער קאָלעקטיוו	1919		group								
P-2-facs_50_r_2	facs_50_r_2	2	ווייסרוּסלענדיש-יידישע מלוּכה-סטוּדיע.	יידישע מלוכהשע סטודיע פֿון ווייסרוסלאַנד | יידישן מלוּכהטעאַטער פֿוּן ווייסרוסלאַנד	1920		theatre								
P-2-facs_50_tr_1744131393	facs_50_tr_1744131393	2	"""יידיש טעאַטער-סטודיע"" אין וואַרשע."	יידישע טעאַטער-סטוּדיע			group	3147	0.350	משה וואַרשע					
P-2-facs_50_r	facs_50_r	2	פּעטראָגראַדער סטוּדיע.	סטוּדיע אוּנטער דער אָנפֿירוּנג פֿוּן אַל. גראַנאָווסקי | מאָסקווער יידישן מלוּכה-טעאַטער	1918		group	3120|2220|2934|1887|2929	0.750|0.667|0.503|0.500|0.495	דער טוּנקעלער (יוסף טוּנקעל)|דער לעבּעדיגער (חיים גוּטמאַן)|שמאַילע דער הייזעריקער|אַלעקסאַנדער גראַנאָווסקי (אברהם אַזאַרך)|שימעלע דער הייזעריקער (שמאיעלע)					
P-2-facs_50_tr_1744131400	facs_50_tr_1744131400	2	"קיעווער ""קוּלטוּר-ליגע""."	קיעווער „קוּלטוּר-ליגע“ טעאַטער-סטוּדיע	1919		group								
P-2-facs_50_tr_1744131406	facs_50_tr_1744131406	2	"""שלם-עליכם-סטוּדיע""."	שלום-עליכם-סטוּדיע | פרייקונסט			group	383|3474	0.667|0.667	שלום עליכם|עליכם-שלום (עליכם-שלום)					
P-2-facs_50_tr_1744131396	facs_50_tr_1744131396	2	"„טעאַליג"" [טעאַטער-ליבּהאָבּער-געזעלשאַפט]"	טעאַליג | טעאַטער-ליבּהאָבּער-געזעלשאַפט	1930		group								
P-2-facs_51_tr_1744131371	facs_51_tr_1744131371	2	"„טעיאַטאָר פֿין חסידים""."	פישלזאָן, אפֿרים-פישל			other	1653	0.500	אפרים-פישל פישעלזאָהן					
P-2-facs_51_tr_1744131372	facs_51_tr_1744131372	2	טענענהאָלץ, אליהוּ	א. טענענהאָלץ | טענען-האָלץ | אוּלריק בּרענדעל | מוישע מעקארטי | שפּיגעלבּערג	1890		performer	813	1.000	אליהוּ טענענהאָלץ	ALIGN	813			
P-2-facs_52_tr_1744131407	facs_52_tr_1744131407	2	טעפּליצקי, מענדעל	ט.	1866		performer	3065	1.000	מענדעל טעפּליצקי	ALIGN	3065			
P-2-facs_52_tr_1744131414	facs_52_tr_1744131414	2	טעפּער, קלמן (קאָליאַ)	ט.	1879		writer	3066	1.000	קלמן טעפּער (קאָליאַ)	ALIGN	3066			
P-2-facs_53_tr_1744131450	facs_53_tr_1744131450	2	טעפנער, אַדאָלף	ט.	1908		performer	3059	1.000	אַדאָלף טעפנער	ALIGN	3059			
P-2-facs_53_r_6	facs_53_r_6	2	טער, יעקב	יעקב טער | ט.	1861		writer	3067	1.000	יעקב טער	ALIGN	3067			
P-2-facs_54_r_3	facs_54_r_3	2	טראַכטמאַן, יעקב-שמוּאל	ט.		1889	writer	3086	1.000	יעקב-שמוּאל טראַכטמאַן	ALIGN	3086			
P-2-facs_54_r_9	facs_54_r_9	2	טרוימאַן, חנה [קאַץ]		1894		performer	3096	1.000	חנה טרוימאַן (קאַץ)	ALIGN	3096			
P-2-facs_54_tr_1744131418	facs_54_tr_1744131418	2	טרוימאַן, לייבּ [גאָרדאָן]	ט.	1887		performer	3097	1.000	לייבּ טרוימאַן (גאׇרדאׇן)	ALIGN	3097			
P-2-facs_54_r_15	facs_54_r_15	2	טריאָ רימס-ראַמס-ראָמס.	ראָמעס | שוואַרץ | שאָר			group	3793|2866|2865|2864|2863	0.500|0.500|0.500|0.500|0.500	וויליאַם שוואַרץ|סעם שוואַרץ|מרדכי שוואַרץ|מאיר שוואַרץ|מאָריס שוואַרץ					
P-2-facs_54_r_13	facs_54_r_13	2	טרייטלער, חיים-בּנימין (טשאַרלז)	ט.	1853	1916	performer	3089	1.000	חיים-בּנימין טרייטלער (טשאַרלז)	ALIGN	3089			
P-2-facs_55_tr_1744131451	facs_55_tr_1744131451	2	טרייסטמאַן, נאָסען [נאכעמיע]	ט. | טרייסטמאַן	1896		performer	3091	1.000	נאָסען טרייסטמאַן (נאכעמיע)	ALIGN	3091			
P-2-facs_55_r_2	facs_55_r_2	2	טרייסי, אַרטוּר	ט. | דער סטריט-זינגער	1900		performer	3085	1.000	אַרטוּר טרייסי	ALIGN	3085			
P-2-facs_56_tr_1744131372	facs_56_tr_1744131372	2	טרילינג, איליאַ (סימאָן)	ט.	1895		musician	3092	1.000	איליאַ טרילינג (סימאָן)	ALIGN	3092			
P-2-facs_56_tr_1744131366	facs_56_tr_1744131366	2	טרילינג, מאַניע (מרים)	טרילינג | מאַדאַם טרילינג | ט.	1875	1920	performer	3093	1.000	מאַניע טרילינג (מרים)	ALIGN	3093			
P-2-facs_57_tr_1744131462	facs_57_tr_1744131462	2	טרעפּעל, אַווראָם		1908		performer	3090	1.000	אַווראָם טרעפּעל	ALIGN	3090			
P-2-facs_57_tr_1744131461	facs_57_tr_1744131461	2	טשאַפּניק, מנחם	טש.	1910		writer	1440	1.000	מנחם טשאַפּניק	ALIGN	1440			
P-2-facs_57_tr_1744131457	facs_57_tr_1744131457	2	טשאָרני, ג.	טש.	1875	1910	writer	1456	1.000	ג. טשאָרני	ALIGN	1456			
P-2-facs_57_tr_1744131453	facs_57_tr_1744131453	2	טשיזשיק, בוּנעם	בּוּנעם בּדחן			performer	1427	1.000	בדחן בונעם (בונעם טשיזשיק)	ALIGN	1427			
P-2-facs_57_r_6	facs_57_r_6	2	טשיזשיק, דאָראַ	טש.	1869		performer	1450	1.000	דאָראַ טשיזשיק	ALIGN	1450			
P-2-facs_57_tr_1744131463	facs_57_tr_1744131463	2	טשיזשיק, יוסף	טש.	1865		performer	1454	1.000	יוסף טשיזשיק	ALIGN	1454			
P-2-facs_58_tr_1744131437	facs_58_tr_1744131437	2	טשיזשיק, לאה	קעמפּנער | טש.	1857		performer	1451	1.000	לאה טשיזשיק	ALIGN	1451			
P-2-facs_58_tr_1744131430	facs_58_tr_1744131430	2	טשיזשיק, מאַניאַ [פירשטענפעלד]	ט.	1883		performer	1452	1.000	מאַניאַ טשיזשיק (פירשטענפעלד)	ALIGN	1452			
P-2-facs_58_r_7	facs_58_r_7	2	טשיזשיק, משה	טש. | א'פּ טשיזשיקאָוו | טשיזשיקאָוו | טשיזשיק			musician	1453	1.000	משה טשיזשיק	ALIGN	1453			
P-2-facs_58_tr_1744131436	facs_58_tr_1744131436	2	טשיזשיק, עמנוּאל	טש.	1867		performer	1455	1.000	עמנוּאל טשיזשיק	ALIGN	1455			
P-2-facs_59_tr_1744131417	facs_59_tr_1744131417	2	טשייקאָווסקי, הערי [הערשל חייקאָווסקי]	טש.	1889		performer	3058	0.647	הערי טשייקאָווקסי (הערשל חייקאָווסקי)	ALIGN	3058			
P-2-facs_59_tr_1744131425	facs_59_tr_1744131425	2	טשעטשיק, דוד	טש.	1893		performer	1449	1.000	דוד טשעטשיק	ALIGN	1449			
P-2-facs_59_tr_1744131426	facs_59_tr_1744131426	2	טשעמערינסקי, בּרוּך	בּ. טשעמערינסקי | בּ. טשמערינסקי | טש.	1889		performer	1443	1.000	בּרוּך טשעמערינסקי	ALIGN	1443			
P-2-facs_60_r_2	facs_60_r_2	2	טשעמערינסקי, חיים-אליעזר-משה	ר' מרדכי'לע			other	2504	1.000	חיים-אליעזר-משה טשעמערינסקי (ר. מרדכילע)	ALIGN	2504			
P-2-facs_60_r_4	facs_60_r_4	2	טשעפּלין				performer	1444	0.600	טשעפּלין	ALIGN	1444			
P-2-facs_60_tr_1744131433	facs_60_tr_1744131433	2	טשעריש, דזשעק [יצחק-יעקב חרש]	טש.	1886		administrator	1445	1.000	דזשעק טשעריש (יצחק-יעקב חרש)	ALIGN	1445			
P-2-facs_60_tr_1744131442	facs_60_tr_1744131442	2	טשערנאַווסקי, יוסף	טש.	1894		composer	1447	0.706	יוסף טשערניאַווסקי	ALIGN	1447			
P-2-facs_61_tr_1744131352	facs_61_tr_1744131352	2	טשערניאַק, עני [פיינמאַן]	טש. | טשערניאַק	1896		performer	1446	1.000	עני טשערניאַק (פיינמאַן)	ALIGN	1446			
P-2-facs_62_tr_1744131370	facs_62_tr_1744131370	2	יאַבלאָנסקי, אַברהם-יצחק [יאַבלאָנקא]	י.	1888		performer	3285	1.000	אברהם-יצחק יאבלאנסקי (יאַבּלאָנקאָ)	ALIGN	3285			
P-2-facs_62_tr_1744131375	facs_62_tr_1744131375	2	יאַבּלאָקאָוו, חיים [יאַבּלאָניק]	י.	1902		performer	3284	1.000	חיים יאַבּלאָקאָוו (יאַבּלאָניק)	ALIGN	3284			
P-2-facs_62_tr_1744131377	facs_62_tr_1744131377	2	יאַגאָדאַ, זאַכאַר		1898		performer	3287	1.000	זאַכאַר יאַגאָדאַ	ALIGN	3287			
P-2-facs_62_tr_1744131376	facs_62_tr_1744131376	2	יאָוועליר דזשין (בּעלאַ)	י.	1904		performer	2060	1.000	דזשין יאָוועליר (בּעלאַ)	ALIGN	2060			
P-2-facs_63_r_2	facs_63_r_2	2	יאָוועליר, קלמן	י.	1863		performer	2061	1.000	קלמן יאָוועליר	ALIGN	2061			
P-2-facs_63_tr_1744131370	facs_63_tr_1744131370	2	יאוּשזאָן בּ. [משה יוסטמאַן]	י. | בר נש	1889		writer	3327	1.000	בּ. יאוּשזאָן (משה יוּסטמאַן)	ALIGN	3327			
P-2-facs_63_tr_1744131371	facs_63_tr_1744131371	2	יאָזעפזאָהן, לואי	י.	1879		performer	2058	1.000	לוּאי יאָזעפזאָהן	ALIGN	2058			
P-2-facs_64_tr_1744131365	facs_64_tr_1744131365	2	יאָזעפזאָן, סאַול		1908		performer	2059	1.000	סאַול יאָזעפזאָן	ALIGN	2059			
