mention_id	host_person_id	volume	host_xml_id	host_heading	name	gender	person_description	relation
M-3-facs_133_tr_1755157303-029	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	לייבל טויבעס	male		דער סוביעקט האָט דעביוטירט מיט סקיצן אין זיין אויסגאבע.
M-3-facs_133_tr_1755157303-030	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יעקב פ. אַדלער	male	שוישפּילער	דער סוביעקט האָט פֿאַרעפנטלעכט אַ טייל פֿון זיין אויטאָביאָגראַפיע.
M-3-facs_133_tr_1755157303-031	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	ד	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-032	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יוסף לאַטיינער	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-033	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	משה הורוויטש	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-034	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יוסף יהודה לערנער	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-035	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	"נחום מאיר שייקעוויטש (שמ""ר)"	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-036	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	משה זייפערט	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-037	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	אַברהם מיכאל שאַרקאָנסקי	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-038	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	ראובן ווייסמאַן	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-039	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יעקב טער	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-040	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	דוד משה הערמאלין	male		דער סוביעקט האָט אָפּגעדרוקט זיין ביאָגראַפֿיע.
M-3-facs_133_tr_1755157303-041	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	"ד""ר יעקב שאצקי"	male	רעדאַקטאָר	דער סוביעקט האָט פאַרעפנטלעכט אַרבעטן אין זיין זשורנאַל און ער האָט אָפּגעשאַצט דעם סוביעקט.
M-3-facs_133_tr_1755157303-042	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	משה פינקעל	male	שוישפּילער	דער סוביעקט האָט געשריבן וועגן אים אַן אַריינפֿיר.
M-3-facs_133_tr_1755157303-043	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	לואיס קרעמער	male	שוישפּילער	ער האָט געשפּילט די הויפּט-ראָלן אין דעם סוביעקטס פּיעסעס.
M-3-facs_133_tr_1755157303-044	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	היימי דזשייקאָבסאָן	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-045	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	בערטא גערסטין	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-046	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	וו. זיגענלויב	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-047	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	משה גאַנז	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-048	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	די אויגענבליקס			זיי האָבן געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-049	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	דזש. קאן	male		ער האָט אויפגעפירט א פּיעסע פון דעם סוביעקט.
M-3-facs_133_tr_1755157303-050	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	ראָזע קאַרפּ	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-051	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	בינע אַבראַמאָוויטש	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-052	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	מאַדאַם שראַגע	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-053	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	קלמן יאווילער	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-054	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	משה סימאָנאָף	male		ער האָט געשפּילט אין דעם סוביעקטס פּיעסעס.
M-3-facs_133_tr_1755157303-055	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	וויליאָם שוואַרץ	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-056	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	זיגמונט וויינטרויב	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-057	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	היימאַן מייזעל	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-058	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	סעמיועל גאָלדענבורג	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע און אָפּגעשאַצט דעם סוביעקט.
M-3-facs_133_tr_1755157303-059	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	עני מעלצער	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-060	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	קלאַראַ ראַפֿאלא	female		זי האָט געשפּילט אין דעם סוביעקטס פּיעסעס.
M-3-facs_133_tr_1755157303-061	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	מאַקס בולמאַן	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-062	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	בערל בערנשטיין	male		ער האָט געשפּילט א הויפּט ראָל אין דעם סוביעקטס דראַמאַטיזאַציע.
M-3-facs_133_tr_1755157303-063	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	סעם מען	male		ער האָט געשפּילט א הויפּט ראָל אין דעם סוביעקטס דראַמאַטיזאַציע.
M-3-facs_133_tr_1755157303-064	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	י. טאַנצמאַן	male		ער האָט אויפגעפירט און געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-065	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	סטעלאַ גאָלד	female		זי האָט געשפּילט א הויפּט ראָל אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-066	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	עליאס ראָטשטיין	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-067	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	קאַרל גוטענטאג	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-068	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	איידע דוואָרקין	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-069	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	מעי סיימאַן	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-070	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	העלען בערנאַרדי	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-071	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	בעטי סימאָנאָף	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-072	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יעקב רעכטצייט	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-073	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	אַנשל שאָר	male		ער האָט אויפגעפירט א פּיעסע פון דעם סוביעקט.
M-3-facs_133_tr_1755157303-074	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	נ. ראַקאָווס	male		דער סוביעקטס א פּיעסע איז לכתחילה געווען אַנאָנסירט אונטער זיין נאָמען.
M-3-facs_133_tr_1755157303-075	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	מיכאל מיכאַלעסקאָ	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-076	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יוסף שעהנגאָלד	male		ער האָט געשפּילט אין דעם סוביעקטס פּיעסעס.
M-3-facs_133_tr_1755157303-077	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	מנחם רובין	male		ער האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-078	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	פרענציס אַדלער	female		זי האָט געשפּילט אין דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-079	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	אב. עלשטיין	male	קאָמפּאָזיטאָר	ער האָט געשריבן מוזיק פאַר דעם סוביעקטס א פּיעסע.
M-3-facs_133_tr_1755157303-080	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	זלמן זילבערצווייג	male	רעדאַקטאָר	ער האָט רעדאַקטירט דעם ספּעציעלן יובל-העפט וועגן דעם סוביעקט און אָפּגעשאַצט אים.
M-3-facs_133_tr_1755157303-081	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יעקב מעסטל	male	רעדאַקטאָר	ער האָט רעדאַקטירט דעם ספּעציעלן יובל-העפט וועגן דעם סוביעקט און אָפּגעשאַצט אים.
M-3-facs_133_tr_1755157303-082	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	א. אָלשאַנעצקי	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-083	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	ראובן נוסקין	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-084	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	"ד""ר מאיר גייער"	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-085	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	טאלנער רבי	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-086	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	א. לוצקי	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-087	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	ז. ליבין	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-088	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	שלום סעקונדאַ	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-089	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	אַ סופלער	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-090	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	לעאָן קאָברין	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-091	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יעקב קירשענבוים	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_133_tr_1755157303-092	P-3-facs_133_tr_1755157303	3	facs_133_tr_1755157303	פּערלמוטער, שלום	יעקב קאַליך	male		ער האָט אָפּגעשאַצט דעם סוביעקט אין זיין יובל.
M-3-facs_135_tr_1754820287-000	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	עלטערן*		סוחרים	די עלטערן פֿון דעם סוביעקט.
M-3-facs_135_tr_1754820287-001	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	פּריוואַטע לערער*			דער סוביעקט האָט ביי זיי געלערנט אַ לענגערע צייט.
M-3-facs_135_tr_1754820287-002	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	אַליהו שטיין	זכר	אַקטיאָר	דער סוביעקט האָט ביי אים געלערנט דראַמאַטישע קונסט.
M-3-facs_135_tr_1754820287-003	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	דיר מ. ווייכערט	זכר	דירעקטאָר פון דער ערשטער יידישער דראַמאַטישער שול	דער סוביעקט האָט געלערנט אין זיין דראַמאַטישער שול.
M-3-facs_135_tr_1754820287-004	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	"צ""אַ אַנסקיס"	זכר	דראַמאַטורג	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „אין אַ קאָנספּיראטיווער דירה“.
M-3-facs_135_tr_1754820287-005	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	שלום עליכמס	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „פאַרביטן די יוצרות“.
M-3-facs_135_tr_1754820287-006	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	שלום עליכם-אַראָנעס	זכר	דראַמאַטורג	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „לופט-פרנסות“.
M-3-facs_135_tr_1754820287-007	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	משה נאַדירס	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „משיח אין אַמעריקע“ און „אויף יענער וועלט“.
M-3-facs_135_tr_1754820287-008	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	ה. לייוויקס	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „קייטן“.
M-3-facs_135_tr_1754820287-009	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	שלום אשס	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט דעם צווייטן אַקט פֿון זיין ווערק „קוילן“.
M-3-facs_135_tr_1754820287-010	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	סאָפֿאָקלעס	זכר	דראַמאַטורג	דער סוביעקט האָט אויפֿגעפֿירט פֿראַמענטן פֿון זיין ווערק „אַנטיגאנע“.
M-3-facs_135_tr_1754820287-011	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	ע. טאלערס	זכר	דראַמאַטורג	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „מאַסן-מענטש“ און „האָפּליאַ, מיר לעבן“.
M-3-facs_135_tr_1754820287-012	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	זשעראַמסקיס	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט דאָס דריטע בילד פֿון זיין ווערק „רוזשאַ“.
M-3-facs_135_tr_1754820287-013	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	דוד איינהאָרנס	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט זיינע מאַסן אויפֿפֿירונגען „רעקוויעם“ און „הענט“.
M-3-facs_135_tr_1754820287-014	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	ב. שענלאַנגס	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „טאָג פֿון יוגנט“.
M-3-facs_135_tr_1754820287-015	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	משה בראדערזאָנס	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט זיין ווערק „איבערברוך“.
M-3-facs_135_tr_1754820287-016	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	רעמאַרקס	זכר	שרייבער	דער סוביעקט האָט געמאַכט אַן אינסצעניזאַציע פֿון זיין ווערק „אויפֿן מערב קיין נייעס“.
M-3-facs_135_tr_1754820287-017	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	שוישפּילער*			דער סוביעקט האָט פֿאַרעפֿנטלעכט רעצענזיעס און אַרטיקלען וועגן זיי.
M-3-facs_135_tr_1754820287-018	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	היטלערס	זכר		דער סוביעקט איז אַנטלאָפן קיין ליטע נאָך זיין פֿאַרכאָפּן וואַרשע.
M-3-facs_135_tr_1754820287-019	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	שילער פֿון רעאַל-שול אין ווילנע*			דער סוביעקט האָט מיט זיי אויפֿגעפֿירט זיין דראַמאַטיזאַציע פֿון „מסירת-נפֿש“.
M-3-facs_135_tr_1754820287-020	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	י. ל. פּרצ'ס	זכר	שרייבער	דער סוביעקט האָט געמאַכט אַ דראַמאַטיזאַציע פֿון זיין ווערק „מסירת-נפֿש“.
M-3-facs_135_tr_1754820287-021	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	גערשטיין		מוזיק	ער האָט געשריבן די מוזיק פֿאַר דער פֿאָרשטעלונג „מסירת-נפֿש“.
M-3-facs_135_tr_1754820287-022	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	שער		דעקאָראַציעס	ער האָט געמאַכט די דעקאָראַציעס פֿאַר דער פֿאָרשטעלונג „מסירת-נפֿש“.
M-3-facs_135_tr_1754820287-023	P-3-facs_135_tr_1754820287	3	facs_135_tr_1754820287	פּערענסאָן, משה	שלום עליכם	זכר	שרייבער	דער סוביעקט האָט אויפֿגעפֿירט אַ מאָנטאַזש „כתרילעווקע“ לויט זיין ווערק.
M-3-facs_135_tr_1754820286-000	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק	פֿאָטער*	זכר	פֿריער אַן איינבינדער און בעת דער רוסיש-טערקישער מלחמה געוואָרן אַ „פאָדריאָדטשיק“	דער פֿאָטער פֿונעם סוביעקט.
M-3-facs_135_tr_1754820286-001	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק	שמש*	זכר	אַ געוויסן שמש „מיט אַ לאַנגער צונג“	א טיפ פֿון שטעטל וואָס דער פֿאָטער פלעגט נאָכמאַכן.
M-3-facs_135_tr_1754820286-002	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק	טרעגער*	זכר	אַ טרעגער „מיט מאָדנע תנועות“	א טיפ פֿון שטעטל וואָס דער פֿאָטער פלעגט נאָכמאַכן.
M-3-facs_135_tr_1754820286-003	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק	צעדערבוים	זכר		דער סוביעקט האָט אָנגעשריבן 2 אַרטיקלען פֿאַר זיין „יידישעס פאָלקסבלאט“.
M-3-facs_135_tr_1754820286-004	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק	גאָלדפֿאַדען	זכר	אַברהם גאָלדפאַדען	דער סוביעקט האָט מיט אים געשלאָסן אַן אינטימע פֿריינטשאַפט און ער איז געווען פּ.'ס גאַסט.
M-3-facs_135_tr_1754820286-005	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק	גאָלדפֿאַדענס אַלמנה*	נקבה		די הכנסה פֿון דעם סוביעקטס בראָשור איז געגאַנגען פֿאַר איר.
M-3-facs_135_tr_1754820286-006	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק	מאָריס מייער	זכר	דער ליטעראַרישער ראַטגעבער פֿון „יידישער פֿאָלקס-טעאַטער“ אין לאָנדאָן	ער איז געווען צוזאַמען מיט פ. דער ליטעראַרישער ראַטגעבער פֿון דעם טעאַטער.
M-3-facs_135_tr_1754820286-007	P-3-facs_135_tr_1754820286	3	facs_135_tr_1754820286	פּערקאָף, יצחק	אַדאָלף אַבראַמאָוו	זכר	אַ יידישער אַקטיאָר	ער איז געווען פּ.'ס שטיברודער.
M-3-facs_136_tr_1754820292-000	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	עלטערן *		חסידיש באַלעבאַטישע עלטערן	זיי זענען די עלטערן פונעם סוביעקט.
M-3-facs_136_tr_1754820292-001	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	וואַרשעווער מלמדים *	male	אָנגעזעענע וואַרשעווער מלמדים	ביי זיי האָט דער סוביעקט געלערנט.
M-3-facs_136_tr_1754820292-002	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	ראָמבערג	male	דער באַרימטער אָפּטער חזן	ער האָט געהערט דעם סוביעקט זינגען און אים גענומען אין זיין קאַפּעליע.
M-3-facs_136_tr_1754820292-003	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	יעקב פ. אַדלער	male		דער סוביעקט האָט זיך באַטייליקט אין זיין כאָר און יעקב פ. אַדלער האָט אים מיטגענומען קיין לאָדזש.
M-3-facs_136_tr_1754820292-004	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	שליפערשטיין	male		דער סוביעקט האָט צוזאַמען מיט אים געשטעלט אַ טרופּע.
M-3-facs_136_tr_1754820292-005	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	אָסקאַר	male		דער סוביעקט האָט צוזאַמען מיט אים געשטעלט אַ טרופּע.
M-3-facs_136_tr_1754820292-006	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	ה' פּיורניק	male		דער סוביעקט האָט צוזאַמען מיט אים געשטעלט אַ טרופּע.
M-3-facs_136_tr_1754820292-007	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	פ' פּיורניק	female		דער סוביעקט האָט צוזאַמען מיט איר געשטעלט אַ טרופּע.
M-3-facs_136_tr_1754820292-008	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	ווייספעלדן	male		דער סוביעקט איז איבערגעגאַנגען צו שפּילן ביי אים אויף מאָקאטאָווער 59.
M-3-facs_136_tr_1754820292-009	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	ברידער בערמאַן *	male		דער סוביעקט האָט געשפּילט ביי ווייספעלדן צוזאַמען מיט זיי.
M-3-facs_136_tr_1754820292-010	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	שוואַרצבאַרד	male		דער סוביעקט האָט געשפּילט ביי ווייספעלדן צוזאַמען מיט אים.
M-3-facs_136_tr_1754820292-011	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	קאַלינאַ	male		דער סוביעקט האָט געשפּילט ביי ווייספעלדן צוזאַמען מיט אים.
M-3-facs_136_tr_1754820292-012	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	ליבערט	male		דער סוביעקט האָט געשפּילט ביי ווייספעלדן צוזאַמען מיט אים.
M-3-facs_136_tr_1754820292-013	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	ראַפּעל	male		דער סוביעקט האָט געשפּילט ביי ווייספעלדן צוזאַמען מיט אים.
M-3-facs_136_tr_1754820292-014	P-3-facs_136_tr_1754820292	3	facs_136_tr_1754820292	פּערקאָף, רובין	גימפּעלן	male		דער סוביעקט האָט געשפּילט ביי אים אין לעמבערג.
M-3-facs_136_tr_1754820282-000	P-3-facs_136_tr_1754820282	3	facs_136_tr_1754820282	פּראַגער רעגינע	עלטערן*		פֿרומע עלטערן	די עלטערן פון דער סוביעקט.
M-3-facs_136_tr_1754820282-001	P-3-facs_136_tr_1754820282	3	facs_136_tr_1754820282	פּראַגער רעגינע	מוטער*	female	איר מוטער	די מוטער פון דער סוביעקט וועלכע איז פֿאַרברענט געוואָרן בעת אַ שרפה.
