xml_id	person_id	heading	draft_decision	draft_aligned_db_id	draft_merge_xml_id	confidence	rationale	raw
facs_34_tr_1752653015	P-3-facs_34_tr_1752653015	פאָסיאַס, שימען	ALIGN	2685		high	Exact name match at score 1.0; unique DB candidate matches the heading perfectly despite lack of dates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2685"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; unique DB candidate matches the heading perfectly despite lack of dates.""}"
facs_34_r_3	P-3-facs_34_r_3	פאַסקאַל, עדוואַרד	ALIGN	2616		high	Exact name match at score 1.0; DB hebname is the precise Hebrew/Yiddish equivalent of the heading.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2616"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; DB hebname is the precise Hebrew/Yiddish equivalent of the heading.""}"
facs_35_tr_1752653010	P-3-facs_35_tr_1752653010	פּאַסקאַל, שמעון	ALIGN	2618		high	Exact name match at score 1.0; other DB candidate is a different given name with a much lower score.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2618"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; other DB candidate is a different given name with a much lower score.""}"
facs_35_tr_1752653022	P-3-facs_35_tr_1752653022	פּאַסקעוויטש, דזשאַנעט	ALIGN	2619		high	Exact full name match with DB hebname at score 1.0; no other viable candidates or contradicting date/place information.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2619"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact full name match with DB hebname at score 1.0; no other viable candidates or contradicting date/place information.""}"
facs_35_tr_1752653019	P-3-facs_35_tr_1752653019	פּאַסקעוויטש, מאַלווינאַ	ALIGN	2620		high	Full name exact match to DB hebname at score 1.0; no conflicting candidates or dates provided.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2620"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no conflicting candidates or dates provided.""}"
facs_36_tr_1752653027	P-3-facs_36_tr_1752653027	פּאַפאַק, ה.	ALIGN	2611		high	Exact match for name and initial (H. Papak) at score 1.0; surname is unique enough to align despite lack of dates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2611"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for name and initial (H. Papak) at score 1.0; surname is unique enough to align despite lack of dates.""}"
facs_36_tr_1752653036	P-3-facs_36_tr_1752653036	פאַפּירנאַ, אַברהם-יעקב	ALIGN	2613		high	DB entry 2613 english 'Avraham Yakov Papyrna' matches the heading's given name; the Hebrew mismatch (יצחק vs יעקב) appears to be a DB typo.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2613"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""DB entry 2613 english 'Avraham Yakov Papyrna' matches the heading's given name; the Hebrew mismatch (יצחק vs יעקב) appears to be a DB typo.""}"
facs_36_tr_1752653032	P-3-facs_36_tr_1752653032	פֿאָפּער, דוד	ALIGN	2683		high	Exact name match at score 1.0; פֿאָפּער is a standard Yiddish orthographic variant of the surname Popper/Papper.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2683"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; פֿאָפּער is a standard Yiddish orthographic variant of the surname Popper/Papper.""}"
facs_36_tr_1752653025	P-3-facs_36_tr_1752653025	פּאָקאָי, מאַקס	MERGE		facs_77_tr_1733059398	high	Dedup candidate in vol 5 provides the exact bracketed name [מלך פּאָקאָי] matching this heading; both refer to the same person.	"{""draft_decision"": ""MERGE"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": ""facs_77_tr_1733059398"", ""confidence"": ""high"", ""rationale"": ""Dedup candidate in vol 5 provides the exact bracketed name [מלך פּאָקאָי] matching this heading; both refer to the same person.""}"
facs_36_r_5	P-3-facs_36_r_5	פאַרנעס, נייטאָן	ALIGN	2615		high	Exact name match at score 1.0; no conflicting candidates or dates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2615"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no conflicting candidates or dates.""}"
facs_37_tr_1752653030	P-3-facs_37_tr_1752653030	פּאַשקאָווסקי, מישאַ	ALIGN	2617		high	Exact name match at score 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2617"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no conflicting candidates or data points.""}"
facs_37_tr_1752653025	P-3-facs_37_tr_1752653025	פּויזנער, סאול	ALIGN	2691		high	Exact name match to DB hebname at score 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2691"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match to DB hebname at score 1.0; no conflicting candidates or data points.""}"
facs_37_tr_1752653028	P-3-facs_37_tr_1752653028	פולווער לעוו	ALIGN	2712		high	Full name exact match to DB hebname at score 1.0; no contradictory data or strong competing candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2712"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no contradictory data or strong competing candidates.""}"
facs_89_tr_1753268336	P-3-facs_89_tr_1753268336	פזשיגאָדאַ, [?]	ALIGN	2711		high	Surname and placeholder question mark match DB candidate 2711 exactly; rare surname confirms identity despite lack of dates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2711"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Surname and placeholder question mark match DB candidate 2711 exactly; rare surname confirms identity despite lack of dates.""}"
facs_91_tr_1753268287	P-3-facs_91_tr_1753268287	פּיוואַר ראָזע	ALIGN	2658		high	Exact name match at score 1.0; surname Pivar is relatively unique, providing high confidence despite lack of dates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2658"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; surname Pivar is relatively unique, providing high confidence despite lack of dates.""}"
facs_91_tr_1753268268	P-3-facs_91_tr_1753268268	פּיורניק, רוזשאַ	ALIGN	2715		high	Full name exact match to DB hebname at score 1.0; no other candidates or conflicting signals.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2715"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no other candidates or conflicting signals.""}"
facs_91_tr_1753268279	P-3-facs_91_tr_1753268279	פּיין, מאַקס	ALIGN	2652		high	Exact name match in Yiddish and English at score 1.0; no competing candidates or dates to contradict.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2652"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match in Yiddish and English at score 1.0; no competing candidates or dates to contradict.""}"
facs_91_tr_1753268278	P-3-facs_91_tr_1753268278	פּינטשיק, פּ. [פּנחס סגל]	ALIGN	2656		high	Exact match to DB hebname including both the surname/initial and the bracketed birth-name (פנחס סגל) at score 1.0.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2656"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match to DB hebname including both the surname/initial and the bracketed birth-name (פנחס סגל) at score 1.0.""}"
facs_92_tr_1753268305	P-3-facs_92_tr_1753268305	פּינטשעווסקי, מוישע	ALIGN	2651		high	Exact name match at score 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2651"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no conflicting candidates or data points.""}"
facs_115_tr_1753726028	P-3-facs_115_tr_1753726028	"פּינעס, מאיר ד""ר"	ALIGN	2653		high	Strong name match to DB 2653; the 'Dr.' title in the lexicon heading is a common honorific for this well-known literary historian.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2653"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Strong name match to DB 2653; the 'Dr.' title in the lexicon heading is a common honorific for this well-known literary historian.""}"
facs_115_tr_1753726015	P-3-facs_115_tr_1753726015	פינקוס, שאָלעם [וויטענבערג]	ALIGN	2654		high	Exact name and bracketed alias match at score 1.0; other candidate is a different person with 'Pinkus' as a given name.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2654"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name and bracketed alias match at score 1.0; other candidate is a different person with 'Pinkus' as a given name.""}"
facs_115_tr_1753726022	P-3-facs_115_tr_1753726022	פּיעקאַרניק, יעקב	ALIGN	2714		high	Exact name match at score 1.0. Volume 5 dedup candidate confirms the person and provides birth year 1888.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2714"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0. Volume 5 dedup candidate confirms the person and provides birth year 1888.""}"
facs_115_r	P-3-facs_115_r	פּיעקאַרניק, רוזשאַ (טאַרקעוויטש]	ALIGN	2713		high	Exact match for both the primary name and the bracketed maiden name (טאַרקעוויטש) with a score of 1.0; no other viable candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2713"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for both the primary name and the bracketed maiden name (טאַרקעוויטש) with a score of 1.0; no other viable candidates.""}"
facs_116_tr_1754820291	P-3-facs_116_tr_1754820291	פּיקאָן, מאַלי	ALIGN	939		high	Heading is an exact match for the DB entry for the famous actress Molly Picon; other candidates have very low scores.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""939"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading is an exact match for the DB entry for the famous actress Molly Picon; other candidates have very low scores.""}"
facs_124_r	P-3-facs_124_r	פּיקוס, מאַלי	NEW			medium	Heading מאַלי פּיקוס is distinct from the famous Molly Picon (פּיקאָן); no exact DB matches or duplicates found for this specific surname.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Heading מאַלי פּיקוס is distinct from the famous Molly Picon (פּיקאָן); no exact DB matches or duplicates found for this specific surname.""}"
facs_124_tr_1754820300	P-3-facs_124_tr_1754820300	פּיקעלטשיק, יעטע	ALIGN	2649		high	Exact name match at score 1.0; no conflicting data or close candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2649"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no conflicting data or close candidates.""}"
facs_124_tr_1754820292	P-3-facs_124_tr_1754820292	פּיראָזשניקאָוו, יצחק	ALIGN	2657		high	Full name exact match to DB hebname at score 1.0; no other candidates or conflicting signals.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2657"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no other candidates or conflicting signals.""}"
facs_125_tr_1754820300	P-3-facs_125_tr_1754820300	פּירסאָן, צילע	ALIGN	2633		high	Exact name match at score 1.0; 'Celia' is the standard English equivalent for the Yiddish 'Tsile'. No contradicting signals.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2633"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; 'Celia' is the standard English equivalent for the Yiddish 'Tsile'. No contradicting signals.""}"
facs_125_tr_1754820306	P-3-facs_125_tr_1754820306	פּלאַווינאַ, קאַטיאַ	ALIGN	2659		high	Exact name match at score 1.0; unique candidate in DB with no competing signals.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2659"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; unique candidate in DB with no competing signals.""}"
facs_126_tr_1754820315	P-3-facs_126_tr_1754820315	פּלאַוונער, מענדל	ALIGN	2660		high	Exact name match in DB at score 1.0; no conflicting candidates or dedup signals.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2660"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match in DB at score 1.0; no conflicting candidates or dedup signals.""}"
facs_126_tr_1754820316	P-3-facs_126_tr_1754820316	פּלאַוונער, רבקה׳לע [רעגינע בערגער]	ALIGN	2661		high	Exact match for heading and parenthetical alias (רעגינע בערגער) to DB entry 2661 at score 1.0.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2661"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for heading and parenthetical alias (רעגינע בערגער) to DB entry 2661 at score 1.0.""}"
facs_126_tr_1754820319	P-3-facs_126_tr_1754820319	פּסאַכיס, אהרן	ALIGN	2710		high	Exact name match in DB at score 1.0; unique surname makes this a highly specific alignment even without dates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2710"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match in DB at score 1.0; unique surname makes this a highly specific alignment even without dates.""}"
facs_126_tr_1754820323	P-3-facs_126_tr_1754820323	פּעלץ, מרדכי	ALIGN	2637		high	Full name exact match to DB hebname at score 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2637"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no conflicting candidates or data points.""}"
facs_127_tr_1754820296	P-3-facs_127_tr_1754820296	פעקער וויקטאָר (אביגדור)	ALIGN	2635		high	Exact match for both the Yiddish name and the parenthetical Hebrew name (אביגדור) at score 1.0.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2635"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for both the Yiddish name and the parenthetical Hebrew name (אביגדור) at score 1.0.""}"
facs_128_tr_1754820289	P-3-facs_128_tr_1754820289	פּעקער, קלאַראַ [מילער]	ALIGN	2634		high	Exact name match at 1.0; bracketed 'מילער' in heading matches DB parenthetical (typo 'מיחער' in DB), confirming the identity.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2634"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at 1.0; bracketed 'מילער' in heading matches DB parenthetical (typo 'מיחער' in DB), confirming the identity.""}"
facs_128_tr_1754820296	P-3-facs_128_tr_1754820296	פּעקעראָוו, יעקב	ALIGN	2636		high	Exact name match at score 1.0; no conflicting candidates or duplicate entries found.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2636"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no conflicting candidates or duplicate entries found.""}"
facs_128_tr_1754820291	P-3-facs_128_tr_1754820291	פּערלאָוו, בעטי [ראָזענבערג]	ALIGN	2647		high	Exact match for heading and bracketed maiden name ראָזענבערג in DB at score 1.0.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2647"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for heading and bracketed maiden name ראָזענבערג in DB at score 1.0.""}"
facs_129_r_6	P-3-facs_129_r_6	פּערלאָוו, יצחק	NEW			medium	Clear personal name (Itzhak Perlow), but only DB candidate is a female relative (Betty Perlov) with low score; likely not in DB.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name (Itzhak Perlow), but only DB candidate is a female relative (Betty Perlov) with low score; likely not in DB.""}"
facs_129_r	P-3-facs_129_r	פּערלמאַן, אסתּר	ALIGN	2641		high	Exact name match at score 1.0; DB candidate 2641 and the vol 6 dedup candidate both represent the same person.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2641"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; DB candidate 2641 and the vol 6 dedup candidate both represent the same person.""}"
facs_129_tr_1754820306	P-3-facs_129_tr_1754820306	פּערלמאַן, יעקב	ALIGN	2642		high	Exact name match at score 1.0; other DB candidates are different given names with much lower similarity scores.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2642"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; other DB candidates are different given names with much lower similarity scores.""}"
facs_130_tr_1754820307	P-3-facs_130_tr_1754820307	פּערלמאַן, מאַקס	ALIGN	2632		high	Exact name match at score 1.0 to DB hebname; other candidates are different given names with significantly lower scores.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2632"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0 to DB hebname; other candidates are different given names with significantly lower scores.""}"
facs_130_r	P-3-facs_130_r	פּערלמוטער, אַרנאָלד (אַהרל׳ע)	ALIGN	2645		high	Exact match to DB hebname at 1.0, including the parenthetical nickname (אהרל'ע).	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2645"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match to DB hebname at 1.0, including the parenthetical nickname (אהרל'ע).""}"
facs_132_tr_1755157157	P-3-facs_132_tr_1755157157	פערלמוטער, מרדכי	ALIGN	2644		high	Full name exact match to DB hebname at score 1.0; other candidates have different given names.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2644"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; other candidates have different given names.""}"
facs_132_tr_1755157159	P-3-facs_132_tr_1755157159	פּערלמוטער ראובן	ALIGN	2646		high	Exact name match at score 1.0 to DB candidate 2646; other candidates have different given names with significantly lower scores.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2646"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0 to DB candidate 2646; other candidates have different given names with significantly lower scores.""}"
facs_133_tr_1755157303	P-3-facs_133_tr_1755157303	פּערלמוטער, שלום	ALIGN	981		high	Heading 'פּערלמוטער, שלום' is an exact match to DB hebname at score 1.0; other candidates are different given names.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""981"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading 'פּערלמוטער, שלום' is an exact match to DB hebname at score 1.0; other candidates are different given names.""}"
facs_135_tr_1754820287	P-3-facs_135_tr_1754820287	פּערענסאָן, משה	ALIGN	2638		high	Exact name match at score 1.0; no conflicting data or competing candidates for this specific name.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2638"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no conflicting data or competing candidates for this specific name.""}"
facs_135_tr_1754820286	P-3-facs_135_tr_1754820286	פּערקאָף, יצחק	ALIGN	2639		high	Exact name match at score 1.0 to DB row 2639; only other candidate is a different given name.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2639"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0 to DB row 2639; only other candidate is a different given name.""}"
facs_136_tr_1754820292	P-3-facs_136_tr_1754820292	פּערקאָף, רובין	ALIGN	2640		high	Exact name match at score 1.0 to DB row 2640; no other candidates share the surname.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2640"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0 to DB row 2640; no other candidates share the surname.""}"
facs_136_tr_1754820282	P-3-facs_136_tr_1754820282	פּראַגער רעגינע	ALIGN	2695		high	Exact name match at 1.0; Regine Prager is a famous singer and no other candidates or contradictions exist.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2695"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at 1.0; Regine Prager is a famous singer and no other candidates or contradictions exist.""}"
facs_145_tr_1754213821	P-3-facs_145_tr_1754213821	פּראָוואַטיינער אַברהם	ALIGN	2696		high	Heading matches DB hebname exactly; despite score 0.604 (likely due to script normalization/vocalization), the name is unique and unambiguous.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2696"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Heading matches DB hebname exactly; despite score 0.604 (likely due to script normalization/vocalization), the name is unique and unambiguous.""}"
facs_146_tr_1754213823	P-3-facs_146_tr_1754213823	פּראַנד אַדעלאַ	NEW			medium	Clear personal name (Adela Prand); the only DB candidate is a different person (Julius Prond) with a low similarity score.	"{""draft_decision"": ""NEW"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""medium"", ""rationale"": ""Clear personal name (Adela Prand); the only DB candidate is a different person (Julius Prond) with a low similarity score.""}"
facs_146_tr_1754213821	P-3-facs_146_tr_1754213821	פּראַנד יוליוס	ALIGN	2709		high	Exact name match at score 1.0; 'יוליוס פּראַנד' in heading corresponds directly to 'יוליוס פּראָנד' in DB (vowel orthography variant).	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2709"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; 'יוליוס פּראַנד' in heading corresponds directly to 'יוליוס פּראָנד' in DB (vowel orthography variant).""}"
facs_147_tr_1754213836	P-3-facs_147_tr_1754213836	פּריבולסקי, יצחק	ALIGN	2700		high	Full name exact match to DB hebname at 1.0; no conflicting candidates or data points.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2700"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at 1.0; no conflicting candidates or data points.""}"
facs_147_tr_1754213828	P-3-facs_147_tr_1754213828	פּריבעאַגו, יאָן [איזאַק לאַזאַראָוויטש]	ALIGN	2699		high	Exact match for both the pseudonym and the bracketed real name (איזיק/איזאַק לאַזאַראָוויטש) with a score of 1.0.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2699"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for both the pseudonym and the bracketed real name (איזיק/איזאַק לאַזאַראָוויטש) with a score of 1.0.""}"
facs_147_tr_1754213832	P-3-facs_147_tr_1754213832	פריזאַמענט, יעקב	ALIGN	2704		high	Full name exact match to DB hebname at score 1.0; other Prizament family members in DB have different given names.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2704"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; other Prizament family members in DB have different given names.""}"
facs_148_tr_1754213818	P-3-facs_148_tr_1754213818	פריזאַמענט, משה	ALIGN	2705		high	Exact name match at score 1.0; other DB candidates have different given names.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2705"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; other DB candidates have different given names.""}"
facs_148_tr_1754213822	P-3-facs_148_tr_1754213822	פריזאַמענט, שלמה	ALIGN	2706		high	Full name exact match to DB hebname at score 1.0; other candidates have different given names.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2706"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; other candidates have different given names.""}"
facs_149_tr_1754213838	P-3-facs_149_tr_1754213838	פריזאַנט, היימי	ALIGN	2707		high	Exact name match in DB (hebname היימי פּריזאַנט) at score 1.0; no conflicting candidates or data.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2707"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match in DB (hebname היימי פּריזאַנט) at score 1.0; no conflicting candidates or data.""}"
facs_150_tr_1754213811	P-3-facs_150_tr_1754213811	פּרייס, מיכאל	ALIGN	2697		high	Exact name match at score 1.0 to DB row 2697; no conflicting candidates or duplicates found.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2697"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0 to DB row 2697; no conflicting candidates or duplicates found.""}"
facs_151_tr_1754213805	P-3-facs_151_tr_1754213805	פרילוצקי, נח	ALIGN	2701		high	Exact name match (נח פּרילוצקי) at score 1.0; no contradictory data. Vol 5 dedup likely represents a later update or supplement.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2701"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match (נח פּרילוצקי) at score 1.0; no contradictory data. Vol 5 dedup likely represents a later update or supplement.""}"
facs_153_tr_1754213807	P-3-facs_153_tr_1754213807	פרילוצקי, פאַולאַ	ALIGN	2702		high	High score candidate with identical first name and surname (matching the feminine/masculine variations Prilutski/Prilutska); no contradicting dates provided.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2702"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""High score candidate with identical first name and surname (matching the feminine/masculine variations Prilutski/Prilutska); no contradicting dates provided.""}"
facs_154_r_4	P-3-facs_154_r_4	פ.'ס געדרוקטע פּיעסעס:	DEFER			low	Heading refers to a list of printed plays ('P.'s printed plays') rather than a person; requires context to identify 'P.'	"{""draft_decision"": ""DEFER"", ""draft_aligned_db_id"": """", ""draft_merge_xml_id"": """", ""confidence"": ""low"", ""rationale"": ""Heading refers to a list of printed plays ('P.'s printed plays') rather than a person; requires context to identify 'P.'""}"
facs_154_tr_1754213805	P-3-facs_154_tr_1754213805	פּרינץ, א. [איציק גרינבערג]	ALIGN	2703		high	Exact match for heading and bracketed real name איציק גרינבערג at score 1.0; no other viable candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2703"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact match for heading and bracketed real name איציק גרינבערג at score 1.0; no other viable candidates.""}"
facs_155_tr_1754213825	P-3-facs_155_tr_1754213825	פרנס, יעקב	ALIGN	2708		high	Exact name match at score 1.0; no conflicting candidates or dedup entries found.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2708"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Exact name match at score 1.0; no conflicting candidates or dedup entries found.""}"
facs_155_tr_1754213834	P-3-facs_155_tr_1754213834	פרעגער, יעקב	ALIGN	2694		high	Full name exact match to DB hebname at score 1.0; no contradictory data or competing candidates.	"{""draft_decision"": ""ALIGN"", ""draft_aligned_db_id"": ""2694"", ""draft_merge_xml_id"": """", ""confidence"": ""high"", ""rationale"": ""Full name exact match to DB hebname at score 1.0; no contradictory data or competing candidates.""}"
