play	page	line_id	offset	length	current_type	text_span	full_line	source	source_tool	source_user	source_tsid	source_date	prior_type	prior_source_tool	n_layers_touched	parent_check
AlNaharotBavel-Amkreut&Freund1909	38	r1l8	31	22	business	(קנאפט זי אין דער באק)	זאָל אויִסגעֶהן צוּ דַיין קאפּ (קנאפט זי אין דער באק).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364441	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	38	r1l17	7	10	business	(ערשראקען)	דלילה: (ערשראקען) וואָס זָאגְסְט דוּ? נוּן אוּנזערע בּראווע זאלְדאטֶען?	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103560	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	38	r1l18	9	12	business	(וויינענדיג)	פריסטער: (וויינענדיג) הָאט מֶען אונְטֶערְגֶעהאקט דִי זַייטעֶן.	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103560	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	39	r1l11	0	14	business	(צו די מעדכען)	(צו די מעדכען) קוּמט מִיט מִיר!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103562	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	39	r1l22	7	10	business	(וויטהענד)	דלילה: (וויטהענד) וֶוער? דִיעזֶע יודִין	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103562	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	39	r1l24	21	4	exit	(אב)	וועקסלוּנג חַ חַ חַ  (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103562	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	39	r1l27	0	37	entrance	(אויפֿטריט קעניג, האפלייטע, פריסטער).	(אויפֿטריט קעניג, האפלייטע, פריסטער).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364442	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	39	r1l28	7	16	business	(בּייז צו דלילה)	קעניג: (בּייז צו דלילה) וָואס אִיז דָאס? וֶוער הָאט דִיר דָאס ערלויבּט?	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364442	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	39	r1l29	51	31	business	(וויל פאַלען אויף זיין בּרוּסט)	דלילה: מַיין גנֶעדִיגֶער קֶענִיג! מַיין געליעבּטער (וויל פאַלען אויף זיין בּרוּסט).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364442	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	39	r1l30	7	18	business	(שליידערט זי וועק)	קעניג: (שליידערט זי וועק) אוֹיס מַיין אוִיג! פאָרט!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103562	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	40	r1l4	9	10	business	(צוּ איהר)	פריסטער: (צוּ איהר) טראג דִיך אבּ!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364443	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	40	r1l5	7	10	business	(וויינענד)	דלילה: (וויינענד) אָה גֶעטֶער! נוּר אִיהר קֶענְט מִיר הֶעלְפֶען.	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103563	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	40	r1l6	34	13	exit	(פיהרט זי אב)	פריסטער: ווִי אַ טוִיטֶען בּאנקעס (פיהרט זי אב)	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103563	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	40	r1l8	7	10	business	(וויטהענד)	קעניג: (וויטהענד) אַזוי? אַזוי? כּורש אוּן דרִיושׁ זֶענֶען נִישְט מֶעהר וַוייט	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103563	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	40	r1l16	10	13	business	(קומט האסטיג)	הויפטמאן: (קומט האסטיג) דֶער קֶענִיג זָאל עוויג לעבּען! עֶס אִיז אוּנְז עֶנְדְלִיך	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103563	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	40	r1l37	7	35	business	(קלאפט איהם אויף די שולטער שפּעטיש)	קעניג: (קלאפט איהם אויף די שולטער שפּעטיש) בּראווא הויפּטמאן! אֵיין שֶׁעהן	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364443	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	41	r1l2	33	4	exit	(אב)	הויפטמאן: זאפארְט מַיין קֶענִיג. (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103564	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	41	r1l8	0	52	entrance	(זרובבל ווירד אַריינגעפיהרט פון הויפטמאן אין קעטען).	(זרובבל ווירד אַריינגעפיהרט פון הויפטמאן אין קעטען).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364446	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	41	r1l20	7	19	business	(פויזע — שווייגענד)	זַיין. (פויזע — שווייגענד) אוּן ווארוּם גיבּסטוּ מִיר קֵיין אַנטווארט?	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103564	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	41	r1l25	7	10	business	(וויטהענד)	קעניג: (וויטהענד) אָה, גֶעטֶער! נָאך קֵיינְמָאל הָאט צוּ מִיר יעמאנְד אַזוֹי	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103564	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	42	r1l2	7	15	business	(נאָך אַ פויזע)	קעניג: (נאָך אַ פויזע) הֶער זרוּבבל מַיין לֶעצטֶעס וָוארְּט, אִיך האבּ מִיט	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364447	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	42	r1l13	7	12	business	(אווסער זיך)	קעניג: (אווסער זיך) האכמוטהִיגֶער יוּדע! אַזוי גנֶעדִיג ווִי צוּ דִיר בּין אִיך	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103565	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	42	r1l23	54	20	exit	(לאכט שפעטיש ביז אב)	האבּען אָן דִיעזֶען יוּדישען קֶענִיגסזוהן חַ חַ חַ חַ (לאכט שפעטיש ביז אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364447	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	42	r1l24	9	9	delivery	(שפּעטיש)	פריסטער: (שפּעטיש) אֵיין יודִישֶׁער קֶענִינְסזוהן מִיט אֵיין אָקסעניאך אוֹיף	rule_based	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	290066607	2026-05-31	business	YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	42	r1l26	9	35	business	(מיט די קייטען קלירענד אויפשרייענד)	זרובבל:  (מיט די קייטען קלירענד אויפשרייענד) אָה... (פאסט זִיך בּאלְד דֶעמִיטהִיג מִיט	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103565	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	42	r1l26	52	34	business	(פאסט זִיך בּאלְד דֶעמִיטהִיג מִיט	זרובבל:  (מיט די קייטען קלירענד אויפשרייענד) אָה... (פאסט זִיך בּאלְד דֶעמִיטהִיג מִיט	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364447	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	42	r1l27	0	26	business	דִי אוֹיגֶען צוּם הִימֶעל)	דִי אוֹיגֶען צוּם הִימֶעל) נֵיין, נֵיין! אִיך פרעֶג דִיך נִישְט מַיין נאט ווארוּם	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364447	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	42	r1l29	9	4	exit	(אב)	בּאַהבה! (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103565	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	42	line_1649597020037_1886	5	21	business	(איהם פאלגענד שפעטיש)	אלע: (איהם פאלגענד שפעטיש) חַ חַ חַ חַ (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103565	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	42	line_1649597020037_1886	39	4	exit	(אב)	אלע: (איהם פאלגענד שפעטיש) חַ חַ חַ חַ (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103565	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l4	0	13	setting	פערוואַנדלונג	פערוואַנדלונג	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288895893	2026-05-25		YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	43	r1l5	0	87	setting	(דָאס מִיהלְהוִיז. — אִין דֶער מִיט אֵיין רונְד גְרוִיס ראד אנְגֶעשׁפאנְט אַ גְרויִסעֶר	(דָאס מִיהלְהוִיז. — אִין דֶער מִיט אֵיין רונְד גְרוִיס ראד אנְגֶעשׁפאנְט אַ גְרויִסעֶר	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364448	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l6	0	75	setting	מִיהלְשׁטַיין מִיט אַ שׁטאנְג דאראן. — אויפטריט פָאלְק דְלִילָה, מֶעדְכֶען—	מִיהלְשׁטַיין מִיט אַ שׁטאנְג דאראן. — אויפטריט פָאלְק דְלִילָה, מֶעדְכֶען—	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364448	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l7	0	83	setting	זְרוּבָּבֶל זִינְגְט פוּן דרוִיסֶען סאָלאָ, ערְשַׁיינְט מִיט אֵיין אקסעניאָך אויפ'ן	זְרוּבָּבֶל זִינְגְט פוּן דרוִיסֶען סאָלאָ, ערְשַׁיינְט מִיט אֵיין אקסעניאָך אויפ'ן	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364448	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l8	0	79	setting	האלְז, עָר וֶוערְט בֶּעפֶעסטִיגט צוּ דֶעם שׁטאנְג. — הויפּטמאן מִיט אַ בֵּייטשׁ	האלְז, עָר וֶוערְט בֶּעפֶעסטִיגט צוּ דֶעם שׁטאנְג. — הויפּטמאן מִיט אַ בֵּייטשׁ	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364448	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l9	0	81	setting	שׁמַייסט אִיהם שׁנֶעלֶער צוּ געֶהן — אַלֶע לאכֶען, פרֵייען זִיך, בּיז זְרוּבָּבֶל	שׁמַייסט אִיהם שׁנֶעלֶער צוּ געֶהן — אַלֶע לאכֶען, פרֵייען זִיך, בּיז זְרוּבָּבֶל	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364448	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l10	0	38	setting	בּרֶעכט צוזאמֶען. — אויפטריט קֶענִיג).	בּרֶעכט צוזאמֶען. — אויפטריט קֶענִיג).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364448	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l13	8	25	business	(מיט די אויגען צום הימעל)	זרובבל: (מיט די אויגען צום הימעל) עֶס אִיז דַיין ווילֶע מַיין גָאט! שׁמֶע יִשְרָאֵל	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103566	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l15	0	14	setting	פערוואַנדלונג.	פערוואַנדלונג.	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288895893	2026-05-25		YiDraCor-annotation-pipeline	2	
AlNaharotBavel-Amkreut&Freund1909	43	r1l16	0	26	setting	(פארזאל ביים קעניג, זמרי).	(פארזאל ביים קעניג, זמרי).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103566	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l17	6	14	business	(טריוּמפירענד)	זמרי: (טריוּמפירענד) חַ ה חַ חַ, זָאג מִיר דוּ יוּדישער נאט, וואוּ בּיזטוּ? האסטוּ	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364448	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l25	13	7	business	(שטאלץ)	חַ חַ חַ חַ! (שטאלץ) קֵיין מֶענְשׁ אִין גַאנְצעֶן לַאנְד אִיז נָאך בּין יֶעצְט	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103566	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	43	r1l33	29	9	business	(פרעהליך)	זִיך נִישְט פֶערְשׁטוִיסֶען. (פרעהליך) אוּן הַיינְט עֶנְדְלִיך, הַיינְט הָאט זִי זִיך	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364448	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	44	r1l5	0	12	business	(בליקט אויף)	(בליקט אויף) אָה דָארְט זֶעה אִיך זִי קוּמען, אִין געשפּרעך מִיט דֶעם	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103567	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	44	r1l8	69	4	exit	(אב)	גְלִיקְלִיכֶען מאמֶענְט פוּן מַיין לעבּען, אָה טריוּמפּף, טריוּמפּף! (אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364449	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	44	r1l9	0	26	entrance	(אויפטריט קעניג, פאלמירא).	(אויפטריט קעניג, פאלמירא).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103567	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	44	r1l14	9	8	business	(וויינט)	פאלמירא: (וויינט) מַיין קֶענִיג! זֶעה מִיך צוּ דַיינֶע פִיס אַלְס אַיינֶע	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103567	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	44	r1l15	10	7	business	(קניעט)	בּעטענדע! (קניעט)	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103567	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	44	r1l19	7	8	business	(צארניג)	קעניג: (צארניג) ווִי? פאַר אזאלְכֶע פערבּרעכער אִיז פּאלמירא געקוּמען	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103567	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	44	r1l31	7	23	business	(קוקט פערליעבט צו איהר)	קעניג: (קוקט פערליעבט צו איהר) אָה ווִי בּעצויבּערט שׁטֶעה אִיך דָא פוּן	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103567	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	44	r1l33	8	23	business	(הייבט זי צערטליך אויף)	שְטֶעהן (הייבט זי צערטליך אויף).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364449	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l5	9	14	business	(קישט די האנד)	פאלמירא: (קישט די האנד) אָה ווִי דַאנְקֶע אִיך דִיר מַיין קֶענִיג!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103568	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l6	71	13	business	(ווייזט איהר)	קעניג: אוּן נָאר אַיינִיגֶע וֶועלְכֶע אִיך האבּ דָא אוֹיף דֶער לִיסטֶע (ווייזט איהר)	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364451	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l8	9	10	business	(ערציטערט)	פאלמירא: (ערציטערט) הֵיילִינֶער גָאט!...	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103568	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l12	19	6	business	(לעזט)	אוֹיף דֶער לִיסטֶע (לעזט) דָנִיאֵל — עזרא הסופר — ישוּע כהן גדול —	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103568	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l15	0	88	business	(פַּאלֶמִירַא, בּיז יעדֶען נָאמֶען אוִיסרופֶען צִיטֶערְט — ווִי זִי דֶערְהֶערְט זרובבל'ס	(פַּאלֶמִירַא, בּיז יעדֶען נָאמֶען אוִיסרופֶען צִיטֶערְט — ווִי זִי דֶערְהֶערְט זרובבל'ס	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364451	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l16	0	38	business	נָאמֶען, שְרֵייט אוֹיס, וִויל פאלֶען).	נָאמֶען, שְרֵייט אוֹיס, וִויל פאלֶען).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364451	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l17	7	31	business	(חאפט זי, בּליקט זי פארשענד אן)	קעניג: (חאפט זי, בּליקט זי פארשענד אן) פַארְוָואס הָאסְט דוּ גְרַאדֶע בּיי דֶעם	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364451	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l19	46	12	business	(מיסטרויאיש)	נָאמֶען אַזוי שׁמֶערְצלִיך אוִיסגֶעשׁרִיגֶען? (מיסטרויאיש) אִיז עֶר דַיין פֶער-	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364451	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l23	9	10	business	(שלוכצענד)	פאלמירא: (שלוכצענד) מַיין יונֶענְדְפרֵיינְד אִיז עֶר! צוזאמֶען אוִיפגֶעוואקסֶען	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103568	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l28	0	8	business	(צעגערט)	(צעגערט) שׁוועסטֶער אוּן בּרוּדער!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103568	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l31	9	15	business	(קניעט, וויינט)	פאלמירא: (קניעט, וויינט) אָה נֵיין נֵיין! אַזוי גרוִיזאם וֶועסְט דוּ נִישְט זַיין!...	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103568	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	45	r1l38	34	16	business	(ווידער צערטליך)	לאזֶען מִיר דִי טוִידְטֶע רוהֶען! (ווידער צערטליך) פּאלמירא! דוּ בּיזט דָאך	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364451	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	46	r1l3	19	18	business	(וויל זי אומארמען)	העֶרץ אוּן הַאנּד! (וויל זי אומארמען).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364452	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	46	r1l4	9	19	business	(ענטרייסט זיך איהם)	פאלמירא: (ענטרייסט זיך איהם) צוּריק!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103569	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	46	r1l25	9	15	business	(בּיטער לאכענד)	פאלמירא: (בּיטער לאכענד) חַ חַ חַ חַ זַיין ליעבּע צוּ מִיר! הֶערֶע ווֶעלְט וָואס	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364452	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l2	7	35	delivery	(לויפט ארוּם ווי וואהנזיניג, אפארט)	קעניג: (לויפט ארוּם ווי וואהנזיניג, אפארט) אוּן אִיהר פָאטֶער הָאט מִיר דִי	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364453	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l3	50	14	business	(ביטער לאכענד)	גַאנְצֶע צַייט פארגעפּלוישט דָאס זִי ליעבּט מִיך, (ביטער לאכענד) חַ חַ חַ חַ	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364453	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l7	37	6	business	(רופט)	פֶערְדאמְטֶער בּעטריעגער? דֶער שופט, (רופט) הֶע דָא, וואכֶע!	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l8	0	20	entrance	(אויפטריט הויפטמאן).	(אויפטריט הויפטמאן).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l9	7	14	business	(צוּ פאַלמירא)	קעניג: (צוּ פאַלמירא) דוּ מַיינְסט גֶעוויס אִיך וֶועל דִיך לאזֶען טֶעדְטֶען? אָה	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364453	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l11	0	14	business	(צום הויפטמאן)	(צום הויפטמאן) הַאלְט זִי גֶעפאנְגֶען אוּן ערווארְטֶע מיֵינֶע ווייטֶערֶע	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l12	10	8	business	(געהענד)	בּעפעהלע! (געהענד) זִי ליעבּט מִיך הָאט עֶר מִיר אַיינְגֶערֶעדְט, חַ חַ חַ חַ	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l13	0	21	exit	(ביטער לאכענד ביז אב)	(ביטער לאכענד ביז אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l14	9	42	business	(פאלט אויף די קניע מיט אויסגעשפרייטע הענד)	פאלמירא: (פאלט אויף די קניע מיט אויסגעשפרייטע הענד) זרוּבּבל רֶעטֶען קֶען	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l16	19	12	business	(שטעהט אויף)	אוֹיך שׁטאַרבּעֶן! (שטעהט אויף) קוּם! זאָל מֶען מִיט מִיר טהוּן וָואס	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l18	8	21	business	(אב מיט דעם הויפטמאן)	בּאַהבה (אב מיט דעם הויפטמאן).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l19	0	39	entrance	(אויפטריט זמרי, בליקט אין אַלע זייטען).	(אויפטריט זמרי, בליקט אין אַלע זייטען).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364453	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l30	67	14	business	(הֵייבּט אוֹיף	פֶערְגֶעסֶען אָן מִיר, דֶעם הויפּטמחוּתן, נוּן נוּן שׁאדְט נִישְט, (הֵייבּט אוֹיף	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364453	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l31	0	24	business	דִי הֶענְד צוּם זֶעגֶען)	דִי הֶענְד צוּם זֶעגֶען) אִיך געבּ אַייך פוּן ווייטֶען מַיין פֶעטֶערְלִיכֶען זֶעגֶען צוּ	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364453	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	47	r1l34	0	52	entrance	(אויפטריט קעניג פערטיעפט אין געדאנקען, ערבליקט זמרי)	(אויפטריט קעניג פערטיעפט אין געדאנקען, ערבליקט זמרי)	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103570	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	48	r1l2	6	7	delivery	(אפארט)	זמרי: (אפארט) אהא, עֶר הָאט זִיך דָאך עראִינֶערְט אָן זֵײַן צוּקינפטיגען	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103572	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	48	r1l5	6	7	delivery	(אפארט)	זמרי: (אפארט) אַ ווינְדֶער נוּ, נָאך אַיינֶער ליעבּעסערקלעהרוּנג אוּנטער פִיער	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103572	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	48	r1l16	6	7	delivery	(אפארט)	זמרי: (אפארט) זרוּבּבל מַיינְט עֶר, יאָ! מֶען האַט מִיר ערְצֶעהלְט וועלְכֶעס	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103572	2026-05-20			1	
AlNaharotBavel-Amkreut&Freund1909	48	r1l22	7	26	business	(בּלייבט נעבען איהם שטעהן)	קעניג: (בּלייבט נעבען איהם שטעהן) נוּן! דוּ שׁוויינְסט?	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288364454	2026-05-21			1	
AlNaharotBavel-Amkreut&Freund1909	48	r1l34	0	50	exit	(בליקט אויף איהם מיט שאדענפריידע, געהט לאנגזאם אב)	(בליקט אויף איהם מיט שאדענפריידע, געהט לאנגזאם אב).	LLM	YiDraCor-annotation-pipeline	sinai.rusinek@mail.huji.ac.il	288103572	2026-05-20			1	
