transkribus_url	transkribus_url	current_type	value	value_in_context	type_source	flag	comments
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	business	(מעלדעט)	דיענער: (מעלדעט) הֶערְר דוּמִיטְרִיע רִיזְוַואן (אב).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	exit	(אב).	דיענער: (מעלדעט) הֶערְר דוּמִיטְרִיע רִיזְוַואן (אב).	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	exit	(ביידע אב)	קארל → פְרֵיילֵיין. (ביידע אב)	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	delivery	(בּייז)	מרים : (בּייז) נוּר אֵיין אונְשִׁיקֶענִישׁ אוֹיף אוּנְזֶער קאפּף (אב, דימיטריע ערשיינט).	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=14	entrance	(אב, דימיטריע ערשיינט).	מרים : (בּייז) נוּר אֵיין אונְשִׁיקֶענִישׁ אוֹיף אוּנְזֶער קאפּף (אב, דימיטריע ערשיינט).	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=15	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=15	business	(שטאָלץ)	דומיטריע: (שטאָלץ) אִיך אוּנטערשרייבּע אִיהנֶען אֵיין וועקסֶעל.	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=16	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=16	exit	(אָב).	דוד → צוּ גוּט פִיר זָא אֵיינֶען מַאן ווִי זִי זִינְד, אִיך עמפּפעהלע מִיך הֶערְר (אָב).	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=16	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=16	entrance	(קארל קוּמט)	דומיטריע: שמוּציגער יוּדע! (קארל קוּמט) אָה קַארְל מֵיין בּרוּדער דוּ קוּמסט	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=16	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=16	delivery	(בּעז)	דומיטריע: (בּעז) אִיך בּין קֵיין פִילאזאף אִיך בּין עדֶעל-מַאן אוּנד ווִי אֵיין	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=17	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=17	exit	(אָב)	דומיטריע → אַדיע. (אָב)	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=17	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=17	entrance business	(אויפטריט ראשעל, קארל זיצט אין געדאנקען פערטיעפט).	דומיטריע → (אויפטריט ראשעל, קארל זיצט אין געדאנקען פערטיעפט).	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=17	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=17	business	(געהט לאנגזאם לעגט דיא הענד אויף דיא שולטער)	ראשעל: (געהט לאנגזאם לעגט דיא הענד אויף דיא שולטער) זאָ אִין גֶעדאנְקֶען	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=18	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=18	exit entrance	(מֵאִיר דְרֵייעֶר קוּמְט אַרַיין, אִין מִיטְ'ן זיִנְגעֶן לויִפְט עָר אַרויס, נאכ'ן געזאַנג	ראשעל → (מֵאִיר דְרֵייעֶר קוּמְט אַרַיין, אִין מִיטְ'ן זיִנְגעֶן לויִפְט עָר אַרויס, נאכ'ן געזאַנג	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=18	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=18	exit entrance	קוּמְט עֶר מִיט דָוִד מִרְיָם).	ראשעל → קוּמְט עֶר מִיט דָוִד מִרְיָם).	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=18	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=18	business	(ארוּמגעהענד)	דוד: (ארוּמגעהענד) בּלינדער וואָס אִיך בּין גֶעווֶעהְן, בּלינדער.	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=18	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=18	entrance	(קומט אריין)	זלמן: (קומט אריין) וַוייסְט דוד אִיך בּין הייַנט גֶעווֶעהְן גֶעשׁטֶערְט בּיים	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=19	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=19	business	(ראָשעל בּרעכט אויס איין געוויין)	זלמן → אוֹיף דֶער וֶועלְט? (ראָשעל בּרעכט אויס איין געוויין)	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=19	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=19	business	(אַלע וויינען).	זלמן → טאָכְטֶער גֶעצִיטֶערְטֶע קוּם צוּ מִיר... (אַלע וויינען).	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=19	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=19	setting	(פארהאַנג).	זלמן → (פארהאַנג).	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	setting	(א פאָרצימער ביי קארל, איין קליינער טיש און א זעסעל).	(א פאָרצימער ביי קארל, איין קליינער טיש און א זעסעל).	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	entrance business	אויפטריט קאטערינא, אַ פרוי פון פערציג יאָהר, געזונד רויט געקליידעט נאַציאָ⸗	אויפטריט קאטערינא, אַ פרוי פון פערציג יאָהר, געזונד רויט געקליידעט נאַציאָ⸗	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	entrance business	נאָל רומעניש, מיט א קייש פערשיעדענע זאכען פון דעם מארק, זעצט זיך	נאָל רומעניש, מיט א קייש פערשיעדענע זאכען פון דעם מארק, זעצט זיך	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	entrance business	שעהלען קארטאָפלעס, ווען זיא קומט אריין זינגט זיא איין רומעניש פאָלקס-	שעהלען קארטאָפלעס, ווען זיא קומט אריין זינגט זיא איין רומעניש פאָלקס-	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	entrance business	ליעד אָהגע מוזיק	ליעד אָהגע מוזיק.	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	entrance	(אויפטריט דומיטריע).	(אויפטריט דומיטריע).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=20	business	(קוּקט איהם אָן)	קאטינקא: (קוּקט איהם אָן) וועמען לאכט איהר אויס, איהם אָדער אַליין?	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=22	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=22	delivery	(בייז)	דומיטריע: (בייז) דאַס וִויל אִיך אויִס זַיין אַייגען מוֹיל הֶערֶען. (אָב).	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=22	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=22	exit	(אָב).	דומיטריע: (בייז) דאַס וִויל אִיך אויִס זַיין אַייגען מוֹיל הֶערֶען. (אָב).	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	business	(פערקאַטשעט די ארבעל)	קאטינקא: וואַס מִיט געוואָלט (פערקאַטשעט די ארבעל) נֵיין! מֵיין שׁוואכֶען	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	exit	(אָב).	קאטינקא → פלאכטֶען (אָב).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	entrance business	(אויפטריט וַואסִילֶע, קוּטשׁער אַ פֶעסטֶער מַאן מִיט אַ בֵּייטשׁ אִין דֶער הַאנְד	קאטינקא → (אויפטריט וַואסִילֶע, קוּטשׁער אַ פֶעסטֶער מַאן מִיט אַ בֵּייטשׁ אִין דֶער הַאנְד	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	entrance business	זִינְגְט אוּן קנאַקט מִיט דֶער בֵּייטשׁ)	קאטינקא → זִינְגְט אוּן קנאַקט מִיט דֶער בֵּייטשׁ)	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	business	(נאָכ'ן געזאנג)	וואסילע: (נאָכ'ן געזאנג) עה קַאטִינְקא, וואוּ בּיזטוּ? וואוּ אִיז מֵיין מיטאָג?	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	entrance	(קומט צוריק אריין שרייענדיג)	דומיטריע: (קומט צוריק אריין שרייענדיג) יאָ בּרודער, צוּם לֶעטצטֶען מאל	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	exit	(אָב).	דומיטריע → וואָרטע, דִיעזֶע בּוּשה קֶען נוּר מִיט בּלוּט אָבּגעוואשען וֶוערֶען. (אָב).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	business	(פייפֿט)	וואסילע: (פייפֿט) אַהא, דָא רֶערְט מֶען בּלוּט נַא דִיא צְוֵויי בּרידער לעבּען	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	business	(צַייגט צוּם פלֶעשֶׁעל	וואסילע → נִיט אַזוי אִין פְרִיעדֶען וִויא אִיך מִיט מֵיין בּרוּדער? (צַייגט צוּם פלֶעשֶׁעל	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	business	ארוִיסנֶעהמֶענְד פוּן דֶער טאש, אוּן טרִינְקט)	וואסילע → ארוִיסנֶעהמֶענְד פוּן דֶער טאש, אוּן טרִינְקט) אָבּער קַאטִינְקא, אִיך האַלט מִיר	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	entrance	(קומט אריין)	קאטינקא: (קומט אריין) דוּא בּיזט עֶס וַואסִילֶע? דֶער הֶערְר הָאט גֶעפרֶענְט	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	entrance business	(אויפטריט קַארְל, אִין אַנגליזעה, זֶעהְט וואסִילֶען צאָרנינג קוּקְט אוֹיף אִיהְם,	קאטינקא → (אויפטריט קַארְל, אִין אַנגליזעה, זֶעהְט וואסִילֶען צאָרנינג קוּקְט אוֹיף אִיהְם,	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	entrance business	וַואסִילֶע וִויל קִישֶׁען דִי הַאנְד)	קאטינקא → וַואסִילֶע וִויל קִישֶׁען דִי הַאנְד)	Sinai proposal 2026-07-20		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=23	business	(שטויסט איהם וועג)	קארל: (שטויסט איהם וועג) וועג! בּעריהרע נִישְט מֵיין הַאנְד, מִיט דַיין	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=24	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=24	business	(גיבט איהם א פאטש)	קארל: (גיבט איהם א פאטש) מארְשׁ! דוּא האָסְט בּייא מִיר נִישְט מֶעהְר וואָס	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=24	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=24	delivery	(צו וואסילע)	קאטינקא → אֵיין שׁוויינְסקֶערְל (צו וואסילע) גֶעה זאָגט מֶען דִיר, אָדער ווילסטוּ	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=24	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=24	exit	(אָב)	וואסילע → אַלְט וואסִילֶען גֶעדֶענְקֶען (אָב) קַארְל זִיצְט בֵּיים טִיש מִיט דֶעם קאָפ אוֹיף זֵיי	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=24	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=24	business	(ווי טריימענד)	קארל : (ווי טריימענד) הֵיינְטֶע אִיז אִיהְר האכצַייטס-טַאג.	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=25	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=25	exit	(אָב).	קאטינקא: אִיך מוּז רוּפען דֶעם דאָקטער. (אָב).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	setting	פערוואַנדלונג	פערוואַנדלונג.	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	setting	(ציִמעֶר בּיי דָוִד אַ גֶעדֶעקטֶער מִישׁ מִיט לֶעקִיך אוּן אַנְדֶערֶע זאכֶען אַנגעמאַכטץ	(ציִמעֶר בּיי דָוִד אַ גֶעדֶעקטֶער מִישׁ מִיט לֶעקִיך אוּן אַנְדֶערֶע זאכֶען אַנגעמאַכטץ	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	setting	פלֶעשֶׁעל בראָנפען, מִרְיָם שְׁטֶעהט אראנְזשִׁירְט אוּן זִיפצט אַלע מאָל).	פלֶעשֶׁעל בראָנפען, מִרְיָם שְׁטֶעהט אראנְזשִׁירְט אוּן זִיפצט אַלע מאָל).	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	business	(פרייליך זינגענדיג)	מאיר: (פרייליך זינגענדיג) וואַס אִיז דָאס? אַזוי אִיז מֶען אַ מחוּתנת'טע? אִין	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	entrance	(קומט אריין)	דוד: (קומט אריין) מרִים'ל, דֶער דאָקטער האַט געֶזָאָגְט אַז מִיר האבּען זִיך	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	business	(עסט)	מאיר → פַאר זִיך אַזאַ לֶעקִיך (עסט) אַזוינע טארְטֶעלִיך (עסט) אַזא אַיינגעמאכץ	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	business	(עסט)	מאיר → פַאר זִיך אַזאַ לֶעקִיך (עסט) אַזוינע טארְטֶעלִיך (עסט) אַזא אַיינגעמאכץ	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	business	(עסט)	מאיר → (עסט) האַט זִיך אִיהְר אַוודאי דֶער מאגֶען פערדארבּען.	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=26	business	(ערשראָקען)	מאיר: (ערשראָקען) גָאט אִיז מִיט אַייך.	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=27	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=27	business	(טרינקט)	מאיר → וִויא זִיא וֶועט בּאלד אִין אִיהְם פֶערְגֶעסֶען, וִויא אִין אַ חָלוֹם (טרינקט)	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=27	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=27	exit	(אב).	דוד → שפּעט (אב).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=27	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=27	exit	(אָב)	מרים → שֶׁעלְטֶען (אָב)	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=28	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=28	business	(קוּקט ארויס)	מאיר: שֶׁעלְט מִיך וֶוער אִיך בּטל, אַבּי פּרנסה (קוּקט ארויס) הָא חָתָן דומְה	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=28	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=28	entrance	(אויפטריט טודריס, א פערגרעבט פנים אויסגעפיצט)	מאיר → (אויפטריט טודריס, א פערגרעבט פנים אויסגעפיצט)	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=28	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=28	delivery	(לאַכט)	טודריס: (לאַכט) פּוּנקט פֶערְקֶעהרְט, אִיך בּין דָאך געקוּמען נָאך צוּ פרִיה,	rule:auto-resolve lexicon		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	business	(מקבּלִים, גֶעסט קוּמעֶן אַרַיין, זיִנְגעֶן, זֶעצֶען זִיך צוּם טִיש,	מאיר: אָט אַזוי רֶעד. (מקבּלִים, גֶעסט קוּמעֶן אַרַיין, זיִנְגעֶן, זֶעצֶען זִיך צוּם טִיש,	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	exit	מֵאִיר אַב).	מאיר → מֵאִיר אַב).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	business	(מיט א חופה)	מאיר → שׁמשׁ (מיט א חופה): מַזָל טוֹב, מזל טוֹב חָתָן, אָט האָבּ אִיך שׁוֹין געבּראַכט	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	business	(ער טרינקט).	מאיר → דִיא חוּפּה (ער טרינקט).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	business	(טודריס לעגט דיאָ האַנד אין די קעשינע)	שמש: חָתָן לעבּ! (טודריס לעגט דיאָ האַנד אין די קעשינע)	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	delivery	(פריילעך)	שמש: (פריילעך) חָתָן דומְה למֶלֶך דֶער זכוּת פוּן צדְקה קוֹדֶם החוּפּה זאָל	rule:span-defect-fix		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	business	(עֶר וואָרט עֶר זאָל אִיהְם	שמש → אַייך בּיישטעהן, אַז דֶער זִיוויג זָאל עולְה יְפֵה זַיין (עֶר וואָרט עֶר זאָל אִיהְם	Claude-session annotator (YiDraCor Phase-4 annotation 20)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	business	עָפיס גֶעבֶּען).	שמש → עָפיס גֶעבֶּען).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	business	(געמט א ציגאר)	טודריס: (געמט א ציגאר) שׁמשׁ אַ צִינְדְהֶעלְצֶעל.	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	delivery	(ברוגז)	שמש: (ברוגז) תּיכּף, וּמיד, (גיבט איהם צו פעררייכערען) דִיא כּלה אִיז נָאך	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=30	business	(גיבט איהם צו פעררייכערען)	שמש: (ברוגז) תּיכּף, וּמיד, (גיבט איהם צו פעררייכערען) דִיא כּלה אִיז נָאך	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	business	(טרינקען)	טודריס: (טרינקען) לְחַיִים! גאַט זָאַל הֶעלְפֶען, דֶער זִיוויג זאָל עולְה רגל זייַן.	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	entrance	(קומט אריין)	מאיר: (קומט אריין) מִיר דאַכט זִיך אַז דֶער זִיוויג האַט שׁוֹין עולה רגל גֶע⸗	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	business	(זוכט אומעדום)	מאיר → וועהן (זוכט אומעדום) פּלוּצים זאָל מֶען גאָר נִישְט וויִסעֶן וִויא זִיא אִיז, דָא	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	entrance	(אויפטריט דוד, מרים, אויפטריט).	מאיר → (אויפטריט דוד, מרים, אויפטריט).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	delivery	(וויינט)	מרים: (וויינט) דאָס הארְץ האַט מִיר געזאַגט, וויי אִיז צוּ מִיר.	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	business	(זלמן אביסעלע פאר טרינקען, דיענער מיט אַ בריעף).	טודריס → (זלמן אביסעלע פאר טרינקען, דיענער מיט אַ בריעף).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=31	business	(לעזט)	דוד: (לעזט) געליעבּטע עלְטֶערֶען! אִין מֵיינֶער פערצווייפלוּנג אִיז מִיר דָא	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=32	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=32	business	(ער פערליערט דעם בריעף).	אייער ראשעל (ער פערליערט דעם בריעף).	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=32	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=32	business	(פֿאלט צוּ די ערד)	מאיר: העלפט, איך ערשטיקע... איך ערשטיקע (פֿאלט צוּ די ערד)	heuristic first-pass (auto annotations + songs 2026-05-1)	review	
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=32	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=32	delivery	(לויפען און שרייען)	אַלע: (לויפען און שרייען) וואַסער! הילפע!	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=33	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=33	setting	פערוואַנדלונג.	פערוואַנדלונג.	person:Noa (web UI)		
https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=33	https://app.transkribus.org/collection/18874/doc/828503/edit?pageNr=33	setting	(איינפאכעס צימער).	(איינפאכעס צימער).	person:Noa (web UI)		
