current_official_name,name_1945_1991,name_1918_1939,name_pre_1918,region,north_latitude,east_longitude,km_from,dir_from,nearest_major_city,yiddish_transcription,born_there_yiddish,yiddish_name,country,lat_dec,lon_dec,_parent_resolved,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
Stawiszyn (P),,,,Congress Poland,51° 55',18° 7',90,WNW,Łódź,/STAVIShI:'N/,־־,סטאַווישין,Poland,51.9167,18.1167,,name_exact,name_exact,A_autolink,0.95,True,,23800,Stawiszyn (Poland),סטאווישין (פולין),0.4,23800
Sztabin (P),,,,Congress Poland?,53° 41',23° 6',60,NNW,Białystok,/ShTABIN/ (stress?),אליעזר אַראָנאָווסקי,שטאַבין,Poland,53.6833,23.1000,,name_exact,name_exact,A_autolink,0.95,True,,20033,Sztabin (Poland),שטאבין (פולין),1.1,20033
Tarnów (P),,,Tarnau (G),west Galicia,50° 1',20° 58',70,E,Kraków,/TU:NE/,"חיים־יחיאח אײַזשפּרוך, חיים אָרמיאַן, מאַקס בינענשטאָק, נפֿתּלי ווײַניג, מרדכי ווײַסמאַן־חיות, ישׂשׂכר־דבֿ טײַכמאַן, אליהו טיש, אַבֿרהם כּהנא, אַבֿרהם כאָמעט, יעקבֿ נײַמאַרק, יהודה־לייב קאָרעץ, יצחק שיפּער",טאָרנע,Poland,50.0167,20.9667,,name_exact,name_exact,A_autolink,0.95,True,,765,Tarnów (Poland),טרנוב (פולין),1.6,765
Trzebinia (P),,,,west Galicia,50° 11',19° 28',30,WNW,Kraków,/TShEBI:'N/,־־,טשעבין,Poland,50.1833,19.4667,,name_exact,name_exact,A_autolink,0.95,True,,766,"Trzebinia (Kraków, Poland)","טשבין (קרקוב, פולין)",2.2,766
Tykocin (P),,,,Congress Poland,53° 12',22° 46',25,WNW,Białystok,/TIKTI'N/,"יוסף־מאיר יעבֿץ, פֿאַלק לאַנדענבערג, מענדל מאַקאָווסקי, חיים סעמיאַטיצקי",טיקטין,Poland,53.2000,22.7667,,name_exact,name_exact,A_autolink,0.95,True,,19001,Tykocin (Poland),טיקוצין (פולין),0.8,19001
Warszawa (P) [Warsaw (E)],,,Varshava (R),Congress Poland,52° 14'',21° 1',,,,/VARShE/ [adjective: /VA'RShEVER/],"זעליק אָבערמאַן, יצחק אונטערמאַן, שׂמחה־בונעם אורבאַך, מאַוריצי אָזשעך, פּ. אײַזיקאָוויטש, צבֿי אײַזנמאַן, אַנטאָני (אַהרן) אײַזענבוים, ישׂראל אײַזענבערג, לאָזער אייכעל, שמואל אייכעל, א. אַלמי, יהודה אָרלעאָן, מאַרק אָרנשטיין, בנימין אָרענשטיין, יעקבֿ באָרנשטיין, יהודה־לייב בוימוואָל, ישעיה בורשטין, לייב ביאַלער, לוציאַן (אליעזר) בליט, בענריך בערלעווי, אַדאָלף בערמאַן, באַשע בערמאַן (טעמקין), יעקבֿ בערמאַן, יודל בערקאָוויטש, משה־תּנחום בר, לעאָן בראַנדעס, יהודה גאָטהעלף, יצחק־שלמה גאָטליב, י. גאָלדבראָך, לייבל גאָלדין, שמואל גאָלדע, דאַרקע גאָלדקאָרן, הירש גוטגעשטאַלט, מרים גוטגעשטאַלט, גוטע גוטערמאַן, דוד גײַסט, יעזשי גליקסמאַן, יעקבֿ־אַריה געזונדהייט, יהושע געלפֿאַרב־גלעדי, מ. געלבפֿיש, יצחק גערשטענקאָרן, יוסף גראַוויצקי, מרדכי גראַנקאָוויטש, שלמה גראָסגליק, שאָול גראָספֿאַטער, יצחק־בער גרודבערג־טורקאָוו, ישׂראל גרילאַק, הערשל גרינבוים, יצחק גרינבוים, בערל גרינבערג, יוסף דאַווידזאָן, נח דאַווידזאָן, משה דאַנציגערקראָן (משה רון), יעקבֿ־קאָפּל גואַ, דוד ל. דיטמאַן, א. דיסקין, שמואל האַלבערשטאַט, פּערל האַלטער, שלמה הלוי האַלפּערין, אסתּר האַלפּערן, מרדכי האָלצבלאַט, אַבֿרהם י. האָפּפֿענבערג, דוד האָפֿנונג, בן־ציון היבעל, שׂמחה־יוסף הייבלום, בער הילדעבראַנד,יוסף־לייזער הילקאָוויטש, אליעזר הירשאַוגע, איזידאָר העללמאַן, בינעם העלער, (נתן־)דוד הערמאַן, אַבֿרהם־יהושע העשעל, שמואל (סעמיועל??) וואָהל, בנימין וואַלד, ישעיה וואַרשאַווסקי, לייזער ווײַנאַפּל, ירחמיאל ווײַנגאַרטן, יצחק ווײַנטרויב, נחום ווײַנריטש, יוסף וויניעצקי, וולאַדקע, יצחק זאַלער, צמח זאַמבראָווסקי, משה זאָנשײַן, יעקבֿ־בער זיבונסקי, יצחק זיבענבערג, גרשום זיבערט, יצחק־יוסף זילבערבערג, נפֿתּלי זילבערבערג, צבֿי זילבערבערג, חיים (יהויקים) זילבערשטיין, בערנאַרד זינגער, אַבֿרהם זעמבאָ, פֿעליקס זאַקס, יצחק זשעלאָניק, יצחק חאָמסקי, דוד טאַבאַטשניק, משה־יצחק טאַבאַקשנײַדער, אַבֿרהם־יצחק טאַנצמאַן, א.ל. טאַץ, דיאַנאַ טורקאָוו־בלומענפֿעלד, זיגמונט (שחמה־זלמן) טורקאָוו, יאָנאַס טורקאָוו, מאַרק טורקאָוו, דובעריש טורש, אַבֿרהם טיגעל, זעליג טיגעל, נחמיה טיטעלמאַן, אַבֿרהם טייט(ע)לבוים, אַהרן טענענבוים, מרדכי טענענבוים־טאַמאַראָוו, פּאָול? (פּנחס) טרעפּמאַן, מלך טשעמני, אַדאַם טשערניאַקאָוו, ב. יאושזאָהן, מאַרק (מרדכי) יאַרבלום, מיכאל יאַרבלום, אַבֿרהם־יהושע־העשל יוסטמאַן, יאַקאָב יעדוואַבניק, שמעון יעזשאָר, יהושע־יוסף כּלבו (קאָלבע), ישעיה כלאָדניק, אַבֿרהם־יצחק לאַמשטיין, העלען לאָנדינסקי־טויבנבלאַט, משה לאָקעטש, יצחק לודען, אסתּר לוריע, מיכאל לייבאָוויטש, יצחק (איטשע) ליליענשטיין, ישׂראל ליליענשטיין, שמואל לעהמאַן, דוד לעהרער, לייבוש(־מרדכי) לעהרער, ליפּע לעהרער, יצחק לעוו, אַבֿרהם לעווין, בנימין לעווין, יהודה־לייב לעווין,ישׂראל־בער לעווין, לייזער לעווין, משה לעווין, שמואל לעווין, מרדכי לענסקי, לעאָן (אַריה) לענעמאַן, ש. מאַלאַצקי, יצחק מאַן, אסתּר מאַנגעל, לייב מאַנדעלברויט, רפֿאל מאַנדעלצווײַג, חיים־משה־יואל מאַרגאָלעס־דאַווידזאָן, יהודה־לייב מאָרגענשטערן, רפֿאל מאָרגענשטיין, אַדאָלף (אַבֿרהם) מידע, זלמן מײַזנער, לעאָן מיכעלסאָן, יודל מילטאָן, מאַקס (מענדל) מילטאָן, ישׂראל מילייקאָווסקי, יעקבֿ מילך, רחל מינצעס, נחום־ברוך מינקאָוו, אַהרן מיעדניק, יעקבֿ (קאָפּל) מיקלישאַנסקי, אַבֿרהם מלאַווער, מאיר מענדעלסאָן, שלמה מענדעלסאָן, בערנאַרד נאָוואָגרודסקי, ד. (יוסף־דוד) נאָוואָגרודסקי, עמנואל נאָוואָגרודסקי, יצחק נאָזשיק, משה נודעלמאַן, יוסף נוימאַן, אַבֿרהם נוסבוים, נחום־יעקבֿ ניר־ראַפֿאַלקעס, יהודה סאָלאָוועיטשיק, שמואל סוויסלאָווסקי, מיכאל סוריץ, יוסף סלאָנימסקי, חוה סלוצקי־קעסטין, יעקבֿ־מאיר סענדאַטש, שמואל סענדזשין, מאַרעק עדעלמאַן, שלמה עטינגער, משה עלבוים, ט. עלסקי, ישׂראל עלענצווײַג, ד""ר ג. עפּשטיין, יוסף־יצחק עפּשטיין, ר. פּאַולאַ, אַבֿרהם פּאַט, גדליה פּאַלמער, מענדל פּאָמעראַנץ, יוסף פּאַפּיערניקאָוו, לוי פּאַפּיערניקאָוו, דו פּינעס, אָשר פּערלמאַן, עמנואל(־דוד) פּערלמאַן, משה פּערנסאָן, אַבֿרהם־יצחק פּראָוואָלסקי, יעקבֿ פּרנס, י.ק. פֿאָגעל, מאַרק (משה) פֿאָגעלמאַן, יהושע־העשל פֿאַרבשטיין, מרדכי פֿאָרלערער, יצחק פֿורמאַנסקי, בנימין פֿײַגענבוים, לייב (יהודה־אַריה) פֿײַנגאָלד, בנימין פֿינקעל, חיים פֿינקעלשטיין, יעקבֿ־בנימין פֿישהאָף, יהודה פֿעלד, לייבל פֿראַם, לוי פֿרידמאַן, פֿעליקס פֿרידמאַן, קלמן פֿרידמאַן, זלמן פֿרידריך, פּלטיאל ציבולסקי, שמואל־נטע ציטרין, אַבֿרהם צימערמאַן, יעקבֿ צעלעמענסקי, אַבֿרהם שולמאַן?, אַבֿרהם־לייב שור",וואַרשע,,52.2333,21.0167,,name_exact,name_exact,A_autolink,0.95,True,,953,Warsaw (Poland),ורשה (פולין),0.5,953
Zabrze,,Hindenburg (G),Zabrze (G),Pomerania-Silesia,50° 19',18° 47',85,WNW,Kraków,/ZABZhE/,מאיר (מאַקס) גרונוואַלד,זאַבזשע,,50.3167,18.7833,,name_exact,name_exact,A_autolink,0.95,True,,11031,Zabrze (Poland),זאבז'ה (פולין),1.9,11031
Babinavichy (Br),Babinovichi (R),,,eastern Belarus,54° 50',30° 34',40,SSE,Vitsebsk,/BABINOVITSh/ (stress?),־־,באַבינאָוויטש,Belarus,54.8333,30.5667,,name_exact,name_exact,A_autolink,0.95,True,,22497,Babinavichy (Belarus),בבינוביצ'י (בלארוס),1.1,22497
Barysau (Br),Borisov (R),,,eastern Belarus,54° 15',28° 30',60,NE,Minsk,/BARISEV/,"אַבֿרהם הורעוויץ, שמואל ווינער",באַריסעוו,Belarus,54.2500,28.5000,,name_exact,name_exact,A_autolink,0.95,True,,670,Barysaŭ (Belarus),בוריסוב (בלארוס),3.0,670
Brahin (Br),Bragin? (R),,,eastern Belarus,51° 47',30° 16',80,SW,Homel',/BRAHI'?N/,־־,בראַהין,Belarus,51.7833,30.2667,,name_exact,name_exact,A_autolink,0.95,True,,22467,Brahin (Belarus),בראהין (בלארוס),0.4,22467
Chachersk (Br),Chechyorsk (R),,,eastern Belarus,52° 55',30° 55',50,N,Homel',/TShETShE'RSK/,אַבֿרהם באַביטש,טשעטשערסק,Belarus,52.9167,30.9167,,name_exact,name_exact,A_autolink,0.95,True,,682,Chachėrsk (Belarus),טשעטשערסק (בלארוס),0.0,682
Haradok? (Br),Gorodok? (R),,,western Belarus,?,,,,there are many,/HORODO'K/,"בער אַרשאַנסקי, שמשון בראָטמאַכער, לייזער ווילענקין, אליעזר לעדער, חיים־אַבֿרהם פֿרידלאַנד",האָראָדאָק,Belarus,,,country=Belarus,name_exact,name_exact,A_autolink,0.95,True,,22679,Haradok (Belarus),האראדוק (בלארוס),249.2,22679
Indura (Br),Indura (R),Indura (P),Indura (R),western Belarus,53° 27',23° 53',20,S,Hrodna,/AMDU'R/,"ידידיה אפֿרון, אַבֿרהם זאַק, חיים־אַריה חזן, נחום פֿינקעלשטיין",אַמדור,Belarus,53.4500,23.8833,,name_exact,name_exact,A_autolink,0.95,True,,19671,Indura (Belarus),אמדור (בלארוס),1.1,19671
Kamen' (Br),Kamen' (R),,,eastern Belarus,55° 1',28° 53',75,WSW,Vitsebsk,/KAMENy/,־־,קאַמען,Belarus,55.0167,28.8833,,name_exact,name_exact,A_autolink,0.95,True,,23698,Kamen (Belarus),קאמען (בלארוס),1454.1,23698
Kletsk (Br),Kletsk (R),Kleck (P),Kletsk (R),western Belarus,53° 4',26° 38',100,SSW,Minsk,/KLETsK/,"בן־ציון אײַזענשטאַדט, יהושע אײַזענשטאַדט (ברזילי), יעקבֿ־קאָפּל גאָלדבלום, חיים־יונה גורלאַנד, יוסף גרינשפּאַן, מענדל טאַבאַטשניק, יעקבֿ מזל, אַבֿרהם־צבֿי ראָזענקראַנץ",קלעצק,Belarus,53.0667,26.6333,,name_exact,name_exact,A_autolink,0.95,True,,16639,Kleck (Poland),קלצק (פולין),,16639
Lahishyn (Br),Logishin (R),Łahiszyn (P),,western Belarus,52° 20',25° 59',150,ENE,Brest,/LAHI'ShN/?,מנוחה אַלפּערין,לאַהישין,Belarus,52.3333,25.9833,,name_exact,name_exact,A_autolink,0.95,True,,17043,Lahishyn (Belarus),לאהישין (בלארוס),0.8,17043
Lipnishki (Br),Lipnishki (R),Lipniszki (P),,western Belarus,54° 0',25° 37',115,ENE,Hrodna,/LI'PNIShOK/,---,ליפּנישאָק,Belarus,54.0000,25.6167,,name_exact,name_exact,A_autolink,0.95,True,,23715,Lipnishki (Belarus),ליפנישאק (בלארוס),94.9,23715
Lyubcha (Br),Lyubcha (R),Lubcza (P),,western Belarus,53° 45',26° 4',90,WSW,Minsk,/LUPTs(h)/,"חיים בערניקער, פּנחס בערניקער, מאיר פּיסיוק",לובטש,Belarus,53.7500,26.0667,,name_exact,name_exact,A_autolink,0.95,True,,22442,Lyubcha (Belarus),לובטש (בלארוס),0.7,22442
Radun' (Br),Radun' (R),Raduń (P),,western Belarus,54° 3',25° 0',80,SW,Minsk,/RADN/,־־,ראַדין,Belarus,54.0500,25.0000,,name_exact,name_exact,A_autolink,0.95,True,,16171,Radunʹ (Belarus),רדין (בלארוס),0.4,16171
Shklou (Br),Shklov (R),,,eastern Belarus,54° 13',30° 18',25,N,Mahilyou,/ShKLOV/,"משה אַלעקס, שלמה ווערמעל, משה מערקין, אליעזר פּינעס, גרשון פּיעסטון, יצחק־מרדכי פּסחזאָן, אלחנן קאַלמאַנסאָן, אפֿרים ראַסקין, פֿיליפּ ראַסקין, גרשון שאַפּיראָ, בנימין שימין, זלמן (זאַלקינד) שניאור",שקלאָוו,Belarus,54.2167,30.3000,,name_exact,name_exact,A_autolink,0.95,True,,262,Shkloŭ (Belarus),שקלוב (בלארוס),1.3,262
Slonim (Br),Slonim (R),Słonim (P),Slonim (R),western Belarus,53° 6',25° 19',110,SE,Hrodna,/SLONIM/,"עליע אַבראַמאָוויטש, נחום אַלפּערט, חנה בושעל־סאָלאָוו, בן־יוסף, הײַמאַן (חיים־שרגא) בראָדסקי, מרדכי גינזבורג, שמואל הירשהאָרן, מנחם העלבערג, יצחק וויערניקאָווסקי (ווערנע), משה זאַבלאָצקי, יוסף (דניאלי) טשערניכאָוו, שלמה לב??די, אידע לונסקי, חײַקל לונסקי, מאָטל ליבערמאַן, יעקבֿ לידסקי, קלמן ליכטענשטיין, לייב מישקאָווסקי, מרדכי מישקין, ישׂראל מערעמינסקי־מרום, שמואל סאַוויצקי, בנימין סקודיצקי, משה־מרדכי עפּשטיין, רחל ערטעל, אַבֿרהם שלום קאַמענעצקי, פּ. קאַנטאָראָוויטש, נח קאַצאָוויטש, מרים ראַסקין, איטשע־יצחק ראַפֿאַעל, מאיר שוואַרץ",סלאָנים,Belarus,53.1000,25.3167,,name_exact,name_exact,A_autolink,0.95,True,,102,Slonim (Belarus),סלונים (בלארוס),1.9,102
Slutsk (Br),Slutsk (R),,,eastern Belarus,53° 1',27° 33',85,S,Minsk,/SLUTsK/,"יצחק־דבֿ בערקאָוויטש, יצחק־צבֿי בראָדאָצקי, מרדכי־ליפּאַ?? גאָרין, ש.ס. גאַרסאָן, יצחק־שאָול (איזידאָר) הורוויץ, מאיר ווּאַקסמאַן, זלמן ווענדראָף, אליהו טשאַרני, שלמה מאָלצאָן, צבֿי־הירש מאַסליאַנסקי, משה סטרוגאַטש, ראָזע סימכאָוויטש, אַבֿרהן עפּשטיין, ברוך קאַצענעלסאָן, אליהו שולמאַן",סלוצק,Belarus,53.0167,27.5500,,name_exact,name_exact,A_autolink,0.95,True,,104,Slutsk (Belarus),סלוצק (בלארוס),0.0,104
Talachyn (Br),Tolochin (R),,,eastern Belarus,54° 25',29° 42',65,NW,Mahilyou,/TALATShI'N/,"יחזקאל הלוי לעוויט, יעקבֿ(־לייב) לעווין, מאיר שאַפּיראָ",טאַלאַטשין,Belarus,54.4167,29.7000,,name_exact,name_exact,A_autolink,0.95,True,,22487,Talachyn (Belarus),טאלאטשין (בלארוס),0.9,22487
Turets (Br),Turets (R),Turzec (P),,western Belarus,53° 31',26° 19',80,WSW,Minsk,/TURE'Ts/,יצחק־אײַזיק לובעצקי,טורעץ,Belarus,53.5167,26.3167,,name_exact,name_exact,A_autolink,0.95,True,,22450,Turets (Belarus),טורעץ (בלארוס),117.9,22450
Valozhyn (Br),Volozhin (R),Wołożyn (P),Volozhin (R),western Belarus,54° 5',26° 32',60,WNW,Minsk,/VALO'ZhN/,מאיר בערלין,וואַלאָזשין,Belarus,54.0833,26.5333,,name_exact,name_exact,A_autolink,0.95,True,,684,Valozhyn (Belarus),וולוז'ין (בלארוס),1.1,684
Vitse?bsk (Br),Vitebsk (R),,,eastern Belarus,55° 12',30° 11',,,,/VITEPSK/,"אַבֿרהם־מאיר אַמסטערדאַם, הירש־שמריהו בעלענקי, ישׂראל גורעוויטש, אײַזיק (דזשיימס) גלאָבוס, משה־דוד ווידרעוויטש, מיכאל וויטענבערג, משה־נחמן ווײַמאַן, מיכאַיִל יאָ, י.ש. לעוומאַן, סאָלאָמאָן (שלמה??) סײַמאָן, קאָפּל עפּשטיין, לעאָן קאָברין",וויטעבסק,Belarus,55.2000,30.1833,,name_exact,name_exact,A_autolink,0.95,True,,942,Vitsebsk (Belarus),ויטבסק (בלארוס),2.1,942
,Rezhitsa? (R),,,eastern Belarus,,,,,,/REZhITsE/,"זלמן דימענטשטיין, נחמן דימענטשטיין, נחום חיניץ (כיניטש)",רעזשיצע,,,,,name_exact,name_exact,A_autolink,0.95,True,,15523,Rēzekne (Latvia),רזקנה (לטביה),,15523
,,Karolin pod Pińskiem (P),,western Belarus,,,,,part of Pinsk?,/KARLI'N/,"לייב בערמאַן, מרדכי קערמאַן, אַבֿרהם־משה ראָזענבערג, משה־אַהרן שאַצקעס",קאַרלין,,,,,name_exact,name_exact,A_autolink,0.95,True,,10484,Karlin (Belarus),קרלין (בלארוס),,10484
,,,,,,,,,,/LUTsIN/ (stress?),"יצחק שאַפּיראָ, אַבֿרהם שוער",לוצין,,,,,name_exact,name_exact,A_autolink,0.95,True,,180,Ludza (Latvia),לודזה (לטביה),,180
Lietuva (Li),,,,--,,,,,,/LITE/,"יעפֿעם (חיים) אַרליוק, אַ. בן־צבֿי, אײַזיק בערמאַן, צבֿי בערנשטיין, יצחק בערקמאַן, גאָלדע ברענער, לייב גאָלדבערג, עליזאַבעט גאָרין, א.מ. גליק, אליהו־משה דובאָוויץ, מ. דײַמאָנד, ל.פּ. הירש, מאיר בן שלמה הער, ישׂראל זילבערמאַן, פֿ.מ. זילבערמאַן, בנימין זעגעלמאַן, חיים טוראָק, עדה כּהן, ש. כּוכבֿ־שטערן, יוסף־עמנואל לאַנדסמאַן, דוד לובאָצקי, מ. ליייבאָוויטש, ה. ליפּסעט, בן־ציון לעוויטאַנוס, משה מאַרקאָוויטש, ישׂראל וו. מאַרקוס, אַהרן־שמואל מונס, יצחק מישקיס, אַבֿרהם־יעקבֿ נעטטער, בנימין סעגעלמאַן, בערל פּאָדאָוויטש, יוסף פֿורמאַנאָוויטש, א.מ. פֿיליפּאָווסקי, ראובֿן צרפֿת, איזי שאַפֿיר",ליטע,Lithuania,,,country=Lithuania,name_exact,name_exact,A_autolink,0.95,True,,12464,Lithuania,ליטא,0.0,12464
Aleksotas (Li),,,Aleksota? (R),northern Lithuania,54° 53',23° 54',,,[suburb of Kaunas],/ALEKSO'T/,"יענטע סערדאַצקי, יוסף־שלמה פּרענאָוויץ",אַלעקסאָט,Lithuania,54.8833,23.9000,,name_exact,name_exact,A_autolink,0.95,True,,20058,"Aleksotas (Kaunas, Lithuania)","אלקסוטס (קובנה, ליטא)",,20058
Anykščiai (Li),,,Onikshty (R),northern Lithuania,55° 32',25° 6',50,SE,Panevėžys,/ANI'KShT/,"ל. בערקאָוויטש, דוד־הלל זעלעזניק",אַניקשט,Lithuania,55.5333,25.1000,,name_exact,name_exact,A_autolink,0.95,True,,20519,Anykščiai (Lithuania),אניקשאי (ליטא),0.5,20519
Biržai (Li),,,Birzhi (R),northern Lithuania,56° 12',24° 45',55,NNE,Panevėžys,/BIRZ/,"יצחק־אַהרן בערגער, צבֿי גאָלאָמבעק, אלחנן־בונים וואַסערמאַן",בירז,Lithuania,56.2000,24.7500,,name_exact,name_exact,A_autolink,0.95,True,,15311,Biržai (Lithuania),בירזאי (ליטא),0.0,15311
Dusėtos (Li),,,Dusyaty? (R),northern Lithuania,55° 45',25° 51',90,E,Panevėžys,/DUSyA'T/,"יצחק גאָלדין, מרדכי יפֿה (יאָפֿע)",דוסיאַט,Lithuania,55.7500,25.8500,,name_exact,name_exact,A_autolink,0.95,True,,16322,Dusetos (Lithuania),דוסיאט (ליטא),1.0,16322
Eišiškės (Li),,Ejszyszki (P),Yeyshishki (R),southern Lithuania,54° 10',25° 0',60,SSW,Vilnius,/E'YShIShOK/,באַרטעל??,איישישאָק,Lithuania,54.1667,25.0000,,name_exact,name_exact,A_autolink,0.95,True,,15854,Eišiškės (Lithuania),אישישוק (ליטא),0.0,15854
Kaunas (Li),,,Kovno (R),northern Lithuania,54° 54',23° 54',,,,/KOVNE/,"מאַקס אָגוז, יוסף אַחי, פּאַול איי?בעלסאָן, אַ. אַלפּערט, שבתי אַ(ה)ראָנסאָן, יוסף באַנק, משה באַסאָק, אַבא בוך, מאַקס בוקאַנסקי, בעל־מחשבֿות (איזידאָר עליאַשעוו), אַבראַם בראַמסאָן, לעאָן בראַמסאָן, אַבֿרהם־ברוך גאָטליב, אײַזיק גאָטליב, יעקבֿ גאָטליב, נח־יצחק גאָטליב, שמואל גאָלבורט, אַהרן גאָלדבלאַט, יצחק גאָל?בערג, דימקע גאַלפּערן, יוסף גאַר, שמואל גאָרדאָן, לייב גאָרפֿינקעל, ראָזאַ גוטמאַן־יאַסני, מאַקס גירזשדאַנסקי, נטע גליק, מאַשע גרינבוים, יצחק־נחמן דאָנסקי, דיסקאָנט, זלמן האָלצבערג, אַבֿרהם־אליעזר האָראָוויץ, הדסה הירשאָוויץ־לעווין, ישׂראל־דוד ווײַס, מאיר־צבֿי זאַקהיים, מאָריס זיסקינד, יהושע־דוד טאָיב, ז.ל. טוב, יעקבֿ־פּרץ יאָזעליט, חיים יעלין, מאיר יעלין?, לייב יפֿה (יאַפֿע), העלענע כאַצקעל(ע?)ס, אליזער־דניאל לאַקסאָן, שׂרה לבֿ, אַבֿרהם־משה לונץ, ה(ירש־צבֿי) ליוושין, יוסף ליוושין, יצחק־אליעזר לייזעראָוויטש, חיים לייקאָוויטש, זלמן ליפֿשיץ, דבֿ לעווין, יוסף־מרדכי לעווינסאָן, משה מאַטיס, ל. מה־יפֿית, מאַרק מראַטשני, כאַצקל נאַדעל, לעאָן סאַווידזש, אָסקאַר סטרעליץ, אסתּר עליאַשעוו, בנימין עמדין, יעקבֿ עמית, לאַזאַר עפּשטיין, הערש (צבֿי) פּאָרט, עוזר פֿינקעלשטיין, סײַמאַן פֿרימאַן, וויליאַם קאַיזער?, אי.ב. קאָצין, שמעון קלעוואַנסקי, יצחק ראַבינאָוויטש, נפֿתּלי־הערצל ראָזענבלום, אַננאַ ראַפּאַ?פּאָרט, אליעזר רובינסאָן, משה רובינסאָן, שלמה שאַוולער",קאָוונע,Lithuania,54.9000,23.9000,,name_exact,name_exact,A_autolink,0.95,True,,382,Kaunas (Lithuania),קובנה (ליטא),2.1,382
Kėdainiai (Li),,,Keydany? (R),northern Lithuania,55° 17',23° 58',40,N,Kaunas,/KEyDA'N/,"אַהרן איינהאָרן, איסר־יוסף איינהאָרן, הירש בלאָשטיין, נתן בערגער, דוד־אלימלך וואָלפּע, ישׂראל־מיכל טרויב, משה־לייב ליליענבלום, ישׂראל־משה פֿישלעדער, איסר־משה רובין, בערנאַרד גרשון ריטשאַרדס, אַבֿרהם שלעזינגער",קיידאַן,Lithuania,55.2833,23.9667,,name_exact,name_exact,A_autolink,0.95,True,,381,Kėdainiai (Lithuania),קדאייני (ליטא),0.0,381
Krakės (Li),,,Kroki (R),northern Lithuania,55° 24',23° 44',50,SSE,Panevėžys,/KROK/,שירה גאָרשמאַן,קראָק,Lithuania,55.4000,23.7333,,name_exact,name_exact,A_autolink,0.95,True,,23705,Krakės (Lithuania),קראק (ליטא),1.2,23705
Kuršėnai (Li),,,Kurshany? (R),northern Lithuania,56° 0',22° 56',20,WNW,Šiauliai,/KURShA'N/,"שמואל קאָטלער, אַריה־לעאָן קובאָווי?",קורשאַן,Lithuania,56.0000,22.9333,,name_exact,name_exact,A_autolink,0.95,True,,720,Kuršėnai (Lithuania),קורשנאי (ליטא),0.0,720
Marijampolė (Li),,,Mariampol' (P),Suwałki,54° 34',23° 21',50,SW,Kaunas,/MARYAMPOL/,"יהונתן באַטניצקי, יהודה בוכהאַלטער, אליהו גומענער, משה גלוך?, אליהו סגל, אַבֿרהם פֿראַנק, ניסן פֿראַנק בנימין קאָוואַלסקי",מאַריאַמפּאָל,Lithuania,54.5667,23.3500,,name_exact,name_exact,A_autolink,0.95,True,,681,Marijampolė (Lithuania),מרימפול (ליטא),1.2,681
Nemenčinė (Li),,Niemenczyn (P),Nemenchin (R),southern Lithuania,54° 51',25° 29',15,NNE,Vilnius,/NEMENTShI'N/,־־,נעמענטשין,Lithuania,54.8500,25.4833,,name_exact,name_exact,A_autolink,0.95,True,,18538,Nemenčinė (Lithuania),נמנצ'ינה (ליטא),1.1,18538
Plungė (Li),,,Plungyany (R),northern Lithuania,55° 55',21° 51',50,ENE,Klaipėda,/PLUNGYA'N/,"ש. אַבעל, צבֿי בריק, זלמן לעווי, רחל קירש־האָלטמאַן",פּלונגיאַן,Lithuania,55.9167,21.8500,,name_exact,name_exact,A_autolink,0.95,True,,17413,Plungė (Lithuania),פלונגין (ליטא),0.0,17413
Prienai (Li),,,Preny (P),Suwałki,54° 38',23° 57',25,S,Kaunas,/PREN/,יוסף גאָטפֿאַרשטיין,פּרען,Lithuania,54.6333,23.9500,,name_exact,name_exact,A_autolink,0.95,True,,23559,Prienai (Lithuania),פרינאי (ליטא),0.0,23559
"Pumpėnai, Pampėnai (Li)",,,Pompyany? (R),northern Lithuania,55° 56',24° 21',20,N,Panevėžys,/PUMPYA'N/,"בנימין־יעקבֿ ביאַלאָסטאָצקי, לייב גליצמאַן, יוסף לוריא, יעקבֿ ראָסיין",פּומפּיאַן,Lithuania,55.9333,24.3500,,name_exact,name_exact,A_autolink,0.95,True,,27157,Pumpėnai (Lithuania),פומפיאן (ליטא),0.5,27157
Radviliškis (Li),,,Radvilishki? (R),northern Lithuania,55° 49',23° 32',20,SE,Šiauliai,/RADVI'LIShOK/,--,ראַדווילישאָק,Lithuania,55.8167,23.5333,,name_exact,name_exact,A_autolink,0.95,True,,23560,"Radviliškis (Šiaulių apskritis, Lithuania)",רדווילישוק (ליטא),,23560
Raseiniai (Li),,,?,northern Lithuania,55° 22',23° 7',55,SSW,Šiauliai,/RASE'yN/,"אַבֿרהם־יצחק ברוק, צמח־משה האַלפּערין, ישׂראל־יצחק וואָלף, אַבֿרהם־שמואל זאַכער, אלחנן זאַלצבערג, יוסף־יוזל מאָגילניצקי, מרדכי־יצחק עדעלמאַן, חיים ראַפֿאַלאָוויטש",ראַסיין,Lithuania,55.3667,23.1167,,name_exact,name_exact,A_autolink,0.95,True,,12861,Raseiniai (Lithuania),ראסייני (ליטא),0.0,12861
