entry_id,context,source_role,source_value,clustered_value,qid,qid_source,place_qid_conflict,wikidata_label_en,wikidata_label_yi,wikidata_type,resolved_category,other_type,cemetery,burial_city,death_site,settlement,province,country,neighborhood,other,review_flags,needs_review,correction_applied,death_burial_conflict
1-facs_404_tr_1739715084,birth,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_404_tr_1739715084,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_404_r_8,birth,place,סקאָלע,Skole,Q1048182,dodgy,False,Cass Ballenger,,human,other,human,,,,,,,,Cass Ballenger,needs_manual_type_review,True,,False
1-facs_404_r,birth,place,טשערנאָוויץ,Chernivtsi,Q157725,initial,False,Chernivtsi,טשערנאוויץ,"city of regional significance of Ukraine, big city",settlement,,,,,Chernivtsi,,,,,,False,,False
1-facs_404_tr_1739715089,birth,place,ביאַליסטאָק,Białystok,Q761,initial,False,Białystok,ביאליסטאק,"city with powiat rights in Poland, city, big city, tourist destination, private town",settlement,,,,,Białystok,,,,,,False,,False
1-facs_404_tr_1739715089,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_405_TextRegion_1710157124987_295,birth,place,לאָדזש,Łódź,Q580,initial,False,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,,,,,Łódź,,,,,,False,,False
1-facs_405_TextRegion_1710157124987_295,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_405_TextRegion_1710157093565_274,birth,place,סאַטאַנאָף,Sataniv,Q2044126,dodgy,False,Parahemiurus merus,,taxon,other,taxon,,,,,,,,Parahemiurus merus,needs_manual_type_review;place_country_unresolved,True,,False
1-facs_405_TextRegion_1710157093565_274,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_405_TextRegion_1710157077617_269,birth,place,באָסטאָן,Boston,Q100,initial,False,Boston,באסטאן,"city in the United States, big city, county seat",settlement,,,,,Boston,,,,,,False,,False
1-facs_405_TextRegion_1710157077617_269,birth,country,אַמעריקע,United States,Q30,country,False,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,,,,,,,United States,,,,False,,False
1-facs_405_r_4,birth,place,לוצק,Lutsk,Q7550,initial,False,Lutsk,לוצק,"city of regional significance of Ukraine, city or town, Royal city in Polish-Lithuanian Commonwealth, big city",settlement,,,,,Lutsk,,,,,,False,,False
1-facs_406_tr_1739715063,birth,place,יאָסי,Iași,Q46852,initial,False,Iași,יאס,"municipality of Romania, capital of county in Romania, big city, college town",settlement,,,,,Iași,,,,,,False,,False
1-facs_406_tr_1739715063,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_407_tr_1739715069,birth,place,ניו יאָָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_407_tr_1739715069,birth,country,אַמעריקע,United States,Q30,country,False,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,,,,,,,United States,,,,False,,False
1-facs_407_tr_1739715081,birth,place,פעלשטין,Felshteyn,Q1022879,dodgy,False,Gemeses,,freguesia of Portugal,other,freguesia of Portugal,,,,,,,,Gemeses,needs_manual_type_review;place_country_mismatch,True,,False
1-facs_407_tr_1739715081,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_408_r_7,birth,place,טשערנאָוויץ,Chernivtsi,Q157725,initial,False,Chernivtsi,טשערנאוויץ,"city of regional significance of Ukraine, big city",settlement,,,,,Chernivtsi,,,,,,False,,False
1-facs_408_TextRegion_1710064957426_326,birth,place,יאַסי,Iași,Q46852,initial,False,Iași,יאס,"municipality of Romania, capital of county in Romania, big city, college town",settlement,,,,,Iași,,,,,,False,,False
1-facs_408_TextRegion_1710064957426_326,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_408_TextRegion_1710064929131_307,birth,place,אָזאָרקאָוו,Ozorków,Q628460,dodgy,False,Ozorków,אזארקאוו,urban municipality of Poland,settlement,,,,,Ozorków,,,,,,False,,False
1-facs_408_TextRegion_1710064929131_307,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_409_TextRegion_1710065090972_381,birth,place,לאָדזש,Łódź,Q580,initial,False,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,,,,,Łódź,,,,,,False,,False
1-facs_409_TextRegion_1710065090972_381,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_410_tr_1739715091,birth,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_410_tr_1739715091,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_410_tr_1739715086,birth,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_410_tr_1739715086,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_410_tr_1739715090,birth,place,סאָמבאָר,Sombor,Q191851,dodgy,False,vase,,,other,unknown,,,,,,,,vase,needs_manual_type_review,True,,False
1-facs_410_tr_1739715084,birth,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_410_tr_1739715084,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_411_tr_1739715053,birth,place,סלאָבאָדקע,Vilijampolė,Q7052783,dodgy,False,Vilijampolė,סלאבאדקע,neighborhood of Kaunas,neighborhood,,,,,,,,Vilijampolė,,,False,,False
1-facs_411_tr_1739715053,birth,country,ליטע,Lithuania,Q37,country,False,Lithuania,ליטע,"sovereign state, unitary state, country bordering the Baltic Sea, country",country,,,,,,,Lithuania,,,,False,,False
1-facs_411_tr_1739715050,birth,place,שעראָדז,Sieradz,Q159301,dodgy,False,Chrysosplenium oppositifolium,,taxon,other,taxon,,,,,,,,Chrysosplenium oppositifolium,needs_manual_type_review;place_country_unresolved,True,,False
1-facs_411_tr_1739715050,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_411_r,birth,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_411_r,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_411_tr_1739715062,birth,place,שעראָדז,Sieradz,Q159301,dodgy,False,Chrysosplenium oppositifolium,,taxon,other,taxon,,,,,,,,Chrysosplenium oppositifolium,needs_manual_type_review;place_country_unresolved,True,,False
1-facs_411_tr_1739715062,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_412_TextRegion_1710153731052_73,birth,place,אַדזוד,Azoud,Q1251,dodgy,False,Cottian Alps,,alpine section,other,alpine section,,,,,,,,Cottian Alps,needs_manual_type_review;place_country_mismatch,True,,False
1-facs_412_TextRegion_1710153731052_73,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_412_TextRegion_1710153717390_60,birth,place,בילגאריי,Biłgoraj,Q202448,dodgy,False,cryoablation,,,other,unknown,,,,,,,,cryoablation,needs_manual_type_review;place_country_unresolved,True,,False
1-facs_412_TextRegion_1710153717390_60,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_412_TextRegion_1710153704955_46,birth,place,יאסי,Iași,Q46852,initial,False,Iași,יאס,"municipality of Romania, capital of county in Romania, big city, college town",settlement,,,,,Iași,,,,,,False,,False
1-facs_412_TextRegion_1710153704955_46,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_412_TextRegion_1710153689691_21,birth,place,פּינסק,Pinsk,Q204150,initial,False,Pinsk,פּינסק,"city of oblast subordinance, big city",settlement,,,,,Pinsk,,,,,place_country_mismatch,True,,False
1-facs_412_TextRegion_1710153689691_21,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_413_r_4,birth,place,קעשעניעוו,Chișinău,Q21197,initial,False,Chișinău,קעשענעוו,"city, big city, municipality",settlement,,,,,Chișinău,,,,,,False,,False
1-facs_413_tr_1739715088,birth,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_413_tr_1739715088,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_413_r_8,birth,place,אָסטראָלענקאָ,Ostrołęka,Q126099,dodgy,False,Ostrołęka,,,other,unknown,,,,,,,,Ostrołęka,needs_manual_type_review;qid_lookup_missing,True,,False
1-facs_413_r_8,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_413_tr_1739715083,birth,place,לעלציץ,Łęczyca,Q159289,dodgy,False,Anthericum ramosum,,taxon,other,taxon,,,,,,,,Anthericum ramosum,needs_manual_type_review;place_country_unresolved,True,,False
1-facs_413_tr_1739715083,birth,country,ווייס-רוסלאַנד,Belarus,Q184,country,False,Belarus,בעלארוס,"sovereign state, unitary state, social state, country, landlocked country, republic",country,,,,,,,Belarus,,,,False,,False
1-facs_413_tr_1739715085,birth,place,יעקאָטערינאָסלאָוו,Dnipro,Q48256,dodgy,False,Dnipro,דניפרא,"big city, centre of oblast, city of regional significance of Ukraine",settlement,,,,,Dnipro,,,,,,False,,False
1-facs_413_tr_1739715085,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_414_tr_1739715068,birth,place,וואַרשע,Warsaw,Q270,initial,False,Warsaw,ווארשע,"city with powiat rights in Poland, city, seat of government, big city, tourist destination, largest city, administrative territorial entity, metropolis, national capital",settlement,,,,,Warsaw,,,,,,False,,False
1-facs_414_tr_1739715068,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_414_tr_1739715075,birth,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_414_tr_1739715075,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_414_r_3,birth,place,בערדיטשעוו,Berdychiv,Q158799,initial,True,Berdychiv,בערדיטשעוו,"city of regional significance of Ukraine, miasteczko",settlement,,,,,Berdychiv,,,,,place_qid_conflict,True,,False
1-facs_414_r_3,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_415_TextRegion_1710155983674_155,birth,place,גאַליציע,Narol,Q2439514,dodgy,False,Narol,נאראל,city,settlement,,,,,Narol,,,,,,False,,False
1-facs_415_r_9,birth,place,ראַדזין,Radzyń Podlaski,Q202591,dodgy,False,Radzyń Podlaski,,,other,unknown,,,,,,,,Radzyń Podlaski,needs_manual_type_review;qid_lookup_missing,True,,False
1-facs_415_r_9,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_415_TextRegion_1710155882799_118,birth,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_415_TextRegion_1710155871558_109,birth,place,גראָדנע,Hrodna,Q181376,initial,False,Hrodna,גראדנע,"city or town, big city, city of oblast subordinance",settlement,,,,,Hrodna,,,,,,False,,False
1-facs_416_tr_1739715059,birth,place,ווילנע (אין ביראָוו?),Vilnius,Q216,dodgy,False,Vilnius,ווילנע,"city, big city",settlement,,,,,Vilnius,,,,,,False,,False
1-facs_416_tr_1739715059,birth,country,פּויליש-ליטע,Polish–Lithuanian Commonwealth,Q172107,country,False,Polish–Lithuanian Commonwealth,פויליש-ליטווישע קאמאנוועלט,"sovereign state, historical country, rump state",country,,,,,,,Polish–Lithuanian Commonwealth,,,,False,,False
1-facs_416_tr_1739715064,birth,place,לאָדזש,Łódź,Q580,initial,False,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,,,,,Łódź,,,,,,False,,False
1-facs_416_tr_1739715064,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_416_tr_1739715065,birth,place,אַמדור,Indura,Q2920508,dodgy,False,Indura,,"agrotown, urban settlement in Belarus",settlement,,,,,Indura,,,,,place_country_mismatch,True,,False
1-facs_416_tr_1739715065,birth,country,פּויליש-ליטע,Polish–Lithuanian Commonwealth,Q172107,country,False,Polish–Lithuanian Commonwealth,פויליש-ליטווישע קאמאנוועלט,"sovereign state, historical country, rump state",country,,,,,,,Polish–Lithuanian Commonwealth,,,,False,,False
1-facs_17_tr_1713546856,birth,place,סטאַמבול (?),Istanbul,Q406,dodgy,False,Istanbul,סטאמבול,"metropolitan municipality in Turkey, former capital, megacity, largest city, port city, big city, ancient city",settlement,,,,,Istanbul,,,,,,False,,False
1-facs_17_r_9,birth,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_17_r_9,birth,country,אוקראינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_17_r_3,birth,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_17_tr_1713546853,birth,place,יאַסי,Iași,Q46852,initial,False,Iași,יאס,"municipality of Romania, capital of county in Romania, big city, college town",settlement,,,,,Iași,,,,,,False,,False
1-facs_17_tr_1713546853,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_18_r_8_1,birth,place,דווינסק,Daugavpils,Q80021,initial,True,Daugavpils,דענענבורג,"state city of Latvia, city under state jurisdiction in Latvia",settlement,,,,,Daugavpils,,,,,place_qid_conflict,True,,False
1-facs_18_r_8_1,birth,country,לעטלאָנד,Latvia,Q211,country,False,Latvia,לעטלאנד,"sovereign state, country bordering the Baltic Sea, country",country,,,,,,,Latvia,,,,False,,False
1-facs_18_r,birth,place,באָסלאָוו,Bratslav,Q903241,dodgy,False,Bratslav,בראסלעוו,urban-type settlement in Ukraine,other,urban-type settlement in Ukraine,,,,,,,,Bratslav,needs_manual_type_review,True,,False
1-facs_18_r,birth,country,אוקראַינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_18_TextRegion_1711991763648_2536,birth,place,פֿאַלטישען,Fălticeni,Q303015,dodgy,False,Fălticeni,,municipality of Romania,settlement,,,,,Fălticeni,,,,,,False,,False
1-facs_18_TextRegion_1711991763648_2536,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_18_TextRegion_1711991747546_2519,birth,place,סאָראַטאָוו,Saratov,Q56044,dodgy,False,zig-zag bridge,,bridge by structural type,other,bridge by structural type,,,,,,,,zig-zag bridge,needs_manual_type_review;place_country_unresolved,True,,False
1-facs_18_TextRegion_1711991747546_2519,birth,country,רוסלאַנד,Russia,Q159,country,False,Russia,רוסלאנד,"sovereign state, secular state, country, transcontinental country, federation, successor state",country,,,,,,,Russia,,,,False,,False
1-facs_19_r,birth,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_19_r_6,birth,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_19_r_6,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_20_tr_1740515222,birth,place,יאָסי,Iași,Q46852,initial,False,Iași,יאס,"municipality of Romania, capital of county in Romania, big city, college town",settlement,,,,,Iași,,,,,,False,,False
1-facs_20_tr_1740515222,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_20_tr_1740515229,birth,place,ניקאָלאַיעוו,Mykolaiv,Q156737,dodgy,False,Kiel University,,"public university, local Internet registry, comprehensive university",other,public university,,,,,,,,Kiel University,needs_manual_type_review;place_country_mismatch,True,,False
1-facs_20_tr_1740515229,birth,country,פּוילישלליטע,Polish–Lithuanian Commonwealth,Q172107,country,False,Polish–Lithuanian Commonwealth,פויליש-ליטווישע קאמאנוועלט,"sovereign state, historical country, rump state",country,,,,,,,Polish–Lithuanian Commonwealth,,,,False,,False
1-facs_21_tr_1740515222,birth,place,גרודעק,Horodok,Q1210789,dodgy,False,Ramanantsoavana's woolly lemur,,taxon,other,taxon,,,,,,,,Ramanantsoavana's woolly lemur,needs_manual_type_review,True,,False
1-facs_21_tr_1740515226,birth,place,גאַלאַץ,Galați,Q170996,dodgy,False,Galați,,"municipality of Romania, capital of county in Romania, big city, border city, port city",settlement,,,,,Galați,,,,,,False,,False
1-facs_21_tr_1740515226,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_22_tr_1740515222,birth,place,פֿילאָדעלפיע,Philadelphia,Q1345,initial,False,Philadelphia,פילאדעלפיע,"city of Pennsylvania, county seat, home rule municipality of Pennsylvania, consolidated city-county",settlement,,,,,Philadelphia,,,,,,False,,False
1-facs_22_tr_1740515222,birth,country,אַמעריקע,United States,Q30,country,False,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,,,,,,,United States,,,,False,,False
1-facs_22_tr_1740515225,birth,country,אונגאָרן,Hungary,Q28,dodgy,False,Hungary,אונגארן,"sovereign state, landlocked country, country, successor state",country,,,,,,,Hungary,,,,False,moved_to_country,False
1-facs_22_tr_1740515224,birth,place,ביאַליסטאָק,Białystok,Q761,initial,False,Białystok,ביאליסטאק,"city with powiat rights in Poland, city, big city, tourist destination, private town",settlement,,,,,Białystok,,,,,,False,,False
1-facs_23_r,birth,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_23_r,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_30_TextRegion_1709402283554_1191,birth,place,טשערנאָבאָל,Chornobyl,Q2529,dodgy,False,April 24,24סטן אפריל,point in time with respect to recurrent timeframe,other,point in time with respect to recurrent timeframe,,,,,,,,April 24,needs_manual_type_review;place_country_unresolved,True,,False
1-facs_30_TextRegion_1709402283554_1191,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_31_TextRegion_1710063820301_118,birth,place,לאָדזש,Łódź,Q580,initial,False,Łódź,לאדזש,"big city, city with powiat rights in Poland, city",settlement,,,,,Łódź,,,,,,False,,False
1-facs_31_TextRegion_1710063820301_118,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_31_TextRegion_1710063786700_90,birth,place,ניו-יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_31_TextRegion_1710063786700_90,birth,country,אַמעריקע,United States,Q30,country,False,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,,,,,,,United States,,,,False,,False
1-facs_31_r,birth,place,זוועניגאָראָדקע,Zvenyhorodka,Q2217937,dodgy,False,Samuel Atkins Eliot,,human,other,human,,,,,,,,Samuel Atkins Eliot,needs_manual_type_review;place_country_unresolved,True,,False
1-facs_31_r,birth,country,אוקראַאיינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_33_tr_1740521056,birth,place,אָדעס,Odesa,Q1874,initial,False,Odesa,אדעס,"port city, big city, city in Ukraine, metropolis",settlement,,,,,Odesa,,,,,,False,,False
1-facs_33_tr_1740521056,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_33_tr_1740521070,birth,place,טאָמאָשאָוו,Tomaszów Lubelski,Q911009,dodgy,False,Tomaszów Lubelski,טאמאשאוו,urban municipality of Poland,settlement,,,,,Tomaszów Lubelski,,,,,,False,,False
1-facs_33_tr_1740521070,birth,country,פּוילן,Poland,Q36,country,False,Poland,פוילן,"sovereign state, country, country bordering the Baltic Sea, successor state",country,,,,,,,Poland,,,,False,,False
1-facs_34_tr_1740521039,birth,place,ניו יאָָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_34_tr_1740521039,birth,country,אַמעריקע,United States,Q30,country,False,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,,,,,,,United States,,,,False,,False
1-facs_34_tr_1740521031,birth,place,ניו יאָרק,New York City,Q60,initial,False,New York City,ניו יארק,"global city, port city, city in the United States, city, big city, largest city, city in the state of New York, metropolis, megacity",settlement,,,,,New York City,,,,,,False,,False
1-facs_34_tr_1740521031,birth,country,אַמעריקע,United States,Q30,country,False,United States,פאראייניקטע שטאטן פון אמעריקע,"sovereign state, constitutional republic, democratic republic, federal republic, superpower, country, historical unrecognized state",country,,,,,,,United States,,,,False,,False
1-facs_35_tr_1740520972,birth,place,ניקאָפּאָל,Nikopol,Q156760,initial,False,Nikopol,,"city of regional significance of Ukraine, big city, human settlement, Hero City of Ukraine",settlement,,,,,Nikopol,,,,,,False,,False
1-facs_35_tr_1740520972,birth,country,אוקראַאינע,Ukraine,Q212,country,False,Ukraine,אוקראינע,"sovereign state, country, unitary state, republic, social state, Rechtsstaat, territory",country,,,,,,,Ukraine,,,,False,,False
1-facs_35_tr_1740520980,birth,place,אַלעסקאָ,Olesko,Q2019437,kimatch_review_2026-05-23,False,Firuzkuh,,city of Iran,settlement,,,,,Firuzkuh,,,,,,False,True,False
1-facs_35_tr_1740520969,birth,place,האָראָשקי,Horoshki,Q848498,dodgy,False,Slik,,musical group,other,musical group,,,,,,,,Slik,needs_manual_type_review,True,,False
1-facs_36_tr_1740520946,birth,place,הירש,Hirișeni,Q2451032,dodgy,False,Hirișeni,,"commune of Moldova, village",settlement,,,,,Hirișeni,,,,,place_country_mismatch,True,,False
1-facs_36_tr_1740520946,birth,country,רומעניע,Romania,Q218,country,False,Romania,רומעניע,"sovereign state, country",country,,,,,,,Romania,,,,False,,False
1-facs_36_tr_1740520948,birth,place,ריגע,Riga,Q1773,initial,False,Riga,ריגע,"state city of Latvia, Hanseatic city, big city, city under state jurisdiction in Latvia",settlement,,,,,Riga,,,,,,False,,False
1-facs_36_tr_1740520948,birth,country,לעטלאַנד,Latvia,Q211,country,False,Latvia,לעטלאנד,"sovereign state, country bordering the Baltic Sea, country",country,,,,,,,Latvia,,,,False,,False
1-facs_36_tr_1740520951,birth,place,באָרשטשאָוו,Borshchiv,Q842097,dodgy,False,Mark Webber,,Wikimedia human name disambiguation page,other,Wikimedia human name disambiguation page,,,,,,,,Mark Webber,needs_manual_type_review,True,,False
1-facs_37_tr_1740520986,birth,place,בעלץ,Bălți,Q37801,initial,False,Bălți,בעלץ,"city, big city, municipality of Moldova, market town",settlement,,,,,Bălți,,,,,,False,,False
1-facs_37_tr_1740520982,birth,place,אָקערמאָן,Bilhorod-Dnistrovskyi,Q189399,dodgy,False,Zempow,,Ortsteil,other,Ortsteil,,,,,,,,Zempow,needs_manual_type_review,True,,False
