source_value	wikidata_yi	english_name	wikidata_qid	resolved_category	kima_id	kima_rom	kima_heb	match_status	entry_ids	contexts	is_new_variant	source
ניו יאָָרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	4-facs_55_tr_1753681940|4-facs_358_tr_1754998513|4-facs_401_tr_1755030076|4-facs_405_tr_1755029979|1-facs_81_r_7|6-facs_21_r_2|7-facs_52_tr_1756359809|7-facs_53_tr_1756359804|7-facs_71_tr_1757228899|4-facs_597_tr_1755030190|1-facs_277_tr_1741260245|1-facs_360_r_7_1|1-facs_407_tr_1739715069|1-facs_34_tr_1740521039|3-facs_329_tr_1756058147|3-facs_343_tr_1756107173	death|birth	yes	Zylbercweig lexicon
דעטראָיט	דעטרויט	Detroit	Q12439	settlement	903	Detroit (Mich.)	דטרויט (מישיגן)	WIKIDATA	4-facs_59_tr_1753681938|4-facs_202_tr_1754998546|4-facs_322_tr_1754998441|3-facs_275_tr_1755674154|7-facs_24_r_5|7-facs_44_tr_1756359784	death|birth	yes	Zylbercweig lexicon
פילאַדעלפיע	פילאדעלפיע	Philadelphia	Q1345	settlement	408	Philadelphia (Pa.)	פילדלפיה (פנסילבניה)	WIKIDATA	4-facs_69_tr_1753681922	death	yes	Zylbercweig lexicon
ניויאָרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	4-facs_79_tr_1753938272|4-facs_386_tr_1755029936|1-facs_348_r_5|7-facs_57_tr_1756359815	death|birth	yes	Zylbercweig lexicon
פּעלהאַם-קע	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	4-facs_82_tr_1753938284	death	yes	Zylbercweig lexicon
סאַן פֿראַנציסקאָ	סאן פראנציסקא	San Francisco	Q62	settlement	6462	San Francisco (Calif.)	סן פרנסיסקו (קליפורניה)	WIKIDATA	4-facs_91_tr_1753602024|6-facs_58_r_23	death	yes	Zylbercweig lexicon
יאָהאַניסבורג	יאהאנעסבורג	Johannesburg	Q34647	settlement	813	Johannesburg (South Africa)	יוהנסבורג (דרום אפריקה)	WIKIDATA	4-facs_97_tr_1753602022	death	yes	Zylbercweig lexicon
משוגעים-הויז אויף קירילאָווקע	קיעוו	Kyiv	Q1899	settlement	958	Kiev (Ukraine)	קייב (אוקראינה)	WIKIDATA	4-facs_101_r_1	death	yes	Zylbercweig lexicon
לענינגראַד	פעטערבורג	Saint Petersburg	Q656	settlement	678	Saint Petersburg (Russia)	פטרבורג (רוסיה)	WIKIDATA	4-facs_102_r_1|6-facs_68_tr_1747746105	death	yes	Zylbercweig lexicon
אַרבעטער רינג סאַנאַטאָריע פֿאַר שווינדזיכטיקע	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	4-facs_129_r_2	death	yes	Zylbercweig lexicon
פֿוירנדעיל	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	4-facs_132_tr_1754224993	death	yes	Zylbercweig lexicon
מעקסיקאָ סיטי	מעקסיקא שטאט	Mexico City	Q1489	settlement	7033	Mexico City (Mexico)	מקסיקו סיטי (מקסיקו)	WIKIDATA	4-facs_141_tr_1754377600|3-facs_330_tr_1756058354	death	yes	Zylbercweig lexicon
לאָנדאָן	לאנדאן	London	Q84	settlement	688	London (England)	לונדון (אנגליה)	WIKIDATA	4-facs_247_tr_1754998367|1-facs_270_r|1-facs_382_tr_1739715265|1-facs_411_tr_1739715050|1-facs_17_r_3|1-facs_142_tr_1740521045|2-facs_213_r_2|2-facs_372_tr_1744366832|6-facs_19_tr_1747746110|6-facs_133_tr_1747825075|6-facs_134_tr_1747825144|6-facs_150_tr_1747825139	death	yes	Zylbercweig lexicon
סאַראַטאָגאַ ספּרינגס	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	4-facs_323_tr_1754998449	death	yes	Zylbercweig lexicon
לאַנג איילאַנד	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	4-facs_323_tr_1754998450	death	yes	Zylbercweig lexicon
בערלין	בערלין	Berlin	Q64	settlement	578	Berlin (Germany)	ברלין (גרמניה)	WIKIDATA	4-facs_325_tr_1754998561|1-facs_402_tr_1739715086|1-facs_44_tr_1740521158|2-facs_326_tr_1744365739|6-facs_244_tr_1747929009|4-facs_100_r|1-facs_119_tr_1740521149|2-facs_47_tr_1744131441|2-facs_326_tr_1744365745|3-facs_340_tr_1756106830	death|birth	no	Zylbercweig lexicon
ניו יאָרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	4-facs_352_tr_1754998404|4-facs_394_tr_1755030217|2-facs_318_r_2|3-facs_279_tr_1755674215	death|birth	yes	Zylbercweig lexicon
לאָס-אַנדזשעלעס	לאס אנדזשעלעס	Los Angeles	Q65	settlement	154	Los Angeles (Calif.)	לוס אנג'לס (קליפורניה)	WIKIDATA	4-facs_406_tr_1755029923|4-facs_654_tr_1755029981|4-facs_654_tr_1755029982|6-facs_652_tr_1747931529	death	yes	Zylbercweig lexicon
באַמבערג		Bamberg	Q3936	neighborhood	141	Bamberg (Germany)	במברג (גרמניה)	WIKIDATA	4-facs_598_tr_1755029985|4-facs_598_tr_1755029985	death|birth	yes	Zylbercweig lexicon
לאָסאַנדזשעלעס	לאס אנדזשעלעס	Los Angeles	Q65	settlement	154	Los Angeles (Calif.)	לוס אנג'לס (קליפורניה)	WIKIDATA	4-facs_656_r	death	yes	Zylbercweig lexicon
20 מייל פֿון ברעמען	ברעמען	Bremen	Q24879	neighborhood	580	Bremen (Germany)	ברמן (גרמניה)	WIKIDATA	4-facs_661_tr_1755030261	death	yes	Zylbercweig lexicon
דראָהאָביטש	דראהביטש	Drohobych	Q158821	settlement	977	Drohobych (Ukraine)	דרוהוביץ (אוקראינה)	WIKIDATA	5-facs_83_tr_1733059382	death	yes	Zylbercweig lexicon
אָדעם	אדעס	Odesa	Q1874	settlement	740	Odesa (Ukraine)	אודסה (אוקראינה)	WIKIDATA	1-facs_250_tr_1741260267|1-facs_260_tr_1741260284|1-facs_289_tr_1739714920|1-facs_289_tr_1739714916|1-facs_311_tr_1741260476|1-facs_322_tr_1741260430|1-facs_339_tr_1741260410|1-facs_358_tr_1741260401|1-facs_367_tr_1741260402|1-facs_378_tr_1739715267|1-facs_380_r_2|1-facs_383_r_6|1-facs_389_tr_1739715078|1-facs_46_tr_1740521011|1-facs_50_tr_1740521042|1-facs_116_r_1|1-facs_139_tr_1740521045|1-facs_151_tr_1740521138	death|birth	yes	Zylbercweig lexicon
בראַאילע		Brăila	Q188478	settlement	9693	Brăila (Romania)	בראילה (רומניה)	WIKIDATA	1-facs_260_tr_1741260284	death	yes	Zylbercweig lexicon
פּאָריז	פאריז	Paris	Q90	settlement	419	Paris (France)	פריס (צרפת)	WIKIDATA	1-facs_265_tr_1741260315	death	yes	Zylbercweig lexicon
באָסטאָן	באסטאן	Boston	Q100	settlement	516	Boston (Mass.)	בוסטון (מסצ'וסטס)	WIKIDATA	1-facs_278_r_2|2-facs_73_r|1-facs_276_tr_1741260302|1-facs_277_tr_1741260246|1-facs_405_TextRegion_1710157077617_269|2-facs_254_r_4|6-facs_182_tr_1747825093	death|birth	yes	Zylbercweig lexicon
מאַנטעפיאָרע-שפּיטאָל	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	1-facs_283_tr_1741260226	death	yes	Zylbercweig lexicon
מאָהילעוו-פּאָדאָלסק		Mohyliv-Podilskyi	Q997469	settlement	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	מויליב-פודילסקי (אוקראינה)	WIKIDATA	1-facs_285_r_2|2-facs_402_tr_1744366863	death|birth	yes	Zylbercweig lexicon
אַ דאָרף נעבן יעקאַטערינאָסלאָוו	דניפרא	Dnipro	Q48256	settlement	87632	Dnipro (Ukraine)	דניפרו (אוקראינה)	WIKIDATA	1-facs_288_tr_1741260218	death	yes	Zylbercweig lexicon
סט. לואיס	סאנט לואיס	St. Louis	Q38022	settlement	109	Saint Louis (Mo.)	סנט לואיס (מיזורי)	WIKIDATA	1-facs_292_tr_1741260501	death	no	Zylbercweig lexicon
בראָדי	בראָד	Brody	Q465104	settlement	677	Brody (Ukraine)	ברודי (אוקראינה)	WIKIDATA	1-facs_299_tr_1741260427|1-facs_130_tr_1740521104|1-facs_131_tr_1740521165|1-facs_132_tr_1740520961|6-facs_90_r_2	death|birth	yes	Zylbercweig lexicon
קראָקע	קראקע	Kraków	Q31487	settlement	489	Krakow (Poland)	קרקוב (פולין)	WIKIDATA	1-facs_299_tr_1741260436|1-facs_380_tr_1739715264|1-facs_133_tr_1740521134|2-facs_71_tr_1744131401|2-facs_284_tr_1744280792|2-facs_408_tr_1744366806|5-facs_334_tr_1739221285|5-facs_353_r|1-facs_299_tr_1741260436|1-facs_74_r_1|2-facs_71_tr_1744131401|2-facs_77_tr_1744131367|2-facs_77_tr_1744131366|2-facs_121_tr_1744279183|5-facs_169_tr_1735652587|5-facs_334_tr_1739221285|5-facs_402_r_2	death|birth	yes	Zylbercweig lexicon
ריאָ דע זשענייראָ	ריא דע זשאנערא	Rio de Janeiro	Q8678	settlement	448	Rio de Janeiro (Brazil)	ריו דה ז'ניירו (ברזיל)	WIKIDATA	1-facs_303_tr_1741260398	death	yes	Zylbercweig lexicon
משוגעים-הויז לאָנדאָן	לאנדאן	London	Q84	settlement	688	London (England)	לונדון (אנגליה)	WIKIDATA	1-facs_307_tr_1741260375	death	yes	Zylbercweig lexicon
פֿילאָדעלפיע	פילאדעלפיע	Philadelphia	Q1345	settlement	408	Philadelphia (Pa.)	פילדלפיה (פנסילבניה)	WIKIDATA	1-facs_311_tr_1741260476|1-facs_107_tr_1740521167|1-facs_150_tr_1740521115|6-facs_464_tr_1747930212|6-facs_648_tr_1747930309|7-facs_63_tr_1756359790|1-facs_22_tr_1740515222|1-facs_103_tr_1740521107|6-facs_566_r_2	death|birth	yes	Zylbercweig lexicon
לאָס אַנדזשעלאָס	לאס אנדזשעלעס	Los Angeles	Q65	settlement	154	Los Angeles (Calif.)	לוס אנג'לס (קליפורניה)	WIKIDATA	1-facs_320_tr_1741260430|2-facs_215_tr_1744280690	death	yes	Zylbercweig lexicon
רווינסק	ראוונע	Rivne	Q156739	settlement	1728	Rivne (Rivnensʹka oblastʹ, Ukraine)	רובנו (מחוז רובנו, אוקראינה)	WIKIDATA	1-facs_322_tr_1741260430	death	yes	Zylbercweig lexicon
בריסעל	בריסל	City of Brussels	Q239	settlement	575	Brussels (Belgium)	בריסל (בלגיה)	WIKIDATA	1-facs_335_tr_1741260385	death	yes	Zylbercweig lexicon
מילוואָקי	מילוואקי	Milwaukee	Q37836	settlement	7493	Milwaukee (Wis.)	מילווקי (ויסקונסין)	WIKIDATA	1-facs_361_r_9|4-facs_364_tr_1755030303|6-facs_425_r_5	death|birth	yes	Zylbercweig lexicon
סאָן-פֿראַנציסקאָ	סאן פראנציסקא	San Francisco	Q62	settlement	6462	San Francisco (Calif.)	סן פרנסיסקו (קליפורניה)	WIKIDATA	1-facs_376_tr_1741260448	death	yes	Zylbercweig lexicon
אָדעס	אדעס	Odesa	Q1874	settlement	740	Odesa (Ukraine)	אודסה (אוקראינה)	WIKIDATA	1-facs_382_r_5|2-facs_9_r|2-facs_10_tr_1743943354|2-facs_81_r_2|2-facs_150_tr_1744279160|2-facs_154_tr_1744279071|2-facs_157_r|2-facs_189_tr_1744279158|2-facs_287_tr_1744280748|2-facs_381_tr_1744366860|6-facs_153_tr_1747825076|7-facs_71_r_1|4-facs_132_tr_1754224993|4-facs_204_tr_1754998531|4-facs_359_tr_1754998378|1-facs_209_tr_1741260252|1-facs_210_tr_1741260180|1-facs_211_tr_1741260275|1-facs_283_tr_1741260246|1-facs_286_TextRegion_1711970478754_176|1-facs_286_TextRegion_1711970335588_157|1-facs_287_tr_1741260232|1-facs_300_tr_1741260424|1-facs_308_tr_1741260520|1-facs_362_TextRegion_1710853974551_399|1-facs_362_TextRegion_1710853958237_371|1-facs_366_tr_1741260403|1-facs_382_r_5|1-facs_395_r_8|1-facs_414_tr_1739715075|1-facs_415_TextRegion_1710155882799_118|1-facs_17_r_9|1-facs_17_r_3|1-facs_19_r|1-facs_19_r_6|1-facs_23_r|1-facs_33_tr_1740521056|1-facs_49_tr_1740521087|1-facs_51_tr_1740521052|1-facs_59_tr_1740521090|1-facs_76_tr_1740520936|1-facs_78_tr_1740521048|1-facs_81_tr_1740521184|1-facs_81_tr_1740521171|1-facs_90_tr_1740521094|1-facs_95_r_134|1-facs_112_tr_1740521166|1-facs_149_tr_1740521039|1-facs_202_tr_1741260239|2-facs_33_r|2-facs_52_tr_1744131407|2-facs_52_tr_1744131414|2-facs_70_tr_1744131377|2-facs_73_r|2-facs_77_tr_1744131362|2-facs_81_r_2|2-facs_85_r|2-facs_106_tr_1744279090|2-facs_113_tr_1744279135|2-facs_129_tr_1744279177|2-facs_177_r_2|2-facs_188_tr_1744279090|2-facs_216_tr_1744280692|2-facs_243_tr_1744280772|2-facs_245_tr_1744280733|2-facs_250_tr_1744280778|2-facs_256_tr_1744280806|2-facs_259_tr_1744280735|2-facs_259_tr_1744280724|2-facs_300_tr_1744280756|2-facs_308_tr_1744365761|2-facs_321_tr_1744365722|2-facs_322_tr_1744365727|2-facs_338_tr_1744365807|2-facs_342_tr_1744365730|2-facs_355_r_4|2-facs_356_r|2-facs_356_tr_1744365739|2-facs_376_tr_1744366801|2-facs_381_r_4|2-facs_382_tr_1744366868|3-facs_267_tr_1755674219|3-facs_269_tr_1755674195|3-facs_273_tr_1755674142|3-facs_289_tr_1755803001|3-facs_332_tr_1756058884|5-facs_56_r_1|5-facs_153_tr_1735652603|5-facs_197_tr_1736588932|5-facs_229_tr_1739222572|5-facs_272_tr_1739221128|5-facs_352_r_3|5-facs_546_tr_1739220658|5-facs_588_tr_1739222289|5-facs_593_r_17|6-facs_81_r_1|6-facs_244_tr_1747928999|6-facs_246_r|6-facs_255_tr_1747928944|6-facs_259_tr_1747928894|6-facs_291_tr_1747928923|6-facs_432_tr_1747930458|6-facs_467_tr_1747930274|6-facs_644_r|6-facs_649_tr_1747930511|7-facs_25_r_3|7-facs_68_tr_1756359770|7-facs_71_r_1	death|birth	yes	Zylbercweig lexicon
סינסינעטי		Cincinnati	Q43196	settlement	7550	Cincinnati (Ohio)	סינסינטי (אוהיו)	WIKIDATA	1-facs_383_tr_1739715273|2-facs_319_tr_1744365790|6-facs_46_tr_1747746173|4-facs_323_tr_1754998449|6-facs_48_tr_1747746203|6-facs_72_tr_1747746141	death|birth	no	Zylbercweig lexicon
אָטוואָצק		Otwock	Q200926	settlement	741	Otwock (Poland)	אוטבוצק (פולין)	NAME_EXACT	1-facs_390_tr_1739715034|2-facs_311_tr_1744365774|5-facs_298_r	death	yes	Zylbercweig lexicon
אויפֿן וועג פֿון כאָסטאָן קיין ניו יאָרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	1-facs_407_tr_1739715069	death	yes	Zylbercweig lexicon
סימפעראָפּאָל		Simferopol	Q43421	settlement	7909	Richmond (Va.)	ריצ'מונד (וירג'יניה)	WIKIDATA	1-facs_411_tr_1739715053	death	yes	Zylbercweig lexicon
קיעוו	קיעוו	Kyiv	Q1899	settlement	958	Kiev (Ukraine)	קייב (אוקראינה)	WIKIDATA	1-facs_414_r_3|2-facs_259_tr_1744280724|5-facs_589_r_6|7-facs_54_tr_1756359768|4-facs_27_r_14|4-facs_138_tr_1754224987|4-facs_660_tr_1755030253|1-facs_257_r_5|1-facs_290_tr_1741260473|1-facs_364_tr_1741260425|1-facs_65_tr_1740520943|1-facs_97_tr_1740520952|1-facs_123_tr_1740520964|1-facs_142_tr_1740521054|1-facs_200_tr_1714741439|2-facs_50_tr_1744131400|2-facs_82_r_2|2-facs_89_tr_1744131435|2-facs_179_tr_1744279074|2-facs_278_tr_1744280823|2-facs_279_tr_1744280717|2-facs_362_tr_1744366866|2-facs_362_tr_1744366871|2-facs_391_tr_1744366853|3-facs_30_r_5|3-facs_37_tr_1752653030|5-facs_231_tr_1739221365|5-facs_307_r|5-facs_368_r|5-facs_368_r_2|5-facs_401_tr_1739221644|5-facs_438_r_16|5-facs_438_r_10|5-facs_589_tr_1739220590|5-facs_593_tr_1739221042|6-facs_71_r_13|6-facs_247_tr_1747928913|6-facs_662_tr_1747931526	death|birth	no	Zylbercweig lexicon
בודאָפּעסט	בודאפעשט	Budapest	Q1781	settlement	513	Budapest (Hungary)	בודפסט (הונגריה)	WIKIDATA	1-facs_19_r|1-facs_131_tr_1740521160|4-facs_387_r|1-facs_348_tr_1741260380	death|birth	yes	Zylbercweig lexicon
מינסק	מינסק	Minsk	Q2280	settlement	248	Minsk (Belarus)	מינסק (בלארוס)	WIKIDATA	1-facs_45_tr_1740521081|2-facs_82_tr_1744131388|2-facs_84_tr_1744131380|5-facs_563_tr_1739221876|6-facs_231_tr_1747928940|1-facs_206_tr_1741260268|1-facs_257_tr_1741260316|1-facs_302_r|1-facs_337_r_1|1-facs_381_tr_1739715266|1-facs_61_tr_1740521166|1-facs_77_tr_1740520973|1-facs_87_tr_1740520982|1-facs_108_tr_1740521022|1-facs_123_r_2|1-facs_146_tr_1740520955|2-facs_57_tr_1744131462|2-facs_75_tr_1744131424|2-facs_134_tr_1744279151|2-facs_172_tr_1744279164|2-facs_309_tr_1744365735|2-facs_322_tr_1744365724|3-facs_275_tr_1755674154|3-facs_280_r_3|3-facs_308_tr_1755973377|5-facs_355_tr_1739221123|5-facs_371_tr_1739222498|5-facs_421_tr_1739222376|6-facs_98_tr_1747746110|6-facs_170_tr_1747825074|6-facs_178_tr_1747825078|6-facs_244_tr_1747929009|6-facs_246_tr_1747928955|6-facs_253_tr_1747928926|7-facs_83_tr_1757228886	death|birth	no	Zylbercweig lexicon
יידישן שפּיטאָל אין וואַרשע	ווארשע	Warsaw	Q270	settlement	953	Warsaw (Poland)	ורשה (פולין)	WIKIDATA	1-facs_51_tr_1740521052	death	yes	Zylbercweig lexicon
דענווער	דענווער	Denver	Q16554	settlement	972	Denver (Colo.)	דנוור (קולורדו)	WIKIDATA	1-facs_57_tr_1740521103|1-facs_62_tr_1740520958|2-facs_308_tr_1744365763	death|birth	no	Zylbercweig lexicon
בוענאָסאיירעס	בוענאס איירעס	Buenos Aires	Q1486	settlement	510	Buenos Aires (Argentina)	בואנוס איירס (ארגנטינה)	WIKIDATA	1-facs_60_tr_1740521080	death	yes	Zylbercweig lexicon
ניויאָרקער שפּיטאָל פֿאַר גייסטיק-קראַנקע	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	1-facs_74_tr_1740521143	death	yes	Zylbercweig lexicon
וואַרשעווער יידישן שפּיטאָל	ווארשע	Warsaw	Q270	settlement	953	Warsaw (Poland)	ורשה (פולין)	WIKIDATA	1-facs_82_tr_1740520982	death	yes	Zylbercweig lexicon
פּראָווידענס	פראווידענס	Providence	Q18383	settlement	7741	Providence (R.I.)	פרובידנס (רוד איילנד)	WIKIDATA	1-facs_83_tr_1740521018	death	yes	Zylbercweig lexicon
ווילנער „משמרת החולים“	ווילנע	Vilnius	Q216	settlement	943	Vilnius (Lithuania)	וילנה (ליטא)	WIKIDATA	1-facs_84_tr_1740520941	death	yes	Zylbercweig lexicon
סטאָמבול	סטאמבול	Istanbul	Q406	settlement	533	Istanbul (Turkey)	איסטנבול (תורכיה)	WIKIDATA	1-facs_91_r_5	death	yes	Zylbercweig lexicon
בראַנזוויל	ברוינזוויל	Brownsville	Q991279	neighborhood	12357	Brownsville (New York, N.Y.)	ברונזויל (ניו יורק, ניו יורק)	WIKIDATA	1-facs_93_tr_1740521079	death	yes	Zylbercweig lexicon
ריגע	ריגע	Riga	Q1773	settlement	60	Riga (Latvia)	ריגה (לטביה)	WIKIDATA	1-facs_97_tr_1740520944|5-facs_103_tr_1733832686|7-facs_77_tr_1757228908|4-facs_142_tr_1754377600|1-facs_340_tr_1741260475|1-facs_36_tr_1740520948|2-facs_35_tr_1744131361|2-facs_57_r_6|2-facs_69_tr_1744131404|2-facs_152_tr_1744279180|2-facs_186_r_2|2-facs_403_tr_1744366822|3-facs_130_tr_1754820307|3-facs_321_tr_1756057140|5-facs_263_tr_1739220950|5-facs_353_tr_1739222259|5-facs_371_r_6|5-facs_588_r_2|6-facs_48_tr_1747746197|6-facs_102_tr_1747825165	death|birth	no	Zylbercweig lexicon
יעקאַטערינאָסלאָוו	דניפרא	Dnipro	Q48256	settlement	87632	Dnipro (Ukraine)	דניפרו (אוקראינה)	WIKIDATA	1-facs_105_tr_1740521096|2-facs_299_tr_1744280815|4-facs_333_tr_1754998452|1-facs_254_tr_1741260246|1-facs_288_tr_1741260218|1-facs_289_r_3|1-facs_62_tr_1740520958|1-facs_68_tr_1740521054|2-facs_182_tr_1744279063|2-facs_323_tr_1744365725|2-facs_382_tr_1744366861|3-facs_284_tr_1755674201|5-facs_547_tr_1739222039	death|birth	yes	Zylbercweig lexicon
פאַריז	פאריז	Paris	Q90	settlement	419	Paris (France)	פריס (צרפת)	WIKIDATA	1-facs_105_tr_1740521090|2-facs_111_tr_1744279142|2-facs_250_tr_1744280768|3-facs_275_tr_1755674168|6-facs_24_r_2|6-facs_152_tr_1747825185|6-facs_271_r_1|6-facs_291_tr_1747928923|7-facs_29_tr_1756359803	death	yes	Zylbercweig lexicon
קאָוונע	קאוונע	Kaunas	Q4115712	settlement	382	Kaunas (Lithuania)	קובנה (ליטא)	WIKIDATA	1-facs_111_tr_1740520942|5-facs_592_r_12|5-facs_592_r_16|5-facs_592_r_18|4-facs_360_tr_1754998576|1-facs_341_TextRegion_1710852353404_65|1-facs_90_tr_1740521114|1-facs_93_r_1|1-facs_103_r_2|1-facs_111_tr_1740520942|2-facs_254_tr_1744280773|3-facs_124_tr_1754820300|7-facs_36_r_2	death|birth	yes	Zylbercweig lexicon
יאָסי	יאס	Iași	Q46852	settlement	669	Iași (Romania)	יאסי (רומניה)	WIKIDATA	1-facs_121_r_7|6-facs_147_tr_1747825115|4-facs_96_tr_1753602020|1-facs_205_tr_1741260271|1-facs_206_tr_1741260252|1-facs_260_tr_1741260302|1-facs_261_tr_1741260189|1-facs_283_tr_1741260236|1-facs_284_r_9|1-facs_309_tr_1741260471|1-facs_332_tr_1741260410|1-facs_358_tr_1741260405|1-facs_363_TextRegion_1710854126127_478|1-facs_406_tr_1739715063|1-facs_20_tr_1740515222|1-facs_59_tr_1740521087|1-facs_60_tr_1740521090|1-facs_80_tr_1740521116|1-facs_121_r_7|1-facs_149_tr_1740521034|1-facs_150_r|1-facs_153_tr_1740521008|1-facs_153_tr_1740521003|2-facs_194_tr_1744279147|2-facs_255_tr_1744280686|2-facs_265_tr_1744280818|2-facs_326_r_2|2-facs_329_tr_1744365802|2-facs_337_tr_1744365760|2-facs_338_tr_1744365800|2-facs_361_tr_1744366834|2-facs_365_tr_1744366810|2-facs_382_tr_1744366859|2-facs_383_r_91|3-facs_283_tr_1755674206|3-facs_318_tr_1756045383|5-facs_58_tr_1733050538|5-facs_272_tr_1739221123|5-facs_371_tr_1739222500|5-facs_430_r|6-facs_22_tr_1747746208|6-facs_58_r|6-facs_59_r_33|6-facs_78_tr_1747746119|6-facs_103_tr_1747825052|6-facs_104_tr_1747825074|6-facs_105_tr_1747825151|6-facs_108_r_85|6-facs_150_tr_1747825139|6-facs_156_tr_1747825094|6-facs_180_tr_1747825079|6-facs_418_tr_1747930192	death|birth	yes	Zylbercweig lexicon
א קליינער שטאָט ביי בוקאַרעסט	בוקארעשט	Bucharest	Q19660	settlement	656	Bucharest (Romania)	בוקרסט (רומניה)	WIKIDATA	1-facs_127_tr_1740521131	death	yes	Zylbercweig lexicon
פּיטסבורג	פיטסבורג	Pittsburgh	Q1342	settlement	7508	Pittsburgh (Pa.)	פיטסברג (פנסילבניה)	WIKIDATA	1-facs_131_tr_1740521178|2-facs_35_tr_1744131361	death	yes	Zylbercweig lexicon
ניו יאַרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	1-facs_135_tr_1740521015|1-facs_147_tr_1740521016|1-facs_148_tr_1740521146	death	yes	Zylbercweig lexicon
סאַראָקע		Soroca	Q853785	settlement	63	Soroca (Moldova)	סורוקה (מולדובה)	WIKIDATA	1-facs_136_tr_1740521121	death	yes	Zylbercweig lexicon
באָך קריניצאָ		Krynica-Zdrój	Q259497	settlement	15423	Krynica (Nowy Sącz, Poland)	קרניצה (צנז, פולין)	NAME_EXACT	1-facs_138_tr_1740521003	death	yes	Zylbercweig lexicon
פֿאָלסבורג	פאלסבורג	Fallsburg	Q3569718	settlement	369	Fallsburg (N.Y. : Town)	פלסבורג (ניו יורק)	WIKIDATA	2-facs_32_tr_1744131393	death	yes	Zylbercweig lexicon
לאָדזש	לאדזש	Łódź	Q580	settlement	179	Łódź (Poland)	לודז' (פולין)	WIKIDATA	2-facs_46_tr_1744131398|3-facs_315_tr_1756044900|6-facs_44_tr_1747746152|6-facs_244_tr_1747928999|4-facs_330_tr_1754998389|1-facs_335_tr_1741260409|1-facs_402_tr_1739715097|2-facs_110_tr_1744279157|2-facs_114_tr_1744279200|2-facs_131_tr_1744279096|2-facs_307_tr_1744365741|3-facs_146_tr_1754213821|3-facs_277_tr_1755674190|5-facs_40_r_105|5-facs_97_tr_1733059493|5-facs_184_tr_1736588987|5-facs_560_tr_1739220843|5-facs_617_r_221|6-facs_45_tr_1747746110|6-facs_64_tr_1747746195|6-facs_66_tr_1747746213|6-facs_105_tr_1747825152|6-facs_406_tr_1747930314|7-facs_52_r_13	death|birth	yes	Zylbercweig lexicon
יעקאַטערינאָסלאַוו	דניפרא	Dnipro	Q48256	settlement	87632	Dnipro (Ukraine)	דניפרו (אוקראינה)	WIKIDATA	2-facs_56_tr_1744131366|4-facs_130_r_2|2-facs_90_tr_1744131429	death|birth	yes	Zylbercweig lexicon
בּערלין	בערלין	Berlin	Q64	settlement	578	Berlin (Germany)	ברלין (גרמניה)	WIKIDATA	2-facs_57_tr_1744131457	death	yes	Zylbercweig lexicon
כמעלניק	כמעלניק	Chmielnik	Q991973	settlement	722	Chmielnik (Poland)	חמלניק (פולין)	WIKIDATA	2-facs_86_tr_1744131447|2-facs_179_tr_1744279081|2-facs_377_tr_1744366871|6-facs_612_r	death|birth	yes	Zylbercweig lexicon
יאַסי	יאס	Iași	Q46852	settlement	669	Iași (Romania)	יאסי (רומניה)	WIKIDATA	2-facs_135_tr_1744279197|1-facs_400_r_2|1-facs_401_r_14|1-facs_408_TextRegion_1710064957426_326|1-facs_17_tr_1713546853|1-facs_45_r_4|2-facs_87_tr_1744131445|2-facs_90_tr_1744131428|2-facs_112_tr_1744279073|2-facs_128_tr_1744279152|2-facs_198_r	death|birth	yes	Zylbercweig lexicon
נאָוואָטשערקאס		Novocherkassk	Q175452	settlement	9081	Novocherkassk (Russia)	נובוצ'רקוסק (רוסיה)	WIKIDATA	2-facs_156_tr_1744279145	death	yes	Zylbercweig lexicon
באָלטימאָר	באלטימאר, מערילענד	Baltimore	Q5092	settlement	515	Baltimore (Md.)	בולטימור (מרילנד)	WIKIDATA	2-facs_182_tr_1744279063	death	yes	Zylbercweig lexicon
ניו־יאָרק	ניו יארק	New York City	Q60	settlement	32	New York (N.Y.)	ניו יורק (נ.י.)	WIKIDATA	2-facs_198_r	death	yes	Zylbercweig lexicon
