UID	HebName	EngClean	orig_status	orig_grade	engine_pick_id	resolved_kima_id	resolved_rom	dist_km	method	verdict	Latitude	Longitude	Sourcing	KaganID	JGenID	USBGN	YS_id	candidates
PL-01177	ניגלאוויץ	Niegłowice	no_match	C_review					none	NO_CANDIDATE	49.7061023	21.4599553	Kagan	5254				
PL-01178	קרוניק	Krynki	name_exact	A_autolink	23863	23863	Krynki (Poland)	0.1	exact_geoverified	KEEP	53.2639896	23.7725	Kagan	7888	212	-511203		23863
PL-01178	קרינאק	Krynki	name_exact	A_autolink	23863	23863	Krynki (Poland)	0.1	exact_geoverified	KEEP	53.2639896	23.7725	Kagan	7888	212	-511203		23863
PL-01178	קריניק	Krynki	name_exact	A_autolink	23863	23863	Krynki (Poland)	0.1	exact_geoverified	KEEP	53.2639896	23.7725	Kagan	7888	212	-511203		23863
PL-01178	קרינעק	Krynki	name_exact	A_autolink	23863	23863	Krynki (Poland)	0.1	exact_geoverified	KEEP	53.2639896	23.7725	Kagan	7888	212	-511203		23863
PL-01178	קרינק	Krynki	name_exact	A_autolink	23863	23863	Krynki (Poland)	0.1	exact_geoverified	KEEP	53.2639896	23.7725	Kagan	7888	212	-511203		23863
PL-01178	קרינקי	Krynki	name_exact	A_autolink	23863	23863	Krynki (Poland)	0.1	exact_geoverified	KEEP	53.2639896	23.7725	JGen	7888	212	-511203		23863
PL-01179	ליפניק	Lipnik	name_exact	A_autolink	20693	20693	Lipník nad Bečvou (Czech Republic)	182.7	exact_geoverified	REVIEW	49.793856	20.0916119999999	Kagan	4467				20693
PL-01181	לאנקטי	Łąkta Górna	no_match	C_review					none	NO_CANDIDATE	49.8383405	20.4347174999999	Kagan	4252				
PL-01182	זבידנוב	Zbydniów	no_match	C_review					none	NO_CANDIDATE	50.6353658	21.9388594	Kagan	3148				
PL-01182	זבידנעוו	Zbydniów	no_match	C_review					none	NO_CANDIDATE	50.6353658	21.9388594	Kagan	3148				
PL-01183	מושקעוו	Myszków	fuzzy	C_review		6883	Wyszków (Poland)	269.2	coord_rearbitrated	REVIEW	50.5706845	19.3144636999999	Kagan	4954	1523	-517704		80304|6883
PL-01183	מישקאוו	Myszków	fuzzy	C_review		6883	Wyszków (Poland)	269.2	coord_rearbitrated	REVIEW	50.5706845	19.3144636999999	Kagan	4954	1523	-517704		80304|6883
PL-01184	דלוגע	Długie	fuzzy	C_review		76106	Delag (Yemen)		coord_rearbitrated	NO_COORD	49.5779796	22.0437531	Kagan	2102				76106
PL-01184	דליגע	Długie	fuzzy	C_review		76106	Delag (Yemen)		coord_rearbitrated	NO_COORD	49.5779796	22.0437531	Kagan	2102				76106
PL-01186	קארציקעס	Korczaki	no_match	C_review					none	NO_CANDIDATE	53.03471	21.54278	Kagan	7396				
PL-01187	ליסאביק	Łysobyki	no_match	C_review					none	NO_CANDIDATE	51.2493519	23.1011392	Kagan	4441				
PL-01187	ליסעביק	Łysobyki	no_match	C_review					none	NO_CANDIDATE	51.2493519	23.1011392	Kagan	4441				
PL-01188	אנטיניעס	Antonie	fuzzy	C_review		8068	Antony (France)	1426.6	coord_rearbitrated	REJECT	53.1191	21.52047	Kagan	515				20242|8068|5788
PL-01188	אנטינס	Antonie	fuzzy	C_review		8068	Antony (France)	1426.6	coord_rearbitrated	REJECT	53.1191	21.52047	Added to Kagan	515				20242|8068|5788
PL-01189	נאוואסעליץ	Nowosielec	fuzzy	C_review		11673	Novoselyt︠s︡i︠a︡ (Chernivet︠s︡ʹka oblastʹ, Ukraine)	387.6	coord_rearbitrated	REJECT	50.44749	22.15408	Kagan	5159				11673|20123
PL-01189	נאוויסעליץ	Nowosielec	fuzzy	C_review		11673	Novoselyt︠s︡i︠a︡ (Chernivet︠s︡ʹka oblastʹ, Ukraine)	387.6	coord_rearbitrated	REJECT	50.44749	22.15408	Kagan	5159				11673|20123
PL-01189	נאווישעליץ	Nowosielec	no_match	C_review					none	NO_CANDIDATE	50.44749	22.15408	Kagan	5159				
PL-01190	יאשווילע	Jaświły	fuzzy	C_review		24700	Ashville (N.Y.)	7073.1	coord_rearbitrated	REJECT	53.4791416	22.9493179999999	Kagan	4032				24700|7895
PL-01191	גלאזנאוו	Głaznów	no_match	C_review					none	NO_CANDIDATE	52.2518327	19.1306631999999	Kagan	1696				
PL-01192	יוטערשין	Jutrosin	no_match	C_review					none	NO_CANDIDATE	51.6522585	17.1688525	Added to Kagan	4048				
PL-01192	יוטראשין	Jutrosin	no_match	C_review					none	NO_CANDIDATE	51.6522585	17.1688525	Kagan	4048				
PL-01193	ווילטשיסק	Wilczyska	no_match	C_review					none	NO_CANDIDATE	49.6743857999999	20.9477743	Kagan	2796				
PL-01194	ברעטץ	Brójce	no_match	C_review					none	NO_CANDIDATE	52.3167532	15.6742026	Prenum - Derashot Gavri	1543				
PL-01194	ברעץ	Brójce	fuzzy	C_review		16047	Brits (South Africa)	8745.4	coord_rearbitrated	REJECT	52.3167532	15.6742026	Kagan	1543				16047
PL-01195	באריווס	Borowce	fuzzy	C_review		13473	Brives-Charensac (France)	1562.8	coord_rearbitrated	REJECT	52.9962	21.71255	Kagan	1078				13473|18680|21441|79817|87397
PL-01196	חאטש	Chocz	no_match	C_review					none	NO_CANDIDATE	51.9757978999999	17.8695451999999	Kagan	4121				
PL-01196	כאטש	Chocz	no_match	C_review					none	NO_CANDIDATE	51.9757978999999	17.8695451999999	Kagan	4121				
PL-01197	רודקע	Rudka	fuzzy	C_review		13153	Rudky (Lʹvivsʹka oblastʹ, Ukraine)	179.7	coord_rearbitrated	REVIEW	51.2656252999999	23.6573016999999	Kagan	8141				13153|72604
PL-01198	רודע	Ruda	no_match	C_review					none	NO_CANDIDATE	51.2569751	23.5847165	Kagan	8139				
PL-01198	רידע	Ruda	no_match	C_review					none	NO_CANDIDATE	51.2569751	23.5847165	Kagan	8139				
PL-01199	קשינעוולאגע	Krzynowłoga Mała	no_match	C_review					none	NO_CANDIDATE	53.1569647	20.7857113999999	Kagan	7918				
PL-01200	פוציג	Puck	fuzzy	C_review		89833	Puck, Poland (Powiat)	2.1	coord_rearbitrated	KEEP	54.7180477	18.4086338999999	Kagan	6501				89833
PL-01201	לאזיסק	Łaziska Górne	no_match	C_review					none	NO_CANDIDATE	50.1494	18.8402799	Kagan	4209				
PL-01202	סטראפאצינע	Strachocina	no_match	C_review					none	NO_CANDIDATE	49.6094224	22.0809683	Kagan	5797				
PL-01203	מענדזיחאוו	Mędrzechów	no_match	C_review					none	NO_CANDIDATE	50.2875939	20.9589896	Kagan	5038				
PL-01203	מענדזעכאוו	Mędrzechów	no_match	C_review					none	NO_CANDIDATE	50.2875939	20.9589896	Kagan	5038				
PL-01204	פאקרזעווני	Pokrzywna	no_match	C_review					none	NO_CANDIDATE	50.2871226	17.4531433	Kagan	6443				
PL-01204	פאקשיוונע	Pokrzywna	no_match	C_review					none	NO_CANDIDATE	50.2871226	17.4531433	Kagan	6443				
PL-01205	אחאטא	Ochota	name_exact	A_autolink	20902	20902	Ochota (Warsaw, Poland)	1.0	exact_geoverified	KEEP	52.2103359	20.9712206	Kagan	382				20902
PL-01205	אכאטע	Ochota	name_exact	A_autolink	20902	20902	Ochota (Warsaw, Poland)	1.0	exact_geoverified	KEEP	52.2103359	20.9712206	Kagan	382				20902
PL-01206	זוקיב	Zuków	no_match	C_review					none	NO_CANDIDATE	53.15523	15.1085768	Kagan	3175				
PL-01206	זוקעוו	Zuków	no_match	C_review					none	NO_CANDIDATE	53.15523	15.1085768	Kagan	3175				
PL-01207	ווילאנאוו	Wilanów	name_exact	A_autolink	14567	14567	Wilanów (Warsaw, Poland)	335.1	exact_geoverified	KEEP	51.88833	16.20472	Kagan	2791				14567
PL-01208	אלטשניק	Oleśniki	no_match	C_review					none	NO_CANDIDATE	51.1140369999999	23.0214711	Kagan	456				
PL-01209	פאפאווע	Popowo Kościelne	no_match	C_review					none	NO_CANDIDATE	52.7146636	17.2672234	Kagan	6416				
PL-01210	בארק	Borek	fuzzy	C_review		13619	Brok (Ostrołęka, Poland)	320.5	coord_rearbitrated	REJECT	54.28333	17.8	Kagan	1100				75548|6702|13619|70198|24642
PL-01211	קערלין	Karlino	fuzzy	C_review		578	Berlin (Germany)	236.5	coord_rearbitrated	REVIEW	54.03351	15.8769	Kagan	7774				10484|578
PL-01212	מענדזיליש	Międzyleś	no_match	C_review					none	NO_CANDIDATE	52.3645223	21.4733099	Kagan	5037				
PL-01213	לאוויסק	Łowisko	no_match	C_review					none	NO_CANDIDATE	50.30172	22.18471	Kagan	4200				
PL-01214	ראדוי	Radawie	fuzzy	C_review		26018	Radawa (Poland)	324.9	coord_rearbitrated	REJECT	50.78566	18.29168	Kagan	7957				26018
PL-01215	שעניצע	Siennica	no_match	C_review					none	NO_CANDIDATE	52.0821781	21.6196451	Kagan	8636	3526	-527881		
PL-01216	דז'ויניאץ' גורני	Dźwiniacz	no_match	C_review					none	NO_CANDIDATE	49.1499182	22.7860209999999	JGen	2010	5912	-500692		
PL-01216	דזשוויניאטש	Dźwiniacz	no_match	C_review					none	NO_CANDIDATE	49.1499182	22.7860209999999	Kagan	2010	5912	-500692		
PL-01217	אלדיקעס	Ołdaki	no_match	C_review					none	NO_CANDIDATE	53.09617	21.69368	Kagan	406				
PL-01218	ליסיקאב	Łysaków	no_match	C_review					none	NO_CANDIDATE	51.3000012	22.6660254	Kagan	4449				
PL-01218	ליסיקעוו	Łysaków	fuzzy	C_review		73290	Lyskovo (Nizhegorodskai︠a︡ oblastʹ, Russia)	1555.5	coord_rearbitrated	REJECT	51.3000012	22.6660254	Kagan	4449				73290
PL-01219	טוראסלוי	Turośl	no_match	C_review					none	NO_CANDIDATE	53.433014	21.6989028	Kagan	3470				
PL-01220	טראווי	Trawy	fuzzy	C_review		10215	Turov (Belarus)	410.6	coord_rearbitrated	REJECT	52.4101024	21.73057	Kagan	3676				10215|21664|9414|16469
PL-01221	אלביגאב	Albigowa	fuzzy	C_review		80576	Albigowa (Poland)	0.6	coord_rearbitrated	KEEP	50.0176399	22.2249663	Kagan	398				80576
PL-01221	אלביגאוו	Albigowa	fuzzy	C_review		80576	Albigowa (Poland)	0.6	coord_rearbitrated	KEEP	50.0176399	22.2249663	Kagan	398				80576
PL-01223	גרישוב	Gruszów	no_match	C_review					none	NO_CANDIDATE	49.8532365	20.2063238	Kagan	1830				
PL-01223	גרישעוו	Gruszów	no_match	C_review					none	NO_CANDIDATE	49.8532365	20.2063238	Kagan	1830				
PL-01224	באלקאוו	Bolków	fuzzy	C_review		1703	Z︠H︡ovkva (Ukraine)	564.2	coord_rearbitrated	REJECT	50.9255724999999	16.1017661999999	Kagan	974				22465|71140|1703
PL-01224	באלקנהיין	Bolków	no_match	C_review					none	NO_CANDIDATE	50.9255724999999	16.1017661999999	Kagan	974				
PL-01225	סטאנין	Stanin	no_match	C_review					none	NO_CANDIDATE	51.8962186	22.2096431	Kagan	5735				
PL-01226	באטשקי	Boczki	fuzzy	C_review		20541	Baszki (Poland)	203.6	coord_rearbitrated	REVIEW	52.1723633999999	20.0024525	Kagan	913				20541|1789|21669
PL-01227	קארפאוויץ	Karpowicze	no_match	C_review					none	NO_CANDIDATE	53.5816403	23.0351225	Kagan	7391				
PL-01228	לימסטוב	Niemstów	no_match	C_review					none	NO_CANDIDATE	51.3604572	16.3017881999999	Kagan	5339				
PL-01228	נימסטאוו	Niemstów	fuzzy	C_review		23397	Námestovo (Slovakia)	312.7	coord_rearbitrated	REJECT	51.3604572	16.3017881999999	Kagan	5339				23397
PL-01229	סקאלימאוו	Skolimów	no_match	C_review					none	NO_CANDIDATE	52.0771503999999	21.100257	Kagan	6092				
PL-01230	טארצע	Tarcze	fuzzy	C_review		22450	Turets (Belarus)	416.3	coord_rearbitrated	REJECT	52.1361155	22.4158793	Kagan	3436				22450|8120|16098
PL-01232	דאלשעוויץ	Daleszowice	no_match	C_review					none	NO_CANDIDATE	49.9200212999999	19.9308709	Kagan	1909				
PL-01233	מיחאוו	Michów	fuzzy	C_review		85030	Miechów (Miechów, Poland)	205.8	coord_rearbitrated	REVIEW	51.5233133	22.3144638	Kagan	4878	416	-516169		85030|17232
PL-01233	מיכאוו	Michów	fuzzy	C_review		85030	Miechów (Miechów, Poland)	205.8	coord_rearbitrated	REVIEW	51.5233133	22.3144638	Kagan	4878	416	-516169		85030|17232
PL-01233	מיכוב	Michów	fuzzy	C_review		85030	Miechów (Miechów, Poland)	205.8	coord_rearbitrated	REVIEW	51.5233133	22.3144638	JGen	4878	416	-516169		85030|17232
PL-01233	מיעחוב	Michów	fuzzy	C_review		85030	Miechów (Miechów, Poland)	205.8	coord_rearbitrated	REVIEW	51.5233133	22.3144638	Kagan	4878	416	-516169		85030|17232
PL-01233	מיעכיוו	Michów	fuzzy	C_review		85030	Miechów (Miechów, Poland)	205.8	coord_rearbitrated	REVIEW	51.5233133	22.3144638	Kagan	4878	416	-516169		85030|17232
PL-01234	אהלויא	Oława	name_exact	A_autolink	14394	14394	Oława (Poland)	1.5	exact_geoverified	KEEP	50.9459276	17.2924017	Kagan	409				14394
PL-01234	אלוי	Oława	name_exact	A_autolink	14394	14394	Oława (Poland)	1.5	exact_geoverified	KEEP	50.9459276	17.2924017	Kagan	409				14394
PL-01234	וואהלויא	Oława	name_exact	A_autolink	14394	14394	Oława (Poland)	1.5	exact_geoverified	KEEP	50.9459276	17.2924017	Prenum 1344	409				14394
PL-01235	רודנע	Rudno	name_exact	A_autolink	23835	23835	Rudno (Ukraine)		exact_geoverified	NO_COORD	52.08483	21.507776	Kagan	8137				23835
PL-01237	יעשלאנע	Jaślany	fuzzy	C_review		9596	Slaný (Czech Republic)	525.5	coord_rearbitrated	REJECT	50.3983365	21.4861066	Kagan	4108				9596
PL-01239	פיריץ	Pyrzyce	name_exact	A_autolink	26344	26344	Pyrzyce (Poland)	0.5	exact_geoverified	KEEP	53.1460852	14.8924044	Kagan	6590				26344
PL-01240	ראדגאשטש	Radgoszcz	no_match	C_review					none	NO_CANDIDATE	50.2056732999999	21.1121439	Kagan	7952	2969	-524803		
PL-01240	ראדעגאשץ	Radgoszcz	no_match	C_review					none	NO_CANDIDATE	50.2056732999999	21.1121439	Kagan	7952	2969	-524803		
PL-01241	אגראדזענץ	Ogrodzieniec	no_match	C_review					none	NO_CANDIDATE	50.45125	19.5190299999999	Kagan	53				
PL-01242	לאחאוו	Łochów	fuzzy	C_review		19050	Lakhva (Belarus)	369.1	coord_rearbitrated	REJECT	52.5307	21.68182	Kagan	4224				19050
PL-01242	לאכעוו	Łochów	fuzzy	C_review		19050	Lakhva (Belarus)	369.1	coord_rearbitrated	REJECT	52.5307	21.68182	Kagan	4224				19050
PL-01242	לאכעווע	Łochów	fuzzy	C_review		19050	Lakhva (Belarus)	369.1	coord_rearbitrated	REJECT	52.5307	21.68182	Kagan	4224				19050
PL-01243	מילנאב	Mielnów	fuzzy	C_review		20719	Mlyniv (Ukraine)	230.0	coord_rearbitrated	REVIEW	49.7612641	22.6076046	Kagan	4900				84537|20719|14567
PL-01243	מילנאוו	Mielnów	fuzzy	C_review		20719	Mlyniv (Ukraine)	230.0	coord_rearbitrated	REVIEW	49.7612641	22.6076046	Kagan	4900				20719|14567
PL-01244	יעדלנא	Jedlno	no_match	C_review					none	NO_CANDIDATE	51.074452	19.2688229	Kagan	4069				
PL-01245	חאשטשיב	Choszczów	no_match	C_review					none	NO_CANDIDATE	51.4533343999999	22.1871352	Kagan	4144				
PL-01245	כאשטשעוו	Choszczów	fuzzy	C_review		77590	Khashchevato (Ukraine)		coord_rearbitrated	NO_COORD	51.4533343999999	22.1871352	Kagan	4144				77590
PL-01246	מאלציץ	Małocice	no_match	C_review					none	NO_CANDIDATE	52.3582652	20.6875376999999	Kagan	4688				
PL-01248	טיטסין	Tyczyn	name_exact	A_autolink	19047	19047	Tyczyn (Rzeszów, Poland)	0.0	exact_geoverified	KEEP	49.966667	22.033333	Kagan	3518	1162	-533767		19047
PL-01248	טיטשין	Tyczyn	name_exact	A_autolink	19047	19047	Tyczyn (Rzeszów, Poland)	0.0	exact_geoverified	KEEP	49.966667	22.033333	Kagan	3518	1162	-533767		19047
PL-01248	טיטשיען	Tyczyn	name_exact	A_autolink	19047	19047	Tyczyn (Rzeszów, Poland)	0.0	exact_geoverified	KEEP	49.966667	22.033333	Kagan	3518	1162	-533767		19047
PL-01249	קרעמפאך	Krempachy	fuzzy	C_review		77552	Krompachy (Slovakia)	77.4	coord_rearbitrated	REVIEW	49.4345259	20.1620234	Kagan	7908				77552
PL-01250	גנעווקאווי	Gniewkowo	no_match	C_review					none	NO_CANDIDATE	52.89463	18.40746	Kagan	1714				
PL-01250	גנעווקאווע	Gniewkowo	no_match	C_review					none	NO_CANDIDATE	52.89463	18.40746	Kagan	1714				
PL-01252	ליעשנו	Leszno	fuzzy	C_review		139	Leszno (Poland)	279.6	coord_rearbitrated	KEEP	52.2666666666667	20.6	Kagan	4564	6462	-513228		139|12801|2518|83092|154
PL-01252	לעשנע	Leszno	fuzzy	C_review		139	Leszno (Poland)	279.6	coord_rearbitrated	KEEP	52.2666666666667	20.6	JGen	4450	6462	-513228		139|12801|2518|83092|154
PL-01252	לעשנע	Leszno	fuzzy	C_review		139	Leszno (Poland)	279.6	coord_rearbitrated	KEEP	52.2666666666667	20.6	Kagan	4564	6462	-513228		139|12801|2518|83092|154
PL-01253	מודזנע	Miedźna	no_match	C_review					none	NO_CANDIDATE	49.9826253999999	19.0487945	Kagan	4837	1521	-516253		
PL-01253	מידזנע	Miedźna	no_match	C_review					none	NO_CANDIDATE	49.9826253999999	19.0487945	Kagan	4837	1521	-516253		
PL-01254	חמעליו	Chmielów	no_match	C_review					none	NO_CANDIDATE	50.5107669999999	21.659639	Kagan	4161				
PL-01254	כמעליאוו	Chmielów	no_match	C_review					none	NO_CANDIDATE	50.5107669999999	21.659639	Kagan	4161				
PL-01254	כמעלעוו	Chmielów	no_match	C_review					none	NO_CANDIDATE	50.5107669999999	21.659639	Kagan	4161				
PL-01256	קארוקאווקא	Krukówka	fuzzy	C_review		18893	Kori︠u︡kivka (Ukraine)	713.3	coord_rearbitrated	REJECT	53.3316417	22.0036576999999	Kagan	7859				18893
PL-01256	קרוקאווקע	Krukówka	fuzzy	C_review		18893	Kori︠u︡kivka (Ukraine)	713.3	coord_rearbitrated	REJECT	53.3316417	22.0036576999999	Kagan	7859				18893
PL-01257	גאלקאוויץ	Golkowice	no_match	C_review					none	NO_CANDIDATE	49.973099	19.9740041	Kagan	1592				
PL-01258	נאליינציוו	Nałęczów	name_exact	A_autolink	15604	15604	Nałęczów (Lublin, Poland)	0.3	exact_geoverified	KEEP	51.28567	22.215293	Kagan	5194				15604
PL-01258	נאלענטשאוו	Nałęczów	name_exact	A_autolink	15604	15604	Nałęczów (Lublin, Poland)	0.3	exact_geoverified	KEEP	51.28567	22.215293	Kagan	5194				15604
PL-01259	יאסין	Jasień	fuzzy	C_review		669	Iași (Romania)	603.5	coord_rearbitrated	REJECT	49.9735	20.56783	Kagan	3995				26933|669|3737
PL-01260	קאמבארנע	Kombornia	no_match	C_review					none	NO_CANDIDATE	49.7166077	21.8802683	Kagan	7196				
PL-01260	קאמבערנע	Kombornia	no_match	C_review					none	NO_CANDIDATE	49.7166077	21.8802683	Kagan	7196				
PL-01261	שטארכנעסט	Osieczna	fuzzy	C_review		87530	Osieczna (Poland)	231.2	coord_rearbitrated	KEEP	53.77032	18.20079	Kagan	8493				87530
PL-01263	קראקאצקא וואליע	Wola Krokocka	no_match	C_review					none	NO_CANDIDATE	51.7342186	18.9865316	Kagan	7841				
PL-01263	קרויקעסקא וואלע	Wola Krokocka	no_match	C_review					none	NO_CANDIDATE	51.7342186	18.9865316	Kagan	7841				
PL-01264	רעמפקאוו	Rębków	no_match	C_review					none	NO_CANDIDATE	51.87551	21.55383	Kagan	8300				
PL-01264	רעמפקוב	Rębków	no_match	C_review					none	NO_CANDIDATE	51.87551	21.55383	Kagan	8300				
PL-01265	חאדקאוו	Chodków	no_match	C_review					none	NO_CANDIDATE	51.6703377	21.3866479	Kagan	4114				
PL-01265	כאדקעוו	Chodków	no_match	C_review					none	NO_CANDIDATE	51.6703377	21.3866479	Kagan	4114				
PL-01266	טארגיווקע	Targówek	no_match	C_review					none	NO_CANDIDATE	52.2823819	21.0653678	Kagan	3401				
PL-01267	ביאלביול	Białobiel	fuzzy	C_review		19363	Adelphia (N.J.)	6890.4	coord_rearbitrated	REJECT	53.11452	21.56252	Added to Kagan	1185				19363|78119
PL-01267	ביאליביול	Białobiel	fuzzy	C_review		19363	Adelphia (N.J.)	6890.4	coord_rearbitrated	REJECT	53.11452	21.56252	Kagan	1185				19363|78119
PL-01268	ליפניצא	Lipnica Murowana	no_match	C_review					none	NO_CANDIDATE	49.85838	20.52479	Kagan	4465				
PL-01268	ליפניצע	Lipnica Murowana	no_match	C_review					none	NO_CANDIDATE	49.85838	20.52479	Kagan	4465				
PL-01270	לאגעווניקע	Łagiewniki	fuzzy	C_review		85257	Łagiewniki (Województwo Dolnośląskie, Poland)	235.7	coord_rearbitrated	KEEP	50.0195157	19.9413983	Kagan	4184				85257
PL-01271	יערנאט	Jarnuty	no_match	C_review					none	NO_CANDIDATE	53.1567071	22.0026906	Kagan	4102				
PL-01273	טשירנע	Czyrna	fuzzy	C_review		8228	Czarne (Poland)	546.1	coord_rearbitrated	REJECT	49.4775018	21.0225871	Kagan	3819				8228|4401|2155|17276|20942
PL-01274	נאוויפאלע	Nowopole	fuzzy	C_review		23100	Neve Efal (Israel)		coord_rearbitrated	NO_COORD	50.2275869	20.7311612	Kagan	5177				23100
PL-01275	ראסאש	Rossosz	fuzzy	C_review		90230	Rossoshʹ (Voronezhskai︠a︡ oblastʹ, Russia)	1161.3	coord_rearbitrated	REJECT	51.857506	23.1354139	Kagan	8063	1672	-525869		16223|90230
PL-01275	רוסוש	Rossosz	fuzzy	C_review		90230	Rossoshʹ (Voronezhskai︠a︡ oblastʹ, Russia)	1161.3	coord_rearbitrated	REJECT	51.857506	23.1354139	JGen	8063	1672	-525869		90230
PL-01276	ראדליוו	Radłów	no_match	C_review					none	NO_CANDIDATE	50.0839991	20.8499278	Kagan	7971	3897	-524833		
PL-01276	רידליב	Radłów	fuzzy	C_review		18973	Idlib (Syria)	2021.8	coord_rearbitrated	REJECT	50.0839991	20.8499278	Prenum 1910	7971	3897	-524833		18973|77464|73551|73715
PL-01277	זשימנעוואדע	Zimnowoda	no_match	C_review					none	NO_CANDIDATE	51.8788252999999	17.3022936	Kagan	3290				
PL-01278	זבויסק	Zboiska	fuzzy	C_review		16013	Bauska (Latvia)	779.0	coord_rearbitrated	REJECT	49.5129964	22.1109079	Kagan	3147				16013
PL-01280	רעפין	Rzepin	fuzzy	C_review		9524	Germany (West)	563.7	coord_rearbitrated	REJECT	52.3464071	14.832309	Kagan	8312				77382|9524
PL-01280	רעפען	Rzepin	fuzzy	C_review		9524	Germany (West)	563.7	coord_rearbitrated	REJECT	52.3464071	14.832309	Kagan	8312				77382|9524
PL-01282	סהקאווע	Skawa	fuzzy	C_review		75292	Sękowa (Poland)	94.0	coord_rearbitrated	REVIEW	49.6064903	19.9029948	Kagan	6088				75292
PL-01282	סקאווע	Skawa	fuzzy	C_review		75292	Sękowa (Poland)	94.0	coord_rearbitrated	REVIEW	49.6064903	19.9029948	Kagan	6088				75292|17237
PL-01283	בראוועניק	Barwinek	no_match	C_review					none	NO_CANDIDATE	49.431944	21.687778	Kagan	1460				
PL-01284	ליפין	Lipiny	fuzzy	C_review		18080	Lipno (Włocławek, Poland)	282.7	coord_rearbitrated	REVIEW	50.313277	18.9024416	Kagan	4463				13454|1931|18080|13744|6200
PL-01285	דאלי	Doły	name_exact	A_autolink	18991	18991	Dhali (Cyprus)	6753.2	exact_geoverified	REJECT	49.9253973	20.680839	Kagan	1900				18991
PL-01286	גלוז	Gluzy	fuzzy	C_review		12366	Galați (Romania)	776.9	coord_rearbitrated	REJECT	50.4017451	20.7158898999999	Kagan	1702				7231|12366|12100
PL-01287	לופיאן	Lipiany	fuzzy	C_review		18080	Lipno (Włocławek, Poland)	281.8	coord_rearbitrated	REVIEW	53.00338	14.96923	Kagan	4461				23641|13454|1931|18080|13744
PL-01287	ליפיאן	Lipiany	name_exact	A_autolink	23911	23911	Lipany (Slovakia)	598.4	exact_geoverified	REJECT	53.00338	14.96923	Kagan	4461				23911
PL-01288	אלשאוויץ	Olszowiec	no_match	C_review					none	NO_CANDIDATE	52.292188	20.3268272	Kagan	466				
PL-01288	אלשיוויץ	Olszowiec	no_match	C_review					none	NO_CANDIDATE	52.292188	20.3268272	Kagan	466				
PL-01289	לאטאוויטש	Latowicz	fuzzy	C_review		18275	Złotów (Województwo Wielkopolskie, Poland)	353.9	coord_rearbitrated	REJECT	52.0264758	21.8107747	Kagan	4214				18275
PL-01289	לאטיוויץ	Latowicz	no_match	C_review					none	NO_CANDIDATE	52.0264758	21.8107747	Kagan	4214				
PL-01290	שלעמין	Ślemień	fuzzy	C_review		13592	Sulmona (Italy)	950.5	coord_rearbitrated	REJECT	49.7176815	19.367413	Kagan	8589				13592|14760|73786|6419|69690
PL-01291	רוזשאן	Old Mokotów	fuzzy	C_review		20849	Ruzhany (Belarus)	271.5	coord_rearbitrated	REVIEW	52.2083888999999	21.0234678999999	Kagan	8142				76418|7466|20849
PL-01292	ריטשעוו	Ryczów	fuzzy	C_review		14933	Novyĭ I︠A︡rychiv (Ukraine)	340.1	coord_rearbitrated	REJECT	49.9805725	19.5512903	Kagan	8203				14933
PL-01292	ריצעף	Ryczów	fuzzy	C_review		14933	Novyĭ I︠A︡rychiv (Ukraine)	340.1	coord_rearbitrated	REJECT	49.9805725	19.5512903	Kagan	8203				14933
PL-01293	פיענקי	Pieńki	fuzzy	C_review		5393	Phoinike (Extinct city)	1318.2	coord_rearbitrated	REJECT	51.6631352	22.3347648	Kagan	6579				5393
PL-01294	אוסטצענאוו	Ustjanowa Górna	no_match	C_review					none	NO_CANDIDATE	49.425767	22.5462641	Kagan	179				
PL-01295	אסטראמענטשין	Ostromęczyn	no_match	C_review					none	NO_CANDIDATE	52.2702741	22.8432632	Kagan	555				
PL-01295	אסטראמעצין	Ostromęczyn	no_match	C_review					none	NO_CANDIDATE	52.2702741	22.8432632	Kagan	555				
PL-01296	ראטשאנזשיק	Raciążek	name_exact	A_autolink	26023	26023	Raciążek (Poland)	0.8	exact_geoverified	KEEP	52.856485	18.8133859	Kagan	8032				26023
PL-01297	חאחעליף	Chochołów	name_exact	A_autolink	15980	15980	Chochołów (Nowy Sącz, Poland : Voivodeship)		exact_geoverified	NO_COORD	49.367594	19.8175501	Kagan	4124				15980
PL-01297	כאכעלעוו	Chochołów	name_exact	A_autolink	15980	15980	Chochołów (Nowy Sącz, Poland : Voivodeship)		exact_geoverified	NO_COORD	49.367594	19.8175501	Kagan	4124				15980
PL-01298	באגדאני	Bogdány	fuzzy	C_review		1846	Bigouden (France)		coord_rearbitrated	NO_COORD	54.3359795999999	19.7227886	Kagan	826				1846
PL-01299	באראווע	Borowe	fuzzy	C_review		73750	Borovo (Ruse, Bulgaria)	1055.1	coord_rearbitrated	REJECT	52.8915944	23.8704343999999	Kagan	1036				12169|73750|18401|85220|82472
PL-01300	הארבוטאוויצע	Harbutowice	no_match	C_review					none	NO_CANDIDATE	49.8137803	19.7825693	Kagan	2362				
PL-01301	טלאשטץ	Tłuszcz	fuzzy	C_review		84825	Tłuszcz (Poland)	1.1	coord_rearbitrated	KEEP	52.42997	21.43511	Kagan	3599				84825
PL-01301	טלאשטש	Tłuszcz	fuzzy	C_review		84825	Tłuszcz (Poland)	1.1	coord_rearbitrated	KEEP	52.42997	21.43511	Kagan	3599				84825
