person_id	heading	subject	seq	place	place_kind	org	role	verb	date_start	date_end	certainty	t_start	t_end	t_inferred	res_status	qid	label_en	lat	lon	events	evidence
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	1	לעמבערג, גאַליציע	settlement			born			none	1889	1889	True	settlement	Q36036	Lviv	49.8425	24.032222	[]	געבוירן אין לעמבערג, גאַליציע
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	2	לעמבערג	settlement	גימפּעלס טעאַטער	כאָר	stay	1889		explicit	1889	1889	False	settlement	Q36036	Lviv	49.8425	24.032222	"[{""event_type"": ""business"", ""play"": """", ""venue"": ""גימפּעלס טעאַטער"", ""date"": ""1889"", ""description"": ""Joined the choir""}]"	אין 1889 נעמט מען זי אַריין אין כאָר אין גימפּעלס טעאַטער
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	3	בודאָפּעסט	settlement	טרייטלער	כאָריסטקע	stay			none	1889	1899	True	settlement	Q1781	Budapest	47.498333	19.040833	"[{""event_type"": ""performance"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Performed in the choir and small roles""}]"	פֿאָרט זיי מיט טרייטלער קיין בודאָפּעסט, וואו זי איז כאָריסטקע און באַקומט אויך צו שפּילן קליינע ראָלן
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	4	יאָסי	settlement	יאָוועלירס טרופּע		stay			none	1889	1899	True	settlement	Q46852	Iași	47.162222	27.588889	"[{""event_type"": ""marriage"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Married choir conductor Joseph Gropper""}]"	געקומען שפּעטער אין יאָסי, וואו זיי באָקענט זיך אין יאָוועלירס טרופּע מיטן כאָר-דיריגענט יוסף גראָפּער, האָט זי מיט אים חתונה
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	5	רומעניע	country			tour			none	1889	1899	True	region	רומעניע	Romania	45.94	24.97	[]	פֿאָרט צוזאַמען מיט אים איבער רומעניע
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	6	בודאָפּעסט	settlement			stay			none	1889	1899	True	settlement	Q1781	Budapest	47.498333	19.040833	[]	דערנאָך אין בודאָפּעסט
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	7	בולגאָריע	country			stay			none	1889	1899	True	region	בולגאריע	Bulgaria	42.7	25.5	[]	אין בולגאָריע
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	8	קאָנסטאַנטינאָפּאָל	settlement			stay			none	1889	1899	True	settlement	Q406	Istanbul	41.01	28.960278	[]	אין קאָנסטאַנטינאָפּאָל
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	9	פּאַריז	settlement	געליס	פּרימאָדאָנע	stay			none	1889	1899	True	settlement	Q90	Paris	48.856667	2.352222	[]	4 חדשים אַלס פּרימאָדאָנע ביי געליס אין פּאַריז
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	10	בוקאָרעסט	settlement	רומענישן אָפּערעטעאַטער	כאָריסטקע	return			none	1889	1899	True	settlement	Q19660	Bucharest	44.413361	26.097778	"[{""event_type"": ""season"", ""play"": """", ""venue"": ""רומענישן אָפּערעטעאַטער"", ""date"": """", ""description"": ""Two seasons as a chorister""}, {""event_type"": ""performance"", ""play"": """", ""venue"": ""רומענישע שאַנטאָנען"", ""date"": """", ""description"": ""Performed in Romanian cafes-chantants""}]"	קומט צוריק אין בוקאָרעסט וואו זי איז 2 סעזאָנען כאָריסטקע אין רומענישן אָפּערעטעאַטער, טרעט זיי דערנאָך אַרויס אין רומענישע שאַנטאָנען
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	11	אַמעריקע	country			emigration	1899		explicit	1899	1899	False	settlement	Q30	United States	39.828175	-98.5795	[]	פֿאָרט אָפּ אין 1899 קיין אַמעריקע
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	12	ניו יאָרק	settlement	טאָליאַ-טעאַטער	performer	stay			none	1899	1922	True	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""season"", ""play"": """", ""venue"": ""טאָליאַ-טעאַטער"", ""date"": """", ""description"": ""Two seasons with Kessler, Moskowitz, Feinman, Kalich, and Mogulesko""}]"	דאָ האָט ג. געשפּילט 2 סעזאָנען אין טאָליאַ-טעאַטער מיט קעסלער, מאָשקאָוויטש, פֿיינמאַן, קאַליש און מאָגולעסקאָ
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	13	ניו יאָרק	settlement	ליריק-טעאַטער	performer	stay			none	1899	1922	True	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""season"", ""play"": """", ""venue"": ""ליריק-טעאַטער"", ""date"": """", ""description"": ""One season with Kessler""}]"	אַ סעזאָן מיט קעסלער אין ליריק-טעאַטער
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	14	ניו יאָרק	settlement	סעקאָנד-עוועניו-טעאַטער	performer	stay			none	1899	1922	True	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""season"", ""play"": """", ""venue"": ""סעקאָנד-עוועניו-טעאַטער"", ""date"": """", ""description"": ""Two seasons with Kessler""}]"	2 סעזאָנען מיט אים אין סעקאָנד-עוועניו-טעאַטער
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	15	ניו יאָרק	settlement		performer	stay	1922		explicit	1922	1922	False	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""performance"", ""play"": ""דער אָקשאָנער"", ""venue"": """", ""date"": ""1922"", ""description"": ""Played the role of Esther in English with David Warfield""}]"	"1922 — געשפּילט אַ האַלב יאָר אין ענגליש די ראָל „אסתר"" אין דער פּיעסע „דער אָקשאָנער"" מיט דייוויך וואָרפיעלד"
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	16	ניו יאָרק	settlement	געביל	performer	stay			none	1922	1926	True	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""season"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Two seasons with Gabel""}]"	דערנאָך שפּילט זי 2 סעזאָנען ביי געביל
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	17	טאָראַנטאָ	settlement	האָלענדער	performer	stay			none	1922	1926	True	settlement	Q172	Toronto	43.670278	-79.386667	"[{""event_type"": ""season"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""One season with Hollander""}]"	אַ סעזאָן אין טאָראַנטאָ ביי האָלענדער
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	18	ענגלישער פּראָווינץ	region	צווייטער ענגלישער פּראָווינץ-טרופּע	performer	tour			none	1922	1926	True	unresolved					"[{""event_type"": ""performance"", ""play"": ""אייבים אייריש ראוז"", ""venue"": """", ""date"": """", ""description"": ""Played Mrs. Cohen in English for one year""}]"	"אַ יאָר אין ענגליש די ראָל „מיסעס קאָהן“ אין דער פּיעסע „אייבים אייריש ראוז"" מיט דער צווייטער ענגלישער פּראָווינץ-טרופּע"
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	19	מאָנטרעאָל	settlement	האָלענדער	performer	stay			none	1922	1926	True	settlement	Q340	Montreal	45.503343	-73.586841	"[{""event_type"": ""season"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""One season with Hollander""}]"	שפּעטער אַ סעזאָן אין מאָנטרעאָל ביי האָלענדער
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	20	ניו יאָרק	settlement	פּרינצעסטעאַטער	performer	stay			none	1922	1926	True	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""performance"", ""play"": ""וואַט איז די יוז?"", ""venue"": ""פּרינצעסטעאַטער"", ""date"": """", ""description"": ""Performed in English in a comedy""}]"	דערנאָך אין ענגליש אין ניו יאָרקער פּרינצעסטעאַטער אין דער קאָמעדיע „וואַט איז די יוז?
P-1-facs_280_TextRegion_1711971594244_435	גראָפּער איידאַ [בריה]	entry	21	ניו יאָרק	settlement	ליבערטי-טעאַטער	performer	stay	1926		explicit	1926	1926	False	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""season"", ""play"": """", ""venue"": ""ליבערטי-טעאַטער"", ""date"": ""1926"", ""description"": ""Half a season with Anshel Schorr""}]"	און 1926 — אַ האַלבען סעזאָן אין ליבערטי-טעאַטער ביי אָנשל שאָר
P-1-facs_280_r_2	גראָפּער יוסף	entry	1	פֿאָלטיטשען, רומעיע	settlement			born	1866		approximate	1866	1866	False	settlement	Q303015	Fălticeni	47.4625	26.3	[]	געב. בערך 1866 אין פֿאָלטיטשען, רומעיע.
P-1-facs_280_r_2	גראָפּער יוסף	entry	2	וקאָרעסט	settlement	סעגאָלעסקאָ	כאָריסט	stay			none	1866	1899	True	unresolved					"[{""event_type"": ""business"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""dealt with books""}]"	געקומען אין וקאָרעסט, וואו ער האָט אין אָנהייב געהאַנדלט מיט ביכער, דערנאָך אַריינגעטראָטן אַלס כאָריסט צו סעגאָלעסקאָ
P-1-facs_280_r_2	גראָפּער יוסף	entry	3	יאָסי	settlement	יאָוועליר	כאָר-דיריגענט	stay			none	1866	1899	True	settlement	Q46852	Iași	47.162222	27.588889	[]	געוואָרן כאָר-דיריגענט ביי יאָוועליר אין יאָסי.
P-1-facs_280_r_2	גראָפּער יוסף	entry	4	רומעניע	country	פֿאַרשיידענע טרופּעס	ליבהאָבערראָלן	tour			none	1866	1899	True	region	רומעניע	Romania	45.94	24.97	[]	געשפּילט ליבהאָבערראָלן אין פֿאַרשיידענע טרופּעס איבער רומעניע
P-1-facs_280_r_2	גראָפּער יוסף	entry	5	בולגאָריע	country	פֿאַרשיידענע טרופּעס	ליבהאָבערראָלן	tour			none	1866	1899	True	region	בולגאריע	Bulgaria	42.7	25.5	[]	איבער רומעניע און בולגאָריע
P-1-facs_280_r_2	גראָפּער יוסף	entry	6	בודאָפּעסט	settlement		ליבהאָבערראָלן	stay			none	1866	1899	True	settlement	Q1781	Budapest	47.498333	19.040833	"[{""event_type"": ""season"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""stayed for 6 months""}]"	6 חדשים אין בודאָפּעסט
P-1-facs_280_r_2	גראָפּער יוסף	entry	7	קאָנסטאַנטינאָפּאָל	settlement		ליבהאָבערראָלן	stay			none	1866	1899	True	settlement	Q406	Istanbul	41.01	28.960278	[]	אויך אין קאָנסטאַנטינאָפּאָל.
P-1-facs_280_r_2	גראָפּער יוסף	entry	8	אַמעריקע	country	ווינדזאָר-טעאַטער	קוואָרטעט-זינגער און ראָלןשרייבער	emigration	1899		explicit	1899	1899	False	settlement	Q30	United States	39.828175	-98.5795	"[{""event_type"": ""business"", ""play"": """", ""venue"": ""ווינדזאָר-טעאַטער"", ""date"": """", ""description"": ""joined Windsor Theater under Hurwitz""}]"	1899 — געקומען אין אַמעריקע און דאָ אַריינגעטראָטן אין ווינדזאָר-טעאַטער ביי הורוויץ
P-1-facs_280_r_2	גראָפּער יוסף	entry	9	ניו יאָרק	settlement	פּיפּלס מוזיק-האָל	אַקטיאָר און רעזשיסער	stay			none	1899	1911	True	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""business"", ""play"": ""פּאָטפּוריס און איינאַקטיקע סקעטשן"", ""venue"": ""פּיפּלס מוזיק-האָל"", ""date"": """", ""description"": ""actor and director of potpourris and sketches""}]"	פֿון דאָרט איבערגעגאַנגען אין פּיפּלס מוזיק-האָל (מענעדזשער שמוקלער און ליפשיץ) אַלס אַקטיאָר און רעזשיסער
P-1-facs_280_r_2	גראָפּער יוסף	entry	10	ניו יאָרק	settlement			death	1911-12-13	1911-12-13	explicit	1911	1911	False	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""burial"", ""play"": """", ""venue"": ""מאונט היברו אין לאַנג איילאַנד"", ""date"": """", ""description"": ""buried at Mount Hebron in Long Island""}]"	דעם 13 דעצ. 1911 איז ג. ... געשטאָרכן אין ניו יאָרק און איז געבראַכט געוואָרן צו קבורה אויפֿן מאונט היברו אין לאַנג איילאַנד
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	1	לובני, פּאָלן גוב., אוקראַאינע	settlement			born	1892-09-12		explicit	1892	1892	False	settlement	Q269517	Lubny (Ukraine)	50.018564129341	32.986860348473	[]	געב. 12 סעפּט. 1892 אין לובני, פּאָלן גוב., אוקראַאינע
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	2	וואַרשע	settlement	קאָנסערוואַטאָריע	student	stay			none	1892	1922	True	settlement	Q270	Warsaw	52.23	21.011111	"[{""event_type"": ""other"", ""play"": """", ""venue"": ""קאָנסערוואַטאָריע"", ""date"": """", ""description"": ""graduated as a conductor""}]"	פֿאָרט ער צו זיין שוועסטער אין וואַרשע, און ענדיקט דאָרט די קאָנסערוואַטאָריע אַלס קאָפּעלמייסטער
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	3	unknown	unknown	גוזיקס טרופּע	דיריגענט	stay			none	1892	1922	True	unresolved					"[{""event_type"": ""season"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""conducted Yiddish operetta repertoire in Russian for 3 years""}]"	אין קריגס-צייט ווערט ג., אַלס דעזערטיר, דיריגענט אין גוזיקס טרופּע
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	4	unknown	unknown	טרופּע פֿון סאַמואיל גענפֿער	דיריגענט	stay			none	1892	1922	True	unresolved					[]	דערנאָך גייט ער איבער אין דער טרופּע פֿון סאַמואיל גענפֿער אַלס דיריגענט
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	5	קאָנסטאַנטינאָפּאָל	settlement	חברים-טרופּע	דיריגענט	tour			none	1892	1922	True	settlement	Q406	Istanbul	41.01	28.960278	[]	טרעט ג. אַריין אין אַ חברים-טרופּע מיט וועלכער ער פֿאָרט קיין קאָנסטאַנטינאָפּאָל
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	6	פאַריז	settlement	חברים-טרופּע	דיריגענט	tour			none	1892	1922	True	settlement	Q90	Paris	48.856667	2.352222	[]	דאָן קיין פאַריז
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	7	שפּאָניע	country		musician	stay			none	1892	1922	True	region	שפאניע	Spain	40.42	-3.7	"[{""event_type"": ""performance"", ""play"": """", ""venue"": ""רעסטאָראָן"", ""date"": """", ""description"": ""played in a restaurant""}]"	דערנאָך שפּאָניע, וואו ג. שפּילט אין אַ רעסטאָראָן
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	8	קובא	country		pianist	emigration			none	1892	1922	True	settlement	Q241	Cuba	41.365277777778	48.526388888889	[]	דערנאָך וואָנ דערט ג. אויס קיין קובא, וואו ער דערנערט זיך פֿון שפּילן קלאָוויר
P-1-facs_281_tr_1741260291	גרושקאָוו, אַברהם [גרושקאָווסקי]	entry	9	דעטראָיט	settlement	יידישן טעאַטער	composer	settled	1922		explicit	1922	1922	False	settlement	Q12439	Detroit	42.331667	-83.0475	"[{""event_type"": ""performance"", ""play"": ""זיין יידיש מיידל"", ""venue"": """", ""date"": """", ""description"": ""composed music for Isaac Lesh's operetta""}]"	אין 1922 האָט זיך ג. באָזעצט אין דעטראָיט, וואו ער איז פֿאָרבונדן מיטן יידישן טעאַטער
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	1	טשערנאָבאָל, אוקראַאינע	settlement			born	1881-10-03		explicit	1881	1881	False	unresolved					[]	געב. 3 אָקט. 1881 אין טשערנאָבאָל, אוקראַאינע
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	2	יעקאַטערינאָסלאַוו	settlement		performer	stay			none	1881	1926	True	settlement	Q48256	Dnipro	48.4675	35.04	"[{""event_type"": ""debut"", ""play"": ""שולמית"", ""venue"": """", ""date"": """", ""description"": ""Participated in an amateur performance of Shulamith""}, {""event_type"": ""performance"", ""play"": ""שולמית"", ""venue"": """", ""date"": """", ""description"": ""Participated in Spivakovsky's Russian production of Shulamith""}]"	באַטייליקט ער זיך אין אַ ליבהאָבער- אויפפירונג פון „שולמית“ אין יעקאַטערינאָסלאַוו
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	3	יעקאַטערינאָסלאַוו	settlement	רוסישער אָפּערעטן־טרופּע פון באָריסאָוו	performer	stay			approximate	1881	1926	True	settlement	Q48256	Dnipro	48.4675	35.04	"[{""event_type"": ""season"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Played for 6 years under the name Blumenthal""}]"	גייט איבער אין דער רוסישער אָפּערעטן־טרופּע פון באָריסאָוו, וואו ער שפּילט 6 יאָר אונטערן נאָמען „בלומענטאַל“
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	4	כאַרקאָוו	settlement	באָגראָגאָווס דראַמאַטישער שול	student	stay			approximate	1881	1926	True	settlement	Q42308	Kharkiv	49.9925	36.231111	[]	לערנט ער אָנדערהאַלבן יאָר אין באָגראָגאָווס דראַמאַטישער שול אין כאַרקאָוו
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	5	רוסלאַנד	country	אייגענע טרופּע	director	tour			none	1881	1926	True	region	רוסלאנד	Russia	55.75	37.62	"[{""event_type"": ""founding"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Organized his own troupe across Russia""}]"	אָרגאַניזירט ער אַן אייגענע טרופּע איבער רוסלאַנד
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	6	קאָנסטאַנטינאָפּאָל	settlement		performer	emigration			approximate	1881	1926	True	settlement	Q406	Istanbul	41.01	28.960278	[]	וואַנדערט ער אויס קיין קאָנסטאַנטינאָפּאָל, וואו ער שפּילט אָנדערהאַלבן יאָר יידיש טעאַטער
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	7	בולגאַריע	country		performer	tour			none	1881	1926	True	region	בולגאריע	Bulgaria	42.7	25.5	[]	וואַנדערט ער אַרום איבער בולגאַריע
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	8	רומעניע	country		performer	tour			none	1881	1926	True	region	רומעניע	Romania	45.94	24.97	[]	רומעניע
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	9	עסטרייך	country		performer	tour			none	1881	1926	True	region	עסטרייך	Austria	48.2	16.37	[]	עסטרייך
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	10	דייטשלאַנד	country		performer	stay			approximate	1881	1926	True	region	דייטשלאנד	Germany	52.52	13.4	[]	דייטשלאַנד (5 יאָר)
P-1-facs_30_TextRegion_1709402283554_1191	אַדלער ירמיהו [גאָלדענבערג-טווערסקי]	entry	11	פּאַריז	settlement		performer	settled	1926		explicit	1926	1926	False	settlement	Q90	Paris	48.856667	2.352222	[]	זייט 1926 אין פּאַריז, וואו ער שפּילט מיט הפסקות
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	1	סטאַניסלאַוואָוו	settlement			born	1844-02-27		explicit	1844	1844	False	settlement	Q156726	Ivano-Frankivsk	48.922778	24.710556	[]	געבוירן 27 פעברואַר אין סטאַניסלאַוואָוו
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	2	יאַסי	settlement		העברעאישער לערער	settled	1862		approximate	1862	1862	False	settlement	Q46852	Iași	47.162222	27.588889	"[{""event_type"": ""business"", ""play"": """", ""venue"": """", ""date"": ""1871"", ""description"": ""Published a newspaper called 'Di Tsayt' in Hebrew and Romanian.""}]"	אין עלטער פון 18 יאָר אַוועק קיין יאַסי, רומעניע, וואו ער איז געוואָרן אַ העברעאישער לערער
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	3	בוקאַרעסט	settlement		דירעקטאָר פון אַ יידישער שול	settled		1877	approximate	1877	1877	False	settlement	Q19660	Bucharest	44.413361	26.097778	"[{""event_type"": ""founding"", ""play"": ""דער טיראַנישער באַנקער"", ""venue"": ""איזראעליטישער-נאַציאָנאַל-גאָרטן קאלעא וואקארעשט 35"", ""date"": ""1877-04-24"", ""description"": ""Opened his own theater company.""}, {""event_type"": ""performance"", ""play"": ""דעם זייגערמאַכערס קאַפּיליטש"", ""venue"": ""איזראעליטישער-נאַציאָנאַל-גאָרטן"", ""date"": ""1877-05-21"", ""description"": ""Performance of a comedy.""}]"	אַריבערגעפאָרן קיין בוקאַרעסט... ה. איז געווען דירעקטאָר פון אַ יידישער שול אין בוקאַרעסט
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	4	רומענישע שטעט	region		director	tour			none	1877	1882	True	unresolved					"[{""event_type"": ""marriage"", ""play"": """", ""venue"": ""בערלאט"", ""date"": """", ""description"": ""Actor Sheingold marries actress Chaya-Sarah in Berlad during the tour.""}]"	האָט ער זיך אַוועקגעלאָזט איבער די אַנדערע רומענישע שטעט
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	5	גאַליציע	region	גראַדנערס קאָמפּאַניע	performer	stay		1882	approximate	1882	1882	False	region	גאליציע	Galicia	49.55	24.0	[]	ה. אַוועק קיין גאַליציע, וואו ער האָט... זיך אָנגעשלאָסן אָן גראַדנערס קאָמפּאַניע
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	6	ווין	settlement	גראַדנערס קאָמפּאַניע	performer	tour	1882-07-12		explicit	1882	1882	False	settlement	Q1741	Vienna	48.208333	16.3725	"[{""event_type"": ""performance"", ""play"": """", ""venue"": ""רינג-טעאַטער"", ""date"": ""1882-07-12"", ""description"": ""The troupe performs in Vienna but fails to gain much honor.""}]"	נאָכדעם (12 יולי 1882) אין רינג-טעאַטער אין ווין
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	7	אָדעס	settlement		performer	visit			none	1882	1886	True	settlement	Q1874	Odesa	46.47747	30.73262	"[{""event_type"": ""performance"", ""play"": ""דער פּראָצענטניק"", ""venue"": """", ""date"": """", ""description"": ""Participates as an actor in Shomer's play.""}]"	נאָך אַ קורצן וויזיט אין אָדעס, וואו ער באַטייליקט זיך אַלס אַקטיאָר
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	8	בודאַפּעסט	settlement			stay			none	1882	1886	True	settlement	Q1781	Budapest	47.498333	19.040833	"[{""event_type"": ""conflict"", ""play"": """", ""venue"": """", ""date"": """", ""description"": ""Arrested after spending theater funds.""}]"	באַלד אָבּער פאָרט ער קיין בודאַפּעסט... ווערט אַרעסטירט
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	9	קאָנסטאַנטינאָפּאָל	settlement			flight			none	1882	1886	True	settlement	Q406	Istanbul	41.01	28.960278	[]	אַנטלויפט אָבער באַלד קיין קאָנסטאַנטינאָפּאָל
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	10	לאָנדאָן	settlement			stay	1886	1886	approximate	1886	1886	False	settlement	Q84	London	51.507222	-0.1275	[]	קיין לאָנדאָן, וואו ער איז אָנגעקומען בערך סוף 1886
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	11	ניו-יאָרק	settlement	רומעניע-אָפּערע-הויז	director/playwright	emigration	1886	1910	approximate	1886	1910	False	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""performance"", ""play"": ""טיסא עסלער"", ""venue"": ""רומעניע-אָפּערע-הויז"", ""date"": """", ""description"": ""Major success with a play about a blood libel.""}, {""event_type"": ""founding"", ""play"": ""דודס האַרפע"", ""venue"": ""פּולס טעאַטער"", ""date"": ""1887"", ""description"": ""Founded the 'Davids Harfe' organization and staged a gala.""}, {""event_type"": ""performance"", ""play"": ""די עקדה"", ""venue"": ""ווינדזאָר-טעאַטער"", ""date"": ""1893-09-25"", ""description"": ""Performance of a biblical opera.""}, {""event_type"": ""performance"", ""play"": ""בן הדור"", ""venue"": ""ווינדזאָר טעאַטער"", ""date"": ""1901"", ""description"": ""Massive success playing for 23 weeks.""}]"	באַלד דערנאָך פאָרט ער אָפּ קיין אַמעריקע. אין ניו-יאָרק...
P-1-facs_312_TextRegion_1708860417410_829	הורוויץ, [האָרוויץ - הורוויטש] משה איש הלוי פּראָפעסאָר	entry	12	ניו-יאָרק	settlement	מאָנטעפיאָרע האָם	patient	stay		1910-03-04	explicit	1910	1910	False	settlement	Q60	New York City	40.712778	-74.006111	"[{""event_type"": ""death"", ""play"": """", ""venue"": """", ""date"": ""1910-03-04"", ""description"": ""Died lonely and paralyzed.""}, {""event_type"": ""burial"", ""play"": """", ""venue"": ""הויסטאָן סטריט"", ""date"": """", ""description"": ""Funeral procession started from a stable on Houston Street.""}]"	פאַרבראַכט אין ניו-יאָרקער „מאָנטעפיאָרע האָם“. דעם 4 מערץ 1910 איז ה. געשטאָרבן
P-1-facs_335_r_6	הערשעלע [הערשעלע דאָניעלעוויטש]	entry	1	ליפּנע, פּלאָצקער קרייז, פּוילן	settlement			born	1882-01-30	1882-01-30	explicit	1882	1882	False	region_first_of_list	פוילן	Poland	52.23	21.01	[]	געבוירן 30 יאַנואַר 1882 אין ליפּנע, פּלאָצקער קרייז, פּוילן
P-1-facs_335_r_6	הערשעלע [הערשעלע דאָניעלעוויטש]	entry	3	לאָדזש	settlement		אַרבעטער	settled			none	1882	1908	True	settlement	Q580	Łódź	51.75	19.466667	"[{""event_type"": ""debut"", ""play"": """", ""venue"": ""זמ\""ה פונקן"", ""date"": ""1904"", ""description"": ""debuted as a writer under the pseudonym Hershele""}, {""event_type"": ""performance"", ""play"": ""די רויז פֿון סטאָמבול"", ""venue"": ""לאָדזשער סקאָלאָ-טעאַטער"", ""date"": """", ""description"": ""his translation of Kalman's operetta was performed""}]"	"שפּעטער קיין לאָדזש. דאָ לערנט ה. אין חדר... דעביוטירט אין 1904 אין זמ""ה פונקן“, לאָדזש"
